benchmark,family_id,subject_id,source_fold,baseline_BA,oracle_method,oracle_BA,oracle_NLL,oracle_delta_BA,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_ENCODER_FINETUNE_BANK,sub-1,0,0.97,RAW_ENCODER_FINETUNE_BANK__FULL_RESIDUAL50,0.975,0.13467917506160235,0.0050000000000000044,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_ENCODER_FINETUNE_BANK,sub-5,0,0.825,RAW_ENCODER_FINETUNE_BANK__HEAD_RESIDUAL50,0.83,0.37537989144372963,0.0050000000000000044,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_ENCODER_FINETUNE_BANK,sub-16,0,0.595,B_STRONG_MATCHED_V7,0.595,0.6933387070038838,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_ENCODER_FINETUNE_BANK,sub-28,0,0.72,RAW_ENCODER_FINETUNE_BANK__FULL_RESIDUAL50,0.7250000000000001,0.500655088304239,0.0050000000000001155,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_ENCODER_FINETUNE_BANK,sub-37,0,0.865,RAW_ENCODER_FINETUNE_BANK__FULL_RESIDUAL50,0.88,0.38013366118584896,0.015000000000000013,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_ENCODER_FINETUNE_BANK,sub-11,1,0.75,RAW_ENCODER_FINETUNE_BANK__ADABN_RESIDUAL50,0.755,0.46234431309573715,0.0050000000000000044,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_ENCODER_FINETUNE_BANK,sub-13,1,0.905,RAW_ENCODER_FINETUNE_BANK__HEAD_RESIDUAL50,0.9099999999999999,0.2539460970445954,0.004999999999999893,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_ENCODER_FINETUNE_BANK,sub-18,1,0.66,RAW_ENCODER_FINETUNE_BANK__HEAD_RESIDUAL50,0.665,0.6202936476868477,0.0050000000000000044,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_ENCODER_FINETUNE_BANK,sub-27,1,0.655,RAW_ENCODER_FINETUNE_BANK__ADABN_RESIDUAL50,0.665,0.6209945891140589,0.010000000000000009,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_ENCODER_FINETUNE_BANK,sub-36,1,0.98,RAW_ENCODER_FINETUNE_BANK__FULL_RESIDUAL50,0.98,0.03763935102864969,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_ENCODER_FINETUNE_BANK,sub-44,1,0.885,B_STRONG_MATCHED_V7,0.885,0.3128380241354206,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_ENCODER_FINETUNE_BANK,sub-45,1,0.955,RAW_ENCODER_FINETUNE_BANK__FULL_RESIDUAL50,0.96,0.12471410325325255,0.0050000000000000044,False
