model,fold,seed,checkpoint_sha256,selected_epoch,normalizer_sha256,subject,session,BA,Macro_F1,trials
EEGNet,3,0,86f98d9c55773020e244d4e95e1e2ff2886cf7324d84b6788a8c5d3f0018bf05,18,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-05,S2,0.55,0.5488721804511278,20
EEGNet,3,0,86f98d9c55773020e244d4e95e1e2ff2886cf7324d84b6788a8c5d3f0018bf05,18,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-08,S2,0.6,0.6,20
EEGNet,3,0,86f98d9c55773020e244d4e95e1e2ff2886cf7324d84b6788a8c5d3f0018bf05,18,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-10,S2,0.85,0.8465473145780051,20
EEGNet,3,0,86f98d9c55773020e244d4e95e1e2ff2886cf7324d84b6788a8c5d3f0018bf05,18,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-19,S2,0.65,0.6419437340153453,20
EEGNet,3,0,86f98d9c55773020e244d4e95e1e2ff2886cf7324d84b6788a8c5d3f0018bf05,18,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-20,S2,0.6,0.5604395604395604,20
EEGNet,3,0,86f98d9c55773020e244d4e95e1e2ff2886cf7324d84b6788a8c5d3f0018bf05,18,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-25,S2,0.75,0.7493734335839599,20
EEGNet,3,0,86f98d9c55773020e244d4e95e1e2ff2886cf7324d84b6788a8c5d3f0018bf05,18,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-05,S3,0.7,0.6875,20
EEGNet,3,0,86f98d9c55773020e244d4e95e1e2ff2886cf7324d84b6788a8c5d3f0018bf05,18,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-08,S3,0.5,0.4949494949494949,20
EEGNet,3,0,86f98d9c55773020e244d4e95e1e2ff2886cf7324d84b6788a8c5d3f0018bf05,18,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-10,S3,0.55,0.5396419437340154,20
EEGNet,3,0,86f98d9c55773020e244d4e95e1e2ff2886cf7324d84b6788a8c5d3f0018bf05,18,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-19,S3,0.4,0.2857142857142857,20
EEGNet,3,0,86f98d9c55773020e244d4e95e1e2ff2886cf7324d84b6788a8c5d3f0018bf05,18,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-20,S3,0.7,0.6875,20
EEGNet,3,0,86f98d9c55773020e244d4e95e1e2ff2886cf7324d84b6788a8c5d3f0018bf05,18,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-25,S3,0.8500000000000001,0.849624060150376,20
SIRE-EEG,3,0,b6c11b18bc0b093409b50c7fa300e888bf1a226a7efd188416b0a571a85669a2,19,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-05,S1,0.6,0.5604395604395604,20
SIRE-EEG,3,0,b6c11b18bc0b093409b50c7fa300e888bf1a226a7efd188416b0a571a85669a2,19,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-08,S1,0.5,0.3333333333333333,20
SIRE-EEG,3,0,b6c11b18bc0b093409b50c7fa300e888bf1a226a7efd188416b0a571a85669a2,19,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-10,S1,0.8,0.797979797979798,20
SIRE-EEG,3,0,b6c11b18bc0b093409b50c7fa300e888bf1a226a7efd188416b0a571a85669a2,19,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-19,S1,0.5,0.5,20
SIRE-EEG,3,0,b6c11b18bc0b093409b50c7fa300e888bf1a226a7efd188416b0a571a85669a2,19,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-20,S1,0.5,0.3333333333333333,20
SIRE-EEG,3,0,b6c11b18bc0b093409b50c7fa300e888bf1a226a7efd188416b0a571a85669a2,19,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-25,S1,0.9,0.9,20
SIRE-EEG,3,0,b6c11b18bc0b093409b50c7fa300e888bf1a226a7efd188416b0a571a85669a2,19,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-05,S2,0.45,0.44862155388471175,20
SIRE-EEG,3,0,b6c11b18bc0b093409b50c7fa300e888bf1a226a7efd188416b0a571a85669a2,19,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-08,S2,0.65,0.6011396011396011,20
SIRE-EEG,3,0,b6c11b18bc0b093409b50c7fa300e888bf1a226a7efd188416b0a571a85669a2,19,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-10,S2,0.9,0.898989898989899,20
SIRE-EEG,3,0,b6c11b18bc0b093409b50c7fa300e888bf1a226a7efd188416b0a571a85669a2,19,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-19,S2,0.5,0.4791666666666667,20
SIRE-EEG,3,0,b6c11b18bc0b093409b50c7fa300e888bf1a226a7efd188416b0a571a85669a2,19,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-20,S2,0.55,0.52,20
SIRE-EEG,3,0,b6c11b18bc0b093409b50c7fa300e888bf1a226a7efd188416b0a571a85669a2,19,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-25,S2,0.8500000000000001,0.849624060150376,20
SIRE-EEG,3,0,b6c11b18bc0b093409b50c7fa300e888bf1a226a7efd188416b0a571a85669a2,19,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-05,S3,0.4,0.3939393939393939,20
SIRE-EEG,3,0,b6c11b18bc0b093409b50c7fa300e888bf1a226a7efd188416b0a571a85669a2,19,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-08,S3,0.55,0.5488721804511278,20
SIRE-EEG,3,0,b6c11b18bc0b093409b50c7fa300e888bf1a226a7efd188416b0a571a85669a2,19,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-10,S3,0.7,0.696969696969697,20
SIRE-EEG,3,0,b6c11b18bc0b093409b50c7fa300e888bf1a226a7efd188416b0a571a85669a2,19,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-19,S3,0.5,0.40476190476190477,20
SIRE-EEG,3,0,b6c11b18bc0b093409b50c7fa300e888bf1a226a7efd188416b0a571a85669a2,19,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-20,S3,0.55,0.5396419437340154,20
SIRE-EEG,3,0,b6c11b18bc0b093409b50c7fa300e888bf1a226a7efd188416b0a571a85669a2,19,46e6bce213de58b9663e41ce92fe2101157237fc1317d69994ff00d2fd03fe96,sub-25,S3,0.8,0.797979797979798,20
EEGNet,4,0,4c520c64f87bf22153c18715b19ec6c4bc76edf078e4ff9a6e1de35a56cda847,38,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-01,S1,0.6499999999999999,0.6491228070175439,20
EEGNet,4,0,4c520c64f87bf22153c18715b19ec6c4bc76edf078e4ff9a6e1de35a56cda847,38,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-04,S1,0.8,0.797979797979798,20
EEGNet,4,0,4c520c64f87bf22153c18715b19ec6c4bc76edf078e4ff9a6e1de35a56cda847,38,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-13,S1,0.85,0.8465473145780051,20
EEGNet,4,0,4c520c64f87bf22153c18715b19ec6c4bc76edf078e4ff9a6e1de35a56cda847,38,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-16,S1,0.75,0.7493734335839599,20
EEGNet,4,0,4c520c64f87bf22153c18715b19ec6c4bc76edf078e4ff9a6e1de35a56cda847,38,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-22,S1,0.6,0.6,20
EEGNet,4,0,4c520c64f87bf22153c18715b19ec6c4bc76edf078e4ff9a6e1de35a56cda847,38,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-01,S2,0.75,0.7493734335839599,20
EEGNet,4,0,4c520c64f87bf22153c18715b19ec6c4bc76edf078e4ff9a6e1de35a56cda847,38,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-04,S2,0.75,0.7442455242966752,20
EEGNet,4,0,4c520c64f87bf22153c18715b19ec6c4bc76edf078e4ff9a6e1de35a56cda847,38,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-13,S2,0.75,0.7493734335839599,20
EEGNet,4,0,4c520c64f87bf22153c18715b19ec6c4bc76edf078e4ff9a6e1de35a56cda847,38,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-16,S2,0.7,0.6875,20
EEGNet,4,0,4c520c64f87bf22153c18715b19ec6c4bc76edf078e4ff9a6e1de35a56cda847,38,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-22,S2,0.95,0.949874686716792,20
EEGNet,4,0,4c520c64f87bf22153c18715b19ec6c4bc76edf078e4ff9a6e1de35a56cda847,38,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-01,S3,0.75,0.7442455242966752,20
EEGNet,4,0,4c520c64f87bf22153c18715b19ec6c4bc76edf078e4ff9a6e1de35a56cda847,38,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-04,S3,0.8,0.797979797979798,20
EEGNet,4,0,4c520c64f87bf22153c18715b19ec6c4bc76edf078e4ff9a6e1de35a56cda847,38,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-13,S3,0.8500000000000001,0.849624060150376,20
EEGNet,4,0,4c520c64f87bf22153c18715b19ec6c4bc76edf078e4ff9a6e1de35a56cda847,38,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-16,S3,0.8,0.7916666666666667,20
EEGNet,4,0,4c520c64f87bf22153c18715b19ec6c4bc76edf078e4ff9a6e1de35a56cda847,38,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-22,S3,0.8500000000000001,0.849624060150376,20
SIRE-EEG,4,0,17460b5eccd0f3dcca649f83bf7c1caf8f440342eb159bd784c9a880fe5f6a0b,50,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-01,S1,0.85,0.8465473145780051,20
SIRE-EEG,4,0,17460b5eccd0f3dcca649f83bf7c1caf8f440342eb159bd784c9a880fe5f6a0b,50,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-04,S1,0.8500000000000001,0.849624060150376,20
SIRE-EEG,4,0,17460b5eccd0f3dcca649f83bf7c1caf8f440342eb159bd784c9a880fe5f6a0b,50,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-13,S1,0.55,0.48717948717948717,20
SIRE-EEG,4,0,17460b5eccd0f3dcca649f83bf7c1caf8f440342eb159bd784c9a880fe5f6a0b,50,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-16,S1,0.75,0.7442455242966752,20
SIRE-EEG,4,0,17460b5eccd0f3dcca649f83bf7c1caf8f440342eb159bd784c9a880fe5f6a0b,50,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-22,S1,0.75,0.7493734335839599,20
SIRE-EEG,4,0,17460b5eccd0f3dcca649f83bf7c1caf8f440342eb159bd784c9a880fe5f6a0b,50,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-01,S2,0.75,0.7333333333333334,20
SIRE-EEG,4,0,17460b5eccd0f3dcca649f83bf7c1caf8f440342eb159bd784c9a880fe5f6a0b,50,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-04,S2,0.55,0.52,20
SIRE-EEG,4,0,17460b5eccd0f3dcca649f83bf7c1caf8f440342eb159bd784c9a880fe5f6a0b,50,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-13,S2,0.75,0.7442455242966752,20
SIRE-EEG,4,0,17460b5eccd0f3dcca649f83bf7c1caf8f440342eb159bd784c9a880fe5f6a0b,50,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-16,S2,0.8,0.797979797979798,20
SIRE-EEG,4,0,17460b5eccd0f3dcca649f83bf7c1caf8f440342eb159bd784c9a880fe5f6a0b,50,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-22,S2,0.8,0.797979797979798,20
SIRE-EEG,4,0,17460b5eccd0f3dcca649f83bf7c1caf8f440342eb159bd784c9a880fe5f6a0b,50,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-01,S3,0.65,0.6266666666666667,20
SIRE-EEG,4,0,17460b5eccd0f3dcca649f83bf7c1caf8f440342eb159bd784c9a880fe5f6a0b,50,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-04,S3,0.6000000000000001,0.5833333333333333,20
SIRE-EEG,4,0,17460b5eccd0f3dcca649f83bf7c1caf8f440342eb159bd784c9a880fe5f6a0b,50,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-13,S3,0.8,0.797979797979798,20
SIRE-EEG,4,0,17460b5eccd0f3dcca649f83bf7c1caf8f440342eb159bd784c9a880fe5f6a0b,50,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-16,S3,0.85,0.8465473145780051,20
SIRE-EEG,4,0,17460b5eccd0f3dcca649f83bf7c1caf8f440342eb159bd784c9a880fe5f6a0b,50,237125d4c6c078bb27c4d2307409f7e2b35d5f0e65e49c33a612abd7987daf33,sub-22,S3,0.9,0.9,20
