method,protected_representation_drift,adaptive_representation_drift,protected_decision_logit_drift,adaptive_decision_logit_drift,protected_D_finite_after,functional_distillation_RMSE_before,functional_distillation_correlation_before,functional_distillation_RMSE_after,functional_distillation_correlation_after,protected_branch_erasure_harm_BA,adaptive_branch_erasure_harm_BA,protected_parameter_update_l2,adaptive_parameter_update_l2,protected_buffer_update_l2
A10_FULL_PUD_FREEZE,0.0,0.265401622466743,0.0,0.264144032986134,1.6370209000460993,0.7152366403551235,0.8209233453498095,0.7152366403551235,0.8209233453498095,0.1434166666666666,0.024499999999999984,0.0,0.10366239958143735,0.0
A2_DUAL_CONTROL,0.0,0.31835017322252196,0.0,0.3788223389903837,1.2400287639226881,,,,,0.07916666666666662,0.06616666666666665,0.0,0.10579392850464896,0.0
A3_P_ONLY,0.0,0.2556371850892901,0.0,0.23270840370056872,1.7601110188470923,,,,,0.17499999999999996,0.01624999999999998,0.0,0.10417485803266406,0.0
A4_P_PLUS_U,0.0,0.259065138362348,0.0,0.25026321223321935,1.6052828813437157,,,,,0.13649999999999995,0.019249999999999986,0.0,0.10373277087975588,0.0
A5_P_PLUS_D,0.0,0.2586711874231696,0.0,0.23997093530643698,1.6701007352842125,,,,,0.16024999999999995,0.014499999999999976,0.0,0.10330704619571578,0.0
A6_PUD_ALL_ADAPT,0.13532442754755414,0.26183909556518,0.37340521166982626,0.23244967478033998,1.64994237087572,0.7152366403551235,0.8209233453498095,0.7440130965340831,0.8060811008919102,0.1325833333333333,0.019083333333333306,0.09346405490026916,0.09375671354991208,69.38730294578292
A7_IDENTITY_PROTECTED,0.0,0.3465174758806825,0.0,0.40080290719580586,0.3631147358441229,,,,,0.01299999999999999,0.1863333333333333,0.0,0.09887334155737099,0.0
A8_RANDOM_PROTECTED,0.0,0.3285829209412138,0.0,0.3585897682874134,0.678535201142034,,,,,0.022833333333333324,0.14008333333333328,0.0,0.09973940858946911,0.0
A9_PCA_PROTECTED,0.0,0.24504978675395245,0.0,0.24378541782545202,1.8566308047930498,,,,,0.23024999999999998,0.013249999999999987,0.0,0.10189132656238013,0.0
