method,subject_id,BA,macro_f1,source_model_noadapt_BA,adaptation_delta_BA,adaptation_time_s,target_trainable_parameters,strongest_baseline_method,Delta_BA_vs_strongest_baseline
A10_FULL_PUD_FREEZE,19,0.6866666666666666,0.6863354700854701,0.6699999999999999,0.016666666666666666,1.217690733319614,26146.0,B2_STRONG_GENERIC,-0.046666666666666745
A10_FULL_PUD_FREEZE,20,0.87,0.8698567773444011,0.8533333333333334,0.016666666666666632,0.5908970666738848,24050.0,B2_STRONG_GENERIC,-0.023333333333333428
A10_FULL_PUD_FREEZE,21,0.8233333333333334,0.8226165353087271,0.8066666666666666,0.0166666666666667,1.2710736666534406,19622.0,B2_STRONG_GENERIC,-0.10333333333333339
A10_FULL_PUD_FREEZE,22,0.6233333333333334,0.6149269088399523,0.64,-0.016666666666666632,1.2910601666662842,19622.0,B2_STRONG_GENERIC,-0.039999999999999925
A10_FULL_PUD_FREEZE,23,0.64,0.6368990068893498,0.6333333333333333,0.006666666666666633,0.6242074333519364,24050.0,B2_STRONG_GENERIC,-0.08000000000000007
A10_FULL_PUD_FREEZE,26,0.87,0.86935591211907,0.8533333333333334,0.016666666666666635,0.6105335333268158,24050.0,B2_STRONG_GENERIC,-0.0033333333333334103
A10_FULL_PUD_FREEZE,27,0.9,0.8993381433467692,0.89,0.009999999999999934,0.589238133339677,98.0,B2_STRONG_GENERIC,-0.020000000000000018
A10_FULL_PUD_FREEZE,28,0.8666666666666667,0.8660635769459298,0.86,0.006666666666666633,0.6465597333347736,98.0,B2_STRONG_GENERIC,-0.043333333333333335
A10_FULL_PUD_FREEZE,30,0.6866666666666666,0.6855128305704056,0.69,-0.0033333333333332997,0.7366834333709752,98.0,B2_STRONG_GENERIC,-0.016666666666666607
A10_FULL_PUD_FREEZE,31,0.8433333333333334,0.8432829637349348,0.8366666666666666,0.006666666666666667,1.293713866674807,19622.0,B2_STRONG_GENERIC,0.0033333333333334103
A10_FULL_PUD_FREEZE,32,0.6266666666666666,0.6246925827592363,0.6,0.02666666666666663,1.2267792333344307,26146.0,B2_STRONG_GENERIC,-0.026666666666666727
A10_FULL_PUD_FREEZE,33,0.79,0.7865380204052789,0.7966666666666667,-0.006666666666666633,1.1954143333132379,26146.0,B2_STRONG_GENERIC,0.040000000000000036
A10_FULL_PUD_FREEZE,34,0.6566666666666666,0.6511063198234229,0.65,0.006666666666666667,1.1807216333497006,26146.0,B2_STRONG_GENERIC,-0.08000000000000007
A10_FULL_PUD_FREEZE,35,0.82,0.8156185205964702,0.8266666666666667,-0.006666666666666633,0.6581500999939939,24050.0,B2_STRONG_GENERIC,-0.026666666666666727
A10_FULL_PUD_FREEZE,38,0.7266666666666666,0.7202720087112389,0.7266666666666666,-5.782411586589357e-19,0.6122276666768206,98.0,B2_STRONG_GENERIC,0.026666666666666727
A10_FULL_PUD_FREEZE,40,0.8066666666666666,0.8025614281813294,0.8033333333333333,0.0033333333333333335,1.0945863332987453,26146.0,B2_STRONG_GENERIC,-0.013333333333333308
A10_FULL_PUD_FREEZE,41,0.7366666666666667,0.7362197045966866,0.73,0.006666666666666667,1.2923573666485026,26146.0,B2_STRONG_GENERIC,-0.029999999999999916
A10_FULL_PUD_FREEZE,43,0.8933333333333334,0.8932345374047056,0.88,0.0133333333333333,1.0506521333397056,26146.0,B2_STRONG_GENERIC,-0.006666666666666599
A10_FULL_PUD_FREEZE,44,0.7633333333333333,0.75703051518445,0.7566666666666667,0.006666666666666667,1.1248364666632067,26146.0,B2_STRONG_GENERIC,-0.1233333333333334
A10_FULL_PUD_FREEZE,45,0.7233333333333333,0.7233243324332433,0.7200000000000001,0.0033333333333333327,1.2986872666903462,19622.0,B2_STRONG_GENERIC,-0.09333333333333349
A10_FULL_PUD_FREEZE,46,0.64,0.6354741281503564,0.6333333333333333,0.006666666666666667,1.31442349999755,26146.0,B2_STRONG_GENERIC,-0.016666666666666607
A10_FULL_PUD_FREEZE,47,0.94,0.93996597337724,0.93,0.01,1.1868921999897186,26146.0,B2_STRONG_GENERIC,0.026666666666666505
A10_FULL_PUD_FREEZE,48,0.6866666666666666,0.6845306739771182,0.69,-0.0033333333333333335,1.0478932999928172,26146.0,B2_STRONG_GENERIC,0.023333333333333317
A10_FULL_PUD_FREEZE,49,0.8300000000000001,0.82960509945067,0.8300000000000001,0.0,1.2101592999921802,26146.0,B2_STRONG_GENERIC,-0.026666666666666727
A10_FULL_PUD_FREEZE,50,0.5833333333333334,0.5606843236070963,0.5966666666666667,-0.0133333333333333,1.0049946666695178,26146.0,B2_STRONG_GENERIC,-0.026666666666666616
A10_FULL_PUD_FREEZE,52,0.7799999999999999,0.778620327165167,0.77,0.01,0.689913033352544,98.0,B2_STRONG_GENERIC,-0.006666666666666821
A10_FULL_PUD_FREEZE,53,0.7666666666666666,0.7645908676113985,0.7366666666666667,0.03,1.305399033318584,19622.0,B2_STRONG_GENERIC,0.0
A2_DUAL_CONTROL,1,0.6766666666666666,0.6741172439589679,0.6699999999999999,0.006666666666666665,0.7318556999865299,24050.0,B2_STRONG_GENERIC,-0.050000000000000044
A2_DUAL_CONTROL,2,0.7333333333333334,0.7237489759682423,0.7633333333333333,-0.029999999999999968,1.0860613666591235,26146.0,B2_STRONG_GENERIC,-0.05999999999999994
A2_DUAL_CONTROL,3,0.9,0.8992995012726509,0.9,3.411622836087721e-17,0.6653565000160597,98.0,B2_STRONG_GENERIC,-0.026666666666666727
A2_DUAL_CONTROL,5,0.7266666666666666,0.7222257053554314,0.7233333333333333,0.0033333333333333335,0.733515833329875,24050.0,B2_STRONG_GENERIC,-0.060000000000000164
A2_DUAL_CONTROL,6,0.9633333333333333,0.9633216622982825,0.9700000000000001,-0.006666666666666667,0.6417344999693645,24050.0,B2_STRONG_GENERIC,-0.013333333333333308
A2_DUAL_CONTROL,7,0.79,0.7884408520192879,0.7833333333333333,0.006666666666666601,0.7419676666807694,24050.0,B2_STRONG_GENERIC,-0.023333333333333317
A2_DUAL_CONTROL,8,0.7933333333333333,0.7927557490544833,0.8033333333333333,-0.01,0.6457314333335186,98.0,B2_STRONG_GENERIC,0.023333333333333317
A2_DUAL_CONTROL,9,0.5933333333333333,0.5892653171167093,0.5733333333333334,0.01999999999999993,1.3360614666792874,19622.0,B2_STRONG_GENERIC,-0.10333333333333339
A2_DUAL_CONTROL,10,0.6866666666666666,0.6791143232873645,0.6833333333333332,0.0033333333333333687,1.2882056333279859,19622.0,B2_STRONG_GENERIC,-0.036666666666666625
A2_DUAL_CONTROL,11,0.7433333333333333,0.7402018123960129,0.73,0.013333333333333334,0.6317149666526044,98.0,B2_STRONG_GENERIC,0.026666666666666616
A2_DUAL_CONTROL,14,0.7366666666666667,0.7331102245098077,0.7666666666666666,-0.03,1.177696033322718,26146.0,B2_STRONG_GENERIC,0.00666666666666671
A2_DUAL_CONTROL,15,0.85,0.8484934919186382,0.8733333333333334,-0.023333333333333303,1.251800166675821,26146.0,B2_STRONG_GENERIC,-1.1102230246251565e-16
A2_DUAL_CONTROL,16,0.84,0.8396736884441781,0.8366666666666668,0.0033333333333332997,1.2137432666883494,19622.0,B2_STRONG_GENERIC,-0.03333333333333344
A2_DUAL_CONTROL,19,0.7333333333333334,0.7325680336345654,0.6999999999999998,0.03333333333333333,1.2509665333200246,26146.0,B2_STRONG_GENERIC,0.0
A2_DUAL_CONTROL,20,0.8966666666666666,0.8964769073881685,0.89,0.006666666666666667,0.7487696666697351,24050.0,B2_STRONG_GENERIC,0.0033333333333331883
A2_DUAL_CONTROL,21,0.8466666666666667,0.8466479925303455,0.8566666666666668,-0.010000000000000035,1.3475398666535812,19622.0,B2_STRONG_GENERIC,-0.08000000000000007
A2_DUAL_CONTROL,22,0.62,0.6003707039772613,0.6499999999999999,-0.02999999999999993,1.3313122666828956,19622.0,B2_STRONG_GENERIC,-0.043333333333333335
A2_DUAL_CONTROL,23,0.65,0.647987485707941,0.6433333333333333,0.0066666666666667,0.5834808999982973,24050.0,B2_STRONG_GENERIC,-0.07000000000000006
A2_DUAL_CONTROL,26,0.8566666666666668,0.8558108631937619,0.8566666666666668,0.0,0.6213620333389068,24050.0,B2_STRONG_GENERIC,-0.016666666666666607
A2_DUAL_CONTROL,27,0.8866666666666667,0.8856637755720325,0.8833333333333333,0.0033333333333333335,0.6773081666518314,98.0,B2_STRONG_GENERIC,-0.033333333333333326
A2_DUAL_CONTROL,28,0.8733333333333334,0.8728385002019455,0.8633333333333333,0.009999999999999962,0.6529770000294471,98.0,B2_STRONG_GENERIC,-0.036666666666666625
A2_DUAL_CONTROL,30,0.7399999999999999,0.7368169671821082,0.7266666666666666,0.013333333333333334,0.7219235999897743,98.0,B2_STRONG_GENERIC,0.036666666666666625
A2_DUAL_CONTROL,31,0.8666666666666667,0.8664930715876094,0.8733333333333334,-0.006666666666666596,1.2326631333174494,19622.0,B2_STRONG_GENERIC,0.026666666666666727
A2_DUAL_CONTROL,32,0.6766666666666667,0.6755782244891156,0.6866666666666665,-0.009999999999999933,1.243806799990125,26146.0,B2_STRONG_GENERIC,0.023333333333333428
A2_DUAL_CONTROL,33,0.8066666666666666,0.8010402218703313,0.8133333333333334,-0.006666666666666665,1.3005538000143133,26146.0,B2_STRONG_GENERIC,0.05666666666666664
A2_DUAL_CONTROL,34,0.6733333333333333,0.6622850611594535,0.6699999999999999,0.0033333333333332993,1.1217569000048873,26146.0,B2_STRONG_GENERIC,-0.06333333333333335
A2_DUAL_CONTROL,35,0.8266666666666667,0.8232694422967124,0.8466666666666667,-0.02,0.648672933341004,24050.0,B2_STRONG_GENERIC,-0.020000000000000018
A2_DUAL_CONTROL,38,0.7399999999999999,0.735797498356467,0.7266666666666666,0.01333333333333333,0.7090595666474352,98.0,B2_STRONG_GENERIC,0.040000000000000036
A2_DUAL_CONTROL,40,0.7800000000000001,0.772738693188152,0.8133333333333335,-0.0333333333333333,1.1643434000046302,26146.0,B2_STRONG_GENERIC,-0.039999999999999813
A2_DUAL_CONTROL,41,0.7833333333333333,0.7829338404045965,0.7733333333333334,0.01,1.331000433342221,26146.0,B2_STRONG_GENERIC,0.01666666666666672
A2_DUAL_CONTROL,43,0.9199999999999999,0.9198440707466379,0.9066666666666666,0.013333333333333369,1.1123866000173923,26146.0,B2_STRONG_GENERIC,0.019999999999999907
A2_DUAL_CONTROL,44,0.8133333333333334,0.8091544446165159,0.8133333333333334,3.23815048849004e-17,1.0437037000083365,26146.0,B2_STRONG_GENERIC,-0.07333333333333336
A2_DUAL_CONTROL,45,0.7666666666666666,0.7662200759211343,0.7200000000000001,0.04666666666666667,1.2737044333286274,19622.0,B2_STRONG_GENERIC,-0.050000000000000155
A2_DUAL_CONTROL,46,0.6733333333333333,0.6685036834632415,0.66,0.013333333333333369,1.3138980999938212,26146.0,B2_STRONG_GENERIC,0.01666666666666672
A2_DUAL_CONTROL,47,0.91,0.9093638796155958,0.94,-0.029999999999999933,1.4085328999790363,26146.0,B2_STRONG_GENERIC,-0.0033333333333334103
A2_DUAL_CONTROL,48,0.6699999999999999,0.6621792567110348,0.6666666666666666,0.0033333333333333335,1.1126856666717988,26146.0,B2_STRONG_GENERIC,0.006666666666666599
A2_DUAL_CONTROL,49,0.8766666666666666,0.8761802506467152,0.8766666666666666,3.7007434154171876e-17,1.3446249000068444,26146.0,B2_STRONG_GENERIC,0.019999999999999796
A2_DUAL_CONTROL,50,0.5633333333333334,0.5057570685147129,0.59,-0.0266666666666667,1.0026716333231889,26146.0,B2_STRONG_GENERIC,-0.046666666666666634
A2_DUAL_CONTROL,52,0.8033333333333333,0.802208842135002,0.8000000000000002,0.003333333333333299,0.6509913000045344,98.0,B2_STRONG_GENERIC,0.016666666666666607
A2_DUAL_CONTROL,53,0.7666666666666666,0.7658788061501357,0.7833333333333333,-0.016666666666666666,1.3672275666419107,19622.0,B2_STRONG_GENERIC,0.0
A3_P_ONLY,1,0.6399999999999999,0.6386993175431553,0.62,0.0199999999999999,0.8712612999952398,24050.0,B2_STRONG_GENERIC,-0.030000000000000138
A3_P_ONLY,2,0.7,0.6956168831168831,0.7,0.0,1.204661700001452,26146.0,B2_STRONG_GENERIC,-0.09000000000000008
A3_P_ONLY,3,0.87,0.8699869986998701,0.8400000000000001,0.0299999999999999,0.8262752000009641,98.0,B2_STRONG_GENERIC,-0.030000000000000027
A3_P_ONLY,5,0.75,0.7442455242966752,0.73,0.02,0.9210743000148796,24050.0,B2_STRONG_GENERIC,-0.030000000000000027
A3_P_ONLY,6,0.96,0.96,0.95,0.01,0.864378200029023,24050.0,B2_STRONG_GENERIC,-0.020000000000000018
A3_P_ONLY,7,0.76,0.7584541062801933,0.77,-0.01,0.948277599993162,24050.0,B2_STRONG_GENERIC,-0.020000000000000018
A3_P_ONLY,8,0.69,0.6899689968996899,0.74,-0.05,0.681749600043986,98.0,B2_STRONG_GENERIC,-0.08000000000000007
A3_P_ONLY,9,0.5800000000000001,0.5798319327731092,0.59,-0.0099999999999998,1.315475899958983,19622.0,B2_STRONG_GENERIC,-0.10999999999999988
A3_P_ONLY,10,0.69,0.6884735202492211,0.66,0.0299999999999999,1.4223236999823712,19622.0,B2_STRONG_GENERIC,-0.050000000000000044
A3_P_ONLY,11,0.79,0.7889659330720531,0.76,0.03,0.6479793000034988,98.0,B2_STRONG_GENERIC,0.07000000000000006
A3_P_ONLY,14,0.8,0.7996794871794872,0.81,-0.01,1.2133742999867536,26146.0,B2_STRONG_GENERIC,0.08000000000000007
A3_P_ONLY,15,0.8200000000000001,0.8199279711884754,0.79,0.03,1.128950199985411,26146.0,B2_STRONG_GENERIC,-0.030000000000000027
A3_P_ONLY,16,0.8200000000000001,0.818840579710145,0.8300000000000001,-0.01,1.2892643000232056,19622.0,B2_STRONG_GENERIC,-0.04999999999999993
A3_P_ONLY,19,0.6599999999999999,0.6594551282051282,0.65,0.0099999999999998,1.2696846999460831,26146.0,B2_STRONG_GENERIC,-0.13000000000000012
A3_P_ONLY,20,0.8799999999999999,0.8795664391810518,0.87,0.0099999999999998,0.67091160005657,24050.0,B2_STRONG_GENERIC,-0.01000000000000012
A3_P_ONLY,21,0.85,0.8498648783905515,0.79,0.0599999999999999,1.2812590000103228,19622.0,B2_STRONG_GENERIC,-0.09999999999999998
A3_P_ONLY,22,0.64,0.6398559423769508,0.63,0.01,1.2884597000083886,19622.0,B2_STRONG_GENERIC,0.010000000000000009
A3_P_ONLY,23,0.6699999999999999,0.6697027324592133,0.61,0.0599999999999999,0.7158827999955975,24050.0,B2_STRONG_GENERIC,0.029999999999999916
A3_P_ONLY,26,0.84,0.8376623376623377,0.83,0.01,0.7004948999965563,24050.0,B2_STRONG_GENERIC,-0.02000000000000013
A3_P_ONLY,27,0.8999999999999999,0.8993558776167472,0.88,0.0199999999999999,0.8374548999709077,98.0,B2_STRONG_GENERIC,-0.02000000000000013
A3_P_ONLY,28,0.89,0.8899889988998899,0.86,0.03,0.7386458999826573,98.0,B2_STRONG_GENERIC,0.020000000000000018
A3_P_ONLY,30,0.72,0.7181964573268921,0.72,0.0,0.9126014999928884,98.0,B2_STRONG_GENERIC,0.04999999999999993
A3_P_ONLY,31,0.8200000000000001,0.8197115384615384,0.86,-0.0399999999999999,1.351243999961298,19622.0,B2_STRONG_GENERIC,0.020000000000000018
A3_P_ONLY,32,0.65,0.64996499649965,0.63,0.02,1.247982700006105,26146.0,B2_STRONG_GENERIC,-0.010000000000000009
A3_P_ONLY,33,0.81,0.8098288459613652,0.81,0.0,1.178344800020568,26146.0,B2_STRONG_GENERIC,0.06000000000000005
A3_P_ONLY,34,0.69,0.6884735202492211,0.69,0.0,1.1755465000169352,26146.0,B2_STRONG_GENERIC,0.029999999999999916
A3_P_ONLY,35,0.83,0.8279178054458953,0.85,-0.02,0.7321655999985524,24050.0,B2_STRONG_GENERIC,-0.030000000000000027
A3_P_ONLY,38,0.75,0.7384663667747673,0.74,0.01,0.8830161999794655,98.0,B2_STRONG_GENERIC,0.06000000000000005
A3_P_ONLY,40,0.78,0.7742200328407225,0.77,0.01,1.0013892999850214,26146.0,B2_STRONG_GENERIC,-0.050000000000000044
A3_P_ONLY,41,0.74,0.7395833333333333,0.72,0.02,1.1486131999990905,26146.0,B2_STRONG_GENERIC,-0.030000000000000027
A3_P_ONLY,43,0.8999999999999999,0.8998397435897436,0.9,-1.1102230246251563e-16,1.1099052000208758,26146.0,B2_STRONG_GENERIC,-0.02000000000000013
A3_P_ONLY,44,0.8200000000000001,0.8164014687882497,0.84,-0.0199999999999999,1.1190283999894746,26146.0,B2_STRONG_GENERIC,-0.07999999999999996
A3_P_ONLY,45,0.74,0.7390606182256123,0.75,-0.01,1.35566810000455,19622.0,B2_STRONG_GENERIC,-0.13
A3_P_ONLY,46,0.6,0.595959595959596,0.63,-0.03,1.1909780999994837,26146.0,B2_STRONG_GENERIC,-0.02000000000000013
A3_P_ONLY,47,0.93,0.929936943248924,0.92,0.01,1.1593862000154331,26146.0,B2_STRONG_GENERIC,0.0
A3_P_ONLY,48,0.6799999999999999,0.6666666666666666,0.6699999999999999,0.01,1.1509886999847367,26146.0,B2_STRONG_GENERIC,0.04999999999999993
A3_P_ONLY,49,0.82,0.82,0.82,0.0,1.2348360000178218,26146.0,B2_STRONG_GENERIC,-0.02000000000000013
A3_P_ONLY,50,0.55,0.4590695997115038,0.55,0.0,1.0894700000062585,26146.0,B2_STRONG_GENERIC,-0.07999999999999996
A3_P_ONLY,52,0.79,0.78997899789979,0.81,-0.02,0.7896317000268027,98.0,B2_STRONG_GENERIC,0.0
A3_P_ONLY,53,0.74,0.7383252818035426,0.6799999999999999,0.06,1.2718734000227414,19622.0,B2_STRONG_GENERIC,-0.030000000000000027
A4_P_PLUS_U,1,0.63,0.6269785260610949,0.64,-0.01,0.8828041999950074,24050.0,B2_STRONG_GENERIC,-0.040000000000000036
A4_P_PLUS_U,2,0.73,0.7286704853783539,0.73,0.0,1.076256700034719,26146.0,B2_STRONG_GENERIC,-0.06000000000000005
A4_P_PLUS_U,3,0.8300000000000001,0.8295739348370927,0.81,0.02,0.6963004999561235,98.0,B2_STRONG_GENERIC,-0.06999999999999995
A4_P_PLUS_U,5,0.74,0.7348021215830274,0.73,0.01,0.9675006000325084,24050.0,B2_STRONG_GENERIC,-0.040000000000000036
A4_P_PLUS_U,6,0.96,0.959983993597439,0.96,0.0,1.00959969998803,24050.0,B2_STRONG_GENERIC,-0.020000000000000018
A4_P_PLUS_U,7,0.74,0.7383252818035426,0.75,-0.01,0.896532799990382,24050.0,B2_STRONG_GENERIC,-0.040000000000000036
A4_P_PLUS_U,8,0.7,0.6989160979526294,0.69,0.01,0.7265770999947563,98.0,B2_STRONG_GENERIC,-0.07000000000000006
A4_P_PLUS_U,9,0.54,0.5398159263705482,0.5700000000000001,-0.03,1.4372995999874547,19622.0,B2_STRONG_GENERIC,-0.1499999999999999
A4_P_PLUS_U,10,0.6699999999999999,0.6601791782514674,0.6699999999999999,0.0,1.357873799977824,19622.0,B2_STRONG_GENERIC,-0.07000000000000006
A4_P_PLUS_U,11,0.77,0.7694235588972431,0.72,0.05,0.654140800004825,98.0,B2_STRONG_GENERIC,0.050000000000000044
A4_P_PLUS_U,14,0.77,0.7660461804495982,0.8,-0.03,1.199594400008209,26146.0,B2_STRONG_GENERIC,0.050000000000000044
A4_P_PLUS_U,15,0.83,0.8299829982998299,0.77,0.0599999999999999,1.1730851999600418,26146.0,B2_STRONG_GENERIC,-0.02000000000000013
A4_P_PLUS_U,16,0.8500000000000001,0.849624060150376,0.8500000000000001,0.0,1.366742600046564,19622.0,B2_STRONG_GENERIC,-0.019999999999999907
A4_P_PLUS_U,19,0.6799999999999999,0.6794871794871795,0.7,-0.02,1.2101644999929704,26146.0,B2_STRONG_GENERIC,-0.1100000000000001
A4_P_PLUS_U,20,0.88,0.8798076923076923,0.85,0.03,0.7498625000007451,24050.0,B2_STRONG_GENERIC,-0.010000000000000009
A4_P_PLUS_U,21,0.81,0.8095238095238095,0.8200000000000001,-0.01,1.349294799962081,19622.0,B2_STRONG_GENERIC,-0.1399999999999999
A4_P_PLUS_U,22,0.64,0.64,0.65,-0.01,1.28670230001444,19622.0,B2_STRONG_GENERIC,0.010000000000000009
A4_P_PLUS_U,23,0.63,0.6290726817042607,0.61,0.02,0.7313049000222236,24050.0,B2_STRONG_GENERIC,-0.010000000000000009
A4_P_PLUS_U,26,0.86,0.8585858585858586,0.85,0.01,0.7629672999610193,24050.0,B2_STRONG_GENERIC,-1.1102230246251565e-16
A4_P_PLUS_U,27,0.8999999999999999,0.8993558776167472,0.89,0.0099999999999998,0.7294865999720059,98.0,B2_STRONG_GENERIC,-0.02000000000000013
A4_P_PLUS_U,28,0.86,0.86,0.8400000000000001,0.0199999999999999,0.7493389999726787,98.0,B2_STRONG_GENERIC,-0.010000000000000009
A4_P_PLUS_U,30,0.72,0.7181964573268921,0.72,0.0,0.9646142999990844,98.0,B2_STRONG_GENERIC,0.04999999999999993
A4_P_PLUS_U,31,0.87,0.8698828946051447,0.86,0.01,1.3066783000249416,19622.0,B2_STRONG_GENERIC,0.06999999999999995
A4_P_PLUS_U,32,0.63,0.6296667000300271,0.63,0.0,1.140970499953255,26146.0,B2_STRONG_GENERIC,-0.030000000000000027
A4_P_PLUS_U,33,0.79,0.7894736842105263,0.8,-0.01,1.3552857999457046,26146.0,B2_STRONG_GENERIC,0.040000000000000036
A4_P_PLUS_U,34,0.6699999999999999,0.6576408341114224,0.69,-0.02,1.0951896000187844,26146.0,B2_STRONG_GENERIC,0.009999999999999898
A4_P_PLUS_U,35,0.8300000000000001,0.8286117552172598,0.85,-0.0199999999999999,0.7758369999937713,24050.0,B2_STRONG_GENERIC,-0.029999999999999916
A4_P_PLUS_U,38,0.72,0.7106242248863166,0.69,0.03,0.8598577000084333,98.0,B2_STRONG_GENERIC,0.030000000000000027
A4_P_PLUS_U,40,0.8,0.797979797979798,0.8200000000000001,-0.02,0.9952581999823452,26146.0,B2_STRONG_GENERIC,-0.030000000000000027
A4_P_PLUS_U,41,0.75,0.7497747973175859,0.74,0.01,1.3560231000301428,26146.0,B2_STRONG_GENERIC,-0.020000000000000018
A4_P_PLUS_U,43,0.92,0.919967987194878,0.9,0.0199999999999999,0.9581927999970504,26146.0,B2_STRONG_GENERIC,0.0
A4_P_PLUS_U,44,0.73,0.7198879551820728,0.74,-0.01,1.2535946000134572,26146.0,B2_STRONG_GENERIC,-0.17000000000000004
A4_P_PLUS_U,45,0.73,0.72997299729973,0.7,0.03,1.409907400025986,19622.0,B2_STRONG_GENERIC,-0.14
A4_P_PLUS_U,46,0.61,0.6032956972841013,0.61,0.0,1.1943589000147767,26146.0,B2_STRONG_GENERIC,-0.01000000000000012
A4_P_PLUS_U,47,0.96,0.959983993597439,0.94,0.02,1.351485000050161,26146.0,B2_STRONG_GENERIC,0.029999999999999916
A4_P_PLUS_U,48,0.72,0.7198879551820728,0.73,-0.01,1.084524000005331,26146.0,B2_STRONG_GENERIC,0.08999999999999997
A4_P_PLUS_U,49,0.78,0.779205138498595,0.79,-0.01,1.245329800003674,26146.0,B2_STRONG_GENERIC,-0.06000000000000005
A4_P_PLUS_U,50,0.6,0.5894909688013137,0.58,0.02,1.1844367999583485,26146.0,B2_STRONG_GENERIC,-0.030000000000000027
A4_P_PLUS_U,52,0.76,0.7584541062801933,0.76,0.0,0.8232037999550812,98.0,B2_STRONG_GENERIC,-0.030000000000000027
A4_P_PLUS_U,53,0.79,0.7874278773155178,0.76,0.03,1.4108482000301592,19622.0,B2_STRONG_GENERIC,0.020000000000000018
A5_P_PLUS_D,1,0.61,0.6068152031454783,0.6499999999999999,-0.0399999999999999,0.9051141999661922,24050.0,B2_STRONG_GENERIC,-0.06000000000000005
A5_P_PLUS_D,2,0.7,0.6980676328502415,0.73,-0.03,1.1064570000162348,26146.0,B2_STRONG_GENERIC,-0.09000000000000008
A5_P_PLUS_D,3,0.85,0.8498648783905515,0.8400000000000001,0.0099999999999998,0.7944374999497086,98.0,B2_STRONG_GENERIC,-0.050000000000000044
A5_P_PLUS_D,5,0.74,0.7331691297208538,0.7,0.04,0.9556677999789828,24050.0,B2_STRONG_GENERIC,-0.040000000000000036
A5_P_PLUS_D,6,0.97,0.96999699969997,0.97,0.0,0.9071195000433364,24050.0,B2_STRONG_GENERIC,-0.010000000000000009
A5_P_PLUS_D,7,0.76,0.7575757575757576,0.75,0.01,0.8964493999956176,24050.0,B2_STRONG_GENERIC,-0.020000000000000018
A5_P_PLUS_D,8,0.7,0.6995192307692308,0.72,-0.02,0.7248318999772891,98.0,B2_STRONG_GENERIC,-0.07000000000000006
A5_P_PLUS_D,9,0.58,0.58,0.5800000000000001,-1.1102230246251563e-16,1.2855675999890082,19622.0,B2_STRONG_GENERIC,-0.10999999999999999
A5_P_PLUS_D,10,0.63,0.6296667000300271,0.69,-0.0599999999999999,1.411474200023804,19622.0,B2_STRONG_GENERIC,-0.10999999999999999
A5_P_PLUS_D,11,0.76,0.7591328783621036,0.73,0.03,0.6291138000087813,98.0,B2_STRONG_GENERIC,0.040000000000000036
A5_P_PLUS_D,14,0.78,0.7767857142857143,0.8,-0.02,1.1304556999821216,26146.0,B2_STRONG_GENERIC,0.06000000000000005
