method,subject_id,fold,seed,protected_representation_drift,adaptive_representation_drift,protected_decision_logit_drift,adaptive_decision_logit_drift,protected_D_finite_after,combined_BA,protected_branch_erasure_harm_BA,adaptive_branch_erasure_harm_BA,protected_parameter_update_l2,adaptive_parameter_update_l2,protected_buffer_update_l2,adaptation_seed,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used,functional_distillation_RMSE_before,functional_distillation_correlation_before,functional_distillation_RMSE_after,functional_distillation_correlation_after
A3_P_ONLY,26,3.0,0.0,0.0,0.1217822209000587,0.0,0.2273454769570525,2.4165895452177977,0.84,0.2699999999999999,0.0299999999999999,0.0,0.1780014475923654,0.0,2240484955.0,0.0,0.0,0.0,,,,
A3_P_ONLY,27,4.0,0.0,0.0,0.2367014437913894,0.0,0.1679911296962812,2.517109654022209,0.8999999999999999,0.1699999999999999,0.0,0.0,0.1234737349151534,0.0,1679530569.0,0.0,0.0,0.0,,,,
A3_P_ONLY,28,4.0,0.0,0.0,0.1302814036607742,0.0,0.3799425856652451,1.6331655961034095,0.89,0.2300000000000001,0.04,0.0,0.1565387984961967,0.0,3860100436.0,0.0,0.0,0.0,,,,
A3_P_ONLY,30,4.0,0.0,0.0,0.1675386577844619,0.0,0.1981895687145529,1.418144757799075,0.72,0.1499999999999999,0.01,0.0,0.1198520547332071,0.0,516375361.0,0.0,0.0,0.0,,,,
A3_P_ONLY,31,2.0,0.0,0.0,0.2335361242294311,0.0,0.1565604937351502,1.911062986293009,0.8200000000000001,0.2299999999999999,0.0,0.0,0.0503873051876608,0.0,218519132.0,0.0,0.0,0.0,,,,
A3_P_ONLY,32,0.0,0.0,0.0,0.3175967931747436,0.0,0.1611237091762246,1.6465496077885091,0.65,0.06,0.01,0.0,0.0619182984098355,0.0,3280974116.0,0.0,0.0,0.0,,,,
A3_P_ONLY,33,0.0,0.0,0.0,0.1922699809074401,0.0,0.1231162616537824,1.331724729948691,0.81,0.1999999999999999,0.04,0.0,0.0793569620633138,0.0,1875325459.0,0.0,0.0,0.0,,,,
A3_P_ONLY,34,1.0,0.0,0.0,0.5139262676239014,0.0,0.2637471147007984,1.7973103723420991,0.69,0.1399999999999999,0.0599999999999999,0.0,0.0578465004609869,0.0,2168557986.0,0.0,0.0,0.0,,,,
A3_P_ONLY,35,3.0,0.0,0.0,0.2911323308944702,0.0,0.2977089867887985,2.806690108964999,0.83,0.2999999999999999,-0.01,0.0,0.1906676802840473,0.0,2301059521.0,0.0,0.0,0.0,,,,
A3_P_ONLY,38,4.0,0.0,0.0,0.2425878942012787,0.0,0.267726218062691,1.580575461574555,0.75,0.32,-0.01,0.0,0.1282977717450663,0.0,3365316477.0,0.0,0.0,0.0,,,,
A3_P_ONLY,40,1.0,0.0,0.0,0.3916373252868652,0.0,0.4211161617991492,2.4352040544091285,0.78,0.1300000000000001,0.02,0.0,0.0688171934163261,0.0,2586589134.0,0.0,0.0,0.0,,,,
A3_P_ONLY,41,0.0,0.0,0.0,0.235181912779808,0.0,0.1168102187912208,1.512033722791449,0.74,0.0899999999999999,0.03,0.0,0.0567329702151609,0.0,3388355084.0,0.0,0.0,0.0,,,,
A3_P_ONLY,43,1.0,0.0,0.0,0.1320631802082061,0.0,0.1683897567922988,2.061702981435149,0.8999999999999999,0.2199999999999999,0.0099999999999998,0.0,0.0616512174620076,0.0,291494087.0,0.0,0.0,0.0,,,,
A3_P_ONLY,44,1.0,0.0,0.0,0.2917224764823913,0.0,0.1311097244089865,1.9726353230006848,0.8200000000000001,0.3,-0.0099999999999998,0.0,0.0653196664481946,0.0,827005808.0,0.0,0.0,0.0,,,,
A3_P_ONLY,45,2.0,0.0,0.0,0.3550425767898559,0.0,0.213758036467412,1.2531053480315124,0.74,0.12,0.01,0.0,0.0566070507672807,0.0,2424184388.0,0.0,0.0,0.0,,,,
A3_P_ONLY,46,0.0,0.0,0.0,0.1200106441974639,0.0,0.1284756661041736,1.6192077637916724,0.6,0.0999999999999999,-0.03,0.0,0.0621597930539378,0.0,220498749.0,0.0,0.0,0.0,,,,
A3_P_ONLY,47,0.0,0.0,0.0,0.306036502122879,0.0,0.1800007924286925,1.5296932455425645,0.93,0.3299999999999999,0.0599999999999999,0.0,0.065680591637674,0.0,2481009167.0,0.0,0.0,0.0,,,,
A3_P_ONLY,48,1.0,0.0,0.0,0.1314461231231689,0.0,0.1167734994519116,1.7299318074056151,0.6799999999999999,0.2099999999999999,-0.03,0.0,0.0524381124152332,0.0,162733286.0,0.0,0.0,0.0,,,,
A3_P_ONLY,49,0.0,0.0,0.0,0.1104253306984901,0.0,0.0689380839556321,1.6882011539496218,0.82,0.2799999999999999,-1.1102230246251563e-16,0.0,0.0582865219464042,0.0,1098414556.0,0.0,0.0,0.0,,,,
A3_P_ONLY,50,1.0,0.0,0.0,0.4712520241737366,0.0,0.3342594078235289,2.212748970751768,0.55,0.02,0.02,0.0,0.0758628209279593,0.0,2683275209.0,0.0,0.0,0.0,,,,
A3_P_ONLY,52,4.0,0.0,0.0,0.2132390141487121,0.0,0.1425882202561292,1.2651581377096583,0.79,0.27,-0.02,0.0,0.1143936166283854,0.0,688481351.0,0.0,0.0,0.0,,,,
A3_P_ONLY,53,2.0,0.0,0.0,0.1534938067197799,0.0,0.1934240064583679,1.2962722204315065,0.74,0.13,-0.01,0.0,0.0626046032822945,0.0,3377929775.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,1,3.0,0.0,0.0,0.2271327227354049,0.0,0.3104981271287947,1.7993883597183524,0.63,0.02,-0.01,0.0,0.1938207155182017,0.0,1440890191.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,2,1.0,0.0,0.0,0.4153177738189697,0.0,0.2127401831657549,1.898822521283557,0.73,0.13,-0.02,0.0,0.0740540856725163,0.0,2767353293.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,3,4.0,0.0,0.0,0.3269785642623901,0.0,0.5074857334955278,1.7875548005782542,0.8300000000000001,0.06,0.06,0.0,0.165917562876604,0.0,587539670.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,5,3.0,0.0,0.0,0.2313651293516159,0.0,0.2299464977328355,1.54895621533413,0.74,0.02,0.03,0.0,0.2090313757200957,0.0,968103242.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,6,3.0,0.0,0.0,0.1073823049664497,0.0,0.2413034626066624,2.2324214643203093,0.96,0.1799999999999999,0.02,0.0,0.181558700365788,0.0,1497263779.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,7,3.0,0.0,0.0,0.1810303777456283,0.0,0.1763299519085253,1.648710777591055,0.74,0.1499999999999999,0.02,0.0,0.1779004577371994,0.0,3297011816.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,8,4.0,0.0,0.0,0.2497362643480301,0.0,0.254410443325436,1.4246593122985562,0.7,0.0599999999999999,0.0899999999999998,0.0,0.1198829592274542,0.0,2769392552.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,9,2.0,0.0,0.0,0.2445885241031646,0.0,0.1282929880647931,1.2195614091472042,0.54,0.0,-0.0699999999999999,0.0,0.0514841026554499,0.0,881256059.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,10,2.0,0.0,0.0,0.3304153084754944,0.0,0.3325231127308227,0.9007449299056676,0.6699999999999999,-1.1102230246251563e-16,0.0699999999999999,0.0,0.0473606699135492,0.0,509982948.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,11,4.0,0.0,0.0,0.2410979121923446,0.0,0.4622517531415134,1.5426971424783136,0.77,0.0999999999999999,0.03,0.0,0.1932456170786567,0.0,2131309557.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,14,1.0,0.0,0.0,0.3078313171863556,0.0,0.2741477969987407,1.717561097559666,0.77,0.29,0.07,0.0,0.0579726678735173,0.0,1242380889.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,15,0.0,0.0,0.0,0.1849425137042999,0.0,0.2645000107988745,1.4045268143492904,0.83,0.2299999999999998,-0.0100000000000001,0.0,0.0751867085961927,0.0,3434672688.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,16,2.0,0.0,0.0,0.1783856451511383,0.0,0.1453006026627696,2.2852954309588176,0.8500000000000001,0.1200000000000001,0.03,0.0,0.0583866805169375,0.0,1625490086.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,19,0.0,0.0,0.0,0.2680129408836365,0.0,0.2528845866452805,1.075293364148335,0.6799999999999999,0.0999999999999998,-0.03,0.0,0.077444790272086,0.0,2330922183.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,20,3.0,0.0,0.0,0.140263020992279,0.0,0.2182731765950221,2.100680470839614,0.88,0.19,0.04,0.0,0.1779202127916518,0.0,705387408.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,21,2.0,0.0,0.0,0.2905169725418091,0.0,0.3135972907651195,1.6797930856479155,0.81,0.31,0.02,0.0,0.0736549553285536,0.0,1588048475.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,22,2.0,0.0,0.0,0.4428884983062744,0.0,0.2708251608884714,1.320019601754748,0.64,0.1099999999999999,-0.01,0.0,0.0612277289568539,0.0,1850167548.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,23,3.0,0.0,0.0,0.2615978121757507,0.0,0.4387353175560772,1.4733021382301017,0.63,0.12,0.01,0.0,0.2193618648958266,0.0,3575537568.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,26,3.0,0.0,0.0,0.156822070479393,0.0,0.2567917898608867,2.289006561751149,0.86,0.3,0.03,0.0,0.1813111992413561,0.0,2240484955.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,27,4.0,0.0,0.0,0.2254830002784729,0.0,0.2004998456347141,2.1122938364652857,0.8999999999999999,0.0699999999999998,-0.01,0.0,0.1334362900153395,0.0,1679530569.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,28,4.0,0.0,0.0,0.1266386061906814,0.0,0.316084344008961,1.5173753989648144,0.86,0.17,0.0699999999999999,0.0,0.1619086399755027,0.0,3860100436.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,30,4.0,0.0,0.0,0.2054800391197204,0.0,0.1662742198268033,1.3067446505652809,0.72,-0.02,0.0899999999999999,0.0,0.1041400259597477,0.0,516375361.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,31,2.0,0.0,0.0,0.3379669785499573,0.0,0.156193134140458,1.7604785215194263,0.87,0.26,0.04,0.0,0.0619083173857405,0.0,218519132.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,32,0.0,0.0,0.0,0.3620219230651855,0.0,0.2117851419960012,1.513234716008408,0.63,0.01,-0.0299999999999999,0.0,0.0623219102143249,0.0,3280974116.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,33,0.0,0.0,0.0,0.2062500417232513,0.0,0.1827115212141614,1.257732230022642,0.79,0.2099999999999999,-0.02,0.0,0.0723770299207063,0.0,1875325459.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,34,1.0,0.0,0.0,0.4898729622364044,0.0,0.3993531714939833,1.685726771993787,0.6699999999999999,0.1299999999999999,0.01,0.0,0.0631140492033579,0.0,2168557986.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,35,3.0,0.0,0.0,0.2604872286319732,0.0,0.3291516926341249,2.704885021895957,0.8300000000000001,0.21,0.0,0.0,0.2039741733413403,0.0,2301059521.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,38,4.0,0.0,0.0,0.1934120208024978,0.0,0.1801416666252503,1.3464904469293697,0.72,0.31,-0.06,0.0,0.1133858524323435,0.0,3365316477.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,40,1.0,0.0,0.0,0.341637521982193,0.0,0.4195731374700917,2.303716749871885,0.8,0.1400000000000001,0.03,0.0,0.0622752610462161,0.0,2586589134.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,41,0.0,0.0,0.0,0.28245410323143,0.0,0.1399296737587514,1.388940561315055,0.75,0.1100000000000001,0.01,0.0,0.0561359738441578,0.0,3388355084.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,43,1.0,0.0,0.0,0.1091497465968132,0.0,0.1524983865201147,1.835832228541712,0.92,0.1499999999999999,0.03,0.0,0.0599515100999597,0.0,291494087.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,44,1.0,0.0,0.0,0.3378731608390808,0.0,0.3238786410416529,1.5655550025419256,0.73,0.14,0.04,0.0,0.0651622572735658,0.0,827005808.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,45,2.0,0.0,0.0,0.4128301441669464,0.0,0.1646204037462786,1.0085824947657378,0.73,0.0899999999999999,0.03,0.0,0.0494850299621164,0.0,2424184388.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,46,0.0,0.0,0.0,0.1518259793519973,0.0,0.1463940697021509,1.4776489689394512,0.61,0.04,0.0099999999999998,0.0,0.0611433197608891,0.0,220498749.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,47,0.0,0.0,0.0,0.4706326127052307,0.0,0.1812768149310371,1.373619921580272,0.96,0.2099999999999999,0.1399999999999999,0.0,0.0603886835519566,0.0,2481009167.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,48,1.0,0.0,0.0,0.1629457324743271,0.0,0.2798369729693885,1.4141184585575166,0.72,0.1999999999999999,0.03,0.0,0.05902876499505,0.0,162733286.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,49,0.0,0.0,0.0,0.159749373793602,0.0,0.103098570041211,1.4997013027193258,0.78,0.1,0.02,0.0,0.0591538892634095,0.0,1098414556.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,50,1.0,0.0,0.0,0.4256826043128967,0.0,0.2334887416486321,1.2801775977792906,0.6,0.2099999999999999,-0.0999999999999999,0.0,0.0643613825968554,0.0,2683275209.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,52,4.0,0.0,0.0,0.1154416725039482,0.0,0.2569154387214913,1.2240348265750642,0.76,0.1,-0.02,0.0,0.1090399751848234,0.0,688481351.0,0.0,0.0,0.0,,,,
A4_P_PLUS_U,53,2.0,0.0,0.0,0.1984644085168838,0.0,0.1759849151316073,1.2854300483013823,0.79,0.13,0.09,0.0,0.069895443924341,0.0,3377929775.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,1,3.0,0.0,0.0,0.2938520312309265,0.0,0.3687085666056576,1.8604417299574243,0.61,0.0999999999999999,-0.02,0.0,0.1861483093279552,0.0,1440890191.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,2,1.0,0.0,0.0,0.3961515724658966,0.0,0.1773128093732441,1.9827516893979085,0.7,0.1699999999999999,-0.06,0.0,0.0747121454646336,0.0,2767353293.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,3,4.0,0.0,0.0,0.3705208301544189,0.0,0.5009129278364579,1.9814530741869203,0.85,0.26,0.0299999999999999,0.0,0.1748635233662562,0.0,587539670.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,5,3.0,0.0,0.0,0.2885255217552185,0.0,0.2113229640403481,1.5077448050633662,0.74,0.07,0.04,0.0,0.2104703448691055,0.0,968103242.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,6,3.0,0.0,0.0,0.1209671869874,0.0,0.2696496069024029,2.2969426197899003,0.97,0.2199999999999999,0.02,0.0,0.1860313442971252,0.0,1497263779.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,7,3.0,0.0,0.0,0.1770633310079574,0.0,0.1616420023970644,1.757328132775687,0.76,0.2099999999999999,0.0,0.0,0.1701180303766941,0.0,3297011816.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,8,4.0,0.0,0.0,0.3312363028526306,0.0,0.2853382717294467,1.668652426202683,0.7,0.1099999999999998,0.0799999999999999,0.0,0.1216674923478169,0.0,2769392552.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,9,2.0,0.0,0.0,0.2363087236881256,0.0,0.1601897515568866,1.2583647388928607,0.58,0.0199999999999999,-0.0100000000000001,0.0,0.0504009321704633,0.0,881256059.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,10,2.0,0.0,0.0,0.362956553697586,0.0,0.2846856535961956,0.8135354350753895,0.63,0.01,0.01,0.0,0.0499078974975736,0.0,509982948.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,11,4.0,0.0,0.0,0.2840717136859894,0.0,0.3937798740800635,1.6497012423164827,0.76,0.1,0.02,0.0,0.1975077751587486,0.0,2131309557.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,14,1.0,0.0,0.0,0.3038722276687622,0.0,0.2203761352947334,1.7183111235591997,0.78,0.28,0.06,0.0,0.0577097165527858,0.0,1242380889.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,15,0.0,0.0,0.0,0.1856747716665268,0.0,0.2756631936503734,1.3950641036423508,0.82,0.1799999999999999,0.0399999999999999,0.0,0.0722576360107601,0.0,3434672688.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,16,2.0,0.0,0.0,0.2165866792201995,0.0,0.1930764553793473,2.365142140171586,0.8400000000000001,0.1,0.03,0.0,0.0585948226100349,0.0,1625490086.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,19,0.0,0.0,0.0,0.2266876995563507,0.0,0.2335352861717031,1.084535958440942,0.66,0.07,0.01,0.0,0.0783117601124716,0.0,2330922183.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,20,3.0,0.0,0.0,0.162395641207695,0.0,0.2208939843313749,2.242252482098141,0.87,0.3099999999999999,0.03,0.0,0.1753459876510057,0.0,705387408.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,21,2.0,0.0,0.0,0.29519122838974,0.0,0.3027880552827429,1.668559001294336,0.83,0.3099999999999999,0.0599999999999999,0.0,0.0654910100607731,0.0,1588048475.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,22,2.0,0.0,0.0,0.3632421791553497,0.0,0.2055306695620269,1.3060659505593035,0.63,0.1099999999999999,0.02,0.0,0.0576229166528162,0.0,1850167548.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,23,3.0,0.0,0.0,0.2900544106960296,0.0,0.4622159024072745,1.51300839616743,0.63,0.12,0.02,0.0,0.2260596054443223,0.0,3575537568.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,26,3.0,0.0,0.0,0.1183855161070823,0.0,0.2093516846237324,2.375102095840644,0.85,0.26,0.0299999999999999,0.0,0.1810109545828849,0.0,2240484955.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,27,4.0,0.0,0.0,0.2316574156284332,0.0,0.1543259820389584,2.3928629696258623,0.91,0.1799999999999999,0.0,0.0,0.1149729239496552,0.0,1679530569.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,28,4.0,0.0,0.0,0.1212379038333892,0.0,0.4071617372927571,1.5943448637026576,0.86,0.21,0.02,0.0,0.1738232329971429,0.0,3860100436.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,30,4.0,0.0,0.0,0.1742385774850845,0.0,0.200588202523179,1.4140841531915331,0.6799999999999999,0.0499999999999999,-0.01,0.0,0.1231470238569849,0.0,516375361.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,31,2.0,0.0,0.0,0.2629897892475128,0.0,0.1536630968701333,1.8791585874499528,0.8300000000000001,0.28,0.01,0.0,0.0563625228900853,0.0,218519132.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,32,0.0,0.0,0.0,0.3890173137187958,0.0,0.2090254259350532,1.6255353544927085,0.5700000000000001,-0.0599999999999999,-0.0599999999999999,0.0,0.0621057067939016,0.0,3280974116.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,33,0.0,0.0,0.0,0.1890535354614257,0.0,0.183367459142833,1.4486005396380457,0.78,0.18,0.01,0.0,0.071477555150725,0.0,1875325459.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,34,1.0,0.0,0.0,0.4688571393489837,0.0,0.3593981550772899,1.726166490886022,0.6799999999999999,0.1499999999999999,0.02,0.0,0.0615476781068155,0.0,2168557986.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,35,3.0,0.0,0.0,0.2859611809253692,0.0,0.2873503413659083,2.7587114029655218,0.84,0.25,0.0,0.0,0.1896969577987981,0.0,2301059521.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,38,4.0,0.0,0.0,0.2007503062486648,0.0,0.2274410448836303,1.4868128752155607,0.74,0.2799999999999999,-0.01,0.0,0.120602536865652,0.0,3365316477.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,40,1.0,0.0,0.0,0.2971838116645813,0.0,0.251775821576744,2.3663711972614783,0.75,0.08,-0.03,0.0,0.0637448978228981,0.0,2586589134.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,41,0.0,0.0,0.0,0.2769746780395508,0.0,0.1629292476382757,1.327733861699395,0.73,0.05,-0.01,0.0,0.054424543624583,0.0,3388355084.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,43,1.0,0.0,0.0,0.104826383292675,0.0,0.1774108460453827,1.861445805158697,0.9,0.18,0.04,0.0,0.0675490143817255,0.0,291494087.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,44,1.0,0.0,0.0,0.3295418620109558,0.0,0.2960583497092136,1.4800153813984238,0.71,0.1599999999999999,0.0499999999999999,0.0,0.0637076344813905,0.0,827005808.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,45,2.0,0.0,0.0,0.3698171973228454,0.0,0.1625156153794215,1.095458271117885,0.74,0.0599999999999999,0.0599999999999999,0.0,0.0484685252870214,0.0,2424184388.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,46,0.0,0.0,0.0,0.1395662873983383,0.0,0.1502515889303894,1.601961971576802,0.62,0.03,0.0,0.0,0.0611503918908592,0.0,220498749.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,47,0.0,0.0,0.0,0.3595157563686371,0.0,0.1328582515562683,1.5987028169851003,0.91,0.2399999999999998,0.0499999999999998,0.0,0.0603755712820731,0.0,2481009167.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,48,1.0,0.0,0.0,0.167912021279335,0.0,0.3382425848179737,1.3836146613504614,0.73,0.2199999999999999,0.03,0.0,0.0581121343423885,0.0,162733286.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,49,0.0,0.0,0.0,0.165634348988533,0.0,0.1125820859841083,1.601485431700146,0.8200000000000001,0.25,0.0,0.0,0.0585982673647491,0.0,1098414556.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,50,1.0,0.0,0.0,0.3743623495101928,0.0,0.1793264664892453,1.2927840730397229,0.64,0.26,-0.02,0.0,0.0604582941416413,0.0,2683275209.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,52,4.0,0.0,0.0,0.1696033328771591,0.0,0.1661070308447926,1.2456946742610158,0.76,0.2199999999999999,-0.01,0.0,0.103908009935475,0.0,688481351.0,0.0,0.0,0.0,,,,
A5_P_PLUS_D,53,2.0,0.0,0.0,0.2444021850824356,0.0,0.1494842833348462,1.177526883218959,0.76,0.13,0.03,0.0,0.0638162203098391,0.0,3377929775.0,0.0,0.0,0.0,,,,
A6_PUD_ALL_ADAPT,1,3.0,1.0,0.07922978450854616,0.259710152943929,0.22733215273997232,0.21055424814782212,1.4703300152348149,0.6866666666666666,0.09999999999999998,-0.003333333333333332,0.1641383661685773,0.17114358222878692,69.513267143361,1923522106.3333333,0.0,0.0,0.0,0.8588202497573767,0.7436434125808921,0.8820737680442633,0.7242106224595529
A6_PUD_ALL_ADAPT,2,1.0,1.0,0.22214830915133152,0.44751737515131634,0.48193340087855185,0.2529606872386216,1.9927960814812078,0.7666666666666666,0.16999999999999993,0.013333333333333334,0.0666354045670215,0.06274731838728782,69.30118039303859,2352431086.6666665,0.0,0.0,0.0,0.7568524096123461,0.8485708641347713,0.8850032682323188,0.814416517003908
A6_PUD_ALL_ADAPT,3,4.0,1.0,0.0947542438904444,0.31318530440330505,0.5350445522634795,0.42713811213852265,2.2271729040409407,0.88,0.1433333333333333,0.019999999999999966,0.12009458858233424,0.11677177143215613,69.67870677524058,1799297842.0,0.0,0.0,0.0,0.7066919156722588,0.8964678216444675,0.7520835902019071,0.89829575974351
A6_PUD_ALL_ADAPT,5,3.0,1.0,0.11629489809274669,0.22492580612500504,0.32018112083633504,0.26544620331979674,1.6859855208029788,0.7666666666666666,0.04666666666666667,0.036666666666666674,0.1936998172473315,0.19807569801383337,69.30475075855868,2061810281.0,0.0,0.0,0.0,0.8312025771212385,0.7634821674277235,0.8454388791776822,0.7641282609123423
A6_PUD_ALL_ADAPT,6,3.0,1.0,0.10861477504173912,0.151562492052714,0.40361754486980717,0.27989604689882247,2.4077824785149065,0.94,0.13333333333333322,0.0033333333333333335,0.19726686011959993,0.18542726664866063,69.29430814886662,1866097328.3333333,0.0,0.0,0.0,0.5744638604760594,0.9287243628584099,0.6467548032021332,0.924499786876591
A6_PUD_ALL_ADAPT,7,3.0,1.0,0.12611632049083707,0.20179486274719236,0.3514399548133058,0.21611704004219182,1.553563447122654,0.8033333333333333,0.16666666666666666,0.02666666666666667,0.16215525416312015,0.16918672758469158,69.29345434558212,2898510408.6666665,0.0,0.0,0.0,0.8348365012203716,0.7813445888605562,0.8446815299172498,0.7779147107136981
A6_PUD_ALL_ADAPT,8,4.0,1.0,0.14626454561948773,0.21514106790224707,0.5276581841721718,0.2536342494132771,1.5788012297071565,0.75,0.14,0.059999999999999935,0.1034673917442228,0.11889482890281287,69.31431470762787,1611535580.3333333,0.0,0.0,0.0,0.7309624490960194,0.8265563212905787,0.7023393716861474,0.8310467671445467
A6_PUD_ALL_ADAPT,9,2.0,1.0,0.14082556962966913,0.24876389404137925,0.2756271154312599,0.22086479111808796,1.3631697621609213,0.5733333333333334,0.053333333333333365,-0.009999999999999967,0.04977810367028083,0.052018841666055936,69.29359345916976,1539718714.0,0.0,0.0,0.0,0.8966657653293048,0.6383551807977209,0.9023386548396672,0.646562700773737
A6_PUD_ALL_ADAPT,10,2.0,1.0,0.1565734843413035,0.2471200327078501,0.44964353103121213,0.2623581864722559,1.199254297309064,0.6766666666666667,0.0433333333333333,0.03,0.0490160940685458,0.04730603114725047,69.28985704037697,2056993607.6666667,0.0,0.0,0.0,0.7124293029887876,0.708874163574607,0.8292395692964408,0.6182972937787963
A6_PUD_ALL_ADAPT,11,4.0,1.0,0.16656011839707688,0.3026714225610097,0.49980668653442434,0.43097578637698253,1.314776837418391,0.7633333333333333,0.1166666666666666,0.06666666666666664,0.17692176402277537,0.13035369737044875,69.29229537986322,978848596.3333334,0.0,0.0,0.0,0.646774345662923,0.8494173035960451,0.7332410440712712,0.7870208346675311
A6_PUD_ALL_ADAPT,14,1.0,1.0,0.18368754784266153,0.35985525449117023,0.3386446863207245,0.18857982644420745,1.6364890687518319,0.7399999999999999,0.17333333333333326,0.023333333333333334,0.0504717547495907,0.052644579229881666,69.29194199586271,3128752704.6666665,0.0,0.0,0.0,0.85086657868104,0.7656155988439179,0.8657687049950353,0.761897082838232
A6_PUD_ALL_ADAPT,15,0.0,1.0,0.1073263362050056,0.1896655311187108,0.3988050056918979,0.24930724446591568,1.4420056142171394,0.8133333333333335,0.18333333333333335,0.016666666666666666,0.07987558159319363,0.07227309453512544,69.30343427593722,2108865884.6666667,0.0,0.0,0.0,0.4603192422270134,0.893298940584934,0.4278047671011917,0.9121450355898008
