task,normal_gate_BA,gate_off_BA,gate_on_minus_off_pp
OpenBMI_MI,0.8,0.7965,0.34999999999999976
OpenBMI_ERP,0.8308181818181819,0.8238712121212121,0.694696969696969
OpenBMI_SSVEP,0.9329999999999998,0.92325,0.975
WBCIC_MI,0.7949399234278267,0.7907463750407298,0.4193548387096767
