task,comparison,mean_delta_pp,ci_low_pp,ci_high_pp,resamples,bootstrap_seed
OpenBMI_MI,XS_FT_minus_LiteBN,0.85,-0.7750000000000006,2.4749999999999988,10000,0
OpenBMI_ERP,XS_FT_minus_LiteBN,-0.17348484848484866,-1.3984848484848493,0.9189583333333339,10000,0
OpenBMI_SSVEP,XS_FT_minus_LiteBN,4.1,1.2999999999999985,7.875,10000,0
WBCIC_MI,XS_FT_minus_LiteBN,0.789976376669924,-0.8064516129032268,2.5319205156402735,10000,0
