regime,trainable_modules,frozen_modules,gate_shrinkage,worst_task_delta_pp,equal_task_mean_delta_pp,positive_tasks,positive_folds,eligible_4_of_4,simplicity_rank,OpenBMI_ERP_delta_pp,OpenBMI_MI_delta_pp,OpenBMI_SSVEP_delta_pp,WBCIC_MI_delta_pp
FT2_GATE_EMBEDDING_HEAD_WEAK_SHRINK,lambda_channel;channel_mlp;embedding;classifier_head,temporal_multi_scale_stems;spatial_blocks;scale_gate;temporal_feature_blocks;pooling;all_residual_temporal_mixers,0.0001,-0.9494949494949556,1.447582070707067,2,12,False,2,-0.9494949494949556,2.6333333333333275,4.266666666666668,-0.1601767676767718
