task,dataset,fold,seed,subject_id,method,BA,macro_F1,accuracy,trials,checkpoint_sha256,normalizer_sha256
OpenBMI_ERP,OpenBMI,3,0,49,LiteBN_BASELINE,0.8693939393939394,0.7801412411498223,0.8449494949494949,1980,116e47d97d6b3c9e5e55bc077a0ba3ce8d06c99f4b575aebcbd42cef2363dca6,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341
OpenBMI_ERP,OpenBMI,3,0,49,LiteBN_XS,0.8984848484848484,0.8069760419682703,0.8651515151515151,1980,1230cf93472f7bb3f81a4c38e1ca3c3463be40d50e8a18d7be07a2ffbfcdf823,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341
OpenBMI_ERP,OpenBMI,3,0,49,XS_FT,0.9042424242424243,0.817942105114854,0.8747474747474747,1980,cc5b06e4982cbcefe43c959b39074a4b0ebc2fb553a131d86832d18ebafbb5f8,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341
OpenBMI_ERP,OpenBMI,4,0,20,LiteBN_BASELINE,0.8845454545454545,0.8185645933014354,0.8803030303030303,1980,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_ERP,OpenBMI,4,0,20,LiteBN_XS,0.886969696969697,0.8277091474638502,0.8883838383838384,1980,ea1b30eee85289707c1151d2380f683c7d617a435c313470a2b989d94c3da2f1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_ERP,OpenBMI,4,0,20,XS_FT,0.8848484848484849,0.848050836571234,0.907070707070707,1980,ee047d113859662c718c66139ac49fa8658cc7253aa309079d41df32915f19a1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_ERP,OpenBMI,4,0,21,LiteBN_BASELINE,0.8636363636363636,0.7883021102497847,0.8555555555555555,1980,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_ERP,OpenBMI,4,0,21,LiteBN_XS,0.8433333333333333,0.7788324331825309,0.852020202020202,1980,ea1b30eee85289707c1151d2380f683c7d617a435c313470a2b989d94c3da2f1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_ERP,OpenBMI,4,0,21,XS_FT,0.8533333333333333,0.8080462240203975,0.8787878787878788,1980,ee047d113859662c718c66139ac49fa8658cc7253aa309079d41df32915f19a1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_ERP,OpenBMI,4,0,41,LiteBN_BASELINE,0.8906060606060606,0.8419770091659493,0.9005050505050505,1980,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_ERP,OpenBMI,4,0,41,LiteBN_XS,0.896969696969697,0.8202383204085493,0.8787878787878788,1980,ea1b30eee85289707c1151d2380f683c7d617a435c313470a2b989d94c3da2f1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_ERP,OpenBMI,4,0,41,XS_FT,0.9036363636363636,0.8586222688392844,0.9121212121212121,1980,ee047d113859662c718c66139ac49fa8658cc7253aa309079d41df32915f19a1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_ERP,OpenBMI,4,0,44,LiteBN_BASELINE,0.8993939393939394,0.7932432947299054,0.8505050505050505,1980,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_ERP,OpenBMI,4,0,44,LiteBN_XS,0.9166666666666666,0.8361075215089507,0.8893939393939394,1980,ea1b30eee85289707c1151d2380f683c7d617a435c313470a2b989d94c3da2f1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_ERP,OpenBMI,4,0,44,XS_FT,0.9154545454545455,0.8559957077707234,0.9075757575757576,1980,ee047d113859662c718c66139ac49fa8658cc7253aa309079d41df32915f19a1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_ERP,OpenBMI,4,0,46,LiteBN_BASELINE,0.7048484848484848,0.6499009820959463,0.7525252525252525,1980,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_ERP,OpenBMI,4,0,46,LiteBN_XS,0.7003030303030303,0.6604874740263484,0.7732323232323233,1980,ea1b30eee85289707c1151d2380f683c7d617a435c313470a2b989d94c3da2f1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_ERP,OpenBMI,4,0,46,XS_FT,0.6893939393939394,0.6660965091907779,0.7914141414141415,1980,ee047d113859662c718c66139ac49fa8658cc7253aa309079d41df32915f19a1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_ERP,OpenBMI,4,0,53,LiteBN_BASELINE,0.6563636363636364,0.6507379337854009,0.798989898989899,1980,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_ERP,OpenBMI,4,0,53,LiteBN_XS,0.6963636363636363,0.6866096866096866,0.8171717171717172,1980,ea1b30eee85289707c1151d2380f683c7d617a435c313470a2b989d94c3da2f1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_ERP,OpenBMI,4,0,53,XS_FT,0.6675757575757576,0.6790678769814389,0.8338383838383838,1980,ee047d113859662c718c66139ac49fa8658cc7253aa309079d41df32915f19a1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_ERP,OpenBMI,4,0,7,LiteBN_BASELINE,0.8815151515151516,0.8085114371654687,0.8712121212121212,1980,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_ERP,OpenBMI,4,0,7,LiteBN_XS,0.8548484848484849,0.7909621155785627,0.8611111111111112,1980,ea1b30eee85289707c1151d2380f683c7d617a435c313470a2b989d94c3da2f1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_ERP,OpenBMI,4,0,7,XS_FT,0.8454545454545455,0.810841121495327,0.8838383838383839,1980,ee047d113859662c718c66139ac49fa8658cc7253aa309079d41df32915f19a1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_ERP,OpenBMI,4,0,9,LiteBN_BASELINE,0.8333333333333334,0.8005640612409348,0.8777777777777778,1980,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_ERP,OpenBMI,4,0,9,LiteBN_XS,0.7875757575757576,0.7737944172157515,0.8681818181818182,1980,ea1b30eee85289707c1151d2380f683c7d617a435c313470a2b989d94c3da2f1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_ERP,OpenBMI,4,0,9,XS_FT,0.7836363636363637,0.7878086419753086,0.8838383838383839,1980,ee047d113859662c718c66139ac49fa8658cc7253aa309079d41df32915f19a1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
OpenBMI_MI,OpenBMI,0,0,15,LiteBN_BASELINE,0.87,0.8698828946051447,0.87,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,15,LiteBN_XS,0.88,0.8798076923076923,0.88,100,5211f4faca2be10f67b149e8e3186e19962eaa3687f69b2ac02c9c0fc81e6857,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,15,XS_FT,0.89,0.8899009108197378,0.89,100,cbab9e8bc0d3120111fa8ccab95db01d394431dfc43d61256d8ee62d77a64ff7,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,3,LiteBN_BASELINE,0.87,0.8699869986998701,0.87,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,3,LiteBN_XS,0.9299999999999999,0.9299369432489241,0.93,100,5211f4faca2be10f67b149e8e3186e19962eaa3687f69b2ac02c9c0fc81e6857,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,3,XS_FT,0.9199999999999999,0.9198717948717949,0.92,100,cbab9e8bc0d3120111fa8ccab95db01d394431dfc43d61256d8ee62d77a64ff7,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,32,LiteBN_BASELINE,0.7,0.6998799519807923,0.7,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,32,LiteBN_XS,0.73,0.7286704853783539,0.73,100,5211f4faca2be10f67b149e8e3186e19962eaa3687f69b2ac02c9c0fc81e6857,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,32,XS_FT,0.73,0.7286704853783539,0.73,100,cbab9e8bc0d3120111fa8ccab95db01d394431dfc43d61256d8ee62d77a64ff7,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,33,LiteBN_BASELINE,0.88,0.8799519807923168,0.88,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,33,LiteBN_XS,0.94,0.9399759903961584,0.94,100,5211f4faca2be10f67b149e8e3186e19962eaa3687f69b2ac02c9c0fc81e6857,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,33,XS_FT,0.95,0.9499949994999499,0.95,100,cbab9e8bc0d3120111fa8ccab95db01d394431dfc43d61256d8ee62d77a64ff7,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,38,LiteBN_BASELINE,0.77,0.757153415690001,0.77,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,38,LiteBN_XS,0.77,0.7688674505074866,0.77,100,5211f4faca2be10f67b149e8e3186e19962eaa3687f69b2ac02c9c0fc81e6857,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,38,XS_FT,0.77,0.7688674505074866,0.77,100,cbab9e8bc0d3120111fa8ccab95db01d394431dfc43d61256d8ee62d77a64ff7,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,47,LiteBN_BASELINE,0.86,0.8579545454545454,0.86,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,47,LiteBN_XS,0.8600000000000001,0.8594941790445605,0.86,100,5211f4faca2be10f67b149e8e3186e19962eaa3687f69b2ac02c9c0fc81e6857,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,47,XS_FT,0.8600000000000001,0.8594941790445605,0.86,100,cbab9e8bc0d3120111fa8ccab95db01d394431dfc43d61256d8ee62d77a64ff7,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,5,LiteBN_BASELINE,0.75,0.7469379491851402,0.75,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,5,LiteBN_XS,0.75,0.7493734335839599,0.75,100,5211f4faca2be10f67b149e8e3186e19962eaa3687f69b2ac02c9c0fc81e6857,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,5,XS_FT,0.75,0.7493734335839599,0.75,100,cbab9e8bc0d3120111fa8ccab95db01d394431dfc43d61256d8ee62d77a64ff7,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,6,LiteBN_BASELINE,0.9099999999999999,0.9099189270343309,0.91,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,6,LiteBN_XS,0.96,0.959983993597439,0.96,100,5211f4faca2be10f67b149e8e3186e19962eaa3687f69b2ac02c9c0fc81e6857,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,0,0,6,XS_FT,0.96,0.959983993597439,0.96,100,cbab9e8bc0d3120111fa8ccab95db01d394431dfc43d61256d8ee62d77a64ff7,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,1,0,14,LiteBN_BASELINE,0.75,0.7457023700539112,0.75,100,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,0,14,LiteBN_XS,0.84,0.84,0.84,100,ecbadf46786c166497f0d1c790cb0597dc7e9146465e97b797f34142401f968c,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,0,14,XS_FT,0.84,0.84,0.84,100,3bd750018e2b642baf603438a5a66ff0726c7a5b4301610b2dc3b00a322d27fd,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,0,2,LiteBN_BASELINE,0.78,0.7796474358974359,0.78,100,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,0,2,LiteBN_XS,0.78,0.7799119647859143,0.78,100,ecbadf46786c166497f0d1c790cb0597dc7e9146465e97b797f34142401f968c,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,0,2,XS_FT,0.78,0.7799119647859143,0.78,100,3bd750018e2b642baf603438a5a66ff0726c7a5b4301610b2dc3b00a322d27fd,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,0,26,LiteBN_BASELINE,0.85,0.84998499849985,0.85,100,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,0,26,LiteBN_XS,0.9,0.898989898989899,0.9,100,ecbadf46786c166497f0d1c790cb0597dc7e9146465e97b797f34142401f968c,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,0,26,XS_FT,0.9,0.898989898989899,0.9,100,3bd750018e2b642baf603438a5a66ff0726c7a5b4301610b2dc3b00a322d27fd,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,0,28,LiteBN_BASELINE,0.9299999999999999,0.9298245614035088,0.93,100,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,0,28,LiteBN_XS,0.9099999999999999,0.9095568284594513,0.91,100,ecbadf46786c166497f0d1c790cb0597dc7e9146465e97b797f34142401f968c,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,0,28,XS_FT,0.9099999999999999,0.9095568284594513,0.91,100,3bd750018e2b642baf603438a5a66ff0726c7a5b4301610b2dc3b00a322d27fd,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,0,31,LiteBN_BASELINE,0.79,0.7874278773155178,0.79,100,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,0,31,LiteBN_XS,0.8300000000000001,0.8291628982011858,0.83,100,ecbadf46786c166497f0d1c790cb0597dc7e9146465e97b797f34142401f968c,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,0,31,XS_FT,0.8300000000000001,0.8291628982011858,0.83,100,3bd750018e2b642baf603438a5a66ff0726c7a5b4301610b2dc3b00a322d27fd,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,0,35,LiteBN_BASELINE,0.8,0.7933030177759405,0.8,100,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,0,35,LiteBN_XS,0.8999999999999999,0.8998397435897436,0.9,100,ecbadf46786c166497f0d1c790cb0597dc7e9146465e97b797f34142401f968c,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,0,35,XS_FT,0.8999999999999999,0.8998397435897436,0.9,100,3bd750018e2b642baf603438a5a66ff0726c7a5b4301610b2dc3b00a322d27fd,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,0,40,LiteBN_BASELINE,0.81,0.8067338012409724,0.81,100,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,0,40,LiteBN_XS,0.78,0.7799119647859143,0.78,100,ecbadf46786c166497f0d1c790cb0597dc7e9146465e97b797f34142401f968c,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,0,40,XS_FT,0.78,0.7799119647859143,0.78,100,3bd750018e2b642baf603438a5a66ff0726c7a5b4301610b2dc3b00a322d27fd,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,0,43,LiteBN_BASELINE,0.95,0.9499549594635172,0.95,100,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,0,43,LiteBN_XS,0.88,0.8782467532467533,0.88,100,ecbadf46786c166497f0d1c790cb0597dc7e9146465e97b797f34142401f968c,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,0,43,XS_FT,0.88,0.8782467532467533,0.88,100,3bd750018e2b642baf603438a5a66ff0726c7a5b4301610b2dc3b00a322d27fd,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,2,0,1,LiteBN_BASELINE,0.65,0.6266666666666667,0.65,100,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,0,1,LiteBN_XS,0.6799999999999999,0.6527777777777778,0.68,100,a08650e49617551c705b49a346ea5745bd0bc05b4b731791a4ad25a64bd37d4d,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,0,1,XS_FT,0.6599999999999999,0.6263736263736264,0.66,100,80e7fc7308cfd0b81a5b80ec8200c3527f91b6859ea7f143ef22087e26496460,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,0,11,LiteBN_BASELINE,0.73,0.7286704853783539,0.73,100,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,0,11,LiteBN_XS,0.6599999999999999,0.6594551282051282,0.66,100,a08650e49617551c705b49a346ea5745bd0bc05b4b731791a4ad25a64bd37d4d,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,0,11,XS_FT,0.68,0.68,0.68,100,80e7fc7308cfd0b81a5b80ec8200c3527f91b6859ea7f143ef22087e26496460,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,0,23,LiteBN_BASELINE,0.74,0.7348021215830274,0.74,100,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,0,23,LiteBN_XS,0.76,0.7519636213311285,0.76,100,a08650e49617551c705b49a346ea5745bd0bc05b4b731791a4ad25a64bd37d4d,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,0,23,XS_FT,0.75,0.7406369955389562,0.75,100,80e7fc7308cfd0b81a5b80ec8200c3527f91b6859ea7f143ef22087e26496460,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,0,30,LiteBN_BASELINE,0.75,0.7493734335839599,0.75,100,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,0,30,LiteBN_XS,0.77,0.7699769976997699,0.77,100,a08650e49617551c705b49a346ea5745bd0bc05b4b731791a4ad25a64bd37d4d,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,0,30,XS_FT,0.76,0.7599039615846338,0.76,100,80e7fc7308cfd0b81a5b80ec8200c3527f91b6859ea7f143ef22087e26496460,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,0,48,LiteBN_BASELINE,0.66,0.6565656565656566,0.66,100,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,0,48,LiteBN_XS,0.61,0.6096486838154338,0.61,100,a08650e49617551c705b49a346ea5745bd0bc05b4b731791a4ad25a64bd37d4d,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,0,48,XS_FT,0.5900000000000001,0.5889724310776943,0.59,100,80e7fc7308cfd0b81a5b80ec8200c3527f91b6859ea7f143ef22087e26496460,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,0,50,LiteBN_BASELINE,0.63,0.6236395076797885,0.63,100,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,0,50,LiteBN_XS,0.61,0.5983935742971888,0.61,100,a08650e49617551c705b49a346ea5745bd0bc05b4b731791a4ad25a64bd37d4d,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,0,50,XS_FT,0.61,0.6032956972841013,0.61,100,80e7fc7308cfd0b81a5b80ec8200c3527f91b6859ea7f143ef22087e26496460,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,0,52,LiteBN_BASELINE,0.81,0.8090644156366193,0.81,100,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,0,52,LiteBN_XS,0.8,0.7933030177759405,0.8,100,a08650e49617551c705b49a346ea5745bd0bc05b4b731791a4ad25a64bd37d4d,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,0,52,XS_FT,0.8,0.7947454844006567,0.8,100,80e7fc7308cfd0b81a5b80ec8200c3527f91b6859ea7f143ef22087e26496460,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,0,8,LiteBN_BASELINE,0.8500000000000001,0.8492613807657522,0.85,100,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,0,8,LiteBN_XS,0.86,0.8579545454545454,0.86,100,a08650e49617551c705b49a346ea5745bd0bc05b4b731791a4ad25a64bd37d4d,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,0,8,XS_FT,0.84,0.8368013055895553,0.84,100,80e7fc7308cfd0b81a5b80ec8200c3527f91b6859ea7f143ef22087e26496460,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
