fold,seed,draw,rank,dims,BA,delta_BA_vs_KEEP,rescue_prevalence,harm_prevalence,pair_oracle_headroom,outer_test_used
0,1,89,7,"[0, 1, 5, 8, 16, 17, 19]",0.8166176470588236,-0.015294117647058791,0.03544117647058823,0.05073529411764706,0.03544117647058831,False
0,1,90,7,"[3, 5, 7, 13, 15, 17, 18]",0.7086764705882354,-0.123235294117647,0.061911764705882354,0.18514705882352941,0.06191176470588233,False
0,1,91,7,"[3, 4, 7, 9, 15, 18, 19]",0.6754411764705883,-0.15647058823529403,0.06647058823529411,0.22294117647058823,0.06647058823529417,False
0,1,92,7,"[1, 3, 11, 12, 13, 14, 19]",0.8107352941176471,-0.02117647058823524,0.04308823529411765,0.06426470588235295,0.04308823529411765,False
0,1,93,7,"[1, 3, 4, 5, 6, 12, 14]",0.8133823529411766,-0.018529411764705794,0.03544117647058823,0.05397058823529412,0.03544117647058831,False
0,1,94,7,"[1, 7, 8, 9, 10, 12, 15]",0.7447058823529412,-0.08720588235294113,0.05176470588235294,0.13897058823529412,0.051764705882352935,False
0,1,95,7,"[1, 2, 3, 7, 11, 12, 14]",0.8216176470588235,-0.010294117647058898,0.022205882352941176,0.0325,0.022205882352941186,False
0,1,96,7,"[1, 5, 7, 12, 14, 17, 19]",0.8129411764705883,-0.018970588235294072,0.03558823529411765,0.054558823529411764,0.03558823529411759,False
0,1,97,7,"[0, 4, 5, 7, 10, 14, 15]",0.7495588235294117,-0.08235294117647063,0.055,0.1373529411764706,0.05500000000000005,False
0,1,98,7,"[3, 4, 5, 10, 17, 18, 19]",0.7341176470588235,-0.09779411764705881,0.0563235294117647,0.15411764705882353,0.05632352941176466,False
0,1,99,7,"[3, 6, 7, 13, 14, 17, 18]",0.756029411764706,-0.0758823529411764,0.055735294117647056,0.13161764705882353,0.055735294117647105,False
1,0,0,7,"[3, 4, 5, 13, 15, 17, 18]",0.7738235294117647,-0.06352941176470595,0.05,0.11352941176470588,0.04999999999999993,False
1,0,1,7,"[1, 4, 5, 9, 11, 13, 14]",0.743235294117647,-0.09411764705882364,0.05676470588235294,0.15088235294117647,0.05676470588235283,False
1,0,2,7,"[1, 7, 10, 12, 13, 16, 18]",0.7727941176470587,-0.06455882352941189,0.05617647058823529,0.12073529411764707,0.05617647058823527,False
1,0,3,7,"[0, 1, 4, 6, 11, 12, 14]",0.8097058823529412,-0.02764705882352947,0.030441176470588235,0.05808823529411765,0.030441176470588083,False
1,0,4,7,"[0, 2, 5, 8, 10, 11, 15]",0.8110294117647059,-0.026323529411764746,0.031911764705882355,0.05823529411764706,0.031911764705882306,False
1,0,5,7,"[1, 8, 10, 11, 13, 16, 19]",0.8148529411764707,-0.022499999999999964,0.038088235294117645,0.060588235294117644,0.038088235294117645,False
1,0,6,7,"[0, 5, 9, 12, 14, 16, 18]",0.6736764705882353,-0.1636764705882353,0.07073529411764706,0.23441176470588235,0.07073529411764701,False
1,0,7,7,"[4, 6, 7, 9, 13, 15, 19]",0.6851470588235293,-0.1522058823529413,0.06352941176470588,0.21573529411764705,0.06352941176470583,False
1,0,8,7,"[6, 8, 11, 13, 16, 18, 19]",0.7791176470588235,-0.05823529411764716,0.05191176470588235,0.11014705882352942,0.051911764705882324,False
1,0,9,7,"[2, 3, 5, 6, 10, 15, 16]",0.8141176470588235,-0.02323529411764713,0.03279411764705882,0.05602941176470588,0.03279411764705875,False
1,0,10,7,"[2, 7, 11, 12, 15, 16, 19]",0.7944117647058824,-0.04294117647058826,0.04617647058823529,0.08911764705882352,0.04617647058823526,False
1,0,11,7,"[0, 3, 7, 8, 15, 16, 17]",0.8102941176470588,-0.027058823529411802,0.033823529411764704,0.06088235294117647,0.0338235294117647,False
1,0,12,7,"[5, 6, 9, 11, 15, 16, 19]",0.7123529411764706,-0.125,0.061911764705882354,0.18691176470588236,0.06191176470588233,False
1,0,13,7,"[0, 2, 4, 9, 13, 16, 17]",0.7448529411764706,-0.09250000000000003,0.054264705882352944,0.14676470588235294,0.05426470588235288,False
1,0,14,7,"[6, 7, 9, 10, 11, 13, 19]",0.7288235294117646,-0.10852941176470599,0.058676470588235295,0.16720588235294118,0.05867647058823522,False
1,0,15,7,"[0, 3, 4, 10, 17, 18, 19]",0.7941176470588236,-0.04323529411764704,0.04588235294117647,0.08911764705882352,0.045882352941176485,False
1,0,16,7,"[2, 3, 5, 8, 11, 16, 18]",0.8035294117647058,-0.03382352941176481,0.045441176470588235,0.07926470588235295,0.04544117647058821,False
1,0,17,7,"[0, 1, 3, 6, 8, 11, 12]",0.8254411764705882,-0.0119117647058824,0.023676470588235295,0.03558823529411765,0.0236764705882353,False
1,0,18,7,"[3, 4, 7, 10, 13, 14, 15]",0.7841176470588236,-0.05323529411764705,0.04279411764705882,0.09602941176470588,0.04279411764705876,False
1,0,19,7,"[2, 12, 13, 14, 16, 18, 19]",0.7405882352941177,-0.09676470588235297,0.06235294117647059,0.15911764705882353,0.0623529411764705,False
1,0,20,7,"[0, 4, 5, 8, 11, 14, 17]",0.8204411764705882,-0.016911764705882404,0.03,0.046911764705882354,0.029999999999999916,False
1,0,21,7,"[1, 2, 4, 7, 12, 15, 19]",0.7919117647058824,-0.04544117647058821,0.04573529411764706,0.09117647058823529,0.045735294117646985,False
1,0,22,7,"[4, 11, 12, 13, 16, 17, 18]",0.7713235294117646,-0.066029411764706,0.052647058823529415,0.1186764705882353,0.05264705882352938,False
1,0,23,7,"[3, 4, 5, 10, 14, 16, 18]",0.7847058823529411,-0.05264705882352949,0.04632352941176471,0.09897058823529412,0.04632352941176465,False
1,0,24,7,"[1, 6, 8, 9, 12, 15, 17]",0.7230882352941177,-0.11426470588235293,0.0575,0.17176470588235293,0.057499999999999885,False
1,0,25,7,"[0, 2, 5, 7, 11, 16, 18]",0.7936764705882353,-0.04367647058823532,0.04573529411764706,0.08941176470588236,0.045735294117646985,False
1,0,26,7,"[2, 3, 6, 8, 16, 17, 19]",0.8219117647058823,-0.015441176470588291,0.03279411764705882,0.04823529411764706,0.03279411764705875,False
1,0,27,7,"[0, 1, 6, 8, 12, 16, 19]",0.8139705882352941,-0.02338235294117652,0.03308823529411765,0.05647058823529412,0.03308823529411764,False
1,0,28,7,"[0, 5, 7, 8, 10, 12, 18]",0.7926470588235295,-0.04470588235294115,0.05367647058823529,0.09838235294117648,0.053676470588235325,False
1,0,29,7,"[0, 6, 13, 14, 15, 16, 19]",0.7758823529411765,-0.061470588235294166,0.04661764705882353,0.10808823529411765,0.04661764705882354,False
1,0,30,7,"[6, 7, 10, 13, 14, 16, 17]",0.8027941176470588,-0.034558823529411864,0.04191176470588235,0.07647058823529412,0.041911764705882315,False
1,0,31,7,"[4, 5, 6, 9, 12, 14, 16]",0.7366176470588235,-0.10073529411764715,0.05911764705882353,0.1598529411764706,0.0591176470588235,False
1,0,32,7,"[1, 2, 6, 11, 12, 15, 18]",0.7858823529411765,-0.05147058823529416,0.05029411764705882,0.10176470588235294,0.05029411764705882,False
1,0,33,7,"[0, 3, 4, 6, 7, 9, 15]",0.7172058823529411,-0.1201470588235295,0.05676470588235294,0.17691176470588235,0.05676470588235283,False
1,0,34,7,"[0, 5, 6, 7, 16, 17, 18]",0.795735294117647,-0.04161764705882365,0.04661764705882353,0.08823529411764706,0.04661764705882354,False
1,0,35,7,"[0, 1, 2, 11, 12, 14, 17]",0.8138235294117647,-0.02352941176470591,0.03558823529411765,0.05911764705882353,0.03558823529411759,False
1,0,36,7,"[0, 6, 10, 11, 13, 16, 18]",0.7935294117647059,-0.043823529411764706,0.04867647058823529,0.0925,0.04867647058823521,False
1,0,37,7,"[1, 3, 6, 8, 12, 18, 19]",0.7788235294117647,-0.05852941176470594,0.05220588235294118,0.11073529411764706,0.05220588235294121,False
1,0,38,7,"[3, 5, 6, 7, 14, 16, 19]",0.7907352941176471,-0.04661764705882354,0.043970588235294115,0.09058823529411765,0.043970588235294095,False
1,0,39,7,"[2, 5, 7, 8, 10, 15, 18]",0.7861764705882353,-0.05117647058823538,0.046911764705882354,0.09808823529411764,0.04691176470588232,False
1,0,40,7,"[3, 4, 5, 6, 13, 14, 19]",0.7913235294117646,-0.046029411764705985,0.04308823529411765,0.08911764705882352,0.04308823529411754,False
1,0,41,7,"[3, 4, 5, 7, 10, 12, 15]",0.8048529411764707,-0.03249999999999997,0.03823529411764706,0.07073529411764706,0.038235294117647034,False
1,0,42,7,"[7, 8, 9, 11, 13, 14, 16]",0.7423529411764707,-0.09499999999999997,0.05544117647058824,0.15044117647058824,0.055441176470588216,False
1,0,43,7,"[4, 6, 7, 10, 14, 16, 19]",0.7930882352941176,-0.044264705882352984,0.04264705882352941,0.08691176470588236,0.04264705882352937,False
1,0,44,7,"[0, 5, 7, 8, 9, 15, 16]",0.7208823529411765,-0.1164705882352941,0.0575,0.17397058823529413,0.057499999999999885,False
1,0,45,7,"[1, 3, 4, 7, 9, 14, 16]",0.735,-0.10235294117647065,0.05367647058823529,0.1560294117647059,0.053676470588235325,False
1,0,46,7,"[3, 4, 7, 8, 10, 11, 16]",0.8211764705882353,-0.016176470588235348,0.025588235294117648,0.04176470588235294,0.02558823529411758,False
1,0,47,7,"[0, 1, 3, 9, 16, 17, 18]",0.6945588235294118,-0.14279411764705885,0.06470588235294118,0.2075,0.06470588235294117,False
1,0,48,7,"[3, 6, 9, 11, 14, 15, 16]",0.7214705882352941,-0.11588235294117655,0.057352941176470586,0.17323529411764707,0.057352941176470607,False
1,0,49,7,"[1, 4, 6, 7, 10, 11, 13]",0.8132352941176471,-0.024117647058823577,0.03397058823529412,0.05808823529411765,0.033970588235294086,False
1,0,50,7,"[2, 3, 6, 7, 11, 13, 16]",0.8163235294117648,-0.021029411764705852,0.03705882352941176,0.05808823529411765,0.0370588235294117,False
1,0,51,7,"[0, 5, 7, 12, 13, 14, 18]",0.7533823529411765,-0.08397058823529413,0.05794117647058823,0.14191176470588235,0.05794117647058816,False
1,0,52,7,"[0, 4, 6, 9, 12, 14, 15]",0.7163235294117647,-0.12102941176470594,0.060441176470588234,0.1814705882352941,0.06044117647058811,False
1,0,53,7,"[1, 4, 7, 10, 13, 17, 19]",0.8017647058823529,-0.0355882352941177,0.0413235294117647,0.07691176470588235,0.04132352941176465,False
1,0,54,7,"[3, 4, 5, 10, 13, 15, 18]",0.7767647058823529,-0.06058823529411772,0.04735294117647059,0.10794117647058823,0.0473529411764706,False
1,0,55,7,"[2, 7, 8, 9, 12, 13, 14]",0.7173529411764705,-0.1200000000000001,0.06220588235294117,0.1822058823529412,0.06220588235294111,False
1,0,56,7,"[1, 2, 8, 10, 14, 16, 17]",0.8204411764705882,-0.016911764705882404,0.03176470588235294,0.04867647058823529,0.03176470588235292,False
1,0,57,7,"[0, 1, 2, 4, 9, 10, 12]",0.7430882352941177,-0.09426470588235292,0.05661764705882353,0.15088235294117647,0.05661764705882355,False
1,0,58,7,"[1, 2, 5, 8, 13, 15, 19]",0.7838235294117647,-0.053529411764705936,0.0475,0.10102941176470588,0.047499999999999876,False
1,0,59,7,"[1, 8, 11, 12, 14, 17, 18]",0.7751470588235294,-0.06220588235294122,0.05323529411764706,0.11544117647058824,0.05323529411764705,False
1,0,60,7,"[0, 1, 2, 4, 8, 13, 16]",0.8202941176470588,-0.017058823529411793,0.028088235294117646,0.045147058823529415,0.028088235294117636,False
1,0,61,7,"[1, 3, 4, 7, 8, 14, 18]",0.7851470588235294,-0.05220588235294121,0.048382352941176474,0.10058823529411764,0.04838235294117643,False
1,0,62,7,"[0, 4, 7, 10, 11, 14, 17]",0.8080882352941177,-0.02926470588235297,0.03426470588235294,0.06352941176470588,0.034264705882352864,False
1,0,63,7,"[1, 2, 5, 8, 9, 13, 15]",0.7173529411764705,-0.1200000000000001,0.05794117647058823,0.17794117647058824,0.05794117647058816,False
1,0,64,7,"[0, 1, 2, 5, 6, 7, 16]",0.8195588235294118,-0.01779411764705885,0.029264705882352943,0.047058823529411764,0.02926470588235286,False
1,0,65,7,"[1, 8, 9, 12, 13, 15, 17]",0.7030882352941177,-0.13426470588235295,0.06,0.19426470588235295,0.05999999999999994,False
1,0,66,7,"[3, 4, 8, 12, 16, 17, 18]",0.7917647058823529,-0.04558823529411771,0.04897058823529412,0.09455882352941176,0.0489705882352941,False
1,0,67,7,"[1, 5, 9, 11, 12, 14, 19]",0.726764705882353,-0.11058823529411765,0.06073529411764706,0.1713235294117647,0.060735294117647,False
1,0,68,7,"[0, 3, 4, 5, 12, 17, 18]",0.7926470588235295,-0.04470588235294115,0.05161764705882353,0.09632352941176471,0.051617647058823435,False
1,0,69,7,"[0, 1, 3, 5, 9, 10, 17]",0.7535294117647059,-0.08382352941176474,0.057058823529411766,0.14088235294117646,0.05705882352941172,False
1,0,70,7,"[1, 4, 6, 14, 15, 17, 19]",0.7841176470588236,-0.05323529411764705,0.04,0.09323529411764706,0.039999999999999925,False
1,0,71,7,"[5, 7, 8, 10, 15, 18, 19]",0.7747058823529411,-0.0626470588235295,0.05220588235294118,0.11485294117647059,0.0522058823529411,False
1,0,72,7,"[0, 1, 2, 9, 15, 17, 19]",0.7086764705882354,-0.12867647058823528,0.060588235294117644,0.18926470588235295,0.06058823529411761,False
1,0,73,7,"[4, 6, 7, 9, 12, 13, 15]",0.700735294117647,-0.13661764705882362,0.05779411764705882,0.19441176470588234,0.057794117647058774,False
1,0,74,7,"[0, 2, 3, 10, 15, 16, 18]",0.7989705882352941,-0.038382352941176534,0.04279411764705882,0.0811764705882353,0.04279411764705876,False
1,0,75,7,"[1, 4, 6, 10, 14, 15, 17]",0.8036764705882353,-0.03367647058823531,0.03294117647058824,0.06661764705882353,0.03294117647058825,False
1,0,76,7,"[2, 3, 4, 8, 9, 10, 19]",0.7324999999999999,-0.1048529411764707,0.05647058823529412,0.1613235294117647,0.05647058823529405,False
1,0,77,7,"[3, 6, 7, 11, 12, 14, 17]",0.8004411764705883,-0.03691176470588231,0.03867647058823529,0.07558823529411765,0.0386764705882352,False
1,0,78,7,"[0, 1, 4, 8, 9, 12, 19]",0.7166176470588235,-0.12073529411764716,0.05955882352941176,0.18029411764705883,0.059558823529411775,False
1,0,79,7,"[2, 7, 9, 10, 11, 12, 15]",0.7182352941176471,-0.11911764705882355,0.05647058823529412,0.17558823529411766,0.05647058823529405,False
1,0,80,7,"[1, 2, 3, 4, 6, 11, 17]",0.8313235294117647,-0.00602941176470595,0.01852941176470588,0.024558823529411765,0.018529411764705794,False
1,0,81,7,"[4, 8, 9, 10, 16, 18, 19]",0.6780882352941175,-0.15926470588235309,0.06720588235294117,0.22647058823529412,0.06720588235294112,False
1,0,82,7,"[0, 5, 8, 9, 10, 12, 18]",0.6885294117647058,-0.1488235294117648,0.06588235294117648,0.21470588235294116,0.0658823529411765,False
1,0,83,7,"[0, 5, 6, 11, 14, 15, 19]",0.7835294117647059,-0.053823529411764715,0.04485294117647059,0.0986764705882353,0.04485294117647054,False
1,0,84,7,"[1, 4, 5, 8, 11, 14, 17]",0.819264705882353,-0.018088235294117627,0.027647058823529413,0.04573529411764706,0.027647058823529358,False
1,0,85,7,"[0, 4, 8, 9, 11, 12, 15]",0.7214705882352941,-0.11588235294117655,0.057352941176470586,0.17323529411764707,0.057352941176470607,False
1,0,86,7,"[1, 2, 3, 4, 10, 12, 16]",0.8202941176470588,-0.017058823529411793,0.028529411764705883,0.045588235294117645,0.028529411764705914,False
1,0,87,7,"[0, 6, 7, 8, 9, 14, 15]",0.7144117647058823,-0.12294117647058833,0.057058823529411766,0.18,0.05705882352941172,False
1,0,88,7,"[2, 4, 10, 11, 12, 13, 18]",0.7719117647058824,-0.06544117647058822,0.05367647058823529,0.11911764705882352,0.053676470588235325,False
1,0,89,7,"[3, 4, 5, 7, 14, 17, 19]",0.7933823529411765,-0.043970588235294095,0.04352941176470588,0.0875,0.043529411764705817,False
1,0,90,7,"[6, 8, 10, 11, 12, 13, 17]",0.821764705882353,-0.01558823529411768,0.03602941176470588,0.05161764705882353,0.036029411764705865,False
1,0,91,7,"[0, 2, 10, 12, 13, 17, 19]",0.8048529411764705,-0.032500000000000084,0.04647058823529412,0.07897058823529411,0.04647058823529404,False
1,0,92,7,"[1, 4, 5, 6, 14, 16, 18]",0.7777941176470589,-0.059558823529411775,0.045147058823529415,0.10470588235294118,0.04514705882352943,False
1,0,93,7,"[0, 4, 6, 8, 12, 16, 17]",0.8270588235294117,-0.010294117647058898,0.02514705882352941,0.03544117647058823,0.02514705882352941,False
1,0,94,7,"[0, 1, 4, 6, 11, 12, 16]",0.825,-0.012352941176470678,0.02411764705882353,0.036470588235294116,0.024117647058823466,False
1,0,95,7,"[1, 5, 9, 10, 11, 14, 18]",0.6948529411764706,-0.14250000000000007,0.06397058823529411,0.20647058823529413,0.06397058823529411,False
1,0,96,7,"[1, 5, 9, 13, 15, 18, 19]",0.6301470588235294,-0.20720588235294124,0.07264705882352941,0.2798529411764706,0.0726470588235294,False
1,0,97,7,"[1, 2, 4, 6, 11, 15, 19]",0.7985294117647059,-0.0388235294117647,0.03588235294117647,0.07470588235294118,0.035882352941176476,False
1,0,98,7,"[1, 2, 3, 4, 7, 12, 13]",0.8067647058823529,-0.030588235294117694,0.04073529411764706,0.0713235294117647,0.04073529411764709,False
1,0,99,7,"[0, 1, 4, 8, 9, 10, 17]",0.745,-0.09235294117647064,0.05558823529411765,0.14794117647058824,0.055588235294117605,False
1,1,0,4,"[14, 16, 17, 18]",0.8008823529411764,-0.01750000000000007,0.026470588235294117,0.043970588235294115,0.026470588235294246,False
1,1,1,4,"[2, 14, 15, 19]",0.7872058823529411,-0.03117647058823536,0.04617647058823529,0.07735294117647058,0.04617647058823526,False
1,1,2,4,"[6, 10, 13, 17]",0.7935294117647058,-0.024852941176470633,0.03338235294117647,0.05823529411764706,0.03338235294117653,False
1,1,3,4,"[0, 3, 15, 16]",0.7923529411764706,-0.026029411764705856,0.04058823529411765,0.06661764705882353,0.04058823529411759,False
1,1,4,4,"[1, 2, 4, 15]",0.7917647058823529,-0.026617647058823524,0.041029411764705884,0.06764705882352941,0.04102941176470587,False
1,1,5,4,"[0, 2, 5, 9]",0.7501470588235294,-0.06823529411764706,0.0611764705882353,0.12941176470588237,0.06117647058823539,False
1,1,6,4,"[6, 8, 11, 18]",0.7447058823529412,-0.07367647058823523,0.06102941176470588,0.13470588235294118,0.06102941176470589,False
1,1,7,4,"[1, 4, 5, 17]",0.7958823529411765,-0.022499999999999964,0.03264705882352941,0.05514705882352941,0.03264705882352947,False
1,1,8,4,"[2, 3, 6, 18]",0.8083823529411764,-0.010000000000000009,0.029411764705882353,0.039411764705882354,0.02941176470588247,False
1,1,9,4,"[1, 6, 12, 19]",0.7916176470588235,-0.026764705882352913,0.033823529411764704,0.060588235294117644,0.0338235294117647,False
1,1,10,4,"[2, 6, 7, 17]",0.7989705882352941,-0.01941176470588235,0.027058823529411764,0.04647058823529412,0.027058823529411802,False
1,1,11,4,"[5, 6, 9, 11]",0.6785294117647058,-0.13985294117647062,0.07147058823529412,0.21132352941176472,0.07147058823529417,False
1,1,12,4,"[0, 3, 7, 13]",0.8088235294117647,-0.00955882352941173,0.027205882352941177,0.03676470588235294,0.02720588235294119,False
1,1,13,4,"[2, 8, 11, 19]",0.7254411764705883,-0.0929411764705882,0.06661764705882353,0.15955882352941175,0.06661764705882356,False
1,1,14,4,"[7, 9, 11, 18]",0.6851470588235294,-0.133235294117647,0.07367647058823529,0.20691176470588235,0.07367647058823534,False
1,1,15,4,"[4, 8, 9, 12]",0.7491176470588234,-0.069264705882353,0.06235294117647059,0.13161764705882353,0.06235294117647061,False
1,1,16,4,"[9, 14, 15, 18]",0.7055882352941176,-0.11279411764705882,0.06897058823529412,0.18176470588235294,0.06897058823529412,False
1,1,17,4,"[2, 9, 18, 19]",0.7417647058823529,-0.07661764705882357,0.06102941176470588,0.1376470588235294,0.06102941176470589,False
1,1,18,4,"[1, 13, 16, 18]",0.8114705882352942,-0.006911764705882284,0.027205882352941177,0.03411764705882353,0.027205882352941302,False
1,1,19,4,"[5, 8, 12, 14]",0.7939705882352941,-0.024411764705882355,0.03985294117647059,0.06426470588235295,0.039852941176470535,False
1,1,20,4,"[1, 5, 14, 19]",0.793235294117647,-0.02514705882352941,0.03602941176470588,0.0611764705882353,0.036029411764705976,False
1,1,21,4,"[5, 11, 13, 17]",0.7445588235294118,-0.07382352941176462,0.05676470588235294,0.13058823529411764,0.05676470588235294,False
1,1,22,4,"[2, 10, 11, 15]",0.7219117647058824,-0.09647058823529409,0.06632352941176471,0.1627941176470588,0.06632352941176478,False
1,1,23,4,"[4, 14, 16, 19]",0.8047058823529412,-0.01367647058823529,0.027058823529411764,0.04073529411764706,0.027058823529411802,False
1,1,24,4,"[9, 11, 12, 15]",0.6104411764705883,-0.20794117647058818,0.08308823529411764,0.29102941176470587,0.08308823529411757,False
1,1,25,4,"[0, 8, 10, 18]",0.8088235294117647,-0.00955882352941173,0.028088235294117646,0.03764705882352941,0.028088235294117636,False
1,1,26,4,"[3, 4, 11, 15]",0.7297058823529412,-0.08867647058823525,0.06529411764705882,0.1539705882352941,0.06529411764705884,False
1,1,27,4,"[0, 9, 10, 16]",0.7558823529411764,-0.0625,0.06264705882352942,0.12514705882352942,0.0626470588235295,False
1,1,28,4,"[4, 9, 18, 19]",0.7417647058823529,-0.07661764705882357,0.06235294117647059,0.13897058823529412,0.06235294117647061,False
1,1,29,4,"[4, 11, 14, 17]",0.7463235294117647,-0.07205882352941173,0.05411764705882353,0.1261764705882353,0.054117647058823604,False
1,1,30,4,"[6, 10, 12, 16]",0.8055882352941177,-0.012794117647058734,0.0325,0.045294117647058825,0.03249999999999997,False
1,1,31,4,"[6, 11, 12, 19]",0.7255882352941176,-0.0927941176470588,0.06220588235294117,0.155,0.06220588235294122,False
1,1,32,4,"[2, 3, 5, 8]",0.7948529411764707,-0.0235294117647058,0.037794117647058825,0.06132352941176471,0.03779411764705887,False
1,1,33,4,"[0, 3, 5, 16]",0.8061764705882353,-0.012205882352941178,0.03705882352941176,0.04926470588235294,0.03705882352941181,False
1,1,34,4,"[0, 5, 7, 14]",0.8033823529411765,-0.014999999999999902,0.03411764705882353,0.04911764705882353,0.034117647058823586,False
1,1,35,4,"[1, 4, 10, 15]",0.7933823529411765,-0.02499999999999991,0.035,0.06,0.03500000000000003,False
1,1,36,4,"[7, 11, 13, 16]",0.7525,-0.0658823529411765,0.05558823529411765,0.12147058823529412,0.055588235294117716,False
1,1,37,4,"[2, 7, 13, 19]",0.803235294117647,-0.015147058823529402,0.036470588235294116,0.05161764705882353,0.036470588235294144,False
1,1,38,4,"[1, 3, 4, 9]",0.7566176470588235,-0.061764705882352944,0.05985294117647059,0.12161764705882352,0.05985294117647055,False
1,1,39,4,"[8, 14, 16, 18]",0.8036764705882353,-0.014705882352941124,0.03411764705882353,0.0488235294117647,0.034117647058823586,False
1,1,40,4,"[4, 5, 11, 12]",0.7504411764705883,-0.06794117647058817,0.05397058823529412,0.12191176470588236,0.053970588235294104,False
1,1,41,4,"[1, 8, 10, 17]",0.8022058823529412,-0.016176470588235237,0.025588235294117648,0.04176470588235294,0.02558823529411769,False
1,1,42,4,"[2, 6, 9, 14]",0.7430882352941177,-0.07529411764705873,0.05941176470588235,0.13470588235294118,0.059411764705882386,False
1,1,43,4,"[3, 6, 18, 19]",0.7916176470588235,-0.026764705882352913,0.03470588235294118,0.06147058823529412,0.03470588235294114,False
1,1,44,4,"[6, 10, 12, 13]",0.8033823529411765,-0.014999999999999902,0.032205882352941174,0.047205882352941174,0.032205882352941195,False
1,1,45,4,"[3, 7, 8, 18]",0.8089705882352941,-0.009411764705882342,0.03161764705882353,0.041029411764705884,0.03161764705882364,False
1,1,46,4,"[0, 1, 9, 15]",0.7072058823529412,-0.11117647058823521,0.06852941176470588,0.1797058823529412,0.06852941176470595,False
1,1,47,4,"[0, 7, 10, 19]",0.8058823529411765,-0.012499999999999956,0.025735294117647058,0.03823529411764706,0.02573529411764708,False
1,1,48,4,"[2, 6, 8, 12]",0.7960294117647059,-0.022352941176470575,0.037941176470588235,0.060294117647058824,0.037941176470588256,False
1,1,49,4,"[6, 9, 11, 15]",0.6135294117647059,-0.20485294117647057,0.08279411764705882,0.2876470588235294,0.0827941176470588,False
1,1,50,4,"[5, 7, 13, 18]",0.7972058823529412,-0.02117647058823524,0.038088235294117645,0.05926470588235294,0.038088235294117645,False
1,1,51,4,"[0, 6, 13, 18]",0.8036764705882353,-0.014705882352941124,0.030147058823529412,0.04485294117647059,0.030147058823529416,False
1,1,52,4,"[4, 8, 16, 19]",0.7994117647058824,-0.018970588235294072,0.035,0.05397058823529412,0.03500000000000003,False
1,1,53,4,"[8, 9, 16, 18]",0.7482352941176471,-0.07014705882352934,0.06455882352941177,0.13470588235294118,0.06455882352941178,False
1,1,54,4,"[0, 1, 11, 19]",0.7352941176470589,-0.08308823529411757,0.0611764705882353,0.14426470588235293,0.06117647058823539,False
1,1,55,4,"[3, 12, 13, 14]",0.8133823529411766,-0.004999999999999893,0.02676470588235294,0.03176470588235294,0.026764705882353024,False
1,1,56,4,"[1, 3, 12, 15]",0.7944117647058824,-0.023970588235294077,0.03897058823529412,0.06294117647058824,0.0389705882352942,False
1,1,57,4,"[6, 8, 9, 19]",0.730735294117647,-0.08764705882352941,0.06573529411764706,0.15338235294117647,0.065735294117647,False
1,1,58,4,"[2, 10, 14, 17]",0.8066176470588236,-0.0117647058823529,0.02323529411764706,0.035,0.02323529411764702,False
1,1,59,4,"[3, 11, 14, 17]",0.7442647058823529,-0.07411764705882351,0.05514705882352941,0.12926470588235295,0.05514705882352944,False
1,1,60,4,"[3, 9, 18, 19]",0.740735294117647,-0.0776470588235294,0.06279411764705882,0.14044117647058824,0.06279411764705878,False
1,1,61,4,"[0, 7, 9, 15]",0.7063235294117647,-0.11205882352941177,0.07279411764705883,0.18485294117647058,0.07279411764705879,False
1,1,62,4,"[3, 10, 12, 17]",0.8110294117647059,-0.007352941176470562,0.019852941176470587,0.027205882352941177,0.01985294117647063,False
1,1,63,4,"[5, 8, 9, 17]",0.7435294117647059,-0.07485294117647057,0.06161764705882353,0.13647058823529412,0.061617647058823555,False
1,1,64,4,"[1, 6, 12, 17]",0.8,-0.018382352941176405,0.027205882352941177,0.045588235294117645,0.02720588235294119,False
1,1,65,4,"[3, 7, 12, 15]",0.7951470588235294,-0.02323529411764702,0.04411764705882353,0.06735294117647059,0.044117647058823595,False
1,1,66,4,"[3, 5, 16, 18]",0.799264705882353,-0.01911764705882346,0.03897058823529412,0.05808823529411765,0.0389705882352942,False
1,1,67,4,"[2, 4, 12, 14]",0.8164705882352941,-0.0019117647058823906,0.01764705882352941,0.019558823529411764,0.01764705882352935,False
1,1,68,4,"[2, 5, 8, 19]",0.7829411764705883,-0.0354411764705882,0.04191176470588235,0.07735294117647058,0.041911764705882426,False
1,1,69,4,"[3, 12, 13, 19]",0.8035294117647058,-0.014852941176470624,0.033529411764705884,0.048382352941176474,0.03352941176470592,False
1,1,70,4,"[0, 4, 12, 14]",0.8161764705882353,-0.0022058823529411686,0.013970588235294118,0.016176470588235296,0.013970588235294179,False
1,1,71,4,"[1, 2, 4, 14]",0.8139705882352941,-0.004411764705882337,0.018235294117647058,0.022647058823529412,0.018235294117647127,False
1,1,72,4,"[7, 8, 16, 19]",0.8014705882352942,-0.016911764705882293,0.03485294117647059,0.05176470588235294,0.03485294117647064,False
1,1,73,4,"[1, 4, 7, 18]",0.8116176470588236,-0.006764705882352895,0.028676470588235293,0.03544117647058823,0.028676470588235303,False
1,1,74,4,"[6, 11, 16, 17]",0.7451470588235294,-0.07323529411764707,0.0575,0.13073529411764706,0.05750000000000011,False
