fold,seed,action,variant,classifier,control_draw,n,rescue_prevalence,AUROC,AUPRC,balanced_accuracy,precision_routing_positive,recall_rescue,deployable_BA,keep_BA,deployable_delta_BA,action_rate,routed_count,rescue_count,harm_count,neutral_routed_count,net_rescues,routing_precision,mean_threshold,positive_router_folds,mean_subject_delta_BA,positive_subjects,n_subjects,outer_test_used,fold_rows_json
0,0,erase,entropy_only,logistic,,6800,0.06470588235294118,0.7946387221269298,0.17943343627790823,0.7283304745568897,0.14262023217247097,0.7818181818181819,0.8329411764705883,0.835,-0.0020588235294116686,0.007941176470588234,54,6,20,28,-14,0.1111111111111111,0.9068027422779869,0,-0.00205882352941176,1,34,False,"[{""action_rate"": 0.03857142857142857, ""delta_BA"": -0.010000000000000009, ""router_fold"": 0}, {""action_rate"": 0.0, ""delta_BA"": 0.0, ""router_fold"": 1}, {""action_rate"": 0.0, ""delta_BA"": 0.0, ""router_fold"": 2}, {""action_rate"": 0.0, ""delta_BA"": 0.0, ""router_fold"": 3}, {""action_rate"": 0.0, ""delta_BA"": 0.0, ""router_fold"": 4}]"
0,0,erase,entropy_only,shallow_mlp,,6800,0.06470588235294118,0.7968017438536306,0.17606704709647902,0.7314608347627216,0.12941576086956522,0.865909090909091,0.8329411764705883,0.835,-0.0020588235294116686,0.009117647058823529,62,8,22,32,-14,0.12903225806451613,0.8886487394322952,1,-0.0020588235294117666,3,34,False,"[{""action_rate"": 0.03428571428571429, ""delta_BA"": -0.010714285714285676, ""router_fold"": 0}, {""action_rate"": 0.01, ""delta_BA"": 0.0007142857142856673, ""router_fold"": 1}, {""action_rate"": 0.0, ""delta_BA"": 0.0, ""router_fold"": 2}, {""action_rate"": 0.0, ""delta_BA"": 0.0, ""router_fold"": 3}, {""action_rate"": 0.0, ""delta_BA"": 0.0, ""router_fold"": 4}]"
0,0,erase,counterfactual_only,logistic,,6800,0.06470588235294118,0.9264133076043453,0.38195227713720437,0.8646726700971985,0.23380281690140844,0.9431818181818182,0.835,0.835,0.0,0.007352941176470588,50,25,25,0,0,0.5,0.9357719824130593,2,-6.530723674265627e-18,8,34,False,"[{""action_rate"": 0.007142857142857143, ""delta_BA"": -0.0014285714285713347, ""router_fold"": 0}, {""action_rate"": 0.008571428571428572, ""delta_BA"": 0.0, ""router_fold"": 1}, {""action_rate"": 0.0, ""delta_BA"": 0.0, ""router_fold"": 2}, {""action_rate"": 0.015, ""delta_BA"": 0.0007142857142857784, ""router_fold"": 3}, {""action_rate"": 0.005833333333333334, ""delta_BA"": 0.0008333333333332416, ""router_fold"": 4}]"
0,0,erase,counterfactual_only,shallow_mlp,,6800,0.06470588235294118,0.8957000428816466,0.2904813376618798,0.8498284734133791,0.21608832807570977,0.9340909090909091,0.835,0.835,0.0,0.0,0,0,0,0,0,0.0,0.95,0,0.0,0,34,False,"[{""action_rate"": 0.0, ""delta_BA"": 0.0, ""router_fold"": 0}, {""action_rate"": 0.0, ""delta_BA"": 0.0, ""router_fold"": 1}, {""action_rate"": 0.0, ""delta_BA"": 0.0, ""router_fold"": 2}, {""action_rate"": 0.0, ""delta_BA"": 0.0, ""router_fold"": 3}, {""action_rate"": 0.0, ""delta_BA"": 0.0, ""router_fold"": 4}]"
0,0,erase,geometry_only,logistic,,6800,0.06470588235294118,0.8776518724985707,0.31030188874975595,0.7928173241852488,0.2091072498502097,0.7931818181818182,0.8352941176470587,0.835,0.0002941176470587781,0.011323529411764706,77,39,37,1,2,0.5064935064935064,0.954144460638412,2,0.0002941176470588336,13,34,False,"[{""action_rate"": 0.01, ""delta_BA"": -0.006428571428571339, ""router_fold"": 0}, {""action_rate"": 0.011428571428571429, ""delta_BA"": 0.005714285714285783, ""router_fold"": 1}, {""action_rate"": 0.018571428571428572, ""delta_BA"": 0.0028571428571428914, ""router_fold"": 2}, {""action_rate"": 0.011428571428571429, ""delta_BA"": 0.0, ""router_fold"": 3}, {""action_rate"": 0.004166666666666667, ""delta_BA"": -0.0008333333333333526, ""router_fold"": 4}]"
0,0,erase,geometry_only,shallow_mlp,,6800,0.06470588235294118,0.8285430960548885,0.2709753407047628,0.7648084619782733,0.15996503496503497,0.8318181818181818,0.8348529411764706,0.835,-0.00014705882352938904,0.0004411764705882353,3,1,2,0,-1,0.3333333333333333,0.93,0,-0.0001470588235294119,1,34,False,"[{""action_rate"": 0.002142857142857143, ""delta_BA"": -0.0007142857142856673, ""router_fold"": 0}, {""action_rate"": 0.0, ""delta_BA"": 0.0, ""router_fold"": 1}, {""action_rate"": 0.0, ""delta_BA"": 0.0, ""router_fold"": 2}, {""action_rate"": 0.0, ""delta_BA"": 0.0, ""router_fold"": 3}, {""action_rate"": 0.0, ""delta_BA"": 0.0, ""router_fold"": 4}]"
0,0,erase,full_protected,logistic,,6800,0.06470588235294118,0.9215930531732419,0.3463451075999435,0.865423098913665,0.23657142857142857,0.9409090909090909,0.8335294117647059,0.835,-0.0014705882352941124,0.007058823529411765,48,19,29,0,-10,0.3958333333333333,0.95,1,-0.0014705882352941157,6,34,False,"[{""action_rate"": 0.016428571428571428, ""delta_BA"": -0.004999999999999893, ""router_fold"": 0}, {""action_rate"": 0.0014285714285714286, ""delta_BA"": 0.0, ""router_fold"": 1}, {""action_rate"": 0.007142857142857143, ""delta_BA"": 0.0, ""router_fold"": 2}, {""action_rate"": 0.007142857142857143, ""delta_BA"": -0.004285714285714226, ""router_fold"": 3}, {""action_rate"": 0.0025, ""delta_BA"": 0.0024999999999999467, ""router_fold"": 4}]"
0,0,erase,full_protected,shallow_mlp,,6800,0.06470588235294118,0.8931117781589482,0.3131661505934018,0.8257504288164665,0.19052088221492258,0.9227272727272727,0.835,0.835,0.0,0.0,0,0,0,0,0,0.0,0.95,0,0.0,0,34,False,"[{""action_rate"": 0.0, ""delta_BA"": 0.0, ""router_fold"": 0}, {""action_rate"": 0.0, ""delta_BA"": 0.0, ""router_fold"": 1}, {""action_rate"": 0.0, ""delta_BA"": 0.0, ""router_fold"": 2}, {""action_rate"": 0.0, ""delta_BA"": 0.0, ""router_fold"": 3}, {""action_rate"": 0.0, ""delta_BA"": 0.0, ""router_fold"": 4}]"
0,0,amplify,entropy_only,logistic,,6800,0.02588235294117647,0.9243376358695652,0.18923870815944288,0.8698945981554678,0.11420612813370473,0.9318181818181818,0.8342647058823529,0.835,-0.0007352941176470562,0.021911764705882353,149,27,32,90,-5,0.18120805369127516,0.9298826682763088,1,-0.0007352941176470432,7,34,False,"[{""action_rate"": 0.039285714285714285, ""delta_BA"": -0.0007142857142856673, ""router_fold"": 0}, {""action_rate"": 0.005, ""delta_BA"": -0.0007142857142856673, ""router_fold"": 1}, {""action_rate"": 0.014285714285714285, ""delta_BA"": 0.002142857142857113, ""router_fold"": 2}, {""action_rate"": 0.04428571428571428, ""delta_BA"": -0.004285714285714226, ""router_fold"": 3}, {""action_rate"": 0.004166666666666667, ""delta_BA"": 0.0, ""router_fold"": 4}]"
0,0,amplify,entropy_only,shallow_mlp,,6800,0.02588235294117647,0.92188014657444,0.18945606857752811,0.7992149758454106,0.06205923836389281,1.0,0.8354411764705882,0.835,0.00044117647058827814,0.01926470588235294,131,30,27,74,3,0.22900763358778625,0.7573154814441999,4,0.0004411764705882422,10,34,False,"[{""action_rate"": 0.039285714285714285, ""delta_BA"": -0.0028571428571427804, ""router_fold"": 0}, {""action_rate"": 0.01, ""delta_BA"": 0.0007142857142856673, ""router_fold"": 1}, {""action_rate"": 0.015, ""delta_BA"": 0.0007142857142856673, ""router_fold"": 2}, {""action_rate"": 0.015, ""delta_BA"": 0.002142857142857224, ""router_fold"": 3}, {""action_rate"": 0.016666666666666666, ""delta_BA"": 0.0016666666666665941, ""router_fold"": 4}]"
