draw,alpha,fused_BA,base_BA,delta_BA,dims
0,0.0,0.701111111111111,0.701111111111111,0.0,"[4, 11, 16, 18]"
1,0.0,0.701111111111111,0.701111111111111,0.0,"[4, 6, 15, 16]"
2,0.0,0.701111111111111,0.701111111111111,0.0,"[0, 4, 7, 13]"
3,0.0,0.701111111111111,0.701111111111111,0.0,"[0, 8, 11, 13]"
4,0.0,0.701111111111111,0.701111111111111,0.0,"[2, 9, 10, 13]"
5,0.0,0.701111111111111,0.701111111111111,0.0,"[6, 7, 14, 15]"
6,0.0,0.701111111111111,0.701111111111111,0.0,"[1, 3, 11, 15]"
7,0.0,0.701111111111111,0.701111111111111,0.0,"[1, 7, 17, 18]"
8,0.0,0.701111111111111,0.701111111111111,0.0,"[0, 2, 8, 15]"
9,0.0,0.701111111111111,0.701111111111111,0.0,"[1, 10, 14, 19]"
10,0.0,0.701111111111111,0.701111111111111,0.0,"[11, 14, 15, 16]"
11,0.0,0.701111111111111,0.701111111111111,0.0,"[4, 5, 6, 14]"
12,0.0,0.701111111111111,0.701111111111111,0.0,"[0, 6, 10, 18]"
13,0.0,0.701111111111111,0.701111111111111,0.0,"[9, 12, 13, 14]"
14,0.0,0.701111111111111,0.701111111111111,0.0,"[5, 7, 10, 13]"
15,0.0,0.701111111111111,0.701111111111111,0.0,"[2, 3, 11, 14]"
16,0.0,0.701111111111111,0.701111111111111,0.0,"[3, 16, 17, 19]"
17,0.0,0.701111111111111,0.701111111111111,0.0,"[4, 10, 17, 19]"
18,0.0,0.701111111111111,0.701111111111111,0.0,"[5, 8, 9, 19]"
19,0.0,0.701111111111111,0.701111111111111,0.0,"[1, 2, 7, 14]"
20,0.0,0.701111111111111,0.701111111111111,0.0,"[8, 9, 11, 16]"
21,0.0,0.701111111111111,0.701111111111111,0.0,"[0, 6, 11, 14]"
22,0.0,0.701111111111111,0.701111111111111,0.0,"[2, 12, 15, 18]"
23,0.0,0.701111111111111,0.701111111111111,0.0,"[2, 12, 13, 18]"
24,0.0,0.701111111111111,0.701111111111111,0.0,"[2, 14, 16, 17]"
25,0.0,0.701111111111111,0.701111111111111,0.0,"[10, 11, 14, 19]"
26,0.0,0.701111111111111,0.701111111111111,0.0,"[1, 6, 7, 14]"
27,0.0,0.701111111111111,0.701111111111111,0.0,"[1, 3, 5, 6]"
28,0.0,0.701111111111111,0.701111111111111,0.0,"[2, 3, 8, 16]"
29,0.0,0.701111111111111,0.701111111111111,0.0,"[2, 7, 8, 11]"
30,0.0,0.701111111111111,0.701111111111111,0.0,"[2, 3, 13, 16]"
31,0.0,0.701111111111111,0.701111111111111,0.0,"[2, 5, 6, 10]"
32,0.0,0.701111111111111,0.701111111111111,0.0,"[12, 13, 15, 17]"
33,0.0,0.701111111111111,0.701111111111111,0.0,"[0, 5, 12, 18]"
34,0.0,0.701111111111111,0.701111111111111,0.0,"[0, 5, 8, 11]"
35,0.0,0.701111111111111,0.701111111111111,0.0,"[5, 7, 16, 18]"
36,0.0,0.701111111111111,0.701111111111111,0.0,"[9, 11, 12, 19]"
37,0.0,0.701111111111111,0.701111111111111,0.0,"[4, 13, 15, 19]"
38,0.0,0.701111111111111,0.701111111111111,0.0,"[1, 3, 5, 19]"
39,0.0,0.701111111111111,0.701111111111111,0.0,"[3, 7, 12, 19]"
40,0.0,0.701111111111111,0.701111111111111,0.0,"[3, 11, 13, 16]"
41,0.0,0.701111111111111,0.701111111111111,0.0,"[4, 5, 7, 19]"
42,0.0,0.701111111111111,0.701111111111111,0.0,"[5, 11, 12, 15]"
43,0.0,0.701111111111111,0.701111111111111,0.0,"[1, 10, 12, 14]"
44,0.0,0.701111111111111,0.701111111111111,0.0,"[5, 12, 13, 14]"
45,0.0,0.701111111111111,0.701111111111111,0.0,"[1, 2, 9, 19]"
46,0.0,0.701111111111111,0.701111111111111,0.0,"[3, 9, 13, 18]"
47,0.0,0.701111111111111,0.701111111111111,0.0,"[3, 11, 16, 17]"
48,0.0,0.701111111111111,0.701111111111111,0.0,"[3, 6, 7, 9]"
49,0.0,0.701111111111111,0.701111111111111,0.0,"[2, 4, 5, 14]"
50,0.0,0.701111111111111,0.701111111111111,0.0,"[5, 12, 14, 19]"
51,0.0,0.701111111111111,0.701111111111111,0.0,"[1, 2, 10, 16]"
52,0.0,0.701111111111111,0.701111111111111,0.0,"[1, 9, 10, 17]"
53,0.0,0.701111111111111,0.701111111111111,0.0,"[0, 4, 5, 10]"
54,0.0,0.701111111111111,0.701111111111111,0.0,"[7, 9, 11, 19]"
55,0.0,0.701111111111111,0.701111111111111,0.0,"[1, 10, 15, 19]"
56,0.0,0.701111111111111,0.701111111111111,0.0,"[0, 5, 7, 14]"
57,0.0,0.701111111111111,0.701111111111111,0.0,"[3, 4, 9, 13]"
58,0.0,0.701111111111111,0.701111111111111,0.0,"[2, 10, 11, 14]"
59,0.0,0.701111111111111,0.701111111111111,0.0,"[2, 4, 15, 16]"
60,0.0,0.701111111111111,0.701111111111111,0.0,"[11, 12, 16, 18]"
61,0.0,0.701111111111111,0.701111111111111,0.0,"[10, 11, 14, 17]"
62,0.0,0.701111111111111,0.701111111111111,0.0,"[4, 13, 15, 16]"
63,0.0,0.701111111111111,0.701111111111111,0.0,"[4, 7, 15, 18]"
64,0.0,0.701111111111111,0.701111111111111,0.0,"[7, 8, 11, 16]"
65,0.0,0.701111111111111,0.701111111111111,0.0,"[1, 5, 8, 19]"
66,0.0,0.701111111111111,0.701111111111111,0.0,"[1, 5, 6, 15]"
67,0.0,0.701111111111111,0.701111111111111,0.0,"[0, 2, 12, 17]"
68,0.0,0.701111111111111,0.701111111111111,0.0,"[3, 4, 11, 18]"
69,0.0,0.701111111111111,0.701111111111111,0.0,"[3, 9, 14, 18]"
70,0.0,0.701111111111111,0.701111111111111,0.0,"[2, 7, 8, 18]"
71,0.0,0.701111111111111,0.701111111111111,0.0,"[3, 4, 14, 15]"
72,0.0,0.701111111111111,0.701111111111111,0.0,"[5, 6, 9, 14]"
73,0.0,0.701111111111111,0.701111111111111,0.0,"[6, 11, 13, 18]"
74,0.0,0.701111111111111,0.701111111111111,0.0,"[0, 7, 11, 13]"
75,0.0,0.701111111111111,0.701111111111111,0.0,"[0, 2, 11, 14]"
76,0.0,0.701111111111111,0.701111111111111,0.0,"[1, 8, 13, 14]"
77,0.0,0.701111111111111,0.701111111111111,0.0,"[4, 5, 12, 13]"
78,0.0,0.701111111111111,0.701111111111111,0.0,"[2, 4, 17, 19]"
79,0.0,0.701111111111111,0.701111111111111,0.0,"[1, 13, 15, 19]"
80,0.0,0.701111111111111,0.701111111111111,0.0,"[3, 12, 14, 16]"
81,0.0,0.701111111111111,0.701111111111111,0.0,"[0, 1, 5, 8]"
82,0.0,0.701111111111111,0.701111111111111,0.0,"[0, 4, 11, 15]"
83,0.0,0.701111111111111,0.701111111111111,0.0,"[9, 10, 12, 16]"
84,0.0,0.701111111111111,0.701111111111111,0.0,"[1, 2, 3, 11]"
85,0.0,0.701111111111111,0.701111111111111,0.0,"[4, 15, 16, 17]"
86,0.0,0.701111111111111,0.701111111111111,0.0,"[6, 8, 10, 13]"
87,0.0,0.701111111111111,0.701111111111111,0.0,"[0, 10, 11, 18]"
88,0.0,0.701111111111111,0.701111111111111,0.0,"[2, 10, 13, 17]"
89,0.0,0.701111111111111,0.701111111111111,0.0,"[4, 10, 11, 14]"
90,0.0,0.701111111111111,0.701111111111111,0.0,"[0, 11, 13, 18]"
91,0.0,0.701111111111111,0.701111111111111,0.0,"[2, 7, 17, 18]"
