version,candidate,stage,inner_fold,held_subjects,n_train_subjects,n_held_subjects,method_BA,control_BA,delta_BA,method_epoch,control_epoch,elapsed_seconds,fold,seed
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage2,0,"['39', '30', '12', '9', '31', '26', '27']",27,7,0.8564285714285714,0.8521428571428571,0.0042857142857143,5,4,4.012407779693604,0,0
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage2,1,"['52', '5', '29', '42', '34', '4', '46']",27,7,0.79,0.7885714285714286,0.0014285714285714,0,0,2.219740152359009,0,0
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage2,2,"['51', '7', '41', '23', '8', '18', '43']",27,7,0.8207142857142857,0.8185714285714285,0.0021428571428572,0,0,2.2632298469543457,0,0
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage2,3,"['22', '24', '35', '44', '25', '15', '21']",27,7,0.8842857142857143,0.8835714285714286,0.0007142857142857,0,0,2.2514307498931885,0,0
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage2,4,"['20', '11', '37', '49', '38', '16']",28,6,0.8375,0.835,0.0025,2,2,3.0092782974243164,0,0
V2,V2__lg1__ld0.01__lr0.0001__b8,stage2,0,"['39', '30', '12', '9', '31', '26', '27']",27,7,0.8557142857142856,0.8507142857142858,0.0049999999999998,20,11,9.015740871429443,0,0
V2,V2__lg1__ld0.01__lr0.0001__b8,stage2,1,"['52', '5', '29', '42', '34', '4', '46']",27,7,0.7942857142857143,0.7921428571428571,0.0021428571428571,3,3,3.384408950805664,0,0
V2,V2__lg1__ld0.01__lr0.0001__b8,stage2,2,"['51', '7', '41', '23', '8', '18', '43']",27,7,0.8214285714285714,0.8207142857142857,0.0007142857142856,0,0,2.2295618057250977,0,0
V2,V2__lg1__ld0.01__lr0.0001__b8,stage2,3,"['22', '24', '35', '44', '25', '15', '21']",27,7,0.8842857142857143,0.8842857142857143,0.0,0,0,2.2435314655303955,0,0
V2,V2__lg1__ld0.01__lr0.0001__b8,stage2,4,"['20', '11', '37', '49', '38', '16']",28,6,0.8366666666666667,0.8366666666666667,0.0,2,2,3.0732946395874023,0,0
V2,V2__lg1__ld0.01__lr0.0003__b8,stage2,0,"['39', '30', '12', '9', '31', '26', '27']",27,7,0.8571428571428572,0.8521428571428571,0.0050000000000001,5,4,4.099905252456665,0,0
V2,V2__lg1__ld0.01__lr0.0003__b8,stage2,1,"['52', '5', '29', '42', '34', '4', '46']",27,7,0.7892857142857143,0.79,-0.0007142857142857,0,6,4.4653708934783936,0,0
V2,V2__lg1__ld0.01__lr0.0003__b8,stage2,2,"['51', '7', '41', '23', '8', '18', '43']",27,7,0.825,0.825,0.0,10,11,6.322260618209839,0,0
V2,V2__lg1__ld0.01__lr0.0003__b8,stage2,3,"['22', '24', '35', '44', '25', '15', '21']",27,7,0.8842857142857143,0.8835714285714286,0.0007142857142857,0,0,2.267181873321533,0,0
V2,V2__lg1__ld0.01__lr0.0003__b8,stage2,4,"['20', '11', '37', '49', '38', '16']",28,6,0.8375,0.835,0.0025,2,2,3.120899438858032,0,0
V2,V2__lg1__ld0.1__lr0.0001__b8,stage2,0,"['39', '30', '12', '9', '31', '26', '27']",27,7,0.8557142857142856,0.8507142857142858,0.0049999999999998,20,11,8.947871446609497,0,0
V2,V2__lg1__ld0.1__lr0.0001__b8,stage2,1,"['52', '5', '29', '42', '34', '4', '46']",27,7,0.7942857142857143,0.7921428571428571,0.0021428571428571,3,3,3.409676313400269,0,0
V2,V2__lg1__ld0.1__lr0.0001__b8,stage2,2,"['51', '7', '41', '23', '8', '18', '43']",27,7,0.8214285714285714,0.8207142857142857,0.0007142857142856,0,0,2.2295451164245605,0,0
V2,V2__lg1__ld0.1__lr0.0001__b8,stage2,3,"['22', '24', '35', '44', '25', '15', '21']",27,7,0.8842857142857143,0.8842857142857143,0.0,0,0,2.239030122756958,0,0
V2,V2__lg1__ld0.1__lr0.0001__b8,stage2,4,"['20', '11', '37', '49', '38', '16']",28,6,0.8366666666666667,0.8366666666666667,0.0,2,2,3.111428022384644,0,0
V2,V2__lg1__ld0.1__lr0.0003__b8,stage2,0,"['39', '30', '12', '9', '31', '26', '27']",27,7,0.8571428571428572,0.8521428571428571,0.0050000000000001,5,4,4.080251693725586,0,0
V2,V2__lg1__ld0.1__lr0.0003__b8,stage2,1,"['52', '5', '29', '42', '34', '4', '46']",27,7,0.7892857142857143,0.7885714285714286,0.0007142857142856,0,0,2.2480921745300293,0,0
V2,V2__lg1__ld0.1__lr0.0003__b8,stage2,2,"['51', '7', '41', '23', '8', '18', '43']",27,7,0.825,0.825,0.0,10,11,6.282941818237305,0,0
V2,V2__lg1__ld0.1__lr0.0003__b8,stage2,3,"['22', '24', '35', '44', '25', '15', '21']",27,7,0.8842857142857143,0.8835714285714286,0.0007142857142857,0,0,2.232048749923706,0,0
V2,V2__lg1__ld0.1__lr0.0003__b8,stage2,4,"['20', '11', '37', '49', '38', '16']",28,6,0.8375,0.835,0.0025,2,2,3.081787586212158,0,0
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage1,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7978571428571428,0.7971428571428572,0.0007142857142856,7,9,56.67283773422241,0,1
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage1,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7949999999999999,0.7957142857142857,-0.0007142857142857,4,4,37.74031686782837,0,1
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage1,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8392857142857142,0.8407142857142857,-0.0014285714285715,7,7,48.2142813205719,0,1
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage1,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8935714285714286,0.8942857142857142,-0.0007142857142856,1,3,29.737722396850582,0,1
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage1,4,"['9', '21', '11', '43', '16', '20']",28,6,0.855,0.855,0.0,0,0,16.836917638778687,0,1
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage1,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.8,0.7971428571428572,0.0028571428571428,12,9,48.83662986755371,0,1
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage1,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7935714285714286,0.7957142857142857,-0.0021428571428571,4,4,26.51774835586548,0,1
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage1,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8364285714285714,0.8407142857142857,-0.0042857142857143,5,7,35.331302881240845,0,1
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage1,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.895,0.8971428571428571,-0.0021428571428571,4,15,57.086257457733154,0,1
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage1,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8558333333333333,0.855,0.0008333333333333,0,0,16.791280269622803,0,1
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage1,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7985714285714285,0.7971428571428572,0.0014285714285713,12,9,48.37380862236023,0,1
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage1,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7942857142857143,0.7957142857142857,-0.0014285714285714,4,4,26.877625226974487,0,1
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage1,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8357142857142856,0.8407142857142857,-0.0050000000000001,3,7,35.0023455619812,0,1
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage1,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8935714285714286,0.8942857142857142,-0.0007142857142856,3,3,23.77050089836121,0,1
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage1,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8574999999999999,0.855,0.0024999999999999,1,0,19.018362760543823,0,1
V2,V2__lg1__ld0.1__lr0.0003__b8,stage1,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7978571428571428,0.7971428571428572,0.0007142857142856,7,9,40.46162700653076,0,1
V2,V2__lg1__ld0.1__lr0.0003__b8,stage1,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7935714285714286,0.7957142857142857,-0.0021428571428571,4,4,26.621830940246586,0,1
V2,V2__lg1__ld0.1__lr0.0003__b8,stage1,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8364285714285714,0.8407142857142857,-0.0042857142857143,3,7,35.43420481681824,0,1
V2,V2__lg1__ld0.1__lr0.0003__b8,stage1,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8935714285714286,0.8942857142857142,-0.0007142857142856,3,3,24.138856887817383,0,1
V2,V2__lg1__ld0.1__lr0.0003__b8,stage1,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8574999999999999,0.855,0.0024999999999999,1,0,19.63887667655945,0,1
V2,V2__lg0.03__ld0.01__lr0.0001__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7949999999999999,0.7957142857142857,-0.0007142857142857,9,5,41.086944580078125,0,1
V2,V2__lg0.03__ld0.01__lr0.0001__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7964285714285715,0.7964285714285715,0.0,0,0,16.297818899154663,0,1
V2,V2__lg0.03__ld0.01__lr0.0001__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8357142857142856,0.8378571428571429,-0.0021428571428572,15,15,56.18069887161255,0,1
V2,V2__lg0.03__ld0.01__lr0.0001__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8964285714285715,0.8964285714285715,0.0,0,0,15.994012117385864,0,1
V2,V2__lg0.03__ld0.01__lr0.0001__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8566666666666667,0.8574999999999999,-0.0008333333333332,3,3,24.817319631576535,0,1
V2,V2__lg0.03__ld0.01__lr0.0003__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7978571428571428,0.7971428571428572,0.0007142857142856,7,9,40.45019865036011,0,1
V2,V2__lg0.03__ld0.01__lr0.0003__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7949999999999999,0.7957142857142857,-0.0007142857142857,4,4,27.06128740310669,0,1
V2,V2__lg0.03__ld0.01__lr0.0003__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8392857142857142,0.8407142857142857,-0.0014285714285715,7,7,35.03012824058533,0,1
V2,V2__lg0.03__ld0.01__lr0.0003__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8935714285714286,0.8942857142857142,-0.0007142857142856,1,3,24.05316281318665,0,1
V2,V2__lg0.03__ld0.01__lr0.0003__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.855,0.855,0.0,0,0,16.629795789718628,0,1
V2,V2__lg0.03__ld0.1__lr0.0001__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7949999999999999,0.7957142857142857,-0.0007142857142857,9,5,40.57248020172119,0,1
V2,V2__lg0.03__ld0.1__lr0.0001__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7964285714285715,0.7964285714285715,0.0,0,0,16.18020272254944,0,1
V2,V2__lg0.03__ld0.1__lr0.0001__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8357142857142856,0.8378571428571429,-0.0021428571428572,15,15,56.45912194252014,0,1
V2,V2__lg0.03__ld0.1__lr0.0001__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8964285714285715,0.8964285714285715,0.0,0,0,16.216368675231934,0,1
V2,V2__lg0.03__ld0.1__lr0.0001__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8566666666666667,0.8574999999999999,-0.0008333333333332,3,3,24.970168352127075,0,1
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7978571428571428,0.7971428571428572,0.0007142857142856,7,9,40.642123222351074,0,1
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7949999999999999,0.7957142857142857,-0.0007142857142857,4,4,27.18378114700317,0,1
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8392857142857142,0.8407142857142857,-0.0014285714285715,7,7,38.05994057655335,0,1
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8935714285714286,0.8942857142857142,-0.0007142857142856,1,3,25.69321084022522,0,1
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.855,0.855,0.0,0,0,17.007187604904175,0,1
V2,V2__lg0.3__ld0.01__lr0.0001__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7964285714285715,0.7957142857142857,0.0007142857142857,9,5,42.49259853363037,0,1
V2,V2__lg0.3__ld0.01__lr0.0001__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7964285714285715,0.7964285714285715,0.0,0,0,16.534887313842773,0,1
V2,V2__lg0.3__ld0.01__lr0.0001__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.835,0.835,0.0,5,6,32.78774619102478,0,1
V2,V2__lg0.3__ld0.01__lr0.0001__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8964285714285715,0.8964285714285715,0.0,0,0,15.92896819114685,0,1
V2,V2__lg0.3__ld0.01__lr0.0001__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8566666666666667,0.8574999999999999,-0.0008333333333332,3,3,21.828431129455566,0,1
V2,V2__lg0.3__ld0.01__lr0.0003__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7978571428571428,0.7971428571428572,0.0007142857142856,4,9,33.21865677833557,0,1
V2,V2__lg0.3__ld0.01__lr0.0003__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7942857142857143,0.7957142857142857,-0.0014285714285714,4,4,21.00368809700012,0,1
V2,V2__lg0.3__ld0.01__lr0.0003__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8357142857142856,0.8407142857142857,-0.0050000000000001,3,7,25.89201164245605,0,1
V2,V2__lg0.3__ld0.01__lr0.0003__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8935714285714286,0.8942857142857142,-0.0007142857142856,3,3,15.265735626220703,0,1
V2,V2__lg0.3__ld0.01__lr0.0003__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8574999999999999,0.855,0.0024999999999999,1,0,11.679651975631714,0,1
V2,V2__lg0.3__ld0.1__lr0.0001__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7964285714285715,0.7957142857142857,0.0007142857142857,9,5,23.521310567855835,0,1
V2,V2__lg0.3__ld0.1__lr0.0001__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7964285714285715,0.7964285714285715,0.0,0,0,9.828455924987791,0,1
V2,V2__lg0.3__ld0.1__lr0.0001__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.835,0.835,0.0,5,6,19.516749143600464,0,1
V2,V2__lg0.3__ld0.1__lr0.0001__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8964285714285715,0.8964285714285715,0.0,0,0,9.47187638282776,0,1
V2,V2__lg0.3__ld0.1__lr0.0001__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8566666666666667,0.8574999999999999,-0.0008333333333332,3,3,14.393577575683594,0,1
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7985714285714285,0.7971428571428572,0.0014285714285713,12,9,29.024566888809204,0,1
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7942857142857143,0.7957142857142857,-0.0014285714285714,4,4,16.111807107925415,0,1
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8357142857142856,0.8407142857142857,-0.0050000000000001,3,7,20.23958992958069,0,1
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8935714285714286,0.8942857142857142,-0.0007142857142856,3,3,11.240249395370483,0,1
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8574999999999999,0.855,0.0024999999999999,1,0,7.665834665298462,0,1
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage1,0,"['44', '9', '2', '8', '52', '41', '51']",27,7,0.8035714285714286,0.8028571428571428,0.0007142857142857,1,1,20.68855214118957,1,0
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage1,1,"['33', '53', '20', '27', '34', '47', '36']",27,7,0.8714285714285714,0.8707142857142858,0.0007142857142856,0,0,16.515628814697266,1,0
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage1,2,"['46', '54', '24', '30', '15', '29', '28']",27,7,0.8171428571428572,0.8171428571428572,0.0,0,0,16.97323775291443,1,0
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage1,3,"['39', '18', '31', '49', '12', '13', '37']",27,7,0.8578571428571429,0.8571428571428572,0.0007142857142856,0,0,16.53436827659607,1,0
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage1,4,"['32', '26', '23', '4', '14', '21']",28,6,0.8583333333333334,0.8575,0.0008333333333333,0,1,20.457032442092896,1,0
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage1,0,"['44', '9', '2', '8', '52', '41', '51']",27,7,0.8042857142857143,0.8028571428571428,0.0014285714285714,1,1,18.052236318588257,1,0
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage1,1,"['33', '53', '20', '27', '34', '47', '36']",27,7,0.8721428571428571,0.8707142857142858,0.0014285714285713,0,0,15.549165964126589,1,0
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage1,2,"['46', '54', '24', '30', '15', '29', '28']",27,7,0.8164285714285714,0.8171428571428572,-0.0007142857142857,0,0,13.509483098983765,1,0
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage1,3,"['39', '18', '31', '49', '12', '13', '37']",27,7,0.8578571428571429,0.8571428571428572,0.0007142857142856,0,0,13.801047563552856,1,0
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage1,4,"['32', '26', '23', '4', '14', '21']",28,6,0.8583333333333334,0.8575,0.0008333333333333,0,1,15.652488470077516,1,0
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage1,0,"['44', '9', '2', '8', '52', '41', '51']",27,7,0.8035714285714286,0.8028571428571428,0.0007142857142857,1,1,15.161744356155396,1,0
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage1,1,"['33', '53', '20', '27', '34', '47', '36']",27,7,0.8714285714285714,0.8707142857142858,0.0007142857142856,0,0,12.036317110061646,1,0
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage1,2,"['46', '54', '24', '30', '15', '29', '28']",27,7,0.8171428571428572,0.8171428571428572,0.0,0,0,12.151549100875854,1,0
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage1,3,"['39', '18', '31', '49', '12', '13', '37']",27,7,0.8571428571428572,0.8571428571428572,0.0,0,0,12.081686973571776,1,0
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage1,4,"['32', '26', '23', '4', '14', '21']",28,6,0.8575,0.8575,0.0,0,1,12.167892694473268,1,0
V2,V2__lg1__ld0.1__lr0.0003__b8,stage1,0,"['44', '9', '2', '8', '52', '41', '51']",27,7,0.8028571428571429,0.8028571428571428,1.1102230246251563e-16,1,1,11.530020952224731,1,0
V2,V2__lg1__ld0.1__lr0.0003__b8,stage1,1,"['33', '53', '20', '27', '34', '47', '36']",27,7,0.8707142857142858,0.8707142857142858,0.0,0,0,9.292274475097656,1,0
