version,fold,seed,status,outer_test_used,historical_strict_inductive_BA,method_strict_inductive_BA,control_strict_inductive_BA,delta_BA,method_epochs,control_epochs
V2,0,0,RUN_COMPLETE,False,0.7622222222222222,0.755,0.755,0.0,1,1
V2,0,1,RUN_COMPLETE,False,0.7622222222222222,0.7655555555555555,0.7666666666666666,-0.0011111111111110628,4,4
V2,1,0,RUN_COMPLETE,False,0.6922222222222223,0.7088888888888889,0.7094444444444444,-0.0005555555555555314,1,1
V2,1,1,RUN_COMPLETE,False,0.6927777777777777,0.701111111111111,0.701111111111111,0.0,5,5
V2,2,0,RUN_COMPLETE,False,0.7511111111111111,0.7649999999999999,0.7677777777777778,-0.002777777777777879,3,3
V2,2,1,RUN_COMPLETE,False,0.755,0.7511111111111111,0.7577777777777778,-0.00666666666666671,4,4
