block,dataset,task,fold,seed_i,seed_j,family,fusion_rule,n_subjects,aggregate_mean_subject_BA,aggregate_mean_subject_macro_F1,G_best_pp,G_mean_pp,exclusive_correct_fraction,D_avg_pp,D_best_pp
OpenBMI_MI,OpenBMI,MI,0,0,1,EEGNet_homogeneous,LOGIT50,14,0.735,0.7278615046339253,-1.2857142857142878,1.07142857142857,0.16571428571428573,,
OpenBMI_MI,OpenBMI,MI,0,0,1,LiteBN_homogeneous,LOGIT50,14,0.7492857142857143,0.7433013090903341,-1.7142857142857157,0.7857142857142865,0.19000000000000003,,
OpenBMI_MI,OpenBMI,MI,0,0,1,Heterogeneous_orientation_mean,LOGIT50,14,0.7467857142857142,0.7416898750641465,-1.392857142857144,1.3928571428571421,0.2185714285714286,,
OpenBMI_MI,OpenBMI,MI,0,0,1,Matched_contrast,LOGIT50,14,,,,,,0.1071428571428581,-0.6071428571428573
OpenBMI_MI,OpenBMI,MI,0,0,1,EEGNet_homogeneous,PROB50,14,0.735,0.7278615046339253,-1.2857142857142878,1.07142857142857,0.16571428571428573,,
OpenBMI_MI,OpenBMI,MI,0,0,1,LiteBN_homogeneous,PROB50,14,0.7492857142857143,0.7433013090903341,-1.7142857142857157,0.7857142857142865,0.19000000000000003,,
OpenBMI_MI,OpenBMI,MI,0,0,1,Heterogeneous_orientation_mean,PROB50,14,0.7467857142857142,0.7416898750641465,-1.392857142857144,1.3928571428571421,0.2185714285714286,,
OpenBMI_MI,OpenBMI,MI,0,0,1,Matched_contrast,PROB50,14,,,,,,0.1071428571428581,-0.6071428571428573
OpenBMI_MI,OpenBMI,MI,0,0,2,EEGNet_homogeneous,LOGIT50,14,0.7264285714285714,0.7196899212693053,-1.500000000000001,0.7857142857142835,0.16714285714285718,,
OpenBMI_MI,OpenBMI,MI,0,0,2,LiteBN_homogeneous,LOGIT50,14,0.7378571428571429,0.7327314285255994,-1.2857142857142863,0.8214285714285711,0.17785714285714288,,
OpenBMI_MI,OpenBMI,MI,0,0,2,Heterogeneous_orientation_mean,LOGIT50,14,0.7357142857142857,0.7305569461787561,-1.642857142857143,1.1607142857142851,0.21107142857142858,,
OpenBMI_MI,OpenBMI,MI,0,0,2,Matched_contrast,LOGIT50,14,,,,,,-0.2499999999999995,-0.9999999999999998
OpenBMI_MI,OpenBMI,MI,0,0,2,EEGNet_homogeneous,PROB50,14,0.7264285714285714,0.7196899212693053,-1.500000000000001,0.7857142857142835,0.16714285714285718,,
OpenBMI_MI,OpenBMI,MI,0,0,2,LiteBN_homogeneous,PROB50,14,0.7378571428571429,0.7327314285255994,-1.2857142857142863,0.8214285714285711,0.17785714285714288,,
OpenBMI_MI,OpenBMI,MI,0,0,2,Heterogeneous_orientation_mean,PROB50,14,0.7357142857142857,0.7305569461787561,-1.642857142857143,1.1607142857142851,0.21107142857142858,,
OpenBMI_MI,OpenBMI,MI,0,0,2,Matched_contrast,PROB50,14,,,,,,-0.2499999999999995,-0.9999999999999998
OpenBMI_MI,OpenBMI,MI,0,1,2,EEGNet_homogeneous,LOGIT50,14,0.7492857142857143,0.7425669818933052,-1.0000000000000009,1.2142857142857137,0.1685714285714286,,
OpenBMI_MI,OpenBMI,MI,0,1,2,LiteBN_homogeneous,LOGIT50,14,0.762142857142857,0.7569118714704622,-0.7857142857142867,1.3928571428571428,0.19214285714285717,,
OpenBMI_MI,OpenBMI,MI,0,1,2,Heterogeneous_orientation_mean,LOGIT50,14,0.7625,0.7568344575557481,-0.7857142857142859,1.982142857142857,0.18892857142857142,,
OpenBMI_MI,OpenBMI,MI,0,1,2,Matched_contrast,LOGIT50,14,,,,,,0.10714285714285758,-1.214285714285714
