epoch,validation_macro_BA,validation_BA_mi,validation_BA_erp,validation_BA_ssvep,train_task_loss,train_subject_loss,train_total_loss,train_grad_norm,lambda_inv_effective,lambda_inv_effective_mi,lambda_inv_effective_erp,lambda_inv_effective_ssvep,spectrum_positive_rho_count,spectrum_pca_overlap,spectrum_alignment_mean,elapsed_seconds
0,0.7808193041526375,0.758888888888889,0.6257912457912458,0.9577777777777777,0.39642433711776026,3.502319587601556,3.898743916440893,1.0012595620420244,0.0,0.0,0.0,0.0,20,0.6767685275836544,1.0,9.165709257125854
1,0.7787542087542088,0.7533333333333333,0.6268181818181818,0.956111111111111,0.38918178169815626,3.4056333038542004,3.7948150723068803,1.0084504937684093,0.0,0.0,0.0,0.0,20,0.6767685275836544,1.0,16.76256012916565
2,0.7745510662177328,0.7477777777777778,0.6264309764309764,0.9494444444444444,0.3894613981246948,3.301614999771118,3.691076397895813,1.061169617705875,0.025,0.015,0.025,0.034999999999999996,20,0.6767685275836544,1.0,24.347243070602417
3,0.7781425364758698,0.7516666666666667,0.6322053872053872,0.9505555555555556,0.3926122271352344,3.2460607157813177,3.638672939053288,1.0695211721791162,0.05,0.03,0.05,0.06999999999999999,20,0.6767685275836544,1.0,31.87414002418518
4,0.7803198653198654,0.7583333333333333,0.6331818181818182,0.9494444444444444,0.38658650826524804,3.2872371541129217,3.6738236524440624,1.071500023206075,0.07500000000000001,0.045000000000000005,0.07500000000000001,0.10500000000000001,19,0.7791128828143585,0.5142618265531762,41.50771236419678
5,0.7732828282828282,0.7394444444444443,0.6292929292929292,0.9511111111111111,0.3890375941991806,3.3462013315271446,3.73523892738201,1.093289546392582,0.1,0.06,0.1,0.13999999999999999,19,0.7791128828143585,0.5142618265531762,49.07571530342102
6,0.778658810325477,0.7544444444444445,0.6298653198653199,0.9516666666666667,0.38728368116749656,3.443252607628151,3.830536272790697,1.1236411542804152,0.1,0.06,0.1,0.13999999999999999,19,0.7791128828143585,0.5142618265531762,56.753941774368286
7,0.7808641975308642,0.7594444444444444,0.632037037037037,0.9511111111111111,0.38937794886253496,3.3887123620068587,3.77809030479855,1.144484027668282,0.1,0.06,0.1,0.13999999999999999,19,0.7791128828143585,0.5142618265531762,64.27566480636597
8,0.7593546576879909,0.7444444444444445,0.5830639730639731,0.9505555555555556,0.3920282511799424,3.674276250380057,4.066304511494106,1.0740281674596999,0.1,0.06,0.1,0.13999999999999999,19,0.7406635271401403,0.5022768501109101,74.12122416496277
9,0.7741694725028059,0.7488888888888889,0.6197306397306397,0.9538888888888889,0.3857549108840801,3.55015946759118,3.9359143619184143,1.0518965588675604,0.1,0.06,0.1,0.13999999999999999,19,0.7406635271401403,0.5022768501109101,81.86937022209167
10,0.7805667789001122,0.7605555555555555,0.6222558922558923,0.9588888888888889,0.3822938683960173,3.488514432200679,3.8708082923182734,1.0296860061309956,0.1,0.06,0.1,0.13999999999999999,19,0.7406635271401403,0.5022768501109101,89.66965198516846
11,0.7788496071829405,0.7616666666666667,0.6237710437710438,0.9511111111111111,0.386380382710033,3.4952976791946977,3.8816780470035694,1.047632422712114,0.1,0.06,0.1,0.13999999999999999,19,0.7406635271401403,0.5022768501109101,97.44178819656372
