seed,task,dataset,fold,subject_id,method,BA,macro_F1,accuracy,trials,checkpoint_sha256,normalizer_sha256,baseline_reused
2,OpenBMI_ERP,OpenBMI,0,15,LiteBN_BASELINE,0.7793939393939393,0.7576433467522576,0.8545454545454545,1980,04288c565ee6e57f5b8b89e8edf5ecb54d6385316c6f86247527b422fbf76464,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
2,OpenBMI_ERP,OpenBMI,0,15,LiteBN_XS,0.6766666666666667,0.666824791477435,0.8045454545454546,1980,251391c6643be7241884f7dd0f2993dca371ef9245f7640ab0ef0872d14d175c,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,False
2,OpenBMI_ERP,OpenBMI,0,3,LiteBN_BASELINE,0.9412121212121212,0.8714173045987443,0.9161616161616162,1980,04288c565ee6e57f5b8b89e8edf5ecb54d6385316c6f86247527b422fbf76464,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
2,OpenBMI_ERP,OpenBMI,0,3,LiteBN_XS,0.9518181818181819,0.8925466445247632,0.9318181818181818,1980,251391c6643be7241884f7dd0f2993dca371ef9245f7640ab0ef0872d14d175c,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,False
2,OpenBMI_ERP,OpenBMI,0,32,LiteBN_BASELINE,0.9172727272727272,0.8351724722434104,0.8883838383838384,1980,04288c565ee6e57f5b8b89e8edf5ecb54d6385316c6f86247527b422fbf76464,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
2,OpenBMI_ERP,OpenBMI,0,32,LiteBN_XS,0.926060606060606,0.8600605618937529,0.9090909090909091,1980,251391c6643be7241884f7dd0f2993dca371ef9245f7640ab0ef0872d14d175c,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,False
2,OpenBMI_ERP,OpenBMI,0,33,LiteBN_BASELINE,0.7509090909090909,0.7661466020099796,0.8777777777777778,1980,04288c565ee6e57f5b8b89e8edf5ecb54d6385316c6f86247527b422fbf76464,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
2,OpenBMI_ERP,OpenBMI,0,33,LiteBN_XS,0.7027272727272728,0.7189336513073844,0.8560606060606061,1980,251391c6643be7241884f7dd0f2993dca371ef9245f7640ab0ef0872d14d175c,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,False
2,OpenBMI_ERP,OpenBMI,0,38,LiteBN_BASELINE,0.706969696969697,0.6922304832872939,0.8166666666666667,1980,04288c565ee6e57f5b8b89e8edf5ecb54d6385316c6f86247527b422fbf76464,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
2,OpenBMI_ERP,OpenBMI,0,38,LiteBN_XS,0.7666666666666667,0.7458621205527146,0.8474747474747475,1980,251391c6643be7241884f7dd0f2993dca371ef9245f7640ab0ef0872d14d175c,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,False
2,OpenBMI_ERP,OpenBMI,0,47,LiteBN_BASELINE,0.8651515151515151,0.8282875351821338,0.8944444444444445,1980,04288c565ee6e57f5b8b89e8edf5ecb54d6385316c6f86247527b422fbf76464,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
2,OpenBMI_ERP,OpenBMI,0,47,LiteBN_XS,0.8824242424242423,0.8546394498357566,0.9131313131313131,1980,251391c6643be7241884f7dd0f2993dca371ef9245f7640ab0ef0872d14d175c,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,False
2,OpenBMI_ERP,OpenBMI,0,5,LiteBN_BASELINE,0.6945454545454546,0.6102382395449671,0.692929292929293,1980,04288c565ee6e57f5b8b89e8edf5ecb54d6385316c6f86247527b422fbf76464,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
2,OpenBMI_ERP,OpenBMI,0,5,LiteBN_XS,0.6996969696969697,0.64605457931559,0.75,1980,251391c6643be7241884f7dd0f2993dca371ef9245f7640ab0ef0872d14d175c,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,False
2,OpenBMI_ERP,OpenBMI,0,6,LiteBN_BASELINE,0.8848484848484848,0.7932651661375999,0.8545454545454545,1980,04288c565ee6e57f5b8b89e8edf5ecb54d6385316c6f86247527b422fbf76464,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
2,OpenBMI_ERP,OpenBMI,0,6,LiteBN_XS,0.8836363636363636,0.8045865633074936,0.8666666666666667,1980,251391c6643be7241884f7dd0f2993dca371ef9245f7640ab0ef0872d14d175c,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,False
2,OpenBMI_ERP,OpenBMI,1,14,LiteBN_BASELINE,0.769090909090909,0.7366952537593985,0.8353535353535354,1980,85dbd0cb3c66d8467b644bb0cf2b54bb077c73165640197af4adfb5011d13f30,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,True
