dataset,role,fold,seed,subject,method,recipe,BA,macro_F1,future_session_used_for_fit,future_labels_used_for_fit,population_checkpoint_id,matched_subject,assigned_subject
OpenBMI,outcome,1,2,40,correct_adapter,pda_r1_lx0.5_lp0.01,0.7,0.6980676328502415,False,False,9a4f0028092ff5c494dfc08b3143502538f8bc9c0f39b0170422dee1dff805be,,
OpenBMI,outcome,1,2,40,wrong_adapter,pda_r1_lx0.5_lp0.01,0.72,0.7126436781609196,False,False,9a4f0028092ff5c494dfc08b3143502538f8bc9c0f39b0170422dee1dff805be,43,
OpenBMI,outcome,1,2,40,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.72,0.7126436781609196,False,False,9a4f0028092ff5c494dfc08b3143502538f8bc9c0f39b0170422dee1dff805be,,43
OpenBMI,outcome,1,2,43,correct_adapter,pda_r1_lx0.5_lp0.01,0.81,0.8090644156366193,False,False,9a4f0028092ff5c494dfc08b3143502538f8bc9c0f39b0170422dee1dff805be,,
OpenBMI,outcome,1,2,43,wrong_adapter,pda_r1_lx0.5_lp0.01,0.8,0.797077922077922,False,False,9a4f0028092ff5c494dfc08b3143502538f8bc9c0f39b0170422dee1dff805be,40,
OpenBMI,outcome,1,2,43,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.8200000000000001,0.8181818181818181,False,False,9a4f0028092ff5c494dfc08b3143502538f8bc9c0f39b0170422dee1dff805be,,44
OpenBMI,outcome,1,2,44,correct_adapter,pda_r1_lx0.5_lp0.01,0.71,0.7013695808876532,False,False,9a4f0028092ff5c494dfc08b3143502538f8bc9c0f39b0170422dee1dff805be,,
OpenBMI,outcome,1,2,44,wrong_adapter,pda_r1_lx0.5_lp0.01,0.7,0.6847414880201765,False,False,9a4f0028092ff5c494dfc08b3143502538f8bc9c0f39b0170422dee1dff805be,2,
OpenBMI,outcome,1,2,44,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.6599999999999999,0.6310763888888888,False,False,9a4f0028092ff5c494dfc08b3143502538f8bc9c0f39b0170422dee1dff805be,,48
OpenBMI,outcome,1,2,48,correct_adapter,pda_r1_lx0.5_lp0.01,0.66,0.6598639455782312,False,False,9a4f0028092ff5c494dfc08b3143502538f8bc9c0f39b0170422dee1dff805be,,
OpenBMI,outcome,1,2,48,wrong_adapter,pda_r1_lx0.5_lp0.01,0.69,0.6899689968996899,False,False,9a4f0028092ff5c494dfc08b3143502538f8bc9c0f39b0170422dee1dff805be,50,
OpenBMI,outcome,1,2,48,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.69,0.6899689968996899,False,False,9a4f0028092ff5c494dfc08b3143502538f8bc9c0f39b0170422dee1dff805be,,50
OpenBMI,outcome,1,2,50,correct_adapter,pda_r1_lx0.5_lp0.01,0.6,0.5796553173602353,False,False,9a4f0028092ff5c494dfc08b3143502538f8bc9c0f39b0170422dee1dff805be,,
OpenBMI,outcome,1,2,50,wrong_adapter,pda_r1_lx0.5_lp0.01,0.58,0.5543293718166383,False,False,9a4f0028092ff5c494dfc08b3143502538f8bc9c0f39b0170422dee1dff805be,2,
OpenBMI,outcome,1,2,50,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.58,0.5543293718166383,False,False,9a4f0028092ff5c494dfc08b3143502538f8bc9c0f39b0170422dee1dff805be,,2
OpenBMI,outcome,2,0,9,correct_adapter,pda_r1_lx0.5_lp0.01,0.43,0.42719324690985827,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,,
OpenBMI,outcome,2,0,9,wrong_adapter,pda_r1_lx0.5_lp0.01,0.48,0.3922393641888733,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,21,
OpenBMI,outcome,2,0,9,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.44,0.4363929146537842,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,,10
OpenBMI,outcome,2,0,10,correct_adapter,pda_r1_lx0.5_lp0.01,0.6,0.5998399359743898,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,,
OpenBMI,outcome,2,0,10,wrong_adapter,pda_r1_lx0.5_lp0.01,0.63,0.6189887756152817,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,53,
OpenBMI,outcome,2,0,10,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.51,0.43227899432278993,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,,16
OpenBMI,outcome,2,0,16,correct_adapter,pda_r1_lx0.5_lp0.01,0.79,0.7837503861600247,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,,
OpenBMI,outcome,2,0,16,wrong_adapter,pda_r1_lx0.5_lp0.01,0.94,0.9399759903961584,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,22,
OpenBMI,outcome,2,0,16,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.88,0.8782467532467533,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,,21
OpenBMI,outcome,2,0,21,correct_adapter,pda_r1_lx0.5_lp0.01,0.6,0.5477159656264134,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,,
OpenBMI,outcome,2,0,21,wrong_adapter,pda_r1_lx0.5_lp0.01,0.63,0.6214833759590792,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,9,
OpenBMI,outcome,2,0,21,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.6699999999999999,0.6673051718923279,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,,22
OpenBMI,outcome,2,0,22,correct_adapter,pda_r1_lx0.5_lp0.01,0.63,0.6254681647940075,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,,
OpenBMI,outcome,2,0,22,wrong_adapter,pda_r1_lx0.5_lp0.01,0.5800000000000001,0.525101763907734,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,16,
OpenBMI,outcome,2,0,22,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.5800000000000001,0.5320855614973261,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,,31
OpenBMI,outcome,2,0,31,correct_adapter,pda_r1_lx0.5_lp0.01,0.71,0.6938021328265231,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,,
OpenBMI,outcome,2,0,31,wrong_adapter,pda_r1_lx0.5_lp0.01,0.65,0.6224786970121885,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,16,
OpenBMI,outcome,2,0,31,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.66,0.6565656565656566,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,,45
OpenBMI,outcome,2,0,45,correct_adapter,pda_r1_lx0.5_lp0.01,0.61,0.60996099609961,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,,
OpenBMI,outcome,2,0,45,wrong_adapter,pda_r1_lx0.5_lp0.01,0.64,0.6363636363636364,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,9,
OpenBMI,outcome,2,0,45,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.56,0.4944852941176471,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,,53
OpenBMI,outcome,2,0,53,correct_adapter,pda_r1_lx0.5_lp0.01,0.6,0.570999570999571,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,,
OpenBMI,outcome,2,0,53,wrong_adapter,pda_r1_lx0.5_lp0.01,0.64,0.6363636363636364,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,45,
OpenBMI,outcome,2,0,53,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.64,0.6398559423769508,False,False,7bc7f99aec8a18dddbdfb112d114f26369a839202ccc837879cfcda9d75ca9c1,,9
OpenBMI,outcome,2,1,9,correct_adapter,pda_r1_lx0.5_lp0.01,0.66,0.6392190152801358,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,,
OpenBMI,outcome,2,1,9,wrong_adapter,pda_r1_lx0.5_lp0.01,0.65,0.6224786970121885,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,10,
OpenBMI,outcome,2,1,9,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.65,0.6224786970121885,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,,10
OpenBMI,outcome,2,1,10,correct_adapter,pda_r1_lx0.5_lp0.01,0.62,0.5967741935483871,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,,
OpenBMI,outcome,2,1,10,wrong_adapter,pda_r1_lx0.5_lp0.01,0.5700000000000001,0.5242836596968692,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,9,
OpenBMI,outcome,2,1,10,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.6799999999999999,0.6736026111791106,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,,16
OpenBMI,outcome,2,1,16,correct_adapter,pda_r1_lx0.5_lp0.01,0.9099999999999999,0.9099189270343309,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,,
OpenBMI,outcome,2,1,16,wrong_adapter,pda_r1_lx0.5_lp0.01,0.8999999999999999,0.8998397435897436,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,53,
OpenBMI,outcome,2,1,16,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.9199999999999999,0.9199679871948779,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,,21
OpenBMI,outcome,2,1,21,correct_adapter,pda_r1_lx0.5_lp0.01,0.96,0.9599358974358975,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,,
OpenBMI,outcome,2,1,21,wrong_adapter,pda_r1_lx0.5_lp0.01,0.96,0.9599358974358975,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,53,
OpenBMI,outcome,2,1,21,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.9199999999999999,0.9199679871948779,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,,22
OpenBMI,outcome,2,1,22,correct_adapter,pda_r1_lx0.5_lp0.01,0.7,0.6956168831168831,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,,
OpenBMI,outcome,2,1,22,wrong_adapter,pda_r1_lx0.5_lp0.01,0.69,0.6846709388668497,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,45,
OpenBMI,outcome,2,1,22,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.7,0.6899545266639107,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,,31
OpenBMI,outcome,2,1,31,correct_adapter,pda_r1_lx0.5_lp0.01,0.74,0.7398959583833533,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,,
OpenBMI,outcome,2,1,31,wrong_adapter,pda_r1_lx0.5_lp0.01,0.7,0.6782496782496783,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,9,
OpenBMI,outcome,2,1,31,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.74,0.7390606182256123,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,,45
OpenBMI,outcome,2,1,45,correct_adapter,pda_r1_lx0.5_lp0.01,0.73,0.7237851662404092,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,,
OpenBMI,outcome,2,1,45,wrong_adapter,pda_r1_lx0.5_lp0.01,0.75,0.742559983523839,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,22,
OpenBMI,outcome,2,1,45,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.73,0.72997299729973,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,,53
OpenBMI,outcome,2,1,53,correct_adapter,pda_r1_lx0.5_lp0.01,0.71,0.7092731829573935,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,,
OpenBMI,outcome,2,1,53,wrong_adapter,pda_r1_lx0.5_lp0.01,0.74,0.7390606182256123,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,21,
OpenBMI,outcome,2,1,53,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.63,0.6009060511271707,False,False,8c07603577b5931140a0cd64fe88ef38831c0721caea4f5a8847a9221d2efc17,,9
OpenBMI,outcome,2,2,9,correct_adapter,pda_r1_lx0.5_lp0.01,0.71,0.6991389148251893,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,,
OpenBMI,outcome,2,2,9,wrong_adapter,pda_r1_lx0.5_lp0.01,0.65,0.6457131288591963,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,45,
OpenBMI,outcome,2,2,9,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.58,0.5,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,,10
OpenBMI,outcome,2,2,10,correct_adapter,pda_r1_lx0.5_lp0.01,0.5599999999999999,0.48574100046750823,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,,
OpenBMI,outcome,2,2,10,wrong_adapter,pda_r1_lx0.5_lp0.01,0.63,0.5960257670051315,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,53,
OpenBMI,outcome,2,2,10,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.6599999999999999,0.6578099838969405,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,,16
OpenBMI,outcome,2,2,16,correct_adapter,pda_r1_lx0.5_lp0.01,0.9199999999999999,0.9194847020933977,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,,
OpenBMI,outcome,2,2,16,wrong_adapter,pda_r1_lx0.5_lp0.01,0.8300000000000001,0.8249407887962105,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,10,
OpenBMI,outcome,2,2,16,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.59,0.5071523019593701,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,,21
OpenBMI,outcome,2,2,21,correct_adapter,pda_r1_lx0.5_lp0.01,0.5700000000000001,0.4724573671942093,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,,
OpenBMI,outcome,2,2,21,wrong_adapter,pda_r1_lx0.5_lp0.01,0.8,0.7916666666666667,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,22,
OpenBMI,outcome,2,2,21,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.8,0.7916666666666667,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,,22
OpenBMI,outcome,2,2,22,correct_adapter,pda_r1_lx0.5_lp0.01,0.54,0.45238095238095233,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,,
OpenBMI,outcome,2,2,22,wrong_adapter,pda_r1_lx0.5_lp0.01,0.55,0.4590695997115038,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,9,
OpenBMI,outcome,2,2,22,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.63,0.6093337556752191,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,,31
OpenBMI,outcome,2,2,31,correct_adapter,pda_r1_lx0.5_lp0.01,0.66,0.6458333333333333,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,,
OpenBMI,outcome,2,2,31,wrong_adapter,pda_r1_lx0.5_lp0.01,0.7,0.6782496782496783,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,53,
OpenBMI,outcome,2,2,31,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.7,0.6847414880201765,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,,45
OpenBMI,outcome,2,2,45,correct_adapter,pda_r1_lx0.5_lp0.01,0.76,0.7599039615846338,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,,
OpenBMI,outcome,2,2,45,wrong_adapter,pda_r1_lx0.5_lp0.01,0.81,0.8067338012409724,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,9,
OpenBMI,outcome,2,2,45,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.83,0.8279178054458953,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,,53
OpenBMI,outcome,2,2,53,correct_adapter,pda_r1_lx0.5_lp0.01,0.63,0.5960257670051315,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,,
OpenBMI,outcome,2,2,53,wrong_adapter,pda_r1_lx0.5_lp0.01,0.58,0.5091164095371669,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,10,
OpenBMI,outcome,2,2,53,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.61,0.5481404240528328,False,False,b56c6c23a9178a2f54cd2fcbcb936118d85a8ea24132bb5a45fea310bf76e722,,9
OpenBMI,outcome,3,0,1,correct_adapter,pda_r1_lx0.5_lp0.01,0.6799999999999999,0.6788438378161381,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,,
OpenBMI,outcome,3,0,1,wrong_adapter,pda_r1_lx0.5_lp0.01,0.6599999999999999,0.6578099838969405,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,26,
OpenBMI,outcome,3,0,1,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.6599999999999999,0.6578099838969405,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,,5
OpenBMI,outcome,3,0,5,correct_adapter,pda_r1_lx0.5_lp0.01,0.76,0.7584541062801933,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,,
OpenBMI,outcome,3,0,5,wrong_adapter,pda_r1_lx0.5_lp0.01,0.76,0.7584541062801933,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,20,
OpenBMI,outcome,3,0,5,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.76,0.7584541062801933,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,,6
OpenBMI,outcome,3,0,6,correct_adapter,pda_r1_lx0.5_lp0.01,0.9299999999999999,0.9299929992999301,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,,
OpenBMI,outcome,3,0,6,wrong_adapter,pda_r1_lx0.5_lp0.01,0.9299999999999999,0.9299369432489241,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,23,
OpenBMI,outcome,3,0,6,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.9299999999999999,0.9299369432489241,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,,7
OpenBMI,outcome,3,0,7,correct_adapter,pda_r1_lx0.5_lp0.01,0.8200000000000001,0.818840579710145,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,,
OpenBMI,outcome,3,0,7,wrong_adapter,pda_r1_lx0.5_lp0.01,0.76,0.7575757575757576,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,35,
OpenBMI,outcome,3,0,7,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.78,0.7799119647859143,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,,20
OpenBMI,outcome,3,0,20,correct_adapter,pda_r1_lx0.5_lp0.01,0.8,0.7996794871794872,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,,
OpenBMI,outcome,3,0,20,wrong_adapter,pda_r1_lx0.5_lp0.01,0.8,0.7996794871794872,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,6,
OpenBMI,outcome,3,0,20,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.79,0.7898108297467721,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,,23
OpenBMI,outcome,3,0,23,correct_adapter,pda_r1_lx0.5_lp0.01,0.59,0.5899589958995899,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,,
OpenBMI,outcome,3,0,23,wrong_adapter,pda_r1_lx0.5_lp0.01,0.5900000000000001,0.5896306676008407,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,6,
OpenBMI,outcome,3,0,23,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.6,0.5998399359743898,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,,26
OpenBMI,outcome,3,0,26,correct_adapter,pda_r1_lx0.5_lp0.01,0.8,0.7996794871794872,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,,
OpenBMI,outcome,3,0,26,wrong_adapter,pda_r1_lx0.5_lp0.01,0.8,0.8,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,35,
OpenBMI,outcome,3,0,26,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.8,0.8,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,,35
OpenBMI,outcome,3,0,35,correct_adapter,pda_r1_lx0.5_lp0.01,0.81,0.8095238095238095,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,,
OpenBMI,outcome,3,0,35,wrong_adapter,pda_r1_lx0.5_lp0.01,0.79,0.7889659330720531,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,26,
OpenBMI,outcome,3,0,35,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.79,0.7882851093860268,False,False,be967714849c235b2ea6ec5c4a6fc96919395b85ee42079b8436317201170c51,,1
OpenBMI,outcome,3,1,1,correct_adapter,pda_r1_lx0.5_lp0.01,0.69,0.6756982948007113,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,,
OpenBMI,outcome,3,1,1,wrong_adapter,pda_r1_lx0.5_lp0.01,0.67,0.648,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,20,
OpenBMI,outcome,3,1,1,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.69,0.6756982948007113,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,,5
OpenBMI,outcome,3,1,5,correct_adapter,pda_r1_lx0.5_lp0.01,0.77,0.769792813532179,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,,
OpenBMI,outcome,3,1,5,wrong_adapter,pda_r1_lx0.5_lp0.01,0.74,0.7348021215830274,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,35,
OpenBMI,outcome,3,1,5,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.73,0.7237851662404092,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,,6
OpenBMI,outcome,3,1,6,correct_adapter,pda_r1_lx0.5_lp0.01,0.9099999999999999,0.9099189270343309,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,,
OpenBMI,outcome,3,1,6,wrong_adapter,pda_r1_lx0.5_lp0.01,0.9299999999999999,0.9299929992999301,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,7,
OpenBMI,outcome,3,1,6,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.9299999999999999,0.9299929992999301,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,,7
OpenBMI,outcome,3,1,7,correct_adapter,pda_r1_lx0.5_lp0.01,0.78,0.7777777777777778,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,,
OpenBMI,outcome,3,1,7,wrong_adapter,pda_r1_lx0.5_lp0.01,0.79,0.78997899789979,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,35,
OpenBMI,outcome,3,1,7,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.76,0.7599039615846338,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,,20
OpenBMI,outcome,3,1,20,correct_adapter,pda_r1_lx0.5_lp0.01,0.82,0.8173701298701299,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,,
OpenBMI,outcome,3,1,20,wrong_adapter,pda_r1_lx0.5_lp0.01,0.82,0.8173701298701299,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,26,
OpenBMI,outcome,3,1,20,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.74,0.7291666666666667,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,,23
OpenBMI,outcome,3,1,23,correct_adapter,pda_r1_lx0.5_lp0.01,0.6,0.595959595959596,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,,
OpenBMI,outcome,3,1,23,wrong_adapter,pda_r1_lx0.5_lp0.01,0.58,0.5738636363636364,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,1,
OpenBMI,outcome,3,1,23,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.6,0.6,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,,26
OpenBMI,outcome,3,1,26,correct_adapter,pda_r1_lx0.5_lp0.01,0.85,0.84998499849985,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,,
OpenBMI,outcome,3,1,26,wrong_adapter,pda_r1_lx0.5_lp0.01,0.85,0.84998499849985,False,False,11cbf8f36f8d7711d33dae11d64e66a24a8b67504eceee5605d8c1d6b4cffea5,20,
