dataset,role,fold,seed,subject,method,recipe,BA,macro_F1,future_session_used_for_fit,future_labels_used_for_fit,population_checkpoint_id,matched_subject,assigned_subject
WBCIC,outcome,0,1,3,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.87,0.8697916666666667,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,,5
WBCIC,outcome,0,1,5,correct_adapter,pda_r1_lx0.5_lp0.01,0.915,0.9149978749468737,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,,
WBCIC,outcome,0,1,5,wrong_adapter,pda_r1_lx0.5_lp0.01,0.89,0.8899559823929573,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,33,
WBCIC,outcome,0,1,5,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.845,0.8421226859514654,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,,16
WBCIC,outcome,0,1,16,correct_adapter,pda_r1_lx0.5_lp0.01,0.55,0.5021573182874212,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,,
WBCIC,outcome,0,1,16,wrong_adapter,pda_r1_lx0.5_lp0.01,0.58,0.5727799816905706,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,21,
WBCIC,outcome,0,1,16,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.58,0.5738636363636364,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,,19
WBCIC,outcome,0,1,19,correct_adapter,pda_r1_lx0.5_lp0.01,0.96,0.959983993597439,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,,
WBCIC,outcome,0,1,19,wrong_adapter,pda_r1_lx0.5_lp0.01,0.9550000000000001,0.9549086900974473,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,16,
WBCIC,outcome,0,1,19,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.96,0.959983993597439,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,,21
WBCIC,outcome,0,1,21,correct_adapter,pda_r1_lx0.5_lp0.01,0.85,0.84998499849985,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,,
WBCIC,outcome,0,1,21,wrong_adapter,pda_r1_lx0.5_lp0.01,0.7849999999999999,0.778207607994842,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,16,
WBCIC,outcome,0,1,21,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.81,0.8043455874781176,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,,28
WBCIC,outcome,0,1,28,correct_adapter,pda_r1_lx0.5_lp0.01,0.56,0.45436507936507936,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,,
WBCIC,outcome,0,1,28,wrong_adapter,pda_r1_lx0.5_lp0.01,0.585,0.5212136944420409,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,19,
WBCIC,outcome,0,1,28,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.665,0.6353840711817366,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,,33
WBCIC,outcome,0,1,33,correct_adapter,pda_r1_lx0.5_lp0.01,0.9450000000000001,0.9449325423643964,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,,
WBCIC,outcome,0,1,33,wrong_adapter,pda_r1_lx0.5_lp0.01,0.95,0.95,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,37,
WBCIC,outcome,0,1,33,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.95,0.95,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,,37
WBCIC,outcome,0,1,37,correct_adapter,pda_r1_lx0.5_lp0.01,0.695,0.6737880691997112,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,,
WBCIC,outcome,0,1,37,wrong_adapter,pda_r1_lx0.5_lp0.01,0.62,0.5634191176470589,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,33,
WBCIC,outcome,0,1,37,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.675,0.6484110885733604,False,False,4f62c0ad59bb75bbe5fc67a7e7b3157874514853c179034bce914d616ebabc2d,,1
WBCIC,outcome,0,2,1,correct_adapter,pda_r1_lx0.5_lp0.01,0.9099999999999999,0.9098557692307692,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,,
WBCIC,outcome,0,2,1,wrong_adapter,pda_r1_lx0.5_lp0.01,0.935,0.9349853717086345,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,21,
WBCIC,outcome,0,2,1,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.9199999999999999,0.9199679871948779,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,,3
WBCIC,outcome,0,2,3,correct_adapter,pda_r1_lx0.5_lp0.01,0.91,0.91,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,,
WBCIC,outcome,0,2,3,wrong_adapter,pda_r1_lx0.5_lp0.01,0.915,0.9149978749468737,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,5,
WBCIC,outcome,0,2,3,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.915,0.9149978749468737,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,,5
WBCIC,outcome,0,2,5,correct_adapter,pda_r1_lx0.5_lp0.01,0.91,0.90999099909991,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,,
WBCIC,outcome,0,2,5,wrong_adapter,pda_r1_lx0.5_lp0.01,0.91,0.90999099909991,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,3,
WBCIC,outcome,0,2,5,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.905,0.9049976249406235,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,,16
WBCIC,outcome,0,2,16,correct_adapter,pda_r1_lx0.5_lp0.01,0.55,0.5495946351716545,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,,
WBCIC,outcome,0,2,16,wrong_adapter,pda_r1_lx0.5_lp0.01,0.5650000000000001,0.5591700235616022,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,28,
WBCIC,outcome,0,2,16,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.55,0.5483741469289443,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,,19
WBCIC,outcome,0,2,19,correct_adapter,pda_r1_lx0.5_lp0.01,0.945,0.9449986249656241,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,,
WBCIC,outcome,0,2,19,wrong_adapter,pda_r1_lx0.5_lp0.01,0.97,0.9699879951980792,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,1,
WBCIC,outcome,0,2,19,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.965,0.9649991249781245,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,,21
WBCIC,outcome,0,2,21,correct_adapter,pda_r1_lx0.5_lp0.01,0.88,0.8796992481203008,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,,
WBCIC,outcome,0,2,21,wrong_adapter,pda_r1_lx0.5_lp0.01,0.89,0.8899889988998899,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,33,
WBCIC,outcome,0,2,21,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.865,0.8640175266299011,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,,28
WBCIC,outcome,0,2,28,correct_adapter,pda_r1_lx0.5_lp0.01,0.67,0.6547756041426928,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,,
WBCIC,outcome,0,2,28,wrong_adapter,pda_r1_lx0.5_lp0.01,0.7050000000000001,0.6967438513530878,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,16,
WBCIC,outcome,0,2,28,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.745,0.7435575109993715,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,,33
WBCIC,outcome,0,2,33,correct_adapter,pda_r1_lx0.5_lp0.01,0.935,0.9349853717086345,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,,
WBCIC,outcome,0,2,33,wrong_adapter,pda_r1_lx0.5_lp0.01,0.9450000000000001,0.9448331201885705,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,21,
WBCIC,outcome,0,2,33,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.915,0.9145191703331239,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,,37
WBCIC,outcome,0,2,37,correct_adapter,pda_r1_lx0.5_lp0.01,0.845,0.8449030644152595,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,,
WBCIC,outcome,0,2,37,wrong_adapter,pda_r1_lx0.5_lp0.01,0.72,0.7083333333333334,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,33,
WBCIC,outcome,0,2,37,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.7250000000000001,0.7141297850775747,False,False,21e4a16e43a73b44937eb68bc3d8a1a06a626c17de9dac8de69da609ed961a38,,1
WBCIC,outcome,1,0,2,correct_adapter,pda_r1_lx0.5_lp0.01,0.5700000000000001,0.567230273752013,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,,
WBCIC,outcome,1,0,2,wrong_adapter,pda_r1_lx0.5_lp0.01,0.54,0.49776176438475817,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,13,
WBCIC,outcome,1,0,2,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.5449999999999999,0.5047753802617616,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,,11
WBCIC,outcome,1,0,11,correct_adapter,pda_r1_lx0.5_lp0.01,0.8400000000000001,0.8397435897435898,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,,
WBCIC,outcome,1,0,11,wrong_adapter,pda_r1_lx0.5_lp0.01,0.78,0.7734527855009783,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,44,
WBCIC,outcome,1,0,11,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.845,0.8446854881134297,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,,13
WBCIC,outcome,1,0,13,correct_adapter,pda_r1_lx0.5_lp0.01,0.565,0.4938181818181818,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,,
WBCIC,outcome,1,0,13,wrong_adapter,pda_r1_lx0.5_lp0.01,0.5599999999999999,0.48574100046750823,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,45,
WBCIC,outcome,1,0,13,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.55,0.5054945054945055,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,,18
WBCIC,outcome,1,0,18,correct_adapter,pda_r1_lx0.5_lp0.01,0.6,0.5365542810798285,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,,
WBCIC,outcome,1,0,18,wrong_adapter,pda_r1_lx0.5_lp0.01,0.625,0.6190476190476191,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,11,
WBCIC,outcome,1,0,18,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.6,0.5404411764705883,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,,27
WBCIC,outcome,1,0,27,correct_adapter,pda_r1_lx0.5_lp0.01,0.515,0.4198391100212327,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,,
WBCIC,outcome,1,0,27,wrong_adapter,pda_r1_lx0.5_lp0.01,0.545,0.5377777777777777,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,45,
WBCIC,outcome,1,0,27,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.565,0.5641173376086576,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,,36
WBCIC,outcome,1,0,36,correct_adapter,pda_r1_lx0.5_lp0.01,0.9550000000000001,0.9549086900974473,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,,
WBCIC,outcome,1,0,36,wrong_adapter,pda_r1_lx0.5_lp0.01,0.935,0.9348027784046742,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,44,
WBCIC,outcome,1,0,36,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.935,0.9348027784046742,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,,44
WBCIC,outcome,1,0,44,correct_adapter,pda_r1_lx0.5_lp0.01,0.81,0.807224025974026,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,,
WBCIC,outcome,1,0,44,wrong_adapter,pda_r1_lx0.5_lp0.01,0.715,0.698340874811463,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,36,
WBCIC,outcome,1,0,44,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.705,0.6844835423407043,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,,45
WBCIC,outcome,1,0,45,correct_adapter,pda_r1_lx0.5_lp0.01,0.835,0.8323809523809524,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,,
WBCIC,outcome,1,0,45,wrong_adapter,pda_r1_lx0.5_lp0.01,0.84,0.8376623376623377,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,13,
WBCIC,outcome,1,0,45,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.86,0.8599859985998599,False,False,034030e138e8f9f001a453767399c6b2cd46ec8a95433a7ac47b2349a8004ef3,,2
WBCIC,outcome,1,1,2,correct_adapter,pda_r1_lx0.5_lp0.01,0.61,0.60996099609961,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,,
WBCIC,outcome,1,1,2,wrong_adapter,pda_r1_lx0.5_lp0.01,0.55,0.508679986898133,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,45,
WBCIC,outcome,1,1,2,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.53,0.5060949978982766,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,,11
WBCIC,outcome,1,1,11,correct_adapter,pda_r1_lx0.5_lp0.01,0.86,0.859873886497848,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,,
WBCIC,outcome,1,1,11,wrong_adapter,pda_r1_lx0.5_lp0.01,0.825,0.8244690187818149,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,2,
WBCIC,outcome,1,1,11,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.855,0.8549963749093727,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,,13
WBCIC,outcome,1,1,13,correct_adapter,pda_r1_lx0.5_lp0.01,0.595,0.5713265063110264,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,,
WBCIC,outcome,1,1,13,wrong_adapter,pda_r1_lx0.5_lp0.01,0.625,0.6247654784240151,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,36,
WBCIC,outcome,1,1,13,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.63,0.6254681647940075,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,,18
WBCIC,outcome,1,1,18,correct_adapter,pda_r1_lx0.5_lp0.01,0.67,0.6547756041426928,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,,
WBCIC,outcome,1,1,18,wrong_adapter,pda_r1_lx0.5_lp0.01,0.655,0.6530483972344437,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,27,
WBCIC,outcome,1,1,18,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.655,0.6530483972344437,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,,27
WBCIC,outcome,1,1,27,correct_adapter,pda_r1_lx0.5_lp0.01,0.495,0.42677147478645816,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,,
WBCIC,outcome,1,1,27,wrong_adapter,pda_r1_lx0.5_lp0.01,0.52,0.512987012987013,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,18,
WBCIC,outcome,1,1,27,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.49,0.44661458333333337,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,,36
WBCIC,outcome,1,1,36,correct_adapter,pda_r1_lx0.5_lp0.01,0.96,0.9599358974358975,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,,
WBCIC,outcome,1,1,36,wrong_adapter,pda_r1_lx0.5_lp0.01,0.935,0.9347242097863473,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,44,
WBCIC,outcome,1,1,36,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.935,0.9347242097863473,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,,44
WBCIC,outcome,1,1,44,correct_adapter,pda_r1_lx0.5_lp0.01,0.845,0.8446854881134297,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,,
WBCIC,outcome,1,1,44,wrong_adapter,pda_r1_lx0.5_lp0.01,0.85,0.85,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,36,
WBCIC,outcome,1,1,44,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.8049999999999999,0.8023865622862355,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,,45
WBCIC,outcome,1,1,45,correct_adapter,pda_r1_lx0.5_lp0.01,0.81,0.8028841166096068,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,,
WBCIC,outcome,1,1,45,wrong_adapter,pda_r1_lx0.5_lp0.01,0.865,0.8649696181640869,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,2,
WBCIC,outcome,1,1,45,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.865,0.8649696181640869,False,False,ae3fa513235223e180e9e07543150cc735697033d35ce030a602f0272660e4fe,,2
WBCIC,outcome,1,2,2,correct_adapter,pda_r1_lx0.5_lp0.01,0.58,0.5689655172413793,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,,
WBCIC,outcome,1,2,2,wrong_adapter,pda_r1_lx0.5_lp0.01,0.5650000000000001,0.5591700235616022,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,13,
WBCIC,outcome,1,2,2,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.575,0.5747342088805503,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,,11
WBCIC,outcome,1,2,11,correct_adapter,pda_r1_lx0.5_lp0.01,0.84,0.8399359743897559,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,,
WBCIC,outcome,1,2,11,wrong_adapter,pda_r1_lx0.5_lp0.01,0.8049999999999999,0.804172629359042,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,36,
WBCIC,outcome,1,2,11,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.8049999999999999,0.8023865622862355,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,,13
WBCIC,outcome,1,2,13,correct_adapter,pda_r1_lx0.5_lp0.01,0.62,0.6193910256410255,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,,
WBCIC,outcome,1,2,13,wrong_adapter,pda_r1_lx0.5_lp0.01,0.56,0.5062282572101897,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,45,
WBCIC,outcome,1,2,13,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.595,0.5789911380233373,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,,18
WBCIC,outcome,1,2,18,correct_adapter,pda_r1_lx0.5_lp0.01,0.625,0.5673617720861815,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,,
WBCIC,outcome,1,2,18,wrong_adapter,pda_r1_lx0.5_lp0.01,0.6699999999999999,0.6576408341114224,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,2,
WBCIC,outcome,1,2,18,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.52,0.37629937629937626,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,,27
WBCIC,outcome,1,2,27,correct_adapter,pda_r1_lx0.5_lp0.01,0.495,0.3311036789297659,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,,
WBCIC,outcome,1,2,27,wrong_adapter,pda_r1_lx0.5_lp0.01,0.5,0.3333333333333333,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,18,
WBCIC,outcome,1,2,27,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.49,0.4276736617663562,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,,36
WBCIC,outcome,1,2,36,correct_adapter,pda_r1_lx0.5_lp0.01,0.97,0.9699879951980792,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,,
WBCIC,outcome,1,2,36,wrong_adapter,pda_r1_lx0.5_lp0.01,0.97,0.9699879951980792,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,44,
WBCIC,outcome,1,2,36,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.97,0.9699879951980792,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,,44
WBCIC,outcome,1,2,44,correct_adapter,pda_r1_lx0.5_lp0.01,0.85,0.8498648783905515,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,,
WBCIC,outcome,1,2,44,wrong_adapter,pda_r1_lx0.5_lp0.01,0.85,0.8498648783905515,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,36,
WBCIC,outcome,1,2,44,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.8600000000000001,0.8594941790445605,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,,45
WBCIC,outcome,1,2,45,correct_adapter,pda_r1_lx0.5_lp0.01,0.865,0.8649155722326454,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,,
WBCIC,outcome,1,2,45,wrong_adapter,pda_r1_lx0.5_lp0.01,0.825,0.823406241327985,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,13,
WBCIC,outcome,1,2,45,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.8049999999999999,0.8013801532937791,False,False,fe635d52453accf490795a4f882baf41b9203390e986dc09f0cf4aa6697f48b5,,2
WBCIC,outcome,2,0,9,correct_adapter,pda_r1_lx0.5_lp0.01,0.7350000000000001,0.7335009428032684,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,,
WBCIC,outcome,2,0,9,wrong_adapter,pda_r1_lx0.5_lp0.01,0.73,0.7293233082706767,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,35,
WBCIC,outcome,2,0,9,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.72,0.719551282051282,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,,22
WBCIC,outcome,2,0,22,correct_adapter,pda_r1_lx0.5_lp0.01,0.755,0.7545028683083244,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,,
WBCIC,outcome,2,0,22,wrong_adapter,pda_r1_lx0.5_lp0.01,0.75,0.7497747973175859,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,35,
WBCIC,outcome,2,0,22,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.75,0.7479584635547938,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,,25
WBCIC,outcome,2,0,25,correct_adapter,pda_r1_lx0.5_lp0.01,0.855,0.8549963749093727,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,,
WBCIC,outcome,2,0,25,wrong_adapter,pda_r1_lx0.5_lp0.01,0.865,0.8648344221671547,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,26,
WBCIC,outcome,2,0,25,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.865,0.8648344221671547,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,,26
WBCIC,outcome,2,0,26,correct_adapter,pda_r1_lx0.5_lp0.01,0.885,0.8847666524712543,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,,
WBCIC,outcome,2,0,26,wrong_adapter,pda_r1_lx0.5_lp0.01,0.89,0.889823717948718,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,25,
WBCIC,outcome,2,0,26,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.915,0.9149808706959066,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,,29
WBCIC,outcome,2,0,29,correct_adapter,pda_r1_lx0.5_lp0.01,0.885,0.8848589522164652,False,False,7b6932141b251fd5fd3e3fa391bbb14b1a2ec9468b11098ddc36fde4b418b2c2,,
