dataset,role,fold,seed,subject,method,recipe,BA,macro_F1,future_session_used_for_fit,future_labels_used_for_fit,matched_subject,assigned_subject
OpenBMI,outcome,1,2,48,population,pda_r1_lx0.5_lp0.01,0.6799999999999999,0.6715927750410509,False,False,,
OpenBMI,outcome,1,2,48,intercept_only,pda_r1_lx0.5_lp0.01,0.6799999999999999,0.6715927750410509,False,False,,
OpenBMI,outcome,1,2,48,ordinary_adapter,pda_r1_lx0.5_lp0.01,0.66,0.6458333333333333,False,False,,
OpenBMI,outcome,1,2,48,single_session,pda_r1_lx0.5_lp0.01,0.64,0.6279454319966928,False,False,,
OpenBMI,outcome,1,2,48,mean_pooled,pda_r1_lx0.5_lp0.01,0.65,0.64996499649965,False,False,,
OpenBMI,outcome,1,2,48,no_crossfit,pda_r1_lx0.5_lp0.01,0.65,0.6496847162446202,False,False,,
OpenBMI,outcome,1,2,48,crossfit_mean,pda_r1_lx0.5_lp0.01,0.65,0.64996499649965,False,False,,
OpenBMI,outcome,1,2,48,full_pda,pda_r1_lx0.5_lp0.01,0.66,0.6598639455782312,False,False,,
OpenBMI,outcome,1,2,48,correct_adapter,pda_r1_lx0.5_lp0.01,0.66,0.6598639455782312,False,False,,
OpenBMI,outcome,1,2,48,wrong_adapter,pda_r1_lx0.5_lp0.01,0.69,0.6899689968996899,False,False,50,
OpenBMI,outcome,1,2,48,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.69,0.6899689968996899,False,False,,50
OpenBMI,outcome,1,2,50,population,pda_r1_lx0.5_lp0.01,0.58,0.5442708333333334,False,False,,
OpenBMI,outcome,1,2,50,intercept_only,pda_r1_lx0.5_lp0.01,0.55,0.5396419437340154,False,False,,
OpenBMI,outcome,1,2,50,ordinary_adapter,pda_r1_lx0.5_lp0.01,0.5800000000000001,0.5625,False,False,,
OpenBMI,outcome,1,2,50,single_session,pda_r1_lx0.5_lp0.01,0.53,0.48684354187138335,False,False,,
OpenBMI,outcome,1,2,50,mean_pooled,pda_r1_lx0.5_lp0.01,0.6,0.5796553173602353,False,False,,
OpenBMI,outcome,1,2,50,no_crossfit,pda_r1_lx0.5_lp0.01,0.6,0.5796553173602353,False,False,,
OpenBMI,outcome,1,2,50,crossfit_mean,pda_r1_lx0.5_lp0.01,0.6,0.5796553173602353,False,False,,
OpenBMI,outcome,1,2,50,full_pda,pda_r1_lx0.5_lp0.01,0.6,0.5796553173602353,False,False,,
OpenBMI,outcome,1,2,50,correct_adapter,pda_r1_lx0.5_lp0.01,0.6,0.5796553173602353,False,False,,
OpenBMI,outcome,1,2,50,wrong_adapter,pda_r1_lx0.5_lp0.01,0.58,0.5543293718166383,False,False,2,
OpenBMI,outcome,1,2,50,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.58,0.5543293718166383,False,False,,2
OpenBMI,outcome,2,0,9,population,pda_r1_lx0.5_lp0.01,0.48,0.4663382594417077,False,False,,
OpenBMI,outcome,2,0,9,intercept_only,pda_r1_lx0.5_lp0.01,0.47000000000000003,0.44554869756250653,False,False,,
OpenBMI,outcome,2,0,9,ordinary_adapter,pda_r1_lx0.5_lp0.01,0.44999999999999996,0.40675223816201056,False,False,,
OpenBMI,outcome,2,0,9,single_session,pda_r1_lx0.5_lp0.01,0.49,0.3288590604026846,False,False,,
OpenBMI,outcome,2,0,9,mean_pooled,pda_r1_lx0.5_lp0.01,0.42,0.4179044560417503,False,False,,
OpenBMI,outcome,2,0,9,no_crossfit,pda_r1_lx0.5_lp0.01,0.44000000000000006,0.43434343434343436,False,False,,
OpenBMI,outcome,2,0,9,crossfit_mean,pda_r1_lx0.5_lp0.01,0.42,0.4179044560417503,False,False,,
OpenBMI,outcome,2,0,9,full_pda,pda_r1_lx0.5_lp0.01,0.43,0.42719324690985827,False,False,,
OpenBMI,outcome,2,0,9,correct_adapter,pda_r1_lx0.5_lp0.01,0.43,0.42719324690985827,False,False,,
OpenBMI,outcome,2,0,9,wrong_adapter,pda_r1_lx0.5_lp0.01,0.48,0.3922393641888733,False,False,21,
OpenBMI,outcome,2,0,9,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.44,0.4363929146537842,False,False,,10
OpenBMI,outcome,2,0,10,population,pda_r1_lx0.5_lp0.01,0.6100000000000001,0.6080795899909557,False,False,,
OpenBMI,outcome,2,0,10,intercept_only,pda_r1_lx0.5_lp0.01,0.6000000000000001,0.5985547972701726,False,False,,
OpenBMI,outcome,2,0,10,ordinary_adapter,pda_r1_lx0.5_lp0.01,0.59,0.5829518868884143,False,False,,
OpenBMI,outcome,2,0,10,single_session,pda_r1_lx0.5_lp0.01,0.54,0.4295634920634921,False,False,,
OpenBMI,outcome,2,0,10,mean_pooled,pda_r1_lx0.5_lp0.01,0.6000000000000001,0.5974235104669887,False,False,,
OpenBMI,outcome,2,0,10,no_crossfit,pda_r1_lx0.5_lp0.01,0.5700000000000001,0.5664885573142454,False,False,,
OpenBMI,outcome,2,0,10,crossfit_mean,pda_r1_lx0.5_lp0.01,0.6000000000000001,0.5974235104669887,False,False,,
OpenBMI,outcome,2,0,10,full_pda,pda_r1_lx0.5_lp0.01,0.6,0.5998399359743898,False,False,,
OpenBMI,outcome,2,0,10,correct_adapter,pda_r1_lx0.5_lp0.01,0.6,0.5998399359743898,False,False,,
OpenBMI,outcome,2,0,10,wrong_adapter,pda_r1_lx0.5_lp0.01,0.63,0.6189887756152817,False,False,53,
OpenBMI,outcome,2,0,10,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.51,0.43227899432278993,False,False,,16
OpenBMI,outcome,2,0,16,population,pda_r1_lx0.5_lp0.01,0.94,0.9399038461538461,False,False,,
OpenBMI,outcome,2,0,16,intercept_only,pda_r1_lx0.5_lp0.01,0.88,0.8782467532467533,False,False,,
OpenBMI,outcome,2,0,16,ordinary_adapter,pda_r1_lx0.5_lp0.01,0.66,0.6155585707824514,False,False,,
OpenBMI,outcome,2,0,16,single_session,pda_r1_lx0.5_lp0.01,0.79,0.7803117480908045,False,False,,
OpenBMI,outcome,2,0,16,mean_pooled,pda_r1_lx0.5_lp0.01,0.75,0.736036321402175,False,False,,
OpenBMI,outcome,2,0,16,no_crossfit,pda_r1_lx0.5_lp0.01,0.77,0.7660461804495982,False,False,,
OpenBMI,outcome,2,0,16,crossfit_mean,pda_r1_lx0.5_lp0.01,0.75,0.736036321402175,False,False,,
OpenBMI,outcome,2,0,16,full_pda,pda_r1_lx0.5_lp0.01,0.79,0.7837503861600247,False,False,,
OpenBMI,outcome,2,0,16,correct_adapter,pda_r1_lx0.5_lp0.01,0.79,0.7837503861600247,False,False,,
OpenBMI,outcome,2,0,16,wrong_adapter,pda_r1_lx0.5_lp0.01,0.94,0.9399759903961584,False,False,22,
OpenBMI,outcome,2,0,16,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.88,0.8782467532467533,False,False,,21
OpenBMI,outcome,2,0,21,population,pda_r1_lx0.5_lp0.01,0.69,0.6874684948079444,False,False,,
OpenBMI,outcome,2,0,21,intercept_only,pda_r1_lx0.5_lp0.01,0.6699999999999999,0.6576408341114224,False,False,,
OpenBMI,outcome,2,0,21,ordinary_adapter,pda_r1_lx0.5_lp0.01,0.66,0.6427070197562001,False,False,,
OpenBMI,outcome,2,0,21,single_session,pda_r1_lx0.5_lp0.01,0.6699999999999999,0.6683750376846548,False,False,,
OpenBMI,outcome,2,0,21,mean_pooled,pda_r1_lx0.5_lp0.01,0.59,0.5327635327635327,False,False,,
OpenBMI,outcome,2,0,21,no_crossfit,pda_r1_lx0.5_lp0.01,0.63,0.5960257670051315,False,False,,
OpenBMI,outcome,2,0,21,crossfit_mean,pda_r1_lx0.5_lp0.01,0.59,0.5327635327635327,False,False,,
OpenBMI,outcome,2,0,21,full_pda,pda_r1_lx0.5_lp0.01,0.6,0.5477159656264134,False,False,,
OpenBMI,outcome,2,0,21,correct_adapter,pda_r1_lx0.5_lp0.01,0.6,0.5477159656264134,False,False,,
OpenBMI,outcome,2,0,21,wrong_adapter,pda_r1_lx0.5_lp0.01,0.63,0.6214833759590792,False,False,9,
OpenBMI,outcome,2,0,21,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.6699999999999999,0.6673051718923279,False,False,,22
OpenBMI,outcome,2,0,22,population,pda_r1_lx0.5_lp0.01,0.63,0.6129302228266555,False,False,,
OpenBMI,outcome,2,0,22,intercept_only,pda_r1_lx0.5_lp0.01,0.64,0.6328029375764994,False,False,,
OpenBMI,outcome,2,0,22,ordinary_adapter,pda_r1_lx0.5_lp0.01,0.65,0.6368917937545389,False,False,,
OpenBMI,outcome,2,0,22,single_session,pda_r1_lx0.5_lp0.01,0.54,0.45238095238095233,False,False,,
OpenBMI,outcome,2,0,22,mean_pooled,pda_r1_lx0.5_lp0.01,0.65,0.6419437340153453,False,False,,
OpenBMI,outcome,2,0,22,no_crossfit,pda_r1_lx0.5_lp0.01,0.64,0.6376811594202898,False,False,,
OpenBMI,outcome,2,0,22,crossfit_mean,pda_r1_lx0.5_lp0.01,0.65,0.6419437340153453,False,False,,
OpenBMI,outcome,2,0,22,full_pda,pda_r1_lx0.5_lp0.01,0.63,0.6254681647940075,False,False,,
OpenBMI,outcome,2,0,22,correct_adapter,pda_r1_lx0.5_lp0.01,0.63,0.6254681647940075,False,False,,
OpenBMI,outcome,2,0,22,wrong_adapter,pda_r1_lx0.5_lp0.01,0.5800000000000001,0.525101763907734,False,False,16,
OpenBMI,outcome,2,0,22,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.5800000000000001,0.5320855614973261,False,False,,31
OpenBMI,outcome,2,0,31,population,pda_r1_lx0.5_lp0.01,0.83,0.8299829982998299,False,False,,
OpenBMI,outcome,2,0,31,intercept_only,pda_r1_lx0.5_lp0.01,0.8200000000000001,0.8193496587715776,False,False,,
OpenBMI,outcome,2,0,31,ordinary_adapter,pda_r1_lx0.5_lp0.01,0.79,0.7874278773155178,False,False,,
OpenBMI,outcome,2,0,31,single_session,pda_r1_lx0.5_lp0.01,0.58,0.4900437105390966,False,False,,
OpenBMI,outcome,2,0,31,mean_pooled,pda_r1_lx0.5_lp0.01,0.7,0.6782496782496783,False,False,,
OpenBMI,outcome,2,0,31,no_crossfit,pda_r1_lx0.5_lp0.01,0.69,0.6884735202492211,False,False,,
OpenBMI,outcome,2,0,31,crossfit_mean,pda_r1_lx0.5_lp0.01,0.7,0.6782496782496783,False,False,,
OpenBMI,outcome,2,0,31,full_pda,pda_r1_lx0.5_lp0.01,0.71,0.6938021328265231,False,False,,
OpenBMI,outcome,2,0,31,correct_adapter,pda_r1_lx0.5_lp0.01,0.71,0.6938021328265231,False,False,,
OpenBMI,outcome,2,0,31,wrong_adapter,pda_r1_lx0.5_lp0.01,0.65,0.6224786970121885,False,False,16,
OpenBMI,outcome,2,0,31,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.66,0.6565656565656566,False,False,,45
OpenBMI,outcome,2,0,45,population,pda_r1_lx0.5_lp0.01,0.6599999999999999,0.6594551282051282,False,False,,
OpenBMI,outcome,2,0,45,intercept_only,pda_r1_lx0.5_lp0.01,0.6699999999999999,0.6691729323308271,False,False,,
OpenBMI,outcome,2,0,45,ordinary_adapter,pda_r1_lx0.5_lp0.01,0.5700000000000001,0.50997150997151,False,False,,
OpenBMI,outcome,2,0,45,single_session,pda_r1_lx0.5_lp0.01,0.5,0.3333333333333333,False,False,,
OpenBMI,outcome,2,0,45,mean_pooled,pda_r1_lx0.5_lp0.01,0.6100000000000001,0.6080795899909557,False,False,,
OpenBMI,outcome,2,0,45,no_crossfit,pda_r1_lx0.5_lp0.01,0.64,0.6376811594202898,False,False,,
OpenBMI,outcome,2,0,45,crossfit_mean,pda_r1_lx0.5_lp0.01,0.6100000000000001,0.6080795899909557,False,False,,
OpenBMI,outcome,2,0,45,full_pda,pda_r1_lx0.5_lp0.01,0.61,0.60996099609961,False,False,,
OpenBMI,outcome,2,0,45,correct_adapter,pda_r1_lx0.5_lp0.01,0.61,0.60996099609961,False,False,,
OpenBMI,outcome,2,0,45,wrong_adapter,pda_r1_lx0.5_lp0.01,0.64,0.6363636363636364,False,False,9,
OpenBMI,outcome,2,0,45,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.56,0.4944852941176471,False,False,,53
OpenBMI,outcome,2,0,53,population,pda_r1_lx0.5_lp0.01,0.6699999999999999,0.6691729323308271,False,False,,
OpenBMI,outcome,2,0,53,intercept_only,pda_r1_lx0.5_lp0.01,0.71,0.7092731829573935,False,False,,
OpenBMI,outcome,2,0,53,ordinary_adapter,pda_r1_lx0.5_lp0.01,0.71,0.7092731829573935,False,False,,
OpenBMI,outcome,2,0,53,single_session,pda_r1_lx0.5_lp0.01,0.51,0.3551783129359126,False,False,,
OpenBMI,outcome,2,0,53,mean_pooled,pda_r1_lx0.5_lp0.01,0.62,0.5876736111111112,False,False,,
OpenBMI,outcome,2,0,53,no_crossfit,pda_r1_lx0.5_lp0.01,0.5700000000000001,0.5501621508525996,False,False,,
OpenBMI,outcome,2,0,53,crossfit_mean,pda_r1_lx0.5_lp0.01,0.62,0.5876736111111112,False,False,,
OpenBMI,outcome,2,0,53,full_pda,pda_r1_lx0.5_lp0.01,0.6,0.570999570999571,False,False,,
OpenBMI,outcome,2,0,53,correct_adapter,pda_r1_lx0.5_lp0.01,0.6,0.570999570999571,False,False,,
OpenBMI,outcome,2,0,53,wrong_adapter,pda_r1_lx0.5_lp0.01,0.64,0.6363636363636364,False,False,45,
OpenBMI,outcome,2,0,53,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.64,0.6398559423769508,False,False,,9
OpenBMI,outcome,2,1,9,population,pda_r1_lx0.5_lp0.01,0.74,0.7395833333333333,False,False,,
OpenBMI,outcome,2,1,9,intercept_only,pda_r1_lx0.5_lp0.01,0.7,0.6989160979526294,False,False,,
OpenBMI,outcome,2,1,9,ordinary_adapter,pda_r1_lx0.5_lp0.01,0.56,0.5598239295718287,False,False,,
OpenBMI,outcome,2,1,9,single_session,pda_r1_lx0.5_lp0.01,0.44,0.3055555555555556,False,False,,
OpenBMI,outcome,2,1,9,mean_pooled,pda_r1_lx0.5_lp0.01,0.62,0.6072757337742869,False,False,,
OpenBMI,outcome,2,1,9,no_crossfit,pda_r1_lx0.5_lp0.01,0.53,0.4643874643874644,False,False,,
OpenBMI,outcome,2,1,9,crossfit_mean,pda_r1_lx0.5_lp0.01,0.62,0.6072757337742869,False,False,,
OpenBMI,outcome,2,1,9,full_pda,pda_r1_lx0.5_lp0.01,0.66,0.6392190152801358,False,False,,
OpenBMI,outcome,2,1,9,correct_adapter,pda_r1_lx0.5_lp0.01,0.66,0.6392190152801358,False,False,,
OpenBMI,outcome,2,1,9,wrong_adapter,pda_r1_lx0.5_lp0.01,0.65,0.6224786970121885,False,False,10,
OpenBMI,outcome,2,1,9,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.65,0.6224786970121885,False,False,,10
OpenBMI,outcome,2,1,10,population,pda_r1_lx0.5_lp0.01,0.7,0.6989160979526294,False,False,,
OpenBMI,outcome,2,1,10,intercept_only,pda_r1_lx0.5_lp0.01,0.65,0.6368917937545389,False,False,,
OpenBMI,outcome,2,1,10,ordinary_adapter,pda_r1_lx0.5_lp0.01,0.58,0.5174632352941176,False,False,,
OpenBMI,outcome,2,1,10,single_session,pda_r1_lx0.5_lp0.01,0.54,0.44147644487615345,False,False,,
OpenBMI,outcome,2,1,10,mean_pooled,pda_r1_lx0.5_lp0.01,0.61,0.5882166613873931,False,False,,
OpenBMI,outcome,2,1,10,no_crossfit,pda_r1_lx0.5_lp0.01,0.63,0.6053333333333333,False,False,,
OpenBMI,outcome,2,1,10,crossfit_mean,pda_r1_lx0.5_lp0.01,0.61,0.5882166613873931,False,False,,
OpenBMI,outcome,2,1,10,full_pda,pda_r1_lx0.5_lp0.01,0.62,0.5967741935483871,False,False,,
OpenBMI,outcome,2,1,10,correct_adapter,pda_r1_lx0.5_lp0.01,0.62,0.5967741935483871,False,False,,
OpenBMI,outcome,2,1,10,wrong_adapter,pda_r1_lx0.5_lp0.01,0.5700000000000001,0.5242836596968692,False,False,9,
OpenBMI,outcome,2,1,10,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.6799999999999999,0.6736026111791106,False,False,,16
OpenBMI,outcome,2,1,16,population,pda_r1_lx0.5_lp0.01,0.9,0.8999599839935974,False,False,,
OpenBMI,outcome,2,1,16,intercept_only,pda_r1_lx0.5_lp0.01,0.9,0.8999599839935974,False,False,,
OpenBMI,outcome,2,1,16,ordinary_adapter,pda_r1_lx0.5_lp0.01,0.88,0.8792270531400965,False,False,,
OpenBMI,outcome,2,1,16,single_session,pda_r1_lx0.5_lp0.01,0.64,0.5863970588235294,False,False,,
OpenBMI,outcome,2,1,16,mean_pooled,pda_r1_lx0.5_lp0.01,0.9099999999999999,0.9099189270343309,False,False,,
OpenBMI,outcome,2,1,16,no_crossfit,pda_r1_lx0.5_lp0.01,0.92,0.92,False,False,,
OpenBMI,outcome,2,1,16,crossfit_mean,pda_r1_lx0.5_lp0.01,0.9099999999999999,0.9099189270343309,False,False,,
OpenBMI,outcome,2,1,16,full_pda,pda_r1_lx0.5_lp0.01,0.9099999999999999,0.9099189270343309,False,False,,
OpenBMI,outcome,2,1,16,correct_adapter,pda_r1_lx0.5_lp0.01,0.9099999999999999,0.9099189270343309,False,False,,
OpenBMI,outcome,2,1,16,wrong_adapter,pda_r1_lx0.5_lp0.01,0.8999999999999999,0.8998397435897436,False,False,53,
OpenBMI,outcome,2,1,16,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.9199999999999999,0.9199679871948779,False,False,,21
OpenBMI,outcome,2,1,21,population,pda_r1_lx0.5_lp0.01,0.97,0.9699729756781104,False,False,,
OpenBMI,outcome,2,1,21,intercept_only,pda_r1_lx0.5_lp0.01,0.95,0.949874686716792,False,False,,
OpenBMI,outcome,2,1,21,ordinary_adapter,pda_r1_lx0.5_lp0.01,0.94,0.9397832195905259,False,False,,
OpenBMI,outcome,2,1,21,single_session,pda_r1_lx0.5_lp0.01,0.79,0.7821350762527233,False,False,,
OpenBMI,outcome,2,1,21,mean_pooled,pda_r1_lx0.5_lp0.01,0.96,0.9599358974358975,False,False,,
OpenBMI,outcome,2,1,21,no_crossfit,pda_r1_lx0.5_lp0.01,0.8200000000000001,0.8164014687882497,False,False,,
OpenBMI,outcome,2,1,21,crossfit_mean,pda_r1_lx0.5_lp0.01,0.96,0.9599358974358975,False,False,,
OpenBMI,outcome,2,1,21,full_pda,pda_r1_lx0.5_lp0.01,0.96,0.9599358974358975,False,False,,
OpenBMI,outcome,2,1,21,correct_adapter,pda_r1_lx0.5_lp0.01,0.96,0.9599358974358975,False,False,,
OpenBMI,outcome,2,1,21,wrong_adapter,pda_r1_lx0.5_lp0.01,0.96,0.9599358974358975,False,False,53,
OpenBMI,outcome,2,1,21,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.9199999999999999,0.9199679871948779,False,False,,22
OpenBMI,outcome,2,1,22,population,pda_r1_lx0.5_lp0.01,0.67,0.6515679442508711,False,False,,
OpenBMI,outcome,2,1,22,intercept_only,pda_r1_lx0.5_lp0.01,0.72,0.7189883580891208,False,False,,
OpenBMI,outcome,2,1,22,ordinary_adapter,pda_r1_lx0.5_lp0.01,0.71,0.69662098545873,False,False,,
OpenBMI,outcome,2,1,22,single_session,pda_r1_lx0.5_lp0.01,0.5599999999999999,0.47619047619047616,False,False,,
OpenBMI,outcome,2,1,22,mean_pooled,pda_r1_lx0.5_lp0.01,0.69,0.6828644501278772,False,False,,
OpenBMI,outcome,2,1,22,no_crossfit,pda_r1_lx0.5_lp0.01,0.7,0.6995192307692308,False,False,,
OpenBMI,outcome,2,1,22,crossfit_mean,pda_r1_lx0.5_lp0.01,0.69,0.6828644501278772,False,False,,
OpenBMI,outcome,2,1,22,full_pda,pda_r1_lx0.5_lp0.01,0.7,0.6956168831168831,False,False,,
OpenBMI,outcome,2,1,22,correct_adapter,pda_r1_lx0.5_lp0.01,0.7,0.6956168831168831,False,False,,
OpenBMI,outcome,2,1,22,wrong_adapter,pda_r1_lx0.5_lp0.01,0.69,0.6846709388668497,False,False,45,
OpenBMI,outcome,2,1,22,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.7,0.6899545266639107,False,False,,31
OpenBMI,outcome,2,1,31,population,pda_r1_lx0.5_lp0.01,0.81,0.8090644156366193,False,False,,
OpenBMI,outcome,2,1,31,intercept_only,pda_r1_lx0.5_lp0.01,0.77,0.7647058823529411,False,False,,
OpenBMI,outcome,2,1,31,ordinary_adapter,pda_r1_lx0.5_lp0.01,0.79,0.7851662404092072,False,False,,
OpenBMI,outcome,2,1,31,single_session,pda_r1_lx0.5_lp0.01,0.49,0.44317065181788406,False,False,,
OpenBMI,outcome,2,1,31,mean_pooled,pda_r1_lx0.5_lp0.01,0.75,0.74997499749975,False,False,,
OpenBMI,outcome,2,1,31,no_crossfit,pda_r1_lx0.5_lp0.01,0.73,0.7293233082706767,False,False,,
OpenBMI,outcome,2,1,31,crossfit_mean,pda_r1_lx0.5_lp0.01,0.75,0.74997499749975,False,False,,
OpenBMI,outcome,2,1,31,full_pda,pda_r1_lx0.5_lp0.01,0.74,0.7398959583833533,False,False,,
OpenBMI,outcome,2,1,31,correct_adapter,pda_r1_lx0.5_lp0.01,0.74,0.7398959583833533,False,False,,
OpenBMI,outcome,2,1,31,wrong_adapter,pda_r1_lx0.5_lp0.01,0.7,0.6782496782496783,False,False,9,
OpenBMI,outcome,2,1,31,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.74,0.7390606182256123,False,False,,45
OpenBMI,outcome,2,1,45,population,pda_r1_lx0.5_lp0.01,0.77,0.7688674505074866,False,False,,
OpenBMI,outcome,2,1,45,intercept_only,pda_r1_lx0.5_lp0.01,0.77,0.769792813532179,False,False,,
OpenBMI,outcome,2,1,45,ordinary_adapter,pda_r1_lx0.5_lp0.01,0.6499999999999999,0.6395839769333744,False,False,,
OpenBMI,outcome,2,1,45,single_session,pda_r1_lx0.5_lp0.01,0.6,0.5238095238095238,False,False,,
OpenBMI,outcome,2,1,45,mean_pooled,pda_r1_lx0.5_lp0.01,0.73,0.7237851662404092,False,False,,
OpenBMI,outcome,2,1,45,no_crossfit,pda_r1_lx0.5_lp0.01,0.74,0.7331691297208538,False,False,,
OpenBMI,outcome,2,1,45,crossfit_mean,pda_r1_lx0.5_lp0.01,0.73,0.7237851662404092,False,False,,
OpenBMI,outcome,2,1,45,full_pda,pda_r1_lx0.5_lp0.01,0.73,0.7237851662404092,False,False,,
OpenBMI,outcome,2,1,45,correct_adapter,pda_r1_lx0.5_lp0.01,0.73,0.7237851662404092,False,False,,
OpenBMI,outcome,2,1,45,wrong_adapter,pda_r1_lx0.5_lp0.01,0.75,0.742559983523839,False,False,22,
OpenBMI,outcome,2,1,45,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.73,0.72997299729973,False,False,,53
OpenBMI,outcome,2,1,53,population,pda_r1_lx0.5_lp0.01,0.72,0.7171717171717171,False,False,,
OpenBMI,outcome,2,1,53,intercept_only,pda_r1_lx0.5_lp0.01,0.7,0.6940024479804161,False,False,,
OpenBMI,outcome,2,1,53,ordinary_adapter,pda_r1_lx0.5_lp0.01,0.71,0.7085720028137876,False,False,,
OpenBMI,outcome,2,1,53,single_session,pda_r1_lx0.5_lp0.01,0.62,0.5876736111111112,False,False,,
OpenBMI,outcome,2,1,53,mean_pooled,pda_r1_lx0.5_lp0.01,0.75,0.74997499749975,False,False,,
OpenBMI,outcome,2,1,53,no_crossfit,pda_r1_lx0.5_lp0.01,0.71,0.7064480210547626,False,False,,
OpenBMI,outcome,2,1,53,crossfit_mean,pda_r1_lx0.5_lp0.01,0.74,0.7398959583833533,False,False,,
OpenBMI,outcome,2,1,53,full_pda,pda_r1_lx0.5_lp0.01,0.71,0.7092731829573935,False,False,,
OpenBMI,outcome,2,1,53,correct_adapter,pda_r1_lx0.5_lp0.01,0.71,0.7092731829573935,False,False,,
OpenBMI,outcome,2,1,53,wrong_adapter,pda_r1_lx0.5_lp0.01,0.74,0.7390606182256123,False,False,21,
OpenBMI,outcome,2,1,53,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.63,0.6009060511271707,False,False,,9
OpenBMI,outcome,2,2,9,population,pda_r1_lx0.5_lp0.01,0.76,0.7596153846153846,False,False,,
OpenBMI,outcome,2,2,9,intercept_only,pda_r1_lx0.5_lp0.01,0.76,0.7599039615846338,False,False,,
OpenBMI,outcome,2,2,9,ordinary_adapter,pda_r1_lx0.5_lp0.01,0.76,0.7599039615846338,False,False,,
OpenBMI,outcome,2,2,9,single_session,pda_r1_lx0.5_lp0.01,0.76,0.7591328783621036,False,False,,
OpenBMI,outcome,2,2,9,mean_pooled,pda_r1_lx0.5_lp0.01,0.71,0.6991389148251893,False,False,,
OpenBMI,outcome,2,2,9,no_crossfit,pda_r1_lx0.5_lp0.01,0.71,0.6991389148251893,False,False,,
OpenBMI,outcome,2,2,9,crossfit_mean,pda_r1_lx0.5_lp0.01,0.71,0.6991389148251893,False,False,,
OpenBMI,outcome,2,2,9,full_pda,pda_r1_lx0.5_lp0.01,0.71,0.6991389148251893,False,False,,
OpenBMI,outcome,2,2,9,correct_adapter,pda_r1_lx0.5_lp0.01,0.71,0.6991389148251893,False,False,,
OpenBMI,outcome,2,2,9,wrong_adapter,pda_r1_lx0.5_lp0.01,0.65,0.6457131288591963,False,False,45,
OpenBMI,outcome,2,2,9,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.58,0.5,False,False,,10
OpenBMI,outcome,2,2,10,population,pda_r1_lx0.5_lp0.01,0.63,0.6129302228266555,False,False,,
OpenBMI,outcome,2,2,10,intercept_only,pda_r1_lx0.5_lp0.01,0.63,0.6129302228266555,False,False,,
OpenBMI,outcome,2,2,10,ordinary_adapter,pda_r1_lx0.5_lp0.01,0.64,0.625,False,False,,
OpenBMI,outcome,2,2,10,single_session,pda_r1_lx0.5_lp0.01,0.55,0.4357366771159875,False,False,,
OpenBMI,outcome,2,2,10,mean_pooled,pda_r1_lx0.5_lp0.01,0.5599999999999999,0.48574100046750823,False,False,,
OpenBMI,outcome,2,2,10,no_crossfit,pda_r1_lx0.5_lp0.01,0.59,0.5523528769516323,False,False,,
OpenBMI,outcome,2,2,10,crossfit_mean,pda_r1_lx0.5_lp0.01,0.5599999999999999,0.48574100046750823,False,False,,
OpenBMI,outcome,2,2,10,full_pda,pda_r1_lx0.5_lp0.01,0.5599999999999999,0.48574100046750823,False,False,,
OpenBMI,outcome,2,2,10,correct_adapter,pda_r1_lx0.5_lp0.01,0.5599999999999999,0.48574100046750823,False,False,,
OpenBMI,outcome,2,2,10,wrong_adapter,pda_r1_lx0.5_lp0.01,0.63,0.5960257670051315,False,False,53,
OpenBMI,outcome,2,2,10,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.6599999999999999,0.6578099838969405,False,False,,16
OpenBMI,outcome,2,2,16,population,pda_r1_lx0.5_lp0.01,0.9299999999999999,0.9299929992999301,False,False,,
OpenBMI,outcome,2,2,16,intercept_only,pda_r1_lx0.5_lp0.01,0.9199999999999999,0.9199679871948779,False,False,,
OpenBMI,outcome,2,2,16,ordinary_adapter,pda_r1_lx0.5_lp0.01,0.95,0.949874686716792,False,False,,
OpenBMI,outcome,2,2,16,single_session,pda_r1_lx0.5_lp0.01,0.63,0.5713127099988413,False,False,,
OpenBMI,outcome,2,2,16,mean_pooled,pda_r1_lx0.5_lp0.01,0.86,0.8572011423908609,False,False,,
OpenBMI,outcome,2,2,16,no_crossfit,pda_r1_lx0.5_lp0.01,0.89,0.8886526976414617,False,False,,
