frame_index,global_index,task,subject_id,session_id,event_label,fold,seed,purpose,group_count_before,selected_count
13089,13089,erp,12,1,NonTarget,1,1,train_geometry,1650,32
13092,13092,erp,12,1,Target,1,1,train_geometry,330,32
13110,13110,erp,12,1,NonTarget,1,1,train_geometry,1650,32
13114,13114,erp,12,1,NonTarget,1,1,train_geometry,1650,32
13194,13194,erp,12,1,NonTarget,1,1,train_geometry,1650,32
13201,13201,erp,12,1,NonTarget,1,1,train_geometry,1650,32
13209,13209,erp,12,1,NonTarget,1,1,train_geometry,1650,32
13241,13241,erp,12,1,Target,1,1,train_geometry,330,32
13253,13253,erp,12,1,Target,1,1,train_geometry,330,32
13312,13312,erp,12,1,Target,1,1,train_geometry,330,32
13357,13357,erp,12,1,Target,1,1,train_geometry,330,32
13382,13382,erp,12,1,Target,1,1,train_geometry,330,32
13402,13402,erp,12,1,NonTarget,1,1,train_geometry,1650,32
13418,13418,erp,12,1,Target,1,1,train_geometry,330,32
13432,13432,erp,12,1,NonTarget,1,1,train_geometry,1650,32
13518,13518,erp,12,1,NonTarget,1,1,train_geometry,1650,32
13601,13601,erp,12,1,Target,1,1,train_geometry,330,32
13629,13629,erp,12,1,Target,1,1,train_geometry,330,32
13658,13658,erp,12,1,Target,1,1,train_geometry,330,32
13679,13679,erp,12,1,NonTarget,1,1,train_geometry,1650,32
13681,13681,erp,12,1,NonTarget,1,1,train_geometry,1650,32
13746,13746,erp,12,1,NonTarget,1,1,train_geometry,1650,32
13765,13765,erp,12,1,Target,1,1,train_geometry,330,32
13841,13841,erp,12,1,NonTarget,1,1,train_geometry,1650,32
13872,13872,erp,12,1,Target,1,1,train_geometry,330,32
13920,13920,erp,12,1,NonTarget,1,1,train_geometry,1650,32
13949,13949,erp,12,1,Target,1,1,train_geometry,330,32
13965,13965,erp,12,1,Target,1,1,train_geometry,330,32
13974,13974,erp,12,1,Target,1,1,train_geometry,330,32
14014,14014,erp,12,1,NonTarget,1,1,train_geometry,1650,32
14047,14047,erp,12,1,Target,1,1,train_geometry,330,32
14112,14112,erp,12,1,Target,1,1,train_geometry,330,32
14115,14115,erp,12,1,NonTarget,1,1,train_geometry,1650,32
14133,14133,erp,12,1,NonTarget,1,1,train_geometry,1650,32
14150,14150,erp,12,1,NonTarget,1,1,train_geometry,1650,32
14159,14159,erp,12,1,Target,1,1,train_geometry,330,32
14172,14172,erp,12,1,NonTarget,1,1,train_geometry,1650,32
14198,14198,erp,12,1,Target,1,1,train_geometry,330,32
14210,14210,erp,12,1,NonTarget,1,1,train_geometry,1650,32
14226,14226,erp,12,1,Target,1,1,train_geometry,330,32
14233,14233,erp,12,1,Target,1,1,train_geometry,330,32
14267,14267,erp,12,1,Target,1,1,train_geometry,330,32
14269,14269,erp,12,1,Target,1,1,train_geometry,330,32
14291,14291,erp,12,1,NonTarget,1,1,train_geometry,1650,32
14297,14297,erp,12,1,Target,1,1,train_geometry,330,32
14337,14337,erp,12,1,Target,1,1,train_geometry,330,32
14398,14398,erp,12,1,NonTarget,1,1,train_geometry,1650,32
14399,14399,erp,12,1,Target,1,1,train_geometry,330,32
14439,14439,erp,12,1,NonTarget,1,1,train_geometry,1650,32
14446,14446,erp,12,1,NonTarget,1,1,train_geometry,1650,32
14502,14502,erp,12,1,NonTarget,1,1,train_geometry,1650,32
14518,14518,erp,12,1,Target,1,1,train_geometry,330,32
14567,14567,erp,12,1,Target,1,1,train_geometry,330,32
