frame_index,global_index,task,subject_id,session_id,event_label,fold,seed,purpose,group_count_before,selected_count
8745,8745,erp,11,1,NonTarget,0,1,train_geometry,1650,32
8811,8811,erp,11,1,NonTarget,0,1,train_geometry,1650,32
8832,8832,erp,11,1,Target,0,1,train_geometry,330,32
8833,8833,erp,11,1,NonTarget,0,1,train_geometry,1650,32
8848,8848,erp,11,1,Target,0,1,train_geometry,330,32
8858,8858,erp,11,1,Target,0,1,train_geometry,330,32
8871,8871,erp,11,1,Target,0,1,train_geometry,330,32
8903,8903,erp,11,1,Target,0,1,train_geometry,330,32
8922,8922,erp,11,1,Target,0,1,train_geometry,330,32
8949,8949,erp,11,1,NonTarget,0,1,train_geometry,1650,32
8960,8960,erp,11,1,NonTarget,0,1,train_geometry,1650,32
8982,8982,erp,11,1,Target,0,1,train_geometry,330,32
9009,9009,erp,11,1,NonTarget,0,1,train_geometry,1650,32
9034,9034,erp,11,1,Target,0,1,train_geometry,330,32
9069,9069,erp,11,1,NonTarget,0,1,train_geometry,1650,32
9093,9093,erp,11,1,Target,0,1,train_geometry,330,32
9115,9115,erp,11,1,NonTarget,0,1,train_geometry,1650,32
9121,9121,erp,11,1,NonTarget,0,1,train_geometry,1650,32
9133,9133,erp,11,1,NonTarget,0,1,train_geometry,1650,32
9181,9181,erp,11,1,Target,0,1,train_geometry,330,32
9211,9211,erp,11,1,NonTarget,0,1,train_geometry,1650,32
9217,9217,erp,11,1,Target,0,1,train_geometry,330,32
9247,9247,erp,11,1,NonTarget,0,1,train_geometry,1650,32
9272,9272,erp,11,1,NonTarget,0,1,train_geometry,1650,32
9323,9323,erp,11,1,NonTarget,0,1,train_geometry,1650,32
9365,9365,erp,11,1,NonTarget,0,1,train_geometry,1650,32
9373,9373,erp,11,1,Target,0,1,train_geometry,330,32
9386,9386,erp,11,1,NonTarget,0,1,train_geometry,1650,32
9395,9395,erp,11,1,NonTarget,0,1,train_geometry,1650,32
9448,9448,erp,11,1,NonTarget,0,1,train_geometry,1650,32
9490,9490,erp,11,1,NonTarget,0,1,train_geometry,1650,32
9492,9492,erp,11,1,Target,0,1,train_geometry,330,32
9543,9543,erp,11,1,Target,0,1,train_geometry,330,32
9559,9559,erp,11,1,NonTarget,0,1,train_geometry,1650,32
9565,9565,erp,11,1,Target,0,1,train_geometry,330,32
9566,9566,erp,11,1,NonTarget,0,1,train_geometry,1650,32
9614,9614,erp,11,1,Target,0,1,train_geometry,330,32
9626,9626,erp,11,1,Target,0,1,train_geometry,330,32
9702,9702,erp,11,1,Target,0,1,train_geometry,330,32
9730,9730,erp,11,1,Target,0,1,train_geometry,330,32
9806,9806,erp,11,1,Target,0,1,train_geometry,330,32
9870,9870,erp,11,1,NonTarget,0,1,train_geometry,1650,32
9901,9901,erp,11,1,NonTarget,0,1,train_geometry,1650,32
9904,9904,erp,11,1,NonTarget,0,1,train_geometry,1650,32
10097,10097,erp,11,1,NonTarget,0,1,train_geometry,1650,32
10112,10112,erp,11,1,Target,0,1,train_geometry,330,32
10195,10195,erp,11,1,NonTarget,0,1,train_geometry,1650,32
10231,10231,erp,11,1,Target,0,1,train_geometry,330,32
