task,fold,session,variant,mean_relative_P_movement,median_relative_P_movement,max_C_preservation_abs_error,label
OpenBMI_SSVEP,0,S1,PCA_POSITIVE_ONLY_ROUTING,0.21059854328632355,0.19990307092666626,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,0,S1,SHUFFLED_UTILITY_ROUTING,0.025228841230273247,0.019500602036714554,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,0,S1,PCA_SIGNED_UTILITY_ROUTING,0.21059854328632355,0.19990307092666626,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,0,S1,RANDOM_BASIS_0,0.0036809577140957117,0.0029335631988942623,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,0,S1,RANDOM_BASIS_1,0.0027791960164904594,0.0019808420911431313,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,0,S1,RANDOM_BASIS_2,0.0024061035364866257,0.0018523172475397587,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,0,S1,RANDOM_BASIS_3,0.002130296779796481,0.0015435904497280717,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,0,S1,RANDOM_BASIS_4,0.0031704336870461702,0.002509131096303463,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,0,S2,PCA_POSITIVE_ONLY_ROUTING,0.20145952701568604,0.1932428777217865,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,0,S2,SHUFFLED_UTILITY_ROUTING,0.0274296086281538,0.019137155264616013,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,0,S2,PCA_SIGNED_UTILITY_ROUTING,0.20145952701568604,0.1932428777217865,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,0,S2,RANDOM_BASIS_0,0.003972056787461042,0.003084910335019231,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,0,S2,RANDOM_BASIS_1,0.002856718609109521,0.0019830039236694574,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,0,S2,RANDOM_BASIS_2,0.0025495835579931736,0.0019138730131089687,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,0,S2,RANDOM_BASIS_3,0.002385370433330536,0.0016736604738980532,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,0,S2,RANDOM_BASIS_4,0.0032259055878967047,0.002447233535349369,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
