projector_id,overlap,principal_angles_rad,mean_angle_rad,max_angle_rad
11,0.3648592531681061,"[0.47271704926569524, 0.5562912908701902, 0.6052042920436352, 0.6513928261810946, 0.6850894910176483, 0.7329921117919043, 0.8466434554776285, 0.9156778863902322, 0.9366461416858594, 1.0191526080630307, 1.153886386319589, 1.1594545919539094, 1.3235617285695394, 1.399622063026066, 1.4688406040630604, 1.505303145838239]",0.9645297295348326,1.505303145838239
12,0.3330478072166443,"[0.2828141508474416, 0.42070504335433184, 0.594543079647195, 0.7347853366642471, 0.7934814039423754, 0.8802063761335426, 0.9106492870838511, 0.9825249352376474, 1.0367828758983904, 1.1624374973669203, 1.2378766644543808, 1.2963907215707993, 1.3221881300293103, 1.3465251290444888, 1.361519138263267, 1.5012842937894213]",0.9915446289579756,1.5012842937894213
13,0.33628618717193604,"[0.42989341992575714, 0.5125733357092379, 0.5452118652904229, 0.643178703205408, 0.7472496453335622, 0.8186775945650041, 0.851862816387548, 0.9597450875155542, 1.0512857990019804, 1.1036099314158627, 1.2304814225877956, 1.3559440644804441, 1.398814299396369, 1.4533197307174723, 1.4902424239916134, 1.5690639156733293]",1.0100721284498353,1.5690639156733293
14,0.3136206865310669,"[0.5181549044194049, 0.5447982495540882, 0.6763224887382668, 0.6873791364940407, 0.7713443564109996, 0.8942105253941106, 0.9430975802500643, 0.9830723992393917, 1.0897803765174219, 1.1104743321379535, 1.2343113596256223, 1.2438963974665371, 1.3066239207216985, 1.3727690046524292, 1.3794513876815084, 1.5364954314763337]",1.018261365673742,1.5364954314763337
15,0.3508830666542053,"[0.4161632386016959, 0.42711267460943925, 0.46660706024349596, 0.5749120560063363, 0.7193934521312402, 0.8310096176546068, 0.9198031811164336, 0.9992963743352647, 1.039438165219862, 1.1494968221736372, 1.1512074677869366, 1.2661711218915386, 1.3243074098994483, 1.4300519822915885, 1.4810566956462607, 1.569680805808287]",0.9853567578385044,1.569680805808287
16,0.32907992601394653,"[0.4044649792042998, 0.4868688433474611, 0.6015424008614366, 0.6935358367787429, 0.7992956900644237, 0.8251670121818339, 0.9254561618513704, 0.9832319704103926, 1.060074119299351, 1.1549513628070267, 1.1846970736610516, 1.2810144508813355, 1.3166940586544233, 1.3486239540165903, 1.4595672744598516, 1.5171657805017245]",1.0026469355613323,1.5171657805017245
17,0.31165289878845215,"[0.3596272559489885, 0.42370874140302883, 0.6444267574208039, 0.7461871165663673, 0.7978964844133992, 0.8628324424895417, 0.9772354177305138, 1.0244305837657932, 1.110640392131335, 1.1704131496412316, 1.233563493098737, 1.274666249557188, 1.3612849011877493, 1.4484776671160455, 1.4983904748230226, 1.543941751127077]",1.0298576799013013,1.543941751127077
18,0.3502790331840515,"[0.3589107805529425, 0.42581763082221624, 0.5210068651232561, 0.6001065701614285, 0.6757156712527211, 0.8537886469541738, 0.8882286330477931, 0.9837311953059212, 1.0641691959306807, 1.1060805599289265, 1.2181265726324404, 1.2783168381552246, 1.3571739202564332, 1.4342780839351656, 1.4564696598211329, 1.503084311164947]",0.9828128209403377,1.503084311164947
19,0.38896945118904114,"[0.29365754560388246, 0.39173864335267705, 0.5465339745025444, 0.5758583879811896, 0.6959293145033979, 0.7410850753868098, 0.7635724965260139, 0.9176576136471343, 0.9922214029841515, 1.0381450623852342, 1.0733856213568729, 1.2412996230957618, 1.3249284488348723, 1.3855602803441234, 1.4633435222513715, 1.5328566358479654]",0.9361108530377501,1.5328566358479654
20,0.31139039993286133,"[0.39152566499058744, 0.555972849553561, 0.7076566498787656, 0.7508142889923025, 0.7983717541006069, 0.8585042576277638, 0.9361442333911173, 1.0113446097410603, 1.0979018049954299, 1.1238976881276839, 1.213058973164787, 1.2569216415882667, 1.2764087740240626, 1.3872647179306814, 1.440129306038145, 1.5503376076100595]",1.02226592635968,1.5503376076100595
21,0.36443719267845154,"[0.40264703262527823, 0.45352584033019055, 0.5139949340401039, 0.5785832890465389, 0.718813554577687, 0.784545822766618, 0.900770399825582, 0.9193338210730367, 0.9867528093922044, 1.0641377281433761, 1.1591021785378677, 1.2565715604087684, 1.3262577644365796, 1.3979380741748215, 1.4581632125090078, 1.5441485933946455]",0.9665804134551441,1.5441485933946455
22,0.2921353876590729,"[0.3784656303955486, 0.6169282891224277, 0.7008066466278879, 0.7658901607929535, 0.8188456089249216, 0.8678056732018921, 0.9955004599629714, 1.026601333406061, 1.127410681157491, 1.2121801852294276, 1.231310551323407, 1.3029957873424212, 1.3348977938569488, 1.377953781250794, 1.469513160935133, 1.512667929225648]",1.0462358545472459,1.512667929225648
23,0.3085039258003235,"[0.5025280410444646, 0.5689501923905849, 0.7143130519452003, 0.7528834199964605, 0.8499354857689748, 0.886363679763723, 0.9403352855174644, 0.9547284964784604, 1.040865402271678, 1.0921377156772596, 1.1636801762301472, 1.2356970719719989, 1.3014950260789637, 1.4142723516012485, 1.4682858243373604, 1.56513743903299]",1.028225541256686,1.56513743903299
24,0.3711206316947937,"[0.3941514279035181, 0.49841652442364887, 0.5699550338808299, 0.6322124720313136, 0.7309689172337208, 0.7869601007405781, 0.8390871763107051, 0.8862591620247192, 0.9992134845514011, 1.0459356982998613, 1.0793724906503293, 1.1890303826163926, 1.289280645028724, 1.3381985165612673, 1.4353720851215008, 1.5315539628791737]",0.9528730050161052,1.5315539628791737
25,0.3339427709579468,"[0.4149094315873108, 0.5241756761955294, 0.6084720848914673, 0.6528885748464975, 0.7582404963513912, 0.8523657842377117, 0.9055434265518013, 0.9427473433021194, 0.966771652292261, 1.1788890293420922, 1.2000458327804795, 1.2824697184191503, 1.3534978668624684, 1.395031027260141, 1.4841458197351751, 1.5607473027374728]",1.0050588167120669,1.5607473027374728
26,0.32420143485069275,"[0.26621408603465324, 0.47440450543794543, 0.5642588912939576, 0.7492064639821234, 0.7852703730320149, 0.8857839071952511, 0.9239279377894296, 0.9655408288818914, 1.0882140419550859, 1.144123530120884, 1.193095695976243, 1.33727408659321, 1.3778442685438899, 1.4531978941168104, 1.541548017241863, 1.5704316385474382]",1.0200210104214182,1.5704316385474382
27,0.32996705174446106,"[0.3999425516373918, 0.43085907190783573, 0.6299563902150006, 0.6574233398725982, 0.7844272154053081, 0.7958958957609086, 0.9197281479769941, 0.9876656341306631, 1.0609811100975404, 1.1635528905940677, 1.2109549065596237, 1.2753539541830468, 1.3515904541923298, 1.464624696656289, 1.520713047103864, 1.556996936726484]",1.0131666401887467,1.556996936726484
28,0.3266848623752594,"[0.4289131649577868, 0.5617798045213229, 0.5924764413573875, 0.7248918333388451, 0.7792575236291884, 0.790340522640175, 0.9085412189500702, 0.9579731087535569, 1.0684818106491056, 1.0987608494260614, 1.1830460533991534, 1.2766509127054224, 1.358054651245629, 1.456181101522941, 1.529066063748899, 1.563669800093861]",1.0173803038087128,1.563669800093861
29,0.32587045431137085,"[0.4179991793310383, 0.5005836309902022, 0.5439868304604211, 0.6545968286343834, 0.7491806340830316, 0.8519140593951717, 0.9263921098752084, 1.0190950287822558, 1.0765879183408429, 1.1312317951213333, 1.2426904951099, 1.3331939050960853, 1.3930763431843018, 1.3986615066347061, 1.475566358073975, 1.4859664515477664]",1.012545192166289,1.4859664515477664
30,0.3266286849975586,"[0.36967194323362945, 0.5129476033572062, 0.5681055338571749, 0.6724905888976707, 0.7059161882971621, 0.8386331153087246, 0.9162455799103814, 1.031187353325942, 1.0876748659207311, 1.160294252056552, 1.2350655068979506, 1.2866690852880216, 1.4257872622828822, 1.4380061946836655, 1.4539569070969482, 1.5588955050960205]",1.0163467178444163,1.5588955050960205
31,0.31626731157302856,"[0.3404234985104449, 0.5686471294035141, 0.598526037096372, 0.6733223138163031, 0.7954117347132315, 0.8764724634855133, 0.9630418947328864, 1.0484517019054866, 1.0784770612360437, 1.131803967734562, 1.2474172343089125, 1.274043033012537, 1.3145674817465403, 1.4008521931958646, 1.4748280335830433, 1.5380595734061777]",1.0202715844929646,1.5380595734061777
32,0.288274884223938,"[0.4486909722598909, 0.4889431505963328, 0.6147928190009517, 0.7524187709334134, 0.8242860143188179, 0.8980615262042043, 0.9703940728198615, 1.0952952006448706, 1.2058640770763125, 1.2179081327255827, 1.290075077512289, 1.3418143850418882, 1.3873530742286342, 1.4155608579113264, 1.4870289643434007, 1.5121427688921092]",1.0594143665318678,1.5121427688921092
33,0.32236427068710327,"[0.5106271588886618, 0.5454756000553566, 0.6336005776612721, 0.7035470053771551, 0.8027486611923322, 0.8905730201814133, 0.9006003384356905, 0.9678511908284678, 1.043162375322263, 1.05016874194999, 1.1587611355874492, 1.251616575702682, 1.3425139032244782, 1.4135109445168692, 1.4581251885985973, 1.5377303600365428]",1.0131632985974512,1.5377303600365428
34,0.32323193550109863,"[0.3876564624566551, 0.5298827145807875, 0.5739662905819248, 0.7062445584819924, 0.7726147170091966, 0.8360647086655469, 0.9065848820337933, 1.009724610718961, 1.1260461147030265, 1.138320541120768, 1.2296695698787965, 1.2956055725259552, 1.3122752731749192, 1.3685159980037602, 1.486951181848331, 1.5322696697444642]",1.0132745540955548,1.5322696697444642
35,0.3463382124900818,"[0.5201064147356742, 0.5705590993341416, 0.5819725353244961, 0.6646949443570593, 0.6948450467752794, 0.7328000270533244, 0.8710459560575794, 0.9777384218873943, 1.0669686346114104, 1.0928434963002154, 1.1478514652877951, 1.178407121650614, 1.2751093702488392, 1.3597378618339488, 1.5014179015133735, 1.562642932740111]",0.9874213268569535,1.562642932740111
36,0.33901476860046387,"[0.41792023294360275, 0.6200602229883102, 0.6338982829550837, 0.6935351548779161, 0.712748531078168, 0.7815978470667854, 0.8053708667611857, 0.9304890497686099, 1.0640929576626947, 1.124735643106443, 1.2020816522139206, 1.247586528338972, 1.298050951451166, 1.3648778536842516, 1.4954500905479153, 1.5491523505805183]",0.9963530135015963,1.5491523505805183
37,0.33417606353759766,"[0.4385052351277605, 0.4953828168579148, 0.5946968451846064, 0.6454235158691923, 0.7816535091018509, 0.7908948816093292, 0.8849461403973411, 0.9616217757968617, 1.0919922153802442, 1.1269517476530941, 1.2070196891544156, 1.2531100960674457, 1.3522473358738052, 1.411505760869124, 1.4772786472496553, 1.5527958855858133]",1.0041266311111534,1.5527958855858133
38,0.3276281952857971,"[0.4458841584279835, 0.503634394396284, 0.557128959039244, 0.7562126238564321, 0.7868853702761889, 0.8428071982094545, 0.9246571357280198, 0.9862017760506769, 1.030984779195175, 1.087126475575262, 1.1905108176241845, 1.242836383396396, 1.314902161674971, 1.4752210570269395, 1.4837470413282132, 1.5520382220990767]",1.0112986596190314,1.5520382220990767
39,0.3881797790527344,"[0.35058979373939586, 0.41973186815602015, 0.4949477603751288, 0.6105081153156618, 0.6532072079634905, 0.7494135539024895, 0.8042257530928382, 0.8872395441391249, 1.0077670783661425, 1.0928516002176554, 1.1518932624285911, 1.2003179708056504, 1.2410423766853922, 1.343220498199147, 1.3569718775913104, 1.4771240273627257]",0.9275657680212976,1.4771240273627257
40,0.3805634379386902,"[0.378659473553128, 0.5451763555562074, 0.5707575289739576, 0.610242910538694, 0.6878606032033464, 0.7023370724132836, 0.8427037077315588, 0.9116431752886995, 0.9579700051445407, 0.9928485884113462, 1.0881479906174343, 1.2159752481802328, 1.2520334769107395, 1.389812251815044, 1.4565437914450807, 1.4792222999339966]",0.9426209049823306,1.4792222999339966
41,0.3123360276222229,"[0.3880386564154878, 0.46273571469019614, 0.6123350745084252, 0.7334707450874698, 0.7691934004708219, 0.9030904961664408, 0.920745253705789, 1.0676302770878012, 1.1514154484519972, 1.182363220915416, 1.2206424931026074, 1.236623509558051, 1.346714292969502, 1.4066677076977896, 1.4749001081284603, 1.5569241134979641]",1.0270931570283888,1.5569241134979641
42,0.34033203125,"[0.49010221336382964, 0.5511767952503642, 0.5717541676026918, 0.6584574571423619, 0.7360722279914211, 0.8398934096768707, 0.8810903265317612, 0.9436365128266037, 1.0174231771327515, 1.0699243900381603, 1.130810542576828, 1.289416546419878, 1.3310612880828814, 1.3955734832604638, 1.4690064791063322, 1.5283359473107803]",0.9939834352696237,1.5283359473107803
43,0.3172417879104614,"[0.4558632411229438, 0.5567678880101415, 0.6221752138134671, 0.6669458020814498, 0.8180685577457253, 0.8898671940914636, 0.9662581463469063, 0.9842162554683537, 1.0710739758539176, 1.119938151080634, 1.1990541317442187, 1.2124648818020436, 1.301586291433032, 1.4253028964892813, 1.4677971406510275, 1.5332496492312553]",1.0181643385603665,1.5332496492312553
44,0.3572089672088623,"[0.2963020291848181, 0.45676727914143866, 0.49613600105642625, 0.6331219674004487, 0.6757053628535532, 0.8125306533369194, 0.8430084508837545, 0.9063538373840936, 1.0690169563868774, 1.12976339568771, 1.2080402380961157, 1.343673015218489, 1.3906895458782178, 1.411964787278194, 1.4365213301181707, 1.5245043236215001]",0.9771311983454205,1.5245043236215001
45,0.33824437856674194,"[0.36584719291038054, 0.5415100378967528, 0.606943412581735, 0.6448228462188844, 0.7232541972631207, 0.8407154757656967, 0.9198486444150051, 0.9860489215197552, 1.0510841660287171, 1.0903706982933934, 1.140717416822489, 1.245870520086565, 1.3413959995398392, 1.43182317917248, 1.4924097705346153, 1.5487296670700892]",0.99821200913247,1.5487296670700892
46,0.34234631061553955,"[0.4102395103817628, 0.5101993657743702, 0.5322980728674819, 0.6318361500663052, 0.7074068031363487, 0.7863469245468775, 0.8901277026049631, 0.9726768339048547, 1.0292478186939227, 1.2029408795063006, 1.2376813040568233, 1.285608832401968, 1.3136700162770298, 1.379508463055107, 1.472204397740302, 1.5624455699674056]",0.995277415311364,1.5624455699674056
47,0.30543726682662964,"[0.43422556897170494, 0.5143661889617623, 0.6123073830136638, 0.7589521887086722, 0.8057388170954319, 0.8554279069784447, 0.9554437144792469, 1.0600365019496827, 1.1008824959093817, 1.1143900924432637, 1.3050552061581076, 1.318330563134708, 1.3415497374508878, 1.387541591093629, 1.459367454304971, 1.5635166644444434]",1.036695754693625,1.5635166644444434
48,0.2977451980113983,"[0.5110538690063113, 0.5520074028408362, 0.6173537922724998, 0.6971273717997849, 0.73377927823222, 0.855617684478893, 1.0073647779321429, 1.0730722401529973, 1.0981006147802863, 1.1952864668065677, 1.2514921029599533, 1.3305845837397328, 1.4351122424901464, 1.4758206762874004, 1.495434958371197, 1.5424150400661738]",1.0544764438885714,1.5424150400661738
49,0.3446587920188904,"[0.3882524087800584, 0.44622493225361115, 0.5699733431557307, 0.6173094728492472, 0.7397625037942523, 0.8518747424623462, 0.8664991338999597, 0.8879696036359854, 1.0568978048619027, 1.1321548448743473, 1.2471032757446954, 1.28014665355469, 1.327230219072174, 1.481450638054201, 1.5315878645483234, 1.544867950403205]",0.9980815869965456,1.544867950403205
50,0.28967076539993286,"[0.5129563083072528, 0.5513851134081442, 0.705969813629121, 0.7503867800366381, 0.8265838591734431, 0.893022828843246, 0.9253485598445238, 1.101554366075019, 1.1316069327018778, 1.1620402469240358, 1.2547991911360283, 1.2844935380029248, 1.3412208489824444, 1.3781213478021879, 1.4571713445695258, 1.5378249781358473]",1.0509053785982663,1.5378249781358473
51,0.31061863899230957,"[0.5070396032110098, 0.5580468432020392, 0.6102269714293961, 0.6867728544333365, 0.7386353850206755, 0.8227451721014486, 0.9045376905256775, 1.0247593677288387, 1.0850518661872612, 1.1661073487865838, 1.311596362524057, 1.317365186010724, 1.4045370516638653, 1.429284741399856, 1.491172522571174, 1.5533750080278788]",1.0382033734264888,1.5533750080278788
52,0.31288063526153564,"[0.487058945925324, 0.5435409040162203, 0.6172414162256782, 0.7238408702852944, 0.774347145579259, 0.8608021155108079, 0.9145914427052487, 1.0048529792837224, 1.0204224322610134, 1.1713239747379658, 1.1940299405569503, 1.344845614790121, 1.3581461372853953, 1.456221428847691, 1.5223750440014838, 1.5569104643318044]",1.0344094285214989,1.5569104643318044
53,0.31172284483909607,"[0.3828317586133632, 0.5255811339235335, 0.6306884768591202, 0.7335895191978038, 0.7698389887443234, 0.8309004274097419, 1.0027709494803703, 1.0298791225946182, 1.1293908857124288, 1.150624027538843, 1.200939894345991, 1.2224586805811535, 1.394052730137542, 1.4399590652358931, 1.4954705627678277, 1.5484745217166593]",1.0304656715537008,1.5484745217166593
54,0.34506723284721375,"[0.37619178505483325, 0.4202718584030875, 0.4697830022400488, 0.6671640246245101, 0.7775923685045195, 0.8797823325197995, 0.9365929233963297, 0.9983282634261148, 1.0146689946110674, 1.119939954828793, 1.1866998323536047, 1.2164332355136518, 1.3201989515467991, 1.3481875891600206, 1.464303254766734, 1.5410860798135886]",0.9835765281727188,1.5410860798135886
55,0.34716543555259705,"[0.32975440108156545, 0.5023298356640847, 0.5729714542177893, 0.6704456703480811, 0.7919000182792477, 0.8308850447690919, 0.8834025422628015, 0.9760916476681759, 1.0016276918317337, 1.0654220968889063, 1.1495376848765289, 1.2663107647498022, 1.3129557667278307, 1.3712997675589689, 1.4303206161830853, 1.5414291562199343]",0.9810427599579767,1.5414291562199343
56,0.35380125045776367,"[0.3801853032705102, 0.5048059707507212, 0.5777106583368614, 0.6863505286154457, 0.7579935524166902, 0.8310056348125279, 0.8492242694501411, 0.9639888509231589, 0.980232385023083, 1.0730048611165812, 1.1399066338948625, 1.2003105652040362, 1.2697307548595642, 1.3438115087800742, 1.4890948044038705, 1.5636773117273135]",0.9756895995990901,1.5636773117273135
57,0.3167235255241394,"[0.3870532203824481, 0.4779449458188005, 0.6486293696909113, 0.7456858741359723, 0.8040802341160656, 0.8585404228384226, 0.9271969382850407, 1.0120399914560758, 1.0622375860054005, 1.146920346820322, 1.18135509429097, 1.313173808201295, 1.3308548917403147, 1.439192414532427, 1.4833896409614429, 1.5450631187388713]",1.0227098686259237,1.5450631187388713
58,0.34818172454833984,"[0.3955805837287572, 0.4978393787546911, 0.5903609001936654, 0.6664655626141984, 0.7543946836918689, 0.8325699034536166, 0.8507385571364499, 0.9290031312456655, 0.9653764460167462, 1.069754812133146, 1.2208707656090634, 1.2720145278874364, 1.328225407711752, 1.3590304433446234, 1.5339903693915604, 1.55116076723338]",0.9885860150091638,1.55116076723338
59,0.3385941982269287,"[0.46008365659910516, 0.5360323631249556, 0.5902002236777134, 0.653972762298835, 0.7453759408519456, 0.7967542874985861, 0.8763153545323531, 0.9814707884790895, 1.0351831230201183, 1.1580265545611492, 1.1913763003066267, 1.255224590179278, 1.2817587704637008, 1.3490051505266731, 1.4217432634247666, 1.530723175374777]",0.9914528940574795,1.530723175374777
60,0.3143973648548126,"[0.4112046727756118, 0.5599885579775945, 0.6664820681666763, 0.694314314145385, 0.8166677828882056, 0.8771394859291761, 0.8958138233032245, 0.9770652189304213, 1.0585494137301834, 1.1258437060036541, 1.2130846793362926, 1.2981984105555826, 1.36292399971707, 1.4547965534954634, 1.4974238377542264, 1.5396492451032335]",1.0280716106132501,1.5396492451032335
61,0.33628445863723755,"[0.4419065857503077, 0.5386825065620021, 0.6038932929294499, 0.6964578406500259, 0.7524827682501573, 0.7987472127762384, 0.8609894678649522, 0.9072503164816925, 1.0377567548245816, 1.174287336272944, 1.2032119326687538, 1.234646240101679, 1.3318965214936158, 1.4356290747092975, 1.44689660080037, 1.5231308417504117]",0.9992415808679049,1.5231308417504117
62,0.35891056060791016,"[0.3488978442423358, 0.4397798810507548, 0.4784377843328699, 0.5797656753902561, 0.6471643820147333, 0.7530297815687678, 0.8727379035516085, 0.964062664444222, 1.0914446097349508, 1.1622201201384268, 1.1987009921490819, 1.2947348315639549, 1.3439033592648082, 1.4454593182362223, 1.5298653919444591, 1.5427068134249566]",0.9808069595657756,1.5427068134249566
63,0.36367616057395935,"[0.38537829506660454, 0.4460627783787714, 0.544364376170529, 0.613987771481748, 0.7082606513582276, 0.7670172630979588, 0.791068606287577, 0.9330348825587472, 1.0082393720334357, 1.1315855377861035, 1.175460145338545, 1.2959526628861404, 1.3474770186309126, 1.3739267581952381, 1.4341477075408267, 1.474656844246725]",0.9644137919411305,1.474656844246725
64,0.31751441955566406,"[0.36699668000678237, 0.5989529359187646, 0.642423711958112, 0.7166548329652656, 0.7845944209384196, 0.8753420919338004, 0.93370283081768, 0.9830487864143844, 1.0358150208017491, 1.1036038369920105, 1.1712931759323713, 1.2892115262891608, 1.4092718782234157, 1.4316437733773242, 1.499331826309713, 1.5148400589885183]",1.022295461741717,1.5148400589885183
65,0.3402963876724243,"[0.4390787664989164, 0.5783337702915823, 0.6146113406142162, 0.6531798912082951, 0.6820547588280854, 0.8188797767214036, 0.8977362658745626, 0.9949783185039668, 1.0226940209532274, 1.100493157559758, 1.169673245134438, 1.178539273023129, 1.3337973115729616, 1.3971252698154897, 1.4684363342570548, 1.5398689526977212]",0.9930925283471754,1.5398689526977212
66,0.3364359736442566,"[0.41792443315664013, 0.521774135623436, 0.5849628570889744, 0.7053960386761607, 0.7646327755806277, 0.8330151847216456, 0.8579693200364671, 0.9264529964772076, 1.0827675270560477, 1.1141865430702, 1.190940748435275, 1.2029008896943687, 1.354512027227795, 1.4084648507533948, 1.504481077806334, 1.526135373792198]",0.9997822986997983,1.526135373792198
67,0.31650346517562866,"[0.4522144578282351, 0.5658186353157278, 0.6051093020970567, 0.7196034243936249, 0.8220437471312771, 0.8872830546853238, 0.9478159084283265, 0.9843470329530178, 1.0617602917525932, 1.142725151333966, 1.1718172098645527, 1.179097632101823, 1.3526034098235518, 1.4050795660101991, 1.4693344686529362, 1.5444092434719874]",1.0194414084902625,1.5444092434719874
68,0.31463563442230225,"[0.31682890334829383, 0.5162104614465794, 0.6227075815316178, 0.7396312672656016, 0.8129257148243014, 0.9109932372906542, 0.950327738570966, 1.011784302193194, 1.1077571500143006, 1.139874459463853, 1.2194165419172989, 1.2385244195599767, 1.3193822437759295, 1.4005648475932957, 1.469646226161444, 1.524352999535264]",1.0188080059057858,1.524352999535264
69,0.33983123302459717,"[0.4380077420925474, 0.5533742147397125, 0.6263367791332585, 0.6902432159954868, 0.7372003794729013, 0.8207206508606844, 0.8606072372991401, 0.9147891272472362, 1.0082058208725397, 1.089238964535531, 1.150440145624758, 1.215050387749734, 1.3792844144544896, 1.4908792655058782, 1.5165340477196836, 1.5616360380270038]",1.0032842769581616,1.5616360380270038
70,0.37601637840270996,"[0.4181334543940384, 0.4672619617625435, 0.5308759793495503, 0.6077570887908555, 0.6935879451898291, 0.7942746294850196, 0.8547620692880665, 0.8954785495448254, 0.9499753833135202, 0.9876598481293227, 1.141043389072536, 1.2165187273302107, 1.2924314328999358, 1.3847502335657518, 1.4465952033680887, 1.5288347575950572]",0.950621290817447,1.5288347575950572
71,0.30679816007614136,"[0.40508666540048505, 0.6167516967476205, 0.661582637609243, 0.7937451371206017, 0.8216409151927567, 0.8913337350847955, 0.898371641899438, 0.9493671109587439, 1.0945143291903894, 1.0992033369853924, 1.1916603798474283, 1.2665423776305547, 1.3839415614740427, 1.4297501530910774, 1.5421700939895497, 1.5507603159544663]",1.0372763805110365,1.5507603159544663
72,0.30412083864212036,"[0.41432708490783915, 0.5330160097515814, 0.5989107011122149, 0.7394121783452585, 0.786006738766378, 0.8992486157534602, 0.9494473789342721, 1.047056495195287, 1.1443239056445453, 1.1745427170063114, 1.223455335961175, 1.2835108575089151, 1.3695799401711197, 1.4251734342209468, 1.4988864338617132, 1.5583625724965122]",1.0403287749773455,1.5583625724965122
73,0.3118017911911011,"[0.46126855895141533, 0.506656028953921, 0.6088485180924775, 0.7184219298903692, 0.8032921467483504, 0.806587263696662, 0.9605401478145839, 1.0131389995821114, 1.1527591766935978, 1.1590113695399535, 1.235440500036318, 1.2861965494677499, 1.3341399106564702, 1.4052772052540092, 1.4520935016652203, 1.4997806018130708]",1.0252157755535176,1.4997806018130708
