task,metric,projector_id,random_harm_pp,scale_harm_pp
OpenBMI_MI,BA,0,15.02857142857143,11.552380952380949
OpenBMI_MI,BA,1,10.395238095238096,11.552380952380949
OpenBMI_MI,BA,2,9.276190476190475,11.552380952380949
OpenBMI_MI,BA,3,17.409523809523808,11.552380952380949
OpenBMI_MI,BA,4,12.523809523809524,11.552380952380949
OpenBMI_MI,BA,5,14.052380952380952,11.552380952380949
OpenBMI_MI,BA,6,10.747619047619047,11.552380952380949
OpenBMI_MI,BA,7,13.46190476190476,11.552380952380949
OpenBMI_MI,BA,8,12.452380952380949,11.552380952380949
OpenBMI_MI,BA,9,10.904761904761903,11.552380952380949
OpenBMI_MI,BA,10,8.03333333333333,11.552380952380949
OpenBMI_MI,BA,11,11.00952380952381,11.552380952380949
OpenBMI_MI,BA,12,15.238095238095234,11.552380952380949
OpenBMI_MI,BA,13,9.038095238095238,11.552380952380949
OpenBMI_MI,BA,14,14.023809523809522,11.552380952380949
OpenBMI_MI,BA,15,14.38095238095238,11.552380952380949
OpenBMI_MI,BA,16,14.328571428571427,11.552380952380949
OpenBMI_MI,BA,17,15.171428571428573,11.552380952380949
OpenBMI_MI,BA,18,11.266666666666666,11.552380952380949
OpenBMI_MI,BA,19,9.80952380952381,11.552380952380949
OpenBMI_MI,BA,20,13.752380952380951,11.552380952380949
OpenBMI_MI,BA,21,15.404761904761902,11.552380952380949
OpenBMI_MI,BA,22,11.938095238095237,11.552380952380949
OpenBMI_MI,BA,23,8.557142857142857,11.552380952380949
OpenBMI_MI,BA,24,13.971428571428572,11.552380952380949
OpenBMI_MI,BA,25,11.457142857142857,11.552380952380949
OpenBMI_MI,BA,26,14.499999999999998,11.552380952380949
OpenBMI_MI,BA,27,18.585714285714285,11.552380952380949
OpenBMI_MI,BA,28,14.223809523809521,11.552380952380949
OpenBMI_MI,BA,29,10.92857142857143,11.552380952380949
OpenBMI_MI,BA,30,11.519047619047619,11.552380952380949
OpenBMI_MI,BA,31,12.623809523809523,11.552380952380949
OpenBMI_MI,BA,32,14.414285714285713,11.552380952380949
OpenBMI_MI,BA,33,11.74285714285714,11.552380952380949
OpenBMI_MI,BA,34,10.638095238095238,11.552380952380949
OpenBMI_MI,BA,35,12.047619047619044,11.552380952380949
OpenBMI_MI,BA,36,14.538095238095238,11.552380952380949
OpenBMI_MI,BA,37,11.157142857142855,11.552380952380949
OpenBMI_MI,BA,38,12.119047619047617,11.552380952380949
OpenBMI_MI,BA,39,12.157142857142857,11.552380952380949
OpenBMI_MI,BA,40,13.014285714285718,11.552380952380949
OpenBMI_MI,BA,41,12.290476190476186,11.552380952380949
OpenBMI_MI,BA,42,11.23333333333333,11.552380952380949
OpenBMI_MI,BA,43,11.152380952380952,11.552380952380949
OpenBMI_MI,BA,44,14.299999999999999,11.552380952380949
OpenBMI_MI,BA,45,15.58095238095238,11.552380952380949
OpenBMI_MI,BA,46,11.961904761904762,11.552380952380949
OpenBMI_MI,BA,47,8.804761904761902,11.552380952380949
OpenBMI_MI,BA,48,14.309523809523808,11.552380952380949
OpenBMI_MI,BA,49,11.157142857142857,11.552380952380949
OpenBMI_MI,BA,50,15.814285714285711,11.552380952380949
OpenBMI_MI,BA,51,17.199999999999996,11.552380952380949
OpenBMI_MI,BA,52,13.76190476190476,11.552380952380949
OpenBMI_MI,BA,53,13.985714285714282,11.552380952380949
OpenBMI_MI,BA,54,15.871428571428565,11.552380952380949
OpenBMI_MI,BA,55,14.852380952380953,11.552380952380949
OpenBMI_MI,BA,56,15.447619047619042,11.552380952380949
OpenBMI_MI,BA,57,10.63333333333333,11.552380952380949
OpenBMI_MI,BA,58,10.442857142857145,11.552380952380949
OpenBMI_MI,BA,59,9.957142857142857,11.552380952380949
OpenBMI_MI,BA,60,14.042857142857141,11.552380952380949
OpenBMI_MI,BA,61,14.966666666666665,11.552380952380949
OpenBMI_MI,BA,62,13.161904761904767,11.552380952380949
OpenBMI_MI,BA,63,8.399999999999999,11.552380952380949
OpenBMI_MI,BA,64,13.704761904761902,11.552380952380949
OpenBMI_MI,BA,65,12.699999999999998,11.552380952380949
OpenBMI_MI,BA,66,11.61904761904762,11.552380952380949
OpenBMI_MI,BA,67,9.576190476190472,11.552380952380949
OpenBMI_MI,BA,68,12.347619047619045,11.552380952380949
OpenBMI_MI,BA,69,11.923809523809526,11.552380952380949
OpenBMI_MI,BA,70,12.033333333333333,11.552380952380949
OpenBMI_MI,BA,71,10.857142857142858,11.552380952380949
OpenBMI_MI,BA,72,8.799999999999999,11.552380952380949
OpenBMI_MI,BA,73,9.985714285714288,11.552380952380949
OpenBMI_MI,BA,74,13.595238095238097,11.552380952380949
OpenBMI_MI,BA,75,9.23333333333333,11.552380952380949
OpenBMI_MI,BA,76,11.880952380952378,11.552380952380949
OpenBMI_MI,BA,77,13.580952380952382,11.552380952380949
OpenBMI_MI,BA,78,13.17142857142857,11.552380952380949
OpenBMI_MI,BA,79,13.109523809523813,11.552380952380949
OpenBMI_MI,BA,80,12.133333333333336,11.552380952380949
OpenBMI_MI,BA,81,12.742857142857142,11.552380952380949
OpenBMI_MI,BA,82,14.65238095238095,11.552380952380949
OpenBMI_MI,BA,83,12.357142857142858,11.552380952380949
OpenBMI_MI,BA,84,14.7047619047619,11.552380952380949
OpenBMI_MI,BA,85,13.876190476190478,11.552380952380949
OpenBMI_MI,BA,86,12.114285714285716,11.552380952380949
OpenBMI_MI,BA,87,13.552380952380947,11.552380952380949
OpenBMI_MI,BA,88,13.961904761904758,11.552380952380949
OpenBMI_MI,BA,89,12.461904761904762,11.552380952380949
OpenBMI_MI,BA,90,15.204761904761899,11.552380952380949
OpenBMI_MI,BA,91,14.866666666666667,11.552380952380949
OpenBMI_MI,BA,92,12.976190476190478,11.552380952380949
OpenBMI_MI,BA,93,12.999999999999995,11.552380952380949
OpenBMI_MI,BA,94,11.395238095238094,11.552380952380949
OpenBMI_MI,BA,95,10.328571428571427,11.552380952380949
OpenBMI_MI,BA,96,12.385714285714286,11.552380952380949
OpenBMI_MI,BA,97,10.842857142857142,11.552380952380949
OpenBMI_MI,BA,98,13.700000000000001,11.552380952380949
OpenBMI_MI,BA,99,13.338095238095235,11.552380952380949
OpenBMI_MI,macro_F1,0,21.373868592659758,14.099638225325027
OpenBMI_MI,macro_F1,1,12.87868313785562,14.099638225325027
OpenBMI_MI,macro_F1,2,11.143350092381779,14.099638225325027
OpenBMI_MI,macro_F1,3,25.66095785153127,14.099638225325027
OpenBMI_MI,macro_F1,4,15.981313456118976,14.099638225325027
OpenBMI_MI,macro_F1,5,20.028168858977182,14.099638225325027
OpenBMI_MI,macro_F1,6,13.968022700746047,14.099638225325027
OpenBMI_MI,macro_F1,7,18.981474559898707,14.099638225325027
OpenBMI_MI,macro_F1,8,15.680150678823987,14.099638225325027
OpenBMI_MI,macro_F1,9,13.587242043826105,14.099638225325027
OpenBMI_MI,macro_F1,10,9.397695247738733,14.099638225325027
