task,fold,seed,subject_id,session,condition,projector_id,BA,macro_F1,trials
OpenBMI_MI,0,0,4,S1,RandomRank16,65,0.61,0.5882166613873931,100
OpenBMI_MI,0,0,4,S1,RandomRank16,66,0.63,0.5906626839252129,100
OpenBMI_MI,0,0,4,S1,RandomRank16,67,0.62,0.5634191176470589,100
OpenBMI_MI,0,0,4,S1,RandomRank16,68,0.62,0.5703301673450927,100
OpenBMI_MI,0,0,4,S1,RandomRank16,69,0.6,0.5894909688013137,100
OpenBMI_MI,0,0,4,S1,RandomRank16,70,0.63,0.6254681647940075,100
OpenBMI_MI,0,0,4,S1,RandomRank16,71,0.64,0.6216897856242118,100
OpenBMI_MI,0,0,4,S1,RandomRank16,72,0.59,0.5523528769516323,100
OpenBMI_MI,0,0,4,S1,RandomRank16,73,0.61,0.6032956972841013,100
OpenBMI_MI,0,0,4,S1,RandomRank16,74,0.65,0.6368917937545389,100
OpenBMI_MI,0,0,4,S1,RandomRank16,75,0.6200000000000001,0.6186270574066639,100
OpenBMI_MI,0,0,4,S1,RandomRank16,76,0.52,0.4285714285714286,100
OpenBMI_MI,0,0,4,S1,RandomRank16,77,0.62,0.5967741935483871,100
OpenBMI_MI,0,0,4,S1,RandomRank16,78,0.66,0.6550324675324675,100
OpenBMI_MI,0,0,4,S1,RandomRank16,79,0.59,0.5670995670995671,100
OpenBMI_MI,0,0,4,S1,RandomRank16,80,0.52,0.4047619047619047,100
OpenBMI_MI,0,0,4,S1,RandomRank16,81,0.55,0.4590695997115038,100
OpenBMI_MI,0,0,4,S1,RandomRank16,82,0.5,0.3333333333333333,100
OpenBMI_MI,0,0,4,S1,RandomRank16,83,0.53,0.4233836339099497,100
OpenBMI_MI,0,0,4,S1,RandomRank16,84,0.62,0.5924495924495925,100
OpenBMI_MI,0,0,4,S1,RandomRank16,85,0.5,0.3658041603247082,100
OpenBMI_MI,0,0,4,S1,RandomRank16,86,0.53,0.4930428217020817,100
OpenBMI_MI,0,0,4,S1,RandomRank16,87,0.51,0.3551783129359126,100
OpenBMI_MI,0,0,4,S1,RandomRank16,88,0.51,0.3551783129359126,100
OpenBMI_MI,0,0,4,S1,RandomRank16,89,0.59,0.5327635327635327,100
OpenBMI_MI,0,0,4,S1,RandomRank16,90,0.5599999999999999,0.5280995280995281,100
OpenBMI_MI,0,0,4,S1,RandomRank16,91,0.71,0.6991389148251893,100
OpenBMI_MI,0,0,4,S1,RandomRank16,92,0.55,0.4871794871794871,100
OpenBMI_MI,0,0,4,S1,RandomRank16,93,0.58,0.5091164095371669,100
OpenBMI_MI,0,0,4,S1,RandomRank16,94,0.59,0.5899589958995899,100
OpenBMI_MI,0,0,4,S1,RandomRank16,95,0.71,0.7076318177235609,100
OpenBMI_MI,0,0,4,S1,RandomRank16,96,0.6699999999999999,0.6683750376846548,100
OpenBMI_MI,0,0,4,S1,RandomRank16,97,0.5,0.3503118503118503,100
OpenBMI_MI,0,0,4,S1,RandomRank16,98,0.59,0.5327635327635327,100
OpenBMI_MI,0,0,4,S1,RandomRank16,99,0.5,0.3333333333333333,100
OpenBMI_MI,0,0,4,S2,Intact,-1,0.8,0.797077922077922,100
OpenBMI_MI,0,0,4,S2,ScaleCollapse-fixed,-1,0.57,0.483110950835437,100
OpenBMI_MI,0,0,4,S2,RandomRank16,0,0.5700000000000001,0.4724573671942093,100
OpenBMI_MI,0,0,4,S2,RandomRank16,1,0.7,0.6816638370118846,100
OpenBMI_MI,0,0,4,S2,RandomRank16,2,0.6900000000000001,0.6726850385386971,100
OpenBMI_MI,0,0,4,S2,RandomRank16,3,0.56,0.4543650793650793,100
OpenBMI_MI,0,0,4,S2,RandomRank16,4,0.72,0.7144022847817217,100
OpenBMI_MI,0,0,4,S2,RandomRank16,5,0.6799999999999999,0.6666666666666666,100
OpenBMI_MI,0,0,4,S2,RandomRank16,6,0.58,0.4900437105390966,100
OpenBMI_MI,0,0,4,S2,RandomRank16,7,0.5,0.3333333333333333,100
OpenBMI_MI,0,0,4,S2,RandomRank16,8,0.7,0.6980676328502415,100
OpenBMI_MI,0,0,4,S2,RandomRank16,9,0.66,0.6155585707824514,100
OpenBMI_MI,0,0,4,S2,RandomRank16,10,0.6799999999999999,0.6567996567996568,100
OpenBMI_MI,0,0,4,S2,RandomRank16,11,0.73,0.7293233082706767,100
OpenBMI_MI,0,0,4,S2,RandomRank16,12,0.57,0.483110950835437,100
OpenBMI_MI,0,0,4,S2,RandomRank16,13,0.62,0.5558672276764843,100
OpenBMI_MI,0,0,4,S2,RandomRank16,14,0.63,0.5783475783475784,100
OpenBMI_MI,0,0,4,S2,RandomRank16,15,0.55,0.4357366771159875,100
OpenBMI_MI,0,0,4,S2,RandomRank16,16,0.61,0.5623386825272135,100
OpenBMI_MI,0,0,4,S2,RandomRank16,17,0.65,0.6072270227808326,100
OpenBMI_MI,0,0,4,S2,RandomRank16,18,0.5800000000000001,0.5757575757575757,100
OpenBMI_MI,0,0,4,S2,RandomRank16,19,0.72,0.7106242248863166,100
OpenBMI_MI,0,0,4,S2,RandomRank16,20,0.55,0.5463252343986289,100
OpenBMI_MI,0,0,4,S2,RandomRank16,21,0.6799999999999999,0.6567996567996568,100
OpenBMI_MI,0,0,4,S2,RandomRank16,22,0.59,0.516452411841019,100
OpenBMI_MI,0,0,4,S2,RandomRank16,23,0.75,0.736036321402175,100
OpenBMI_MI,0,0,4,S2,RandomRank16,24,0.65,0.6011396011396011,100
OpenBMI_MI,0,0,4,S2,RandomRank16,25,0.59,0.5327635327635327,100
OpenBMI_MI,0,0,4,S2,RandomRank16,26,0.58,0.5,100
OpenBMI_MI,0,0,4,S2,RandomRank16,27,0.56,0.5024875621890548,100
OpenBMI_MI,0,0,4,S2,RandomRank16,28,0.51,0.3551783129359126,100
OpenBMI_MI,0,0,4,S2,RandomRank16,29,0.55,0.4357366771159875,100
OpenBMI_MI,0,0,4,S2,RandomRank16,30,0.63,0.5906626839252129,100
OpenBMI_MI,0,0,4,S2,RandomRank16,31,0.63,0.5713127099988413,100
OpenBMI_MI,0,0,4,S2,RandomRank16,32,0.6,0.5477159656264134,100
OpenBMI_MI,0,0,4,S2,RandomRank16,33,0.56,0.537620849096259,100
OpenBMI_MI,0,0,4,S2,RandomRank16,34,0.79,0.78997899789979,100
OpenBMI_MI,0,0,4,S2,RandomRank16,35,0.59,0.5249681381068243,100
OpenBMI_MI,0,0,4,S2,RandomRank16,36,0.59,0.516452411841019,100
OpenBMI_MI,0,0,4,S2,RandomRank16,37,0.51,0.4773333333333333,100
OpenBMI_MI,0,0,4,S2,RandomRank16,38,0.62,0.5766488413547237,100
OpenBMI_MI,0,0,4,S2,RandomRank16,39,0.6799999999999999,0.64349376114082,100
OpenBMI_MI,0,0,4,S2,RandomRank16,40,0.47,0.4656719427361629,100
OpenBMI_MI,0,0,4,S2,RandomRank16,41,0.69,0.6756982948007113,100
OpenBMI_MI,0,0,4,S2,RandomRank16,42,0.62,0.5558672276764843,100
OpenBMI_MI,0,0,4,S2,RandomRank16,43,0.74,0.7348021215830274,100
OpenBMI_MI,0,0,4,S2,RandomRank16,44,0.6799999999999999,0.6483516483516483,100
OpenBMI_MI,0,0,4,S2,RandomRank16,45,0.53,0.4986666666666667,100
OpenBMI_MI,0,0,4,S2,RandomRank16,46,0.59,0.5849782366636299,100
OpenBMI_MI,0,0,4,S2,RandomRank16,47,0.6499999999999999,0.6491228070175439,100
OpenBMI_MI,0,0,4,S2,RandomRank16,48,0.64,0.592944369063772,100
OpenBMI_MI,0,0,4,S2,RandomRank16,49,0.43,0.4230185241421196,100
OpenBMI_MI,0,0,4,S2,RandomRank16,50,0.52,0.3762993762993762,100
OpenBMI_MI,0,0,4,S2,RandomRank16,51,0.49,0.3288590604026846,100
OpenBMI_MI,0,0,4,S2,RandomRank16,52,0.76,0.75,100
OpenBMI_MI,0,0,4,S2,RandomRank16,53,0.55,0.4357366771159875,100
OpenBMI_MI,0,0,4,S2,RandomRank16,54,0.52,0.39117199391172,100
OpenBMI_MI,0,0,4,S2,RandomRank16,55,0.5,0.3333333333333333,100
OpenBMI_MI,0,0,4,S2,RandomRank16,56,0.59,0.5249681381068243,100
OpenBMI_MI,0,0,4,S2,RandomRank16,57,0.62,0.5703301673450927,100
OpenBMI_MI,0,0,4,S2,RandomRank16,58,0.72,0.6996996996996997,100
OpenBMI_MI,0,0,4,S2,RandomRank16,59,0.63,0.6189887756152817,100
OpenBMI_MI,0,0,4,S2,RandomRank16,60,0.78,0.7796474358974359,100
OpenBMI_MI,0,0,4,S2,RandomRank16,61,0.62,0.5634191176470589,100
OpenBMI_MI,0,0,4,S2,RandomRank16,62,0.72,0.7106242248863166,100
OpenBMI_MI,0,0,4,S2,RandomRank16,63,0.51,0.3551783129359126,100
OpenBMI_MI,0,0,4,S2,RandomRank16,64,0.78,0.7799119647859143,100
OpenBMI_MI,0,0,4,S2,RandomRank16,65,0.69,0.6756982948007113,100
OpenBMI_MI,0,0,4,S2,RandomRank16,66,0.65,0.6011396011396011,100
OpenBMI_MI,0,0,4,S2,RandomRank16,67,0.64,0.5863970588235294,100
OpenBMI_MI,0,0,4,S2,RandomRank16,68,0.73,0.712,100
OpenBMI_MI,0,0,4,S2,RandomRank16,69,0.71,0.7076318177235609,100
OpenBMI_MI,0,0,4,S2,RandomRank16,70,0.76,0.7596153846153846,100
OpenBMI_MI,0,0,4,S2,RandomRank16,71,0.51,0.4650070968446337,100
OpenBMI_MI,0,0,4,S2,RandomRank16,72,0.6,0.5477159656264134,100
OpenBMI_MI,0,0,4,S2,RandomRank16,73,0.75,0.74997499749975,100
OpenBMI_MI,0,0,4,S2,RandomRank16,74,0.5700000000000001,0.5305164319248826,100
OpenBMI_MI,0,0,4,S2,RandomRank16,75,0.5700000000000001,0.5501621508525996,100
OpenBMI_MI,0,0,4,S2,RandomRank16,76,0.59,0.5071523019593701,100
OpenBMI_MI,0,0,4,S2,RandomRank16,77,0.77,0.767182913250329,100
OpenBMI_MI,0,0,4,S2,RandomRank16,78,0.71,0.6871966346672419,100
OpenBMI_MI,0,0,4,S2,RandomRank16,79,0.51,0.4954175677067243,100
OpenBMI_MI,0,0,4,S2,RandomRank16,80,0.64,0.5863970588235294,100
OpenBMI_MI,0,0,4,S2,RandomRank16,81,0.65,0.6072270227808326,100
OpenBMI_MI,0,0,4,S2,RandomRank16,82,0.5,0.3333333333333333,100
OpenBMI_MI,0,0,4,S2,RandomRank16,83,0.5700000000000001,0.4724573671942093,100
OpenBMI_MI,0,0,4,S2,RandomRank16,84,0.63,0.5713127099988413,100
OpenBMI_MI,0,0,4,S2,RandomRank16,85,0.59,0.516452411841019,100
OpenBMI_MI,0,0,4,S2,RandomRank16,86,0.72,0.6961805555555556,100
OpenBMI_MI,0,0,4,S2,RandomRank16,87,0.59,0.5071523019593701,100
OpenBMI_MI,0,0,4,S2,RandomRank16,88,0.5,0.3333333333333333,100
OpenBMI_MI,0,0,4,S2,RandomRank16,89,0.6,0.5238095238095238,100
OpenBMI_MI,0,0,4,S2,RandomRank16,90,0.6499999999999999,0.6178622120318812,100
OpenBMI_MI,0,0,4,S2,RandomRank16,91,0.62,0.5703301673450927,100
OpenBMI_MI,0,0,4,S2,RandomRank16,92,0.5900000000000001,0.5710848415106182,100
OpenBMI_MI,0,0,4,S2,RandomRank16,93,0.5,0.3333333333333333,100
OpenBMI_MI,0,0,4,S2,RandomRank16,94,0.55,0.54995499549955,100
OpenBMI_MI,0,0,4,S2,RandomRank16,95,0.72,0.7144022847817217,100
OpenBMI_MI,0,0,4,S2,RandomRank16,96,0.73,0.7149192271143491,100
OpenBMI_MI,0,0,4,S2,RandomRank16,97,0.5700000000000001,0.4724573671942093,100
OpenBMI_MI,0,0,4,S2,RandomRank16,98,0.63,0.5906626839252129,100
OpenBMI_MI,0,0,4,S2,RandomRank16,99,0.56,0.4543650793650793,100
OpenBMI_MI,0,0,12,S1,Intact,-1,0.74,0.7373737373737375,100
OpenBMI_MI,0,0,12,S1,ScaleCollapse-fixed,-1,0.62,0.6175523349436394,100
OpenBMI_MI,0,0,12,S1,RandomRank16,0,0.69,0.6874684948079444,100
OpenBMI_MI,0,0,12,S1,RandomRank16,1,0.67,0.6547756041426928,100
OpenBMI_MI,0,0,12,S1,RandomRank16,2,0.72,0.719551282051282,100
OpenBMI_MI,0,0,12,S1,RandomRank16,3,0.53,0.3967398280066743,100
OpenBMI_MI,0,0,12,S1,RandomRank16,4,0.6799999999999999,0.6794871794871795,100
OpenBMI_MI,0,0,12,S1,RandomRank16,5,0.61,0.5741893219783819,100
OpenBMI_MI,0,0,12,S1,RandomRank16,6,0.66,0.6532027743778049,100
OpenBMI_MI,0,0,12,S1,RandomRank16,7,0.55,0.4590695997115038,100
OpenBMI_MI,0,0,12,S1,RandomRank16,8,0.65,0.630450849963045,100
OpenBMI_MI,0,0,12,S1,RandomRank16,9,0.64,0.64,100
OpenBMI_MI,0,0,12,S1,RandomRank16,10,0.5900000000000001,0.5464100011063171,100
OpenBMI_MI,0,0,12,S1,RandomRank16,11,0.52,0.457259158751696,100
OpenBMI_MI,0,0,12,S1,RandomRank16,12,0.5,0.3929091792132103,100
OpenBMI_MI,0,0,12,S1,RandomRank16,13,0.5900000000000001,0.5879811074263892,100
OpenBMI_MI,0,0,12,S1,RandomRank16,14,0.7,0.6956168831168831,100
OpenBMI_MI,0,0,12,S1,RandomRank16,15,0.5800000000000001,0.5798319327731092,100
OpenBMI_MI,0,0,12,S1,RandomRank16,16,0.69,0.6828644501278772,100
OpenBMI_MI,0,0,12,S1,RandomRank16,17,0.62,0.6100164203612479,100
OpenBMI_MI,0,0,12,S1,RandomRank16,18,0.65,0.6266666666666667,100
OpenBMI_MI,0,0,12,S1,RandomRank16,19,0.66,0.6458333333333333,100
OpenBMI_MI,0,0,12,S1,RandomRank16,20,0.55,0.54995499549955,100
OpenBMI_MI,0,0,12,S1,RandomRank16,21,0.73,0.7286704853783539,100
OpenBMI_MI,0,0,12,S1,RandomRank16,22,0.71,0.7085720028137876,100
OpenBMI_MI,0,0,12,S1,RandomRank16,23,0.61,0.6052232007288187,100
OpenBMI_MI,0,0,12,S1,RandomRank16,24,0.6799999999999999,0.6483516483516483,100
OpenBMI_MI,0,0,12,S1,RandomRank16,25,0.7,0.6989160979526294,100
OpenBMI_MI,0,0,12,S1,RandomRank16,26,0.64,0.6376811594202898,100
OpenBMI_MI,0,0,12,S1,RandomRank16,27,0.51,0.4415954415954416,100
OpenBMI_MI,0,0,12,S1,RandomRank16,28,0.55,0.4357366771159875,100
OpenBMI_MI,0,0,12,S1,RandomRank16,29,0.52,0.39117199391172,100
OpenBMI_MI,0,0,12,S1,RandomRank16,30,0.54,0.4523809523809523,100
OpenBMI_MI,0,0,12,S1,RandomRank16,31,0.5,0.4346449570330167,100
OpenBMI_MI,0,0,12,S1,RandomRank16,32,0.6,0.5404411764705883,100
OpenBMI_MI,0,0,12,S1,RandomRank16,33,0.77,0.7681217864704104,100
OpenBMI_MI,0,0,12,S1,RandomRank16,34,0.64,0.6376811594202898,100
OpenBMI_MI,0,0,12,S1,RandomRank16,35,0.67,0.6643271284711627,100
OpenBMI_MI,0,0,12,S1,RandomRank16,36,0.54,0.5066495066495067,100
OpenBMI_MI,0,0,12,S1,RandomRank16,37,0.6599999999999999,0.6587715776796468,100
OpenBMI_MI,0,0,12,S1,RandomRank16,38,0.56,0.5098039215686274,100
OpenBMI_MI,0,0,12,S1,RandomRank16,39,0.6,0.5941558441558441,100
OpenBMI_MI,0,0,12,S1,RandomRank16,40,0.56,0.537620849096259,100
OpenBMI_MI,0,0,12,S1,RandomRank16,41,0.64,0.6179966044142615,100
OpenBMI_MI,0,0,12,S1,RandomRank16,42,0.57,0.483110950835437,100
OpenBMI_MI,0,0,12,S1,RandomRank16,43,0.64,0.6179966044142615,100
OpenBMI_MI,0,0,12,S1,RandomRank16,44,0.62,0.5967741935483871,100
OpenBMI_MI,0,0,12,S1,RandomRank16,45,0.61,0.5793334052421529,100
OpenBMI_MI,0,0,12,S1,RandomRank16,46,0.53,0.4868435418713833,100
OpenBMI_MI,0,0,12,S1,RandomRank16,47,0.61,0.568536342515765,100
OpenBMI_MI,0,0,12,S1,RandomRank16,48,0.6,0.5941558441558441,100
OpenBMI_MI,0,0,12,S1,RandomRank16,49,0.62,0.5703301673450927,100
OpenBMI_MI,0,0,12,S1,RandomRank16,50,0.51,0.3710691823899371,100
OpenBMI_MI,0,0,12,S1,RandomRank16,51,0.51,0.4221016629319495,100
OpenBMI_MI,0,0,12,S1,RandomRank16,52,0.58,0.5174632352941176,100
OpenBMI_MI,0,0,12,S1,RandomRank16,53,0.6,0.5324918186068257,100
OpenBMI_MI,0,0,12,S1,RandomRank16,54,0.65,0.6457131288591963,100
OpenBMI_MI,0,0,12,S1,RandomRank16,55,0.56,0.4543650793650793,100
OpenBMI_MI,0,0,12,S1,RandomRank16,56,0.61,0.568536342515765,100
OpenBMI_MI,0,0,12,S1,RandomRank16,57,0.65,0.6368917937545389,100
OpenBMI_MI,0,0,12,S1,RandomRank16,58,0.65,0.6496847162446202,100
OpenBMI_MI,0,0,12,S1,RandomRank16,59,0.7,0.6998799519807923,100
OpenBMI_MI,0,0,12,S1,RandomRank16,60,0.64,0.6179966044142615,100
OpenBMI_MI,0,0,12,S1,RandomRank16,61,0.71,0.7050147492625369,100
OpenBMI_MI,0,0,12,S1,RandomRank16,62,0.62,0.6100164203612479,100
OpenBMI_MI,0,0,12,S1,RandomRank16,63,0.59,0.5670995670995671,100
OpenBMI_MI,0,0,12,S1,RandomRank16,64,0.56,0.5225694444444444,100
OpenBMI_MI,0,0,12,S1,RandomRank16,65,0.69,0.6783898744683059,100
OpenBMI_MI,0,0,12,S1,RandomRank16,66,0.6699999999999999,0.6396986570586308,100
OpenBMI_MI,0,0,12,S1,RandomRank16,67,0.61,0.5623386825272135,100
OpenBMI_MI,0,0,12,S1,RandomRank16,68,0.61,0.5793334052421529,100
OpenBMI_MI,0,0,12,S1,RandomRank16,69,0.6,0.5324918186068257,100
OpenBMI_MI,0,0,12,S1,RandomRank16,70,0.64,0.6216897856242118,100
OpenBMI_MI,0,0,12,S1,RandomRank16,71,0.57,0.5361881134721174,100
OpenBMI_MI,0,0,12,S1,RandomRank16,72,0.55,0.4357366771159875,100
OpenBMI_MI,0,0,12,S1,RandomRank16,73,0.64,0.6043956043956044,100
OpenBMI_MI,0,0,12,S1,RandomRank16,74,0.71,0.6938021328265231,100
OpenBMI_MI,0,0,12,S1,RandomRank16,75,0.66,0.6598639455782312,100
OpenBMI_MI,0,0,12,S1,RandomRank16,76,0.55,0.478623566214807,100
OpenBMI_MI,0,0,12,S1,RandomRank16,77,0.61,0.5920075321686369,100
OpenBMI_MI,0,0,12,S1,RandomRank16,78,0.72,0.7198879551820728,100
OpenBMI_MI,0,0,12,S1,RandomRank16,79,0.55,0.4479205005520795,100
OpenBMI_MI,0,0,12,S1,RandomRank16,80,0.53,0.3967398280066743,100
OpenBMI_MI,0,0,12,S1,RandomRank16,81,0.63,0.6053333333333333,100
OpenBMI_MI,0,0,12,S1,RandomRank16,82,0.49,0.3869455463397043,100
OpenBMI_MI,0,0,12,S1,RandomRank16,83,0.54,0.4414764448761534,100
OpenBMI_MI,0,0,12,S1,RandomRank16,84,0.75,0.7457023700539112,100
OpenBMI_MI,0,0,12,S1,RandomRank16,85,0.52,0.39117199391172,100
OpenBMI_MI,0,0,12,S1,RandomRank16,86,0.54,0.4798733604703754,100
OpenBMI_MI,0,0,12,S1,RandomRank16,87,0.49,0.3743099006256901,100
OpenBMI_MI,0,0,12,S1,RandomRank16,88,0.64,0.6305418719211823,100
OpenBMI_MI,0,0,12,S1,RandomRank16,89,0.57,0.5601023017902813,100
OpenBMI_MI,0,0,12,S1,RandomRank16,90,0.5700000000000001,0.5242836596968692,100
OpenBMI_MI,0,0,12,S1,RandomRank16,91,0.71,0.7033248081841432,100
OpenBMI_MI,0,0,12,S1,RandomRank16,92,0.57,0.483110950835437,100
OpenBMI_MI,0,0,12,S1,RandomRank16,93,0.61,0.5882166613873931,100
OpenBMI_MI,0,0,12,S1,RandomRank16,94,0.63,0.6214833759590792,100
OpenBMI_MI,0,0,12,S1,RandomRank16,95,0.55,0.478623566214807,100
OpenBMI_MI,0,0,12,S1,RandomRank16,96,0.73,0.7266929851199515,100
OpenBMI_MI,0,0,12,S1,RandomRank16,97,0.51,0.3551783129359126,100
OpenBMI_MI,0,0,12,S1,RandomRank16,98,0.59,0.5249681381068243,100
OpenBMI_MI,0,0,12,S1,RandomRank16,99,0.56,0.4543650793650793,100
OpenBMI_MI,0,0,12,S2,Intact,-1,0.7,0.6875,100
OpenBMI_MI,0,0,12,S2,ScaleCollapse-fixed,-1,0.5700000000000001,0.5699569956995699,100
OpenBMI_MI,0,0,12,S2,RandomRank16,0,0.67,0.6515679442508711,100
OpenBMI_MI,0,0,12,S2,RandomRank16,1,0.63,0.6236395076797885,100
OpenBMI_MI,0,0,12,S2,RandomRank16,2,0.63,0.6053333333333333,100
OpenBMI_MI,0,0,12,S2,RandomRank16,3,0.51,0.3551783129359126,100
OpenBMI_MI,0,0,12,S2,RandomRank16,4,0.69,0.6892230576441103,100
OpenBMI_MI,0,0,12,S2,RandomRank16,5,0.67,0.6515679442508711,100
OpenBMI_MI,0,0,12,S2,RandomRank16,6,0.6,0.5604395604395604,100
OpenBMI_MI,0,0,12,S2,RandomRank16,7,0.55,0.4479205005520795,100
OpenBMI_MI,0,0,12,S2,RandomRank16,8,0.56,0.4944852941176471,100
OpenBMI_MI,0,0,12,S2,RandomRank16,9,0.6799999999999999,0.6715927750410509,100
OpenBMI_MI,0,0,12,S2,RandomRank16,10,0.6599999999999999,0.6486151302190988,100
OpenBMI_MI,0,0,12,S2,RandomRank16,11,0.57,0.5017958521608157,100
