task,metric,subject_id,intact,scale,random_mean,scale_harm_pp,random_harm_pp,excess_harm_pp
OpenBMI_MI,BA,4,0.792,0.622,0.6455066666666667,17.000000000000004,14.649333333333336,2.3506666666666676
OpenBMI_MI,BA,12,0.7473333333333334,0.6373333333333334,0.5950333333333332,10.999999999999998,15.230000000000022,-4.230000000000023
OpenBMI_MI,BA,13,0.692,0.5459999999999999,0.5709266666666667,14.600000000000001,12.107333333333326,2.4926666666666764
OpenBMI_MI,BA,17,0.606,0.49733333333333335,0.5366066666666667,10.866666666666664,6.93933333333333,3.9273333333333325
OpenBMI_MI,BA,18,0.734,0.586,0.58686,14.800000000000002,14.713999999999993,0.08600000000000829
OpenBMI_MI,BA,24,0.5640000000000001,0.514,0.5346933333333334,5.000000000000004,2.9306666666666703,2.069333333333334
OpenBMI_MI,BA,25,0.98,0.8666666666666667,0.8786266666666667,11.333333333333329,10.13733333333333,1.195999999999997
OpenBMI_MI,BA,29,0.8013333333333333,0.6466666666666667,0.5886733333333334,15.466666666666661,21.265999999999995,-5.799333333333334
OpenBMI_MI,BA,36,0.9306666666666666,0.8420000000000001,0.78144,8.866666666666656,14.922666666666661,-6.056000000000006
OpenBMI_MI,BA,37,0.7493333333333333,0.6953333333333334,0.6407066666666665,5.399999999999993,10.862666666666676,-5.462666666666682
OpenBMI_MI,BA,39,0.7553333333333333,0.6513333333333333,0.59936,10.399999999999999,15.59733333333333,-5.197333333333331
OpenBMI_MI,BA,42,0.7253333333333333,0.6066666666666667,0.5934333333333334,11.866666666666658,13.18999999999999,-1.323333333333332
OpenBMI_MI,BA,51,0.6733333333333333,0.5640000000000001,0.56814,10.933333333333328,10.519333333333336,0.41399999999999215
OpenBMI_MI,BA,54,0.736,0.594,0.59442,14.200000000000001,14.158000000000005,0.041999999999997595
OpenBMI_MI,macro_F1,4,0.7870806035255398,0.5703705721949487,0.5983139810347357,21.67100313305911,18.87666224908041,2.7943408839786965
OpenBMI_MI,macro_F1,12,0.739899460092042,0.6151019102389286,0.5319740056066558,12.479754985311342,20.792545448538625,-8.312790463227282
OpenBMI_MI,macro_F1,13,0.6823680898454753,0.4564816188247031,0.49516829246396304,22.588647102077214,18.71997973815122,3.8686673639259928
OpenBMI_MI,macro_F1,17,0.5850184919695318,0.43670880552787084,0.4842939735193842,14.830968644166099,10.072451845014763,4.7585167991513355
OpenBMI_MI,macro_F1,18,0.7327242917071057,0.5154496605090978,0.5209945865524275,21.727463119800795,21.172970515467824,0.5544926043329679
OpenBMI_MI,macro_F1,24,0.5170218579097399,0.4621092785617197,0.46964807381612983,5.491257934802018,4.737378409361003,0.7538795254410147
OpenBMI_MI,macro_F1,25,0.9799890549983229,0.8636853890852365,0.8684318791480563,11.630366591308638,11.15571758502666,0.4746490062819797
OpenBMI_MI,macro_F1,29,0.7998893718926154,0.6292725007086438,0.5245214022437137,17.061687118397163,27.536796964890176,-10.475109846493014
OpenBMI_MI,macro_F1,36,0.9305284522836527,0.8300723551241587,0.760295571029628,10.0456097159494,17.02328812540247,-6.97767840945307
OpenBMI_MI,macro_F1,37,0.7348086533020395,0.6739844949130605,0.5896694191641025,6.082415838897903,14.513923413793695,-8.431507574895791
OpenBMI_MI,macro_F1,39,0.7531511680883363,0.6425622147507535,0.5448027800511319,11.05889533375828,20.834838803720434,-9.775943469962156
OpenBMI_MI,macro_F1,42,0.7217769526753541,0.5835547493315069,0.5446822369785668,13.822220334384728,17.709471569678737,-3.887251235294009
OpenBMI_MI,macro_F1,51,0.6667699079925857,0.5385487279544391,0.5272917279201836,12.822118003814664,13.947818007240208,-1.1257000034255449
OpenBMI_MI,macro_F1,54,0.7348633349056821,0.5740380619174517,0.5533677800951654,16.082527298823045,18.14955548105167,-2.067028182228625
OpenBMI_MI,WS_BA,4,0.7293333333333333,0.61,0.5924800000000001,11.93333333333333,13.685333333333316,-1.751999999999987
OpenBMI_MI,WS_BA,12,0.7473333333333334,0.6373333333333334,0.59256,10.999999999999998,15.477333333333343,-4.477333333333345
OpenBMI_MI,WS_BA,13,0.692,0.5459999999999999,0.5660733333333334,14.600000000000001,12.592666666666652,2.00733333333335
OpenBMI_MI,WS_BA,17,0.606,0.49733333333333335,0.5366066666666667,10.866666666666664,6.93933333333333,3.9273333333333325
OpenBMI_MI,WS_BA,18,0.734,0.586,0.5867,14.800000000000002,14.729999999999999,0.07000000000000339
OpenBMI_MI,WS_BA,24,0.5640000000000001,0.514,0.5342533333333335,5.000000000000004,2.974666666666659,2.0253333333333456
OpenBMI_MI,WS_BA,25,0.7693333333333334,0.604,0.6300466666666666,16.533333333333346,13.928666666666679,2.6046666666666662
OpenBMI_MI,WS_BA,29,0.672,0.5673333333333334,0.5626133333333333,10.466666666666669,10.938666666666673,-0.47200000000000575
OpenBMI_MI,WS_BA,36,0.9306666666666666,0.8226666666666667,0.7423666666666668,10.799999999999999,18.82999999999998,-8.029999999999982
OpenBMI_MI,WS_BA,37,0.7493333333333333,0.6553333333333333,0.61208,9.399999999999997,13.725333333333333,-4.325333333333337
OpenBMI_MI,WS_BA,39,0.7553333333333333,0.6513333333333333,0.5993266666666667,10.399999999999999,15.600666666666662,-5.200666666666665
