subject_id,session,BA,macro_F1,task,fold,seed,checkpoint_sha256
17,S2,0.6799999999999999,0.6798719487795117,OpenBMI_MI,0,2,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
18,S1,0.78,0.7777777777777778,OpenBMI_MI,0,2,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
18,S2,0.65,0.64996499649965,OpenBMI_MI,0,2,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
24,S1,0.6799999999999999,0.6798719487795117,OpenBMI_MI,0,2,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
24,S2,0.56,0.5331069609507639,OpenBMI_MI,0,2,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
25,S1,0.8,0.7996794871794872,OpenBMI_MI,0,2,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
25,S2,0.99,0.9899989998999901,OpenBMI_MI,0,2,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
29,S1,0.7,0.6940024479804161,OpenBMI_MI,0,2,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
29,S2,0.84,0.8376623376623377,OpenBMI_MI,0,2,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
36,S1,0.94,0.9397832195905259,OpenBMI_MI,0,2,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
36,S2,0.8799999999999999,0.8795664391810518,OpenBMI_MI,0,2,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
37,S1,0.78,0.7777777777777778,OpenBMI_MI,0,2,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
37,S2,0.6699999999999999,0.6396986570586308,OpenBMI_MI,0,2,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
39,S1,0.88,0.88,OpenBMI_MI,0,2,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
39,S2,0.68,0.6753246753246753,OpenBMI_MI,0,2,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
42,S1,0.73,0.7293233082706767,OpenBMI_MI,0,2,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
42,S2,0.7,0.6995192307692308,OpenBMI_MI,0,2,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
51,S1,0.75,0.7493734335839599,OpenBMI_MI,0,2,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
51,S2,0.72,0.7181964573268921,OpenBMI_MI,0,2,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
54,S1,0.63,0.62996299629963,OpenBMI_MI,0,2,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
54,S2,0.72,0.7189883580891208,OpenBMI_MI,0,2,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac
4,S1,0.63,0.6269785260610949,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
4,S2,0.81,0.8076728413807066,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
12,S1,0.77,0.7681217864704104,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
12,S2,0.76,0.7596153846153846,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
13,S1,0.6799999999999999,0.6527777777777778,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
13,S2,0.75,0.7479584635547938,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
17,S1,0.78,0.7785829307568438,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
17,S2,0.7,0.6989160979526294,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
18,S1,0.83,0.8299829982998299,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
18,S2,0.77,0.7699769976997699,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
24,S1,0.73,0.7297567811029927,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
24,S2,0.58,0.5495495495495495,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
25,S1,0.76,0.7453310696095077,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
25,S2,1.0,1.0,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
29,S1,0.65,0.6338529134846741,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
29,S2,0.69,0.6874684948079444,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
36,S1,0.97,0.96999699969997,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
36,S2,0.95,0.9499949994999499,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
37,S1,0.74,0.7373737373737375,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
37,S2,0.73,0.712,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
39,S1,0.8300000000000001,0.8291628982011858,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
39,S2,0.81,0.8090644156366193,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
42,S1,0.75,0.7469379491851402,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
42,S2,0.78,0.7777777777777778,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
51,S1,0.69,0.6756982948007113,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
51,S2,0.71,0.7064480210547626,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
54,S1,0.69,0.6897207486738064,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
54,S2,0.76,0.7599039615846338,OpenBMI_MI,1,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
4,S1,0.73,0.7277951406391774,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
4,S2,0.71,0.6906666666666667,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
12,S1,0.74,0.7331691297208538,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
12,S2,0.78,0.7796474358974359,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
13,S1,0.78,0.7796474358974359,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
13,S2,0.6699999999999999,0.6576408341114224,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
17,S1,0.8,0.7933030177759405,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
17,S2,0.62,0.6006725514922235,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
18,S1,0.8500000000000001,0.849624060150376,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
18,S2,0.72,0.7159090909090908,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
24,S1,0.69,0.6862030569895738,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
24,S2,0.5599999999999999,0.5280995280995281,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
25,S1,0.77,0.7613860358958398,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
25,S2,0.98,0.98,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
29,S1,0.71,0.7085720028137876,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
29,S2,0.82,0.8173701298701299,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
36,S1,0.96,0.9599358974358975,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
36,S2,0.97,0.9699729756781104,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
37,S1,0.8,0.7996794871794872,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
37,S2,0.74,0.7211497211497211,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
39,S1,0.8600000000000001,0.8594941790445605,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
39,S2,0.74,0.7383252818035426,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
42,S1,0.73,0.7253585596582239,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
42,S2,0.77,0.7694235588972431,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
51,S1,0.8,0.7960016319869441,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
51,S2,0.64,0.6305418719211823,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
54,S1,0.65,0.6457131288591963,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
54,S2,0.75,0.7457023700539112,OpenBMI_MI,1,1,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e
4,S1,0.72,0.7198879551820728,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
4,S2,0.76,0.7564935064935066,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
12,S1,0.8300000000000001,0.8298468621759583,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
12,S2,0.71,0.6991389148251893,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
13,S1,0.74,0.7312939231087227,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
13,S2,0.69,0.6899689968996899,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
17,S1,0.8200000000000001,0.8199279711884754,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
17,S2,0.64,0.6363636363636364,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
18,S1,0.87,0.8698828946051447,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
18,S2,0.8,0.7992773986350863,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
24,S1,0.68,0.6753246753246753,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
24,S2,0.55,0.5021573182874212,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
25,S1,0.78,0.779205138498595,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
25,S2,0.99,0.9899989998999901,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
29,S1,0.73,0.7198879551820728,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
29,S2,0.9099999999999999,0.9099189270343309,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
36,S1,0.98,0.9799919967987194,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
36,S2,0.95,0.9499549594635172,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
37,S1,0.87,0.8698828946051447,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
37,S2,0.66,0.6155585707824514,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
39,S1,0.88,0.8799519807923168,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
39,S2,0.73,0.7266929851199515,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
42,S1,0.71,0.7085720028137876,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
42,S2,0.72,0.7159090909090908,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
51,S1,0.78,0.7799119647859143,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
51,S2,0.7,0.7,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
54,S1,0.6699999999999999,0.6691729323308271,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
54,S2,0.73,0.7286704853783539,OpenBMI_MI,1,2,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7
4,S1,0.78,0.7799119647859143,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
4,S2,0.8300000000000001,0.8295739348370927,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
12,S1,0.76,0.7519636213311285,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
12,S2,0.77,0.7688674505074866,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
13,S1,0.72,0.6996996996996997,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
13,S2,0.71,0.7092731829573935,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
17,S1,0.69,0.6892230576441103,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
17,S2,0.59,0.5670995670995671,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
18,S1,0.72,0.72,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
18,S2,0.7,0.7,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
24,S1,0.67,0.6643271284711627,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
24,S2,0.62,0.5703301673450927,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
25,S1,0.77,0.7613860358958398,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
25,S2,0.98,0.9799919967987194,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
29,S1,0.68,0.6637242538881883,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
29,S2,0.78,0.7799119647859143,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
36,S1,0.96,0.96,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
36,S2,0.9199999999999999,0.9198717948717949,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
37,S1,0.75,0.7479584635547938,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
37,S2,0.75,0.7406369955389562,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
39,S1,0.86,0.859775641025641,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
39,S2,0.72,0.7189883580891208,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
42,S1,0.71,0.7076318177235609,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
42,S2,0.74,0.7348021215830274,OpenBMI_MI,2,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814
