dataset,fold,pair,model_a,model_b,historical,competence_eligible,EEGNet_or_component_A_BA,component_B_BA,LOGIT50_BA,PROB50_BA,G_test,G_prob,LOGIT50_macro_F1,PROB50_macro_F1
WBCIC,3,TCFormer+ST-EEGFormer-small,TCFormer,ST-EEGFormer-small,False,False,0.7349589646464646,0.5,0.7584837962962964,0.7584837962962964,0.023524831649831768,0.023524831649831768,0.7567132607505744,0.7567132607505744
WBCIC,3,TCFormer+LaBraM-base,TCFormer,LaBraM-base,False,False,0.7349589646464646,0.7929629629629629,0.8021811868686868,0.8021811868686868,0.00921822390572391,0.00921822390572391,0.8012782228160568,0.8012782228160568
WBCIC,3,TCFormer+CBraMod,TCFormer,CBraMod,False,False,0.7349589646464646,0.5,0.7045675505050504,0.7045675505050504,-0.03039141414141422,-0.03039141414141422,0.6919526636749643,0.6919526636749643
WBCIC,3,ST-EEGFormer-small+LaBraM-base,ST-EEGFormer-small,LaBraM-base,False,False,0.5,0.7929629629629629,0.7937878787878789,0.7937878787878789,0.0008249158249160615,0.0008249158249160615,0.7928831507678612,0.7928831507678612
WBCIC,3,ST-EEGFormer-small+CBraMod,ST-EEGFormer-small,CBraMod,False,False,0.5,0.5,0.49,0.49,-0.010000000000000009,-0.010000000000000009,0.35594258859460376,0.35594258859460376
WBCIC,3,LaBraM-base+CBraMod,LaBraM-base,CBraMod,False,False,0.7929629629629629,0.5,0.7954629629629629,0.7954629629629629,0.0025000000000000577,0.0025000000000000577,0.7944576227977279,0.7944576227977279
WBCIC,4,EEGNet+LiteBN,EEGNet,LiteBN,True,True,0.7675,0.7875,0.7799999999999999,0.7799999999999999,-0.007500000000000062,-0.007500000000000062,0.7771574921261278,0.7771574921261278
WBCIC,4,EEGNet+TCFormer,EEGNet,TCFormer,False,False,0.7675,0.7541666666666665,0.7675000000000001,0.7675000000000001,1.1102230246251565e-16,1.1102230246251565e-16,0.7647437545573976,0.7647437545573976
WBCIC,4,EEGNet+ST-EEGFormer-small,EEGNet,ST-EEGFormer-small,False,False,0.7675,0.7516666666666666,0.7725,0.7725,0.0050000000000000044,0.0050000000000000044,0.7690321470348631,0.7690321470348631
WBCIC,4,EEGNet+LaBraM-base,EEGNet,LaBraM-base,False,False,0.7675,0.7216666666666667,0.7541666666666668,0.7541666666666668,-0.013333333333333197,-0.013333333333333197,0.7538898764852,0.7538898764852
WBCIC,4,EEGNet+CBraMod,EEGNet,CBraMod,True,False,0.7675,0.7341666666666667,0.7741666666666666,0.7741666666666666,0.006666666666666599,0.006666666666666599,0.7703892809992029,0.7703892809992029
WBCIC,4,LiteBN+TCFormer,LiteBN,TCFormer,False,False,0.7875,0.7541666666666665,0.7833333333333333,0.7833333333333333,-0.004166666666666652,-0.004166666666666652,0.7801293187938411,0.7801293187938411
WBCIC,4,LiteBN+ST-EEGFormer-small,LiteBN,ST-EEGFormer-small,False,False,0.7875,0.7516666666666666,0.8016666666666667,0.8016666666666667,0.014166666666666772,0.014166666666666772,0.7992197715658206,0.7992197715658206
WBCIC,4,LiteBN+LaBraM-base,LiteBN,LaBraM-base,False,False,0.7875,0.7216666666666667,0.7758333333333333,0.7758333333333333,-0.011666666666666714,-0.011666666666666714,0.7753006682829158,0.7753006682829158
WBCIC,4,LiteBN+CBraMod,LiteBN,CBraMod,True,False,0.7875,0.7341666666666667,0.795,0.795,0.007500000000000062,0.007500000000000062,0.7923538551081929,0.7923538551081929
WBCIC,4,TCFormer+ST-EEGFormer-small,TCFormer,ST-EEGFormer-small,False,False,0.7541666666666665,0.7516666666666666,0.7758333333333333,0.7758333333333333,0.021666666666666723,0.021666666666666723,0.7723226990840854,0.7723226990840854
WBCIC,4,TCFormer+LaBraM-base,TCFormer,LaBraM-base,False,False,0.7541666666666665,0.7216666666666667,0.7399999999999999,0.7399999999999999,-0.01416666666666666,-0.01416666666666666,0.7392231506658771,0.7392231506658771
WBCIC,4,TCFormer+CBraMod,TCFormer,CBraMod,False,False,0.7541666666666665,0.7341666666666667,0.7583333333333333,0.7583333333333333,0.004166666666666763,0.004166666666666763,0.7537408111272484,0.7537408111272484
WBCIC,4,ST-EEGFormer-small+LaBraM-base,ST-EEGFormer-small,LaBraM-base,False,False,0.7516666666666666,0.7216666666666667,0.7541666666666668,0.7541666666666668,0.0025000000000001688,0.0025000000000001688,0.7535868496943006,0.7535868496943006
WBCIC,4,ST-EEGFormer-small+CBraMod,ST-EEGFormer-small,CBraMod,False,False,0.7516666666666666,0.7341666666666667,0.7716666666666666,0.7716666666666666,0.020000000000000018,0.020000000000000018,0.768539024364529,0.768539024364529
WBCIC,4,LaBraM-base+CBraMod,LaBraM-base,CBraMod,False,False,0.7216666666666667,0.7341666666666667,0.7391666666666666,0.7391666666666666,0.004999999999999893,0.004999999999999893,0.7380876433257647,0.7380876433257647
