opt_seed,ERM_epoch,MLDG_epoch,ERM_BA,MLDG_BA,delta_BA_pp,ERM_Macro_F1,MLDG_Macro_F1,ERM_NLL,MLDG_NLL,ERM_base_rng_seed,MLDG_base_rng_seed,initial_state_hash,held_labels_used_for_selection
0,9,20,74.6,55.2,-19.399999999999995,74.58225736173671,43.14543502316796,0.4919057950377464,0.6617900609970093,4027956670100081527,4027956670100081527,e8e2bb7f9a9521c7c3f148efb2075d59662d94aad1bf3717dafb3505826baf1e,False
1,7,17,50.0,75.5,25.5,33.33333333333333,75.4280296476639,0.6824365258216858,0.4911612436175346,4894244419354609860,4894244419354609860,e8e2bb7f9a9521c7c3f148efb2075d59662d94aad1bf3717dafb3505826baf1e,False
2,11,12,50.5,66.3,15.799999999999992,34.69919179269983,61.25955579131915,0.6714788436889648,0.5936234354972839,4184101446058313678,4184101446058313678,e8e2bb7f9a9521c7c3f148efb2075d59662d94aad1bf3717dafb3505826baf1e,False
