family_id,validation_scheme,validation_group,method,mean_delta_BA,median_subject_delta_BA,worst_subject_delta_BA,positive_subject_fraction,action_rate,unsafe_intervention_rate,positive_intervention_precision,mean_effect_when_intervene,missed_opportunity_rate,oracle_gain,recovered_headroom,outer_test_used
wbcic_development_block,leave_one_fold_out,0,AlwaysSuppress,-0.02418333333,-0.003097222222,-0.1560888889,0.3125,1,0.6875,0.3125,-0.02418333333,0,0.001379513889,-17.53032973,False
wbcic_development_block,leave_one_fold_out,0,P_only_gate,-0.01445381944,0,-0.1560888889,0.0625,0.4375,0.8571428571,0.1428571429,-0.03303730159,0.25,0.001379513889,-10.47747294,False
wbcic_development_block,leave_one_fold_out,0,P_plus_U_gate,-0.001367361111,0,-0.02707777778,0.0625,0.25,0.75,0.25,-0.005469444444,0.25,0.001379513889,-0.9911905361,False
wbcic_development_block,leave_one_fold_out,0,P_plus_U_plus_D_gate,-0.002031944444,0,-0.02707777778,0,0.1875,1,0,-0.01083703704,0.3125,0.001379513889,-1.472942361,False
wbcic_development_block,leave_one_fold_out,0,RidgeEffect,0.0005041666667,0,-0.002927777778,0.125,0.1875,0.3333333333,0.6666666667,0.002688888889,0.1875,0.001379513889,0.3654669016,False
wbcic_development_block,leave_one_fold_out,0,ElasticNetEffect,0.0006645833333,0,0,0.0625,0.0625,0,1,0.01063333333,0.25,0.001379513889,0.4817518248,False
wbcic_development_block,leave_one_fold_out,0,SmallHGBEffect,0.0005628472222,0,-0.002166666667,0.125,0.25,0.5,0.5,0.002251388889,0.1875,0.001379513889,0.4080040272,False
wbcic_development_block,leave_one_fold_out,0,RiskAwarePERSIST,0,0,0,0,0,0,0,0,0.3125,0.001379513889,0,False
wbcic_development_block,leave_one_fold_out,0,Oracle,0.001379513889,0,0,0.3125,0.3125,0,1,0.004414444444,0,0.001379513889,1,False
wbcic_development_block,leave_one_fold_out,1,M0_NO_OP,0,0,0,0,0,0,0,0,0.125,0.002466015625,0,False
wbcic_development_block,leave_one_fold_out,1,BestFixedTrain,0,0,0,0,0,0,0,0,0.125,0.002466015625,0,False
wbcic_development_block,leave_one_fold_out,1,AlwaysSuppress,-0.01838945312,-0.00186875,-0.1566125,0.125,1,0.875,0.125,-0.01838945312,0,0.002466015625,-7.457151909,False
wbcic_development_block,leave_one_fold_out,1,P_only_gate,-0.01396953125,0,-0.1566125,0.125,0.5,0.75,0.25,-0.0279390625,0,0.002466015625,-5.664818628,False
wbcic_development_block,leave_one_fold_out,1,P_plus_U_gate,-0.0026515625,0,-0.02999375,0,0.25,1,0,-0.01060625,0.125,0.002466015625,-1.075241565,False
wbcic_development_block,leave_one_fold_out,1,P_plus_U_plus_D_gate,-0.002473828125,0,-0.02999375,0,0.125,1,0,-0.019790625,0.125,0.002466015625,-1.003168066,False
wbcic_development_block,leave_one_fold_out,1,RidgeEffect,-0.0062421875,-0.001,-0.06393125,0.0625,0.6875,0.9090909091,0.09090909091,-0.009079545455,0.0625,0.002466015625,-2.531284651,False
wbcic_development_block,leave_one_fold_out,1,ElasticNetEffect,-0.0062421875,-0.001,-0.06393125,0.0625,0.6875,0.9090909091,0.09090909091,-0.009079545455,0.0625,0.002466015625,-2.531284651,False
wbcic_development_block,leave_one_fold_out,1,SmallHGBEffect,-0.0008609375,-8.75e-05,-0.02805625,0.125,0.625,0.8,0.2,-0.0013775,0,0.002466015625,-0.3491208617,False
wbcic_development_block,leave_one_fold_out,1,RiskAwarePERSIST,0,0,0,0,0,0,0,0,0.125,0.002466015625,0,False
wbcic_development_block,leave_one_fold_out,1,Oracle,0.002466015625,0,0,0.125,0.125,0,1,0.019728125,0,0.002466015625,1,False
wbcic_development_block,leave_one_fold_out,2,M0_NO_OP,0,0,0,0,0,0,0,0,0.375,0.001836328125,0,False
wbcic_development_block,leave_one_fold_out,2,BestFixedTrain,0,0,0,0,0,0,0,0,0.375,0.001836328125,0,False
wbcic_development_block,leave_one_fold_out,2,AlwaysSuppress,-0.01525039063,-0.000315625,-0.21149375,0.375,1,0.625,0.375,-0.01525039063,0,0.001836328125,-8.30482876,False
wbcic_development_block,leave_one_fold_out,2,P_only_gate,-0.0143984375,0,-0.21149375,0.1875,0.5,0.625,0.375,-0.028796875,0.1875,0.001836328125,-7.840884918,False
wbcic_development_block,leave_one_fold_out,2,P_plus_U_gate,-0.001537890625,0,-0.02365625,0.0625,0.25,0.75,0.25,-0.0061515625,0.3125,0.001836328125,-0.8374813869,False
wbcic_development_block,leave_one_fold_out,2,P_plus_U_plus_D_gate,-0.001735546875,0,-0.02365625,0,0.125,1,0,-0.013884375,0.375,0.001836328125,-0.94511806,False
wbcic_development_block,leave_one_fold_out,2,RidgeEffect,-0.00078828125,0,-0.01960625,0.3125,0.6875,0.5454545455,0.4545454545,-0.001146590909,0.0625,0.001836328125,-0.429270368,False
wbcic_development_block,leave_one_fold_out,2,ElasticNetEffect,-0.002266796875,0,-0.02365625,0.3125,0.75,0.5833333333,0.4166666667,-0.003022395833,0.0625,0.001836328125,-1.234418209,False
wbcic_development_block,leave_one_fold_out,2,SmallHGBEffect,0.001309375,0,-0.005275,0.3125,0.5,0.375,0.625,0.00261875,0.0625,0.001836328125,0.7130397788,False
wbcic_development_block,leave_one_fold_out,2,RiskAwarePERSIST,-2.7734375e-05,0,-0.00044375,0,0.0625,1,0,-0.00044375,0.375,0.001836328125,-0.01510316954,False
wbcic_development_block,leave_one_fold_out,2,Oracle,0.001836328125,0,0,0.375,0.375,0,1,0.004896875,0,0.001836328125,1,False
wbcic_development_block,leave_one_fold_out,3,M0_NO_OP,0,0,0,0,0,0,0,0,0.3125,0.000588415404,0,False
wbcic_development_block,leave_one_fold_out,3,BestFixedTrain,0,0,0,0,0,0,0,0,0.3125,0.000588415404,0,False
wbcic_development_block,leave_one_fold_out,3,AlwaysSuppress,-0.02137318793,-0.001581155303,-0.2188209438,0.3125,1,0.6875,0.3125,-0.02137318793,0,0.000588415404,-36.32329777,False
wbcic_development_block,leave_one_fold_out,3,P_only_gate,-0.02076230567,0,-0.2188209438,0.125,0.5,0.75,0.25,-0.04152461135,0.1875,0.000588415404,-35.28511581,False
wbcic_development_block,leave_one_fold_out,3,P_plus_U_gate,-0.005202569642,0,-0.08582190657,0.125,0.3125,0.6,0.4,-0.01664822285,0.1875,0.000588415404,-8.84166119,False
wbcic_development_block,leave_one_fold_out,3,P_plus_U_plus_D_gate,-0.005321020261,0,-0.08582190657,0.0625,0.1875,0.6666666667,0.3333333333,-0.02837877473,0.25,0.000588415404,-9.042965607,False
wbcic_development_block,leave_one_fold_out,3,RidgeEffect,-0.000279943971,0,-0.004299289773,0.125,0.3125,0.6,0.4,-0.0008958207071,0.1875,0.000588415404,-0.4757590794,False
wbcic_development_block,leave_one_fold_out,3,ElasticNetEffect,-0.001280295139,0,-0.0105056108,0.125,0.5,0.75,0.25,-0.002560590278,0.1875,0.000588415404,-2.175835524,False
wbcic_development_block,leave_one_fold_out,3,SmallHGBEffect,-0.0005741832386,0,-0.004299289773,0.0625,0.4375,0.8571428571,0.1428571429,-0.001312418831,0.25,0.000588415404,-0.9758127246,False
wbcic_development_block,leave_one_fold_out,3,RiskAwarePERSIST,-7.805989583e-05,0,-0.001248958333,0,0.0625,1,0,-0.001248958333,0.3125,0.000588415404,-0.1326612038,False
wbcic_development_block,leave_one_fold_out,3,Oracle,0.000588415404,0,0,0.3125,0.3125,0,1,0.001882929293,0,0.000588415404,1,False
wbcic_development_block,leave_one_fold_out,4,M0_NO_OP,0,0,0,0,0,0,0,0,0.5,0.00180078125,0,False
wbcic_development_block,leave_one_fold_out,4,BestFixedTrain,0,0,0,0,0,0,0,0,0.5,0.00180078125,0,False
wbcic_development_block,leave_one_fold_out,4,AlwaysSuppress,-0.01091992187,-0.000125,-0.1162875,0.5,1,0.5,0.5,-0.01091992187,0,0.00180078125,-6.063991323,False
wbcic_development_block,leave_one_fold_out,4,P_only_gate,-0.01113046875,0,-0.1162875,0.25,0.5,0.5,0.5,-0.0222609375,0.25,0.00180078125,-6.180911063,False
wbcic_development_block,leave_one_fold_out,4,P_plus_U_gate,-0.001717578125,0,-0.04125625,0.125,0.1875,0.3333333333,0.6666666667,-0.009160416667,0.375,0.00180078125,-0.9537960954,False
wbcic_development_block,leave_one_fold_out,4,P_plus_U_plus_D_gate,-0.002578515625,0,-0.04125625,0,0.0625,1,0,-0.04125625,0.5,0.00180078125,-1.431887202,False
wbcic_development_block,leave_one_fold_out,4,RidgeEffect,0.000150390625,0,-0.00146875,0.0625,0.1875,0.6666666667,0.3333333333,0.0008020833333,0.4375,0.00180078125,0.08351409978,False
wbcic_development_block,leave_one_fold_out,4,ElasticNetEffect,0.000278515625,0,-0.00146875,0.125,0.1875,0.3333333333,0.6666666667,0.001485416667,0.375,0.00180078125,0.1546637744,False
wbcic_development_block,leave_one_fold_out,4,SmallHGBEffect,0.000312109375,0,-0.0035125,0.1875,0.3125,0.4,0.6,0.00099875,0.3125,0.00180078125,0.173318872,False
wbcic_development_block,leave_one_fold_out,4,RiskAwarePERSIST,0,0,0,0,0,0,0,0,0.5,0.00180078125,0,False
wbcic_development_block,leave_one_fold_out,4,Oracle,0.00180078125,0.000209375,0,0.5,0.5,0,1,0.0036015625,0,0.00180078125,1,False
wbcic_development_block,leave_one_backbone_out,DeepConvNet,M0_NO_OP,0,0,0,0,0,0,0,0,0.4,0.001729114978,0,False
wbcic_development_block,leave_one_backbone_out,DeepConvNet,BestFixedTrain,0,0,0,0,0,0,0,0,0.4,0.001729114978,0,False
wbcic_development_block,leave_one_backbone_out,DeepConvNet,AlwaysSuppress,-0.006065887784,-0.00166875,-0.06393125,0.4,1,0.6,0.4,-0.006065887784,0,0.001729114978,-3.508088162,False
wbcic_development_block,leave_one_backbone_out,DeepConvNet,P_only_gate,-0.003715990372,0,-0.06393125,0.2,0.5,0.6,0.4,-0.007431980745,0.2,0.001729114978,-2.149070721,False
wbcic_development_block,leave_one_backbone_out,DeepConvNet,P_plus_U_gate,0.0009905401673,0,-0.003266666667,0.15,0.2,0.25,0.75,0.004952700836,0.25,0.001729114978,0.5728596305,False
wbcic_development_block,leave_one_backbone_out,DeepConvNet,P_plus_U_plus_D_gate,5.71026673e-05,0,-0.003266666667,0.1,0.15,0.3333333333,0.6666666667,0.0003806844487,0.3,0.001729114978,0.03302421645,False
wbcic_development_block,leave_one_backbone_out,DeepConvNet,RidgeEffect,-0.005016529356,-7.5e-05,-0.06393125,0.35,0.85,0.5882352941,0.4117647059,-0.005901799242,0.05,0.001729114978,-2.901212135,False
wbcic_development_block,leave_one_backbone_out,DeepConvNet,ElasticNetEffect,-0.001724530855,0,-0.02805625,0.4,0.85,0.5294117647,0.4705882353,-0.00202885983,0,0.001729114978,-0.997348862,False
wbcic_development_block,leave_one_backbone_out,DeepConvNet,SmallHGBEffect,-0.002500724432,0,-0.02805625,0.05,0.2,0.75,0.25,-0.01250362216,0.35,0.001729114978,-1.446245313,False
wbcic_development_block,leave_one_backbone_out,DeepConvNet,RiskAwarePERSIST,0,0,0,0,0,0,0,0,0.4,0.001729114978,0,False
wbcic_development_block,leave_one_backbone_out,DeepConvNet,Oracle,0.001729114978,0,0,0.4,0.4,0,1,0.004322787445,0,0.001729114978,1,False
wbcic_development_block,leave_one_backbone_out,EEGConformer,M0_NO_OP,0,0,0,0,0,0,0,0,0.3,0.0008372561553,0,False
wbcic_development_block,leave_one_backbone_out,EEGConformer,BestFixedTrain,0,0,0,0,0,0,0,0,0.3,0.0008372561553,0,False
wbcic_development_block,leave_one_backbone_out,EEGConformer,AlwaysSuppress,-0.01038303938,-0.001218229167,-0.08582190657,0.3,1,0.7,0.3,-0.01038303938,0,0.0008372561553,-12.40126969,False
wbcic_development_block,leave_one_backbone_out,EEGConformer,P_only_gate,-0.01044649463,0,-0.08582190657,0.05,0.45,0.8888888889,0.1111111111,-0.02321443252,0.25,0.0008372561553,-12.47705922,False
wbcic_development_block,leave_one_backbone_out,EEGConformer,P_plus_U_gate,6.25e-06,0,-0.0008125,0.05,0.15,0.6666666667,0.3333333333,4.166666667e-05,0.25,0.0008372561553,0.00746486002,False
wbcic_development_block,leave_one_backbone_out,EEGConformer,P_plus_U_plus_D_gate,0,0,0,0,0,0,0,0,0.3,0.0008372561553,0,False
wbcic_development_block,leave_one_backbone_out,EEGConformer,RidgeEffect,0,0,0,0,0,0,0,0,0.3,0.0008372561553,0,False
wbcic_development_block,leave_one_backbone_out,EEGConformer,ElasticNetEffect,-6.244791667e-05,0,-0.001248958333,0,0.05,1,0,-0.001248958333,0.3,0.0008372561553,-0.07458639303,False
wbcic_development_block,leave_one_backbone_out,EEGConformer,SmallHGBEffect,-0.0003602604167,0,-0.0035125,0,0.25,1,0,-0.001441041667,0.3,0.0008372561553,-0.430286973,False
wbcic_development_block,leave_one_backbone_out,EEGConformer,RiskAwarePERSIST,0,0,0,0,0,0,0,0,0.3,0.0008372561553,0,False
wbcic_development_block,leave_one_backbone_out,EEGConformer,Oracle,0.0008372561553,0,0,0.3,0.3,0,1,0.002790853851,0,0.0008372561553,1,False
wbcic_development_block,leave_one_backbone_out,EEGNet,M0_NO_OP,0,0,0,0,0,0,0,0,0.3,0.002591354167,0,False
wbcic_development_block,leave_one_backbone_out,EEGNet,BestFixedTrain,0,0,0,0,0,0,0,0,0.3,0.002591354167,0,False
wbcic_development_block,leave_one_backbone_out,EEGNet,AlwaysSuppress,-0.02258993292,-0.004194685133,-0.1560888889,0.3,1,0.7,0.3,-0.02258993292,0,0.002591354167,-8.717423968,False
wbcic_development_block,leave_one_backbone_out,EEGNet,P_only_gate,-0.0127207777,0,-0.1560888889,0.2,0.5,0.6,0.4,-0.0254415554,0.1,0.002591354167,-4.908930575,False
wbcic_development_block,leave_one_backbone_out,EEGNet,P_plus_U_gate,-0.005861145833,0,-0.1162875,0.1,0.25,0.6,0.4,-0.02344458333,0.2,0.002591354167,-2.261808096,False
wbcic_development_block,leave_one_backbone_out,EEGNet,P_plus_U_plus_D_gate,-0.006499375,0,-0.1162875,0,0.15,1,0,-0.04332916667,0.3,0.002591354167,-2.508099851,False
wbcic_development_block,leave_one_backbone_out,EEGNet,RidgeEffect,0,0,0,0,0,0,0,0,0.3,0.002591354167,0,False
wbcic_development_block,leave_one_backbone_out,EEGNet,ElasticNetEffect,0.000491875,0,0,0.05,0.05,0,1,0.0098375,0.25,0.002591354167,0.1898138843,False
wbcic_development_block,leave_one_backbone_out,EEGNet,SmallHGBEffect,-0.0009611213699,0,-0.0095875,0,0.2,1,0,-0.00480560685,0.3,0.002591354167,-0.3708954115,False
wbcic_development_block,leave_one_backbone_out,EEGNet,RiskAwarePERSIST,0,0,0,0,0,0,0,0,0.3,0.002591354167,0,False
wbcic_development_block,leave_one_backbone_out,EEGNet,Oracle,0.002591354167,0,0,0.3,0.3,0,1,0.008637847222,0,0.002591354167,1,False
wbcic_development_block,leave_one_backbone_out,TeCh,M0_NO_OP,0,0,0,0,0,0,0,0,0.3,0.001299118134,0,False
wbcic_development_block,leave_one_backbone_out,TeCh,BestFixedTrain,0,0,0,0,0,0,0,0,0.3,0.001299118134,0,False
wbcic_development_block,leave_one_backbone_out,TeCh,AlwaysSuppress,-0.03305416943,-0.001746875,-0.2188209438,0.3,1,0.7,0.3,-0.03305416943,0,0.001299118134,-25.44354401,False
wbcic_development_block,leave_one_backbone_out,TeCh,P_only_gate,-0.03288838739,0,-0.2188209438,0.15,0.5,0.7,0.3,-0.06577677478,0.15,0.001299118134,-25.3159328,False
wbcic_development_block,leave_one_backbone_out,TeCh,P_plus_U_gate,-0.02879375552,0,-0.2188209438,0.1,0.35,0.7142857143,0.2857142857,-0.08226787293,0.2,0.001299118134,-22.16407789,False
wbcic_development_block,leave_one_backbone_out,TeCh,P_plus_U_plus_D_gate,-0.02945469302,0,-0.2188209438,0,0.2,1,0,-0.1472734651,0.3,0.001299118134,-22.67283647,False
wbcic_development_block,leave_one_backbone_out,TeCh,RidgeEffect,0.0005440305398,0,-0.003253677399,0.3,0.75,0.6,0.4,0.000725374053,0,0.001299118134,0.418769106,False
wbcic_development_block,leave_one_backbone_out,TeCh,ElasticNetEffect,-0.0003967195391,0,-0.003253677399,0.1,0.5,0.8,0.2,-0.0007934390783,0.2,0.001299118134,-0.3053760306,False
wbcic_development_block,leave_one_backbone_out,TeCh,SmallHGBEffect,0.0002359584122,0,-0.00203125,0.1,0.15,0.3333333333,0.6666666667,0.001573056082,0.2,0.001299118134,0.1816296809,False
wbcic_development_block,leave_one_backbone_out,TeCh,RiskAwarePERSIST,0,0,0,0,0,0,0,0,0.3,0.001299118134,0,False
wbcic_development_block,leave_one_backbone_out,TeCh,Oracle,0.001299118134,0,0,0.3,0.3,0,1,0.004330393782,0,0.001299118134,1,False
