epoch,loss,clean_ce,branch_ce,consistency,drift
0,0.784326127746649,0.3921405842952561,0.3921852822889361,2.177626679679777e-06,4.765721931279032e-06
1,0.7791882941597387,0.38959136500693203,0.3895966167512693,1.8770435363684987e-06,1.17488322294983e-05
2,0.7736797505303433,0.3868282382425509,0.3868512594908999,1.6985819773876038e-06,8.699627534569069e-06
3,0.7679150277062466,0.38397801654380664,0.3839367499999833,1.6920829616059275e-06,9.108240559279485e-06
