task,fold,stage,subject,session,control,draw,rank,intact_BA,intact_macro_F1,intact_NLL,erased_BA,erased_macro_F1,erased_NLL,BA_loss,macro_F1_loss,NLL_change,worst_session_BA_loss,biological_subjects,protected_BA_loss_mean,random_BA_loss_mean,protected_minus_random_BA_harm,paired_ci95_lower,paired_ci95_upper,bootstrap_replicates,protected_worst_session_BA_loss_mean,protected_macro_F1_loss_mean,protected_NLL_change_mean
OpenBMI_MI,0,H_CONCAT,9,2,RANDOM,2,8,0.56,0.5592948717948718,0.947243332862854,0.55,0.5495946351716545,0.9491012692451477,0.010000000000000009,0.009700236623217284,0.0018579363822937012,0.010000000000000009,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,9,2,RANDOM,3,8,0.56,0.5592948717948718,0.947243332862854,0.56,0.5592948717948718,0.9449023604393005,0.0,0.0,-0.002340972423553467,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,11,1,PROTECTED,-1,8,0.71,0.7013695808876532,0.649151623249054,0.59,0.5899589958995899,0.9380586743354797,0.12,0.11141058498806333,0.2889070510864258,0.09999999999999998,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,11,1,RANDOM,0,8,0.71,0.7013695808876532,0.649151623249054,0.71,0.7013695808876532,0.6478783488273621,0.0,0.0,-0.0012732744216918945,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,11,1,RANDOM,1,8,0.71,0.7013695808876532,0.649151623249054,0.71,0.7013695808876532,0.6491895318031311,0.0,0.0,3.790855407714844e-05,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,11,1,RANDOM,2,8,0.71,0.7013695808876532,0.649151623249054,0.71,0.7013695808876532,0.6470244526863098,0.0,0.0,-0.0021271705627441406,0.009999999999999898,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,11,1,RANDOM,3,8,0.71,0.7013695808876532,0.649151623249054,0.71,0.7013695808876532,0.6489241719245911,0.0,0.0,-0.00022745132446289062,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,11,2,PROTECTED,-1,8,0.6799999999999999,0.6666666666666666,0.6692366600036621,0.58,0.5716034271725826,1.0050740242004395,0.09999999999999998,0.09506323949408402,0.33583736419677734,0.09999999999999998,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,11,2,RANDOM,0,8,0.6799999999999999,0.6666666666666666,0.6692366600036621,0.6799999999999999,0.6666666666666666,0.6685730218887329,0.0,0.0,-0.0006636381149291992,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,11,2,RANDOM,1,8,0.6799999999999999,0.6666666666666666,0.6692366600036621,0.6799999999999999,0.6666666666666666,0.668068528175354,0.0,0.0,-0.0011681318283081055,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,11,2,RANDOM,2,8,0.6799999999999999,0.6666666666666666,0.6692366600036621,0.67,0.6547756041426928,0.6659176349639893,0.009999999999999898,0.011891062523973872,-0.0033190250396728516,0.009999999999999898,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,11,2,RANDOM,3,8,0.6799999999999999,0.6666666666666666,0.6692366600036621,0.6799999999999999,0.6666666666666666,0.6691286563873291,0.0,0.0,-0.00010800361633300781,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,14,1,PROTECTED,-1,8,0.6699999999999999,0.6624040920716112,0.6540834903717041,0.6699999999999999,0.6673051718923279,0.6834989190101624,0.0,-0.004901079820716636,0.029415428638458252,0.16999999999999993,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,14,1,RANDOM,0,8,0.6699999999999999,0.6624040920716112,0.6540834903717041,0.6699999999999999,0.6624040920716112,0.6552069783210754,0.0,0.0,0.0011234879493713379,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,14,1,RANDOM,1,8,0.6699999999999999,0.6624040920716112,0.6540834903717041,0.6699999999999999,0.6624040920716112,0.6560823321342468,0.0,0.0,0.0019988417625427246,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,14,1,RANDOM,2,8,0.6699999999999999,0.6624040920716112,0.6540834903717041,0.6699999999999999,0.6624040920716112,0.6538657546043396,0.0,0.0,-0.00021773576736450195,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,14,1,RANDOM,3,8,0.6699999999999999,0.6624040920716112,0.6540834903717041,0.6699999999999999,0.6624040920716112,0.6543748378753662,0.0,0.0,0.0002913475036621094,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,14,2,PROTECTED,-1,8,0.6699999999999999,0.6683750376846548,0.760894775390625,0.5,0.4832575444398512,0.9242967963218689,0.16999999999999993,0.1851174932448036,0.1634020209312439,0.16999999999999993,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,14,2,RANDOM,0,8,0.6699999999999999,0.6683750376846548,0.760894775390625,0.6699999999999999,0.6683750376846548,0.7636988759040833,0.0,0.0,0.002804100513458252,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,14,2,RANDOM,1,8,0.6699999999999999,0.6683750376846548,0.760894775390625,0.6699999999999999,0.6683750376846548,0.7612493634223938,0.0,0.0,0.00035458803176879883,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,14,2,RANDOM,2,8,0.6699999999999999,0.6683750376846548,0.760894775390625,0.6699999999999999,0.6683750376846548,0.7590503096580505,0.0,0.0,-0.0018444657325744629,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,14,2,RANDOM,3,8,0.6699999999999999,0.6683750376846548,0.760894775390625,0.6699999999999999,0.6683750376846548,0.7622424960136414,0.0,0.0,0.0013477206230163574,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,19,1,PROTECTED,-1,8,0.76,0.7552019583843329,0.5314570069313049,0.71,0.7092731829573935,0.6357859969139099,0.050000000000000044,0.045928775426939406,0.10432898998260498,0.13,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,19,1,RANDOM,0,8,0.76,0.7552019583843329,0.5314570069313049,0.76,0.7552019583843329,0.5315244793891907,0.0,0.0,6.747245788574219e-05,0.010000000000000009,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,19,1,RANDOM,1,8,0.76,0.7552019583843329,0.5314570069313049,0.76,0.7552019583843329,0.5326563715934753,0.0,0.0,0.0011993646621704102,0.010000000000000009,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,19,1,RANDOM,2,8,0.76,0.7552019583843329,0.5314570069313049,0.76,0.7552019583843329,0.5295758247375488,0.0,0.0,-0.0018811821937561035,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,19,1,RANDOM,3,8,0.76,0.7552019583843329,0.5314570069313049,0.76,0.7552019583843329,0.5327903032302856,0.0,0.0,0.0013332962989807129,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,19,2,PROTECTED,-1,8,0.76,0.7591328783621036,0.5684944987297058,0.63,0.62996299629963,0.8549535870552063,0.13,0.1291698820624736,0.2864590883255005,0.13,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,19,2,RANDOM,0,8,0.76,0.7591328783621036,0.5684944987297058,0.75,0.7493734335839599,0.5690912008285522,0.010000000000000009,0.009759444778143722,0.0005967020988464355,0.010000000000000009,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,19,2,RANDOM,1,8,0.76,0.7591328783621036,0.5684944987297058,0.75,0.7493734335839599,0.5688278675079346,0.010000000000000009,0.009759444778143722,0.00033336877822875977,0.010000000000000009,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,19,2,RANDOM,2,8,0.76,0.7591328783621036,0.5684944987297058,0.76,0.7591328783621036,0.5686386227607727,0.0,0.0,0.00014412403106689453,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,19,2,RANDOM,3,8,0.76,0.7591328783621036,0.5684944987297058,0.76,0.7591328783621036,0.5657870769500732,0.0,0.0,-0.0027074217796325684,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,26,1,PROTECTED,-1,8,0.78,0.7756017951856384,0.5077369809150696,0.65,0.6368917937545389,0.7655523419380188,0.13,0.13871000143109957,0.2578153610229492,0.13,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,26,1,RANDOM,0,8,0.78,0.7756017951856384,0.5077369809150696,0.78,0.7756017951856384,0.505084753036499,0.0,0.0,-0.0026522278785705566,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,26,1,RANDOM,1,8,0.78,0.7756017951856384,0.5077369809150696,0.78,0.7756017951856384,0.5090501308441162,0.0,0.0,0.0013131499290466309,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,26,1,RANDOM,2,8,0.78,0.7756017951856384,0.5077369809150696,0.78,0.7756017951856384,0.509377121925354,0.0,0.0,0.0016401410102844238,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,26,1,RANDOM,3,8,0.78,0.7756017951856384,0.5077369809150696,0.77,0.7647058823529411,0.5072134733200073,0.010000000000000009,0.010895912832697308,-0.0005235075950622559,0.010000000000000009,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,26,2,PROTECTED,-1,8,0.86,0.86,0.3150796592235565,0.77,0.769792813532179,0.5900307297706604,0.08999999999999997,0.090207186467821,0.2749510705471039,0.13,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,26,2,RANDOM,0,8,0.86,0.86,0.3150796592235565,0.86,0.86,0.31522199511528015,0.0,0.0,0.0001423358917236328,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,26,2,RANDOM,1,8,0.86,0.86,0.3150796592235565,0.86,0.86,0.314199835062027,0.0,0.0,-0.000879824161529541,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,26,2,RANDOM,2,8,0.86,0.86,0.3150796592235565,0.86,0.86,0.3158414363861084,0.0,0.0,0.0007617771625518799,0.0,,,,,,,,,,
OpenBMI_MI,0,H_CONCAT,26,2,RANDOM,3,8,0.86,0.86,0.3150796592235565,0.86,0.86,0.3157641887664795,0.0,0.0,0.0006845295429229736,0.010000000000000009,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,8,1,PROTECTED,-1,8,0.8200000000000001,0.8193496587715776,0.35484781861305237,0.71,0.7099709970997099,0.5353689789772034,0.1100000000000001,0.10937866167186772,0.180521160364151,0.14,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,8,1,RANDOM,0,8,0.8200000000000001,0.8193496587715776,0.35484781861305237,0.8200000000000001,0.8193496587715776,0.35546359419822693,0.0,0.0,0.0006157755851745605,0.009999999999999898,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,8,1,RANDOM,1,8,0.8200000000000001,0.8193496587715776,0.35484781861305237,0.8200000000000001,0.8193496587715776,0.35474327206611633,0.0,0.0,-0.00010454654693603516,0.009999999999999898,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,8,1,RANDOM,2,8,0.8200000000000001,0.8193496587715776,0.35484781861305237,0.8200000000000001,0.8193496587715776,0.35512301325798035,0.0,0.0,0.0002751946449279785,0.019999999999999907,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,8,1,RANDOM,3,8,0.8200000000000001,0.8193496587715776,0.35484781861305237,0.8200000000000001,0.8193496587715776,0.3548041582107544,0.0,0.0,-4.366040229797363e-05,-1.1102230246251565e-16,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,8,2,PROTECTED,-1,8,0.82,0.82,0.3999220132827759,0.6799999999999999,0.6794871794871795,0.5373838543891907,0.14,0.14051282051282044,0.1374618411064148,0.14,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,8,2,RANDOM,0,8,0.82,0.82,0.3999220132827759,0.81,0.8099809980998101,0.39935722947120667,0.009999999999999898,0.010019001900189894,-0.0005647838115692139,0.009999999999999898,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,8,2,RANDOM,1,8,0.82,0.82,0.3999220132827759,0.81,0.8098288459613652,0.40082669258117676,0.009999999999999898,0.010171154038634778,0.0009046792984008789,0.009999999999999898,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,8,2,RANDOM,2,8,0.82,0.82,0.3999220132827759,0.8,0.7999199679871949,0.39952486753463745,0.019999999999999907,0.02008003201280506,-0.00039714574813842773,0.019999999999999907,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,8,2,RANDOM,3,8,0.82,0.82,0.3999220132827759,0.8200000000000001,0.8199279711884754,0.40071430802345276,-1.1102230246251565e-16,7.202881152457152e-05,0.0007922947406768799,-1.1102230246251565e-16,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,9,1,PROTECTED,-1,8,0.69,0.6846709388668497,0.629992663860321,0.6100000000000001,0.6080795899909557,0.7225233316421509,0.07999999999999985,0.07659134887589403,0.09253066778182983,0.08000000000000007,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,9,1,RANDOM,0,8,0.69,0.6846709388668497,0.629992663860321,0.6799999999999999,0.6736026111791106,0.6288096904754639,0.010000000000000009,0.011068327687739132,-0.0011829733848571777,0.0,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,9,1,RANDOM,1,8,0.69,0.6846709388668497,0.629992663860321,0.69,0.6846709388668497,0.6300603747367859,0.0,0.0,6.771087646484375e-05,-0.010000000000000009,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,9,1,RANDOM,2,8,0.69,0.6846709388668497,0.629992663860321,0.69,0.6846709388668497,0.6301019191741943,0.0,0.0,0.00010925531387329102,0.0,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,9,1,RANDOM,3,8,0.69,0.6846709388668497,0.629992663860321,0.7,0.6956168831168831,0.6285068988800049,-0.010000000000000009,-0.010945944250033368,-0.0014857649803161621,0.0,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,9,2,PROTECTED,-1,8,0.56,0.5592948717948718,0.947243332862854,0.48,0.4781212364512244,0.968128502368927,0.08000000000000007,0.08117363534364741,0.020885169506072998,0.08000000000000007,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,9,2,RANDOM,0,8,0.56,0.5592948717948718,0.947243332862854,0.56,0.5592948717948718,0.9497017860412598,0.0,0.0,0.0024584531784057617,0.0,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,9,2,RANDOM,1,8,0.56,0.5592948717948718,0.947243332862854,0.5700000000000001,0.5696126513862476,0.9463184475898743,-0.010000000000000009,-0.010317779591375809,-0.0009248852729797363,-0.010000000000000009,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,9,2,RANDOM,2,8,0.56,0.5592948717948718,0.947243332862854,0.56,0.5592948717948718,0.948397159576416,0.0,0.0,0.0011538267135620117,0.0,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,9,2,RANDOM,3,8,0.56,0.5592948717948718,0.947243332862854,0.56,0.5592948717948718,0.9497672319412231,0.0,0.0,0.0025238990783691406,0.0,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,11,1,PROTECTED,-1,8,0.71,0.7013695808876532,0.649151623249054,0.63,0.628178072555522,0.8095550537109375,0.07999999999999996,0.07319150833213117,0.16040343046188354,0.1499999999999999,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,11,1,RANDOM,0,8,0.71,0.7013695808876532,0.649151623249054,0.71,0.7013695808876532,0.6503827571868896,0.0,0.0,0.0012311339378356934,0.009999999999999898,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,11,1,RANDOM,1,8,0.71,0.7013695808876532,0.649151623249054,0.71,0.7013695808876532,0.6506621837615967,0.0,0.0,0.0015105605125427246,0.0,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,11,1,RANDOM,2,8,0.71,0.7013695808876532,0.649151623249054,0.71,0.7013695808876532,0.6476719379425049,0.0,0.0,-0.0014796853065490723,0.009999999999999898,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,11,1,RANDOM,3,8,0.71,0.7013695808876532,0.649151623249054,0.71,0.7013695808876532,0.6526151895523071,0.0,0.0,0.003463566303253174,0.009999999999999898,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,11,2,PROTECTED,-1,8,0.6799999999999999,0.6666666666666666,0.6692366600036621,0.53,0.5160127690248172,0.9142813682556152,0.1499999999999999,0.15065389764184944,0.24504470825195312,0.1499999999999999,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,11,2,RANDOM,0,8,0.6799999999999999,0.6666666666666666,0.6692366600036621,0.67,0.6547756041426928,0.6695789098739624,0.009999999999999898,0.011891062523973872,0.00034224987030029297,0.009999999999999898,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,11,2,RANDOM,1,8,0.6799999999999999,0.6666666666666666,0.6692366600036621,0.6799999999999999,0.6666666666666666,0.6686100959777832,0.0,0.0,-0.0006265640258789062,0.0,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,11,2,RANDOM,2,8,0.6799999999999999,0.6666666666666666,0.6692366600036621,0.67,0.6547756041426928,0.6683499813079834,0.009999999999999898,0.011891062523973872,-0.0008866786956787109,0.009999999999999898,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,11,2,RANDOM,3,8,0.6799999999999999,0.6666666666666666,0.6692366600036621,0.67,0.6547756041426928,0.6708403825759888,0.009999999999999898,0.011891062523973872,0.0016037225723266602,0.009999999999999898,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,14,1,PROTECTED,-1,8,0.6699999999999999,0.6624040920716112,0.6540834903717041,0.64,0.6394230769230769,0.6565126776695251,0.029999999999999916,0.022981015148534345,0.002429187297821045,0.15999999999999992,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,14,1,RANDOM,0,8,0.6699999999999999,0.6624040920716112,0.6540834903717041,0.6699999999999999,0.6624040920716112,0.6556150317192078,0.0,0.0,0.0015315413475036621,0.0,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,14,1,RANDOM,1,8,0.6699999999999999,0.6624040920716112,0.6540834903717041,0.6699999999999999,0.6624040920716112,0.6551164984703064,0.0,0.0,0.001033008098602295,0.0,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,14,1,RANDOM,2,8,0.6699999999999999,0.6624040920716112,0.6540834903717041,0.6699999999999999,0.6624040920716112,0.655519425868988,0.0,0.0,0.0014359354972839355,0.0,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,14,1,RANDOM,3,8,0.6699999999999999,0.6624040920716112,0.6540834903717041,0.6699999999999999,0.6624040920716112,0.6550601720809937,0.0,0.0,0.0009766817092895508,0.0,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,14,2,PROTECTED,-1,8,0.6699999999999999,0.6683750376846548,0.760894775390625,0.51,0.48263118994826315,0.8427914381027222,0.15999999999999992,0.18574384773639163,0.08189666271209717,0.15999999999999992,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,14,2,RANDOM,0,8,0.6699999999999999,0.6683750376846548,0.760894775390625,0.6699999999999999,0.6683750376846548,0.7593846321105957,0.0,0.0,-0.0015101432800292969,0.0,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,14,2,RANDOM,1,8,0.6699999999999999,0.6683750376846548,0.760894775390625,0.6699999999999999,0.6683750376846548,0.7609735131263733,0.0,0.0,7.873773574829102e-05,0.0,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,14,2,RANDOM,2,8,0.6699999999999999,0.6683750376846548,0.760894775390625,0.6699999999999999,0.6683750376846548,0.7601757645606995,0.0,0.0,-0.0007190108299255371,0.0,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,14,2,RANDOM,3,8,0.6699999999999999,0.6683750376846548,0.760894775390625,0.6699999999999999,0.6683750376846548,0.7617304921150208,0.0,0.0,0.000835716724395752,0.0,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,19,1,PROTECTED,-1,8,0.76,0.7552019583843329,0.5314570069313049,0.69,0.6874684948079444,0.6544904112815857,0.07000000000000006,0.06773346357638854,0.12303340435028076,0.15000000000000002,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,19,1,RANDOM,0,8,0.76,0.7552019583843329,0.5314570069313049,0.76,0.7552019583843329,0.5335108637809753,0.0,0.0,0.00205385684967041,0.0,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,19,1,RANDOM,1,8,0.76,0.7552019583843329,0.5314570069313049,0.76,0.7552019583843329,0.5314663052558899,0.0,0.0,9.298324584960938e-06,0.0,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,19,1,RANDOM,2,8,0.76,0.7552019583843329,0.5314570069313049,0.75,0.7442455242966752,0.5320486426353455,0.010000000000000009,0.010956434087657674,0.0005916357040405273,0.010000000000000009,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,19,1,RANDOM,3,8,0.76,0.7552019583843329,0.5314570069313049,0.76,0.7552019583843329,0.5321753621101379,0.0,0.0,0.0007183551788330078,0.0,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,19,2,PROTECTED,-1,8,0.76,0.7591328783621036,0.5684944987297058,0.61,0.6096486838154338,0.7884352207183838,0.15000000000000002,0.14948419454666984,0.21994072198867798,0.15000000000000002,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,19,2,RANDOM,0,8,0.76,0.7591328783621036,0.5684944987297058,0.76,0.7591328783621036,0.5680540204048157,0.0,0.0,-0.0004404783248901367,0.0,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,19,2,RANDOM,1,8,0.76,0.7591328783621036,0.5684944987297058,0.76,0.7591328783621036,0.5691608190536499,0.0,0.0,0.0006663203239440918,0.0,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,19,2,RANDOM,2,8,0.76,0.7591328783621036,0.5684944987297058,0.75,0.7493734335839599,0.5680744051933289,0.010000000000000009,0.009759444778143722,-0.0004200935363769531,0.010000000000000009,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,19,2,RANDOM,3,8,0.76,0.7591328783621036,0.5684944987297058,0.76,0.7591328783621036,0.5684300065040588,0.0,0.0,-6.449222564697266e-05,0.0,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,26,1,PROTECTED,-1,8,0.78,0.7756017951856384,0.5077369809150696,0.7,0.6816638370118846,0.6355928778648376,0.08000000000000007,0.09393795817375383,0.12785589694976807,0.08000000000000007,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,26,1,RANDOM,0,8,0.78,0.7756017951856384,0.5077369809150696,0.77,0.7647058823529411,0.5086474418640137,0.010000000000000009,0.010895912832697308,0.0009104609489440918,0.010000000000000009,,,,,,,,,,
OpenBMI_MI,0,H_SHARED1,26,1,RANDOM,1,8,0.78,0.7756017951856384,0.5077369809150696,0.78,0.7756017951856384,0.5075821876525879,0.0,0.0,-0.00015479326248168945,0.0,,,,,,,,,,
