task,fold,stage,subject,session,control,draw,rank,intact_BA,intact_macro_F1,intact_NLL,erased_BA,erased_macro_F1,erased_NLL,BA_loss,macro_F1_loss,NLL_change,final_P_change_L2_mean,final_P_norm_change_mean,final_P_cosine_mean
OpenBMI_MI,0,BRANCH_15,9,2,RANDOM,3,8,0.56,0.5592948717948718,0.947243332862854,0.5700000000000001,0.5696126513862476,0.9494342803955078,-0.010000000000000009,-0.010317779591375809,0.0021909475326538086,0.03269033133983612,0.0027322054374963045,0.9998952746391296
OpenBMI_MI,0,BRANCH_15,11,1,PROTECTED,-1,8,0.71,0.7013695808876532,0.649151623249054,0.67,0.6659580929243851,0.6790564060211182,0.039999999999999925,0.035411487963268096,0.02990478277206421,0.6287437677383423,-0.10653866082429886,0.9690666794776917
OpenBMI_MI,0,BRANCH_15,11,1,RANDOM,0,8,0.71,0.7013695808876532,0.649151623249054,0.71,0.7013695808876532,0.6517941355705261,0.0,0.0,0.002642512321472168,0.031010108068585396,-0.001369925681501627,0.9999169111251831
OpenBMI_MI,0,BRANCH_15,11,1,RANDOM,1,8,0.71,0.7013695808876532,0.649151623249054,0.71,0.7013695808876532,0.6474685668945312,0.0,0.0,-0.001683056354522705,0.029526233673095703,-0.0018806123407557607,0.9999231100082397
OpenBMI_MI,0,BRANCH_15,11,1,RANDOM,2,8,0.71,0.7013695808876532,0.649151623249054,0.71,0.7013695808876532,0.6504023671150208,0.0,0.0,0.0012507438659667969,0.03410187363624573,0.0007458317559212446,0.9999023675918579
OpenBMI_MI,0,BRANCH_15,11,1,RANDOM,3,8,0.71,0.7013695808876532,0.649151623249054,0.71,0.7013695808876532,0.6499936580657959,0.0,0.0,0.0008420348167419434,0.033852558583021164,0.0019202196272090077,0.999900758266449
OpenBMI_MI,0,BRANCH_15,11,2,PROTECTED,-1,8,0.6799999999999999,0.6666666666666666,0.6692366600036621,0.6699999999999999,0.6576408341114224,0.7586947083473206,0.010000000000000009,0.009025832555244251,0.08945804834365845,0.6210381984710693,-0.06900830566883087,0.970263659954071
OpenBMI_MI,0,BRANCH_15,11,2,RANDOM,0,8,0.6799999999999999,0.6666666666666666,0.6692366600036621,0.67,0.6547756041426928,0.6716586947441101,0.009999999999999898,0.011891062523973872,0.002422034740447998,0.03540264815092087,-0.0006096422439441085,0.9999166131019592
OpenBMI_MI,0,BRANCH_15,11,2,RANDOM,1,8,0.6799999999999999,0.6666666666666666,0.6692366600036621,0.67,0.6547756041426928,0.666094958782196,0.009999999999999898,0.011891062523973872,-0.0031417012214660645,0.03133198991417885,-0.00353856454603374,0.9999300241470337
OpenBMI_MI,0,BRANCH_15,11,2,RANDOM,2,8,0.6799999999999999,0.6666666666666666,0.6692366600036621,0.6799999999999999,0.6666666666666666,0.6700660586357117,0.0,0.0,0.0008293986320495605,0.039623603224754333,0.004082786850631237,0.9998906850814819
OpenBMI_MI,0,BRANCH_15,11,2,RANDOM,3,8,0.6799999999999999,0.6666666666666666,0.6692366600036621,0.6799999999999999,0.6666666666666666,0.6686365008354187,0.0,0.0,-0.0006001591682434082,0.037446584552526474,-0.002144623314961791,0.9999026656150818
OpenBMI_MI,0,BRANCH_15,14,1,PROTECTED,-1,8,0.6699999999999999,0.6624040920716112,0.6540834903717041,0.67,0.6643271284711627,0.6533662676811218,-1.1102230246251565e-16,-0.001923036399551492,-0.0007172226905822754,0.5878770351409912,-0.04459868371486664,0.9681913256645203
OpenBMI_MI,0,BRANCH_15,14,1,RANDOM,0,8,0.6699999999999999,0.6624040920716112,0.6540834903717041,0.66,0.6532027743778049,0.6498562693595886,0.009999999999999898,0.009201317693806277,-0.0042272210121154785,0.03422243893146515,-0.0018888282356783748,0.999877393245697
OpenBMI_MI,0,BRANCH_15,14,1,RANDOM,1,8,0.6699999999999999,0.6624040920716112,0.6540834903717041,0.6699999999999999,0.6624040920716112,0.6536639332771301,0.0,0.0,-0.0004195570945739746,0.03329949826002121,0.0004983121179975569,0.9999063014984131
OpenBMI_MI,0,BRANCH_15,14,1,RANDOM,2,8,0.6699999999999999,0.6624040920716112,0.6540834903717041,0.6699999999999999,0.6624040920716112,0.6548802852630615,0.0,0.0,0.0007967948913574219,0.038673073053359985,0.0008405566331930459,0.9998599886894226
OpenBMI_MI,0,BRANCH_15,14,1,RANDOM,3,8,0.6699999999999999,0.6624040920716112,0.6540834903717041,0.6699999999999999,0.6624040920716112,0.6531031131744385,0.0,0.0,-0.000980377197265625,0.03600147366523743,0.0019861788023263216,0.9998562335968018
OpenBMI_MI,0,BRANCH_15,14,2,PROTECTED,-1,8,0.6699999999999999,0.6683750376846548,0.760894775390625,0.65,0.6439833180754755,0.7809920310974121,0.019999999999999907,0.024391719609179296,0.02009725570678711,0.6179594993591309,-0.059995587915182114,0.9654396772384644
OpenBMI_MI,0,BRANCH_15,14,2,RANDOM,0,8,0.6699999999999999,0.6683750376846548,0.760894775390625,0.6699999999999999,0.6683750376846548,0.7586143612861633,0.0,0.0,-0.00228041410446167,0.03374823182821274,-0.001339906477369368,0.999896228313446
OpenBMI_MI,0,BRANCH_15,14,2,RANDOM,1,8,0.6699999999999999,0.6683750376846548,0.760894775390625,0.6699999999999999,0.6683750376846548,0.7591825723648071,0.0,0.0,-0.001712203025817871,0.03154491260647774,0.000256592029472813,0.9999139308929443
OpenBMI_MI,0,BRANCH_15,14,2,RANDOM,2,8,0.6699999999999999,0.6683750376846548,0.760894775390625,0.6599999999999999,0.6587715776796468,0.7640860080718994,0.010000000000000009,0.009603460005008002,0.003191232681274414,0.03652726486325264,0.002508213510736823,0.9998890161514282
OpenBMI_MI,0,BRANCH_15,14,2,RANDOM,3,8,0.6699999999999999,0.6683750376846548,0.760894775390625,0.6699999999999999,0.6683750376846548,0.7584373354911804,0.0,0.0,-0.00245743989944458,0.03850509226322174,0.006410941015928984,0.9998793601989746
OpenBMI_MI,0,BRANCH_15,19,1,PROTECTED,-1,8,0.76,0.7552019583843329,0.5314570069313049,0.75,0.7457023700539112,0.5488818883895874,0.010000000000000009,0.009499588330421749,0.01742488145828247,0.609537661075592,-0.10507020354270935,0.9600050449371338
OpenBMI_MI,0,BRANCH_15,19,1,RANDOM,0,8,0.76,0.7552019583843329,0.5314570069313049,0.76,0.7552019583843329,0.5327659845352173,0.0,0.0,0.0013089776039123535,0.037790969014167786,0.000991554232314229,0.9998462796211243
OpenBMI_MI,0,BRANCH_15,19,1,RANDOM,1,8,0.76,0.7552019583843329,0.5314570069313049,0.75,0.7442455242966752,0.5337074995040894,0.010000000000000009,0.010956434087657674,0.002250492572784424,0.030567217618227005,-0.002211127197369933,0.9999063014984131
OpenBMI_MI,0,BRANCH_15,19,1,RANDOM,2,8,0.76,0.7552019583843329,0.5314570069313049,0.76,0.7552019583843329,0.5298774242401123,0.0,0.0,-0.001579582691192627,0.039044901728630066,-0.0010335850529372692,0.9998468160629272
OpenBMI_MI,0,BRANCH_15,19,1,RANDOM,3,8,0.76,0.7552019583843329,0.5314570069313049,0.76,0.7552019583843329,0.5287319421768188,0.0,0.0,-0.002725064754486084,0.038738466799259186,0.00012019991845590994,0.999855637550354
OpenBMI_MI,0,BRANCH_15,19,2,PROTECTED,-1,8,0.76,0.7591328783621036,0.5684944987297058,0.6699999999999999,0.6691729323308271,0.6483862996101379,0.09000000000000008,0.08995994603127655,0.07989180088043213,0.6774511933326721,-0.1098845899105072,0.9599955081939697
OpenBMI_MI,0,BRANCH_15,19,2,RANDOM,0,8,0.76,0.7591328783621036,0.5684944987297058,0.77,0.7688674505074866,0.5664567351341248,-0.010000000000000009,-0.00973457214538298,-0.0020377635955810547,0.039244044572114944,-0.00093697669217363,0.9998602867126465
OpenBMI_MI,0,BRANCH_15,19,2,RANDOM,1,8,0.76,0.7591328783621036,0.5684944987297058,0.76,0.7591328783621036,0.5676435828208923,0.0,0.0,-0.0008509159088134766,0.03414430469274521,-0.003197659272700548,0.9998942613601685
OpenBMI_MI,0,BRANCH_15,19,2,RANDOM,2,8,0.76,0.7591328783621036,0.5684944987297058,0.75,0.7493734335839599,0.5689186453819275,0.010000000000000009,0.009759444778143722,0.0004241466522216797,0.038039471954107285,0.001865517464466393,0.9998619556427002
OpenBMI_MI,0,BRANCH_15,19,2,RANDOM,3,8,0.76,0.7591328783621036,0.5684944987297058,0.77,0.7688674505074866,0.5667408108711243,-0.010000000000000009,-0.00973457214538298,-0.001753687858581543,0.04046257585287094,0.00030589758534915745,0.9998605847358704
OpenBMI_MI,0,BRANCH_15,26,1,PROTECTED,-1,8,0.78,0.7756017951856384,0.5077369809150696,0.74,0.7291666666666667,0.5464163422584534,0.040000000000000036,0.04643512851897169,0.03867936134338379,0.6493242383003235,-0.08949895203113556,0.967471182346344
OpenBMI_MI,0,BRANCH_15,26,1,RANDOM,0,8,0.78,0.7756017951856384,0.5077369809150696,0.78,0.7756017951856384,0.5051361322402954,0.0,0.0,-0.00260084867477417,0.03539557382464409,-0.00038161396514624357,0.9998995065689087
OpenBMI_MI,0,BRANCH_15,26,1,RANDOM,1,8,0.78,0.7756017951856384,0.5077369809150696,0.78,0.7756017951856384,0.505171537399292,0.0,0.0,-0.002565443515777588,0.030965197831392288,-0.0022660994436591864,0.9999243021011353
OpenBMI_MI,0,BRANCH_15,26,1,RANDOM,2,8,0.78,0.7756017951856384,0.5077369809150696,0.77,0.7647058823529411,0.5035440325737,0.010000000000000009,0.010895912832697308,-0.004192948341369629,0.03816284239292145,-0.0009231782169081271,0.999874472618103
OpenBMI_MI,0,BRANCH_15,26,1,RANDOM,3,8,0.78,0.7756017951856384,0.5077369809150696,0.79,0.7863899908452854,0.5058208703994751,-0.010000000000000009,-0.010788195659646949,-0.0019161105155944824,0.03442980721592903,-0.00081318971933797,0.9999142289161682
OpenBMI_MI,0,BRANCH_15,26,2,PROTECTED,-1,8,0.86,0.86,0.3150796592235565,0.8500000000000001,0.849624060150376,0.3642209768295288,0.009999999999999898,0.010375939849624038,0.04914131760597229,0.6597276926040649,-0.07981695979833603,0.9664264917373657
OpenBMI_MI,0,BRANCH_15,26,2,RANDOM,0,8,0.86,0.86,0.3150796592235565,0.86,0.86,0.3171282410621643,0.0,0.0,0.002048581838607788,0.023819219321012497,0.00020993589714635164,0.9999587535858154
OpenBMI_MI,0,BRANCH_15,26,2,RANDOM,1,8,0.86,0.86,0.3150796592235565,0.86,0.86,0.3140126168727875,0.0,0.0,-0.001067042350769043,0.023369871079921722,-0.00021369576279539615,0.9999613165855408
OpenBMI_MI,0,BRANCH_15,26,2,RANDOM,2,8,0.86,0.86,0.3150796592235565,0.86,0.86,0.31541499495506287,0.0,0.0,0.00033533573150634766,0.025484908372163773,-0.0006579971523024142,0.9999482035636902
OpenBMI_MI,0,BRANCH_15,26,2,RANDOM,3,8,0.86,0.86,0.3150796592235565,0.86,0.86,0.31483811140060425,0.0,0.0,-0.0002415478229522705,0.02333828993141651,0.00026398300542496145,0.9999590516090393
OpenBMI_MI,0,BRANCH_63,8,1,PROTECTED,-1,8,0.8200000000000001,0.8193496587715776,0.35484781861305237,0.8,0.797979797979798,0.3864452838897705,0.020000000000000018,0.021369860791779605,0.03159746527671814,0.49177059531211853,-0.06194283813238144,0.979081928730011
OpenBMI_MI,0,BRANCH_63,8,1,RANDOM,0,8,0.8200000000000001,0.8193496587715776,0.35484781861305237,0.8200000000000001,0.8193496587715776,0.35521870851516724,0.0,0.0,0.00037088990211486816,0.02989245019853115,0.0026690387167036533,0.9999270439147949
OpenBMI_MI,0,BRANCH_63,8,1,RANDOM,1,8,0.8200000000000001,0.8193496587715776,0.35484781861305237,0.8200000000000001,0.8193496587715776,0.3548925817012787,0.0,0.0,4.476308822631836e-05,0.030209053307771683,0.00138582824729383,0.999925434589386
OpenBMI_MI,0,BRANCH_63,8,1,RANDOM,2,8,0.8200000000000001,0.8193496587715776,0.35484781861305237,0.8200000000000001,0.8193496587715776,0.3554706275463104,0.0,0.0,0.0006228089332580566,0.026069317013025284,0.0011180650908499956,0.9999412298202515
OpenBMI_MI,0,BRANCH_63,8,1,RANDOM,3,8,0.8200000000000001,0.8193496587715776,0.35484781861305237,0.8200000000000001,0.8193496587715776,0.35413658618927,0.0,0.0,-0.0007112324237823486,0.027642088010907173,0.001682156347669661,0.9999294281005859
OpenBMI_MI,0,BRANCH_63,8,2,PROTECTED,-1,8,0.82,0.82,0.3999220132827759,0.81,0.8099809980998101,0.41848742961883545,0.009999999999999898,0.010019001900189894,0.01856541633605957,0.6633455157279968,-0.06516491621732712,0.9638544321060181
OpenBMI_MI,0,BRANCH_63,8,2,RANDOM,0,8,0.82,0.82,0.3999220132827759,0.81,0.8099809980998101,0.39994102716445923,0.009999999999999898,0.010019001900189894,1.901388168334961e-05,0.0359603650867939,0.002130552427843213,0.9998987317085266
OpenBMI_MI,0,BRANCH_63,8,2,RANDOM,1,8,0.82,0.82,0.3999220132827759,0.8200000000000001,0.8199279711884754,0.40025219321250916,-1.1102230246251565e-16,7.202881152457152e-05,0.00033017992973327637,0.03498382866382599,0.0011622178135439754,0.9999045729637146
OpenBMI_MI,0,BRANCH_63,8,2,RANDOM,2,8,0.82,0.82,0.3999220132827759,0.8,0.7999199679871949,0.40039393305778503,0.019999999999999907,0.02008003201280506,0.0004719197750091553,0.03073354996740818,0.0023897255305200815,0.9999299645423889
OpenBMI_MI,0,BRANCH_63,8,2,RANDOM,3,8,0.82,0.82,0.3999220132827759,0.8,0.7999199679871949,0.39928582310676575,0.019999999999999907,0.02008003201280506,-0.0006361901760101318,0.031226739287376404,0.0013403940247371793,0.9999213218688965
OpenBMI_MI,0,BRANCH_63,9,1,PROTECTED,-1,8,0.69,0.6846709388668497,0.629992663860321,0.6799999999999999,0.677938808373591,0.6368808746337891,0.010000000000000009,0.0067321304932587145,0.006888210773468018,0.4722318649291992,-0.02654361166059971,0.9777704477310181
OpenBMI_MI,0,BRANCH_63,9,1,RANDOM,0,8,0.69,0.6846709388668497,0.629992663860321,0.69,0.6846709388668497,0.6294772028923035,0.0,0.0,-0.0005154609680175781,0.023420464247465134,-0.00131797615904361,0.9999345541000366
OpenBMI_MI,0,BRANCH_63,9,1,RANDOM,1,8,0.69,0.6846709388668497,0.629992663860321,0.69,0.6846709388668497,0.6299311518669128,0.0,0.0,-6.151199340820312e-05,0.02706030383706093,0.0014832407468929887,0.9999180436134338
OpenBMI_MI,0,BRANCH_63,9,1,RANDOM,2,8,0.69,0.6846709388668497,0.629992663860321,0.69,0.6846709388668497,0.629611074924469,0.0,0.0,-0.0003815889358520508,0.024359531700611115,-0.0014901208924129605,0.9999361634254456
OpenBMI_MI,0,BRANCH_63,9,1,RANDOM,3,8,0.69,0.6846709388668497,0.629992663860321,0.69,0.6846709388668497,0.6283672451972961,0.0,0.0,-0.0016254186630249023,0.02332419343292713,-0.0014257198199629784,0.9999386072158813
OpenBMI_MI,0,BRANCH_63,9,2,PROTECTED,-1,8,0.56,0.5592948717948718,0.947243332862854,0.51,0.5039983804028747,0.9349109530448914,0.050000000000000044,0.055296491391997105,-0.012332379817962646,0.47144266963005066,-0.06733055412769318,0.9777557849884033
OpenBMI_MI,0,BRANCH_63,9,2,RANDOM,0,8,0.56,0.5592948717948718,0.947243332862854,0.56,0.5592948717948718,0.9476370215415955,0.0,0.0,0.0003936886787414551,0.025525249540805817,-0.001553314970806241,0.9999334812164307
OpenBMI_MI,0,BRANCH_63,9,2,RANDOM,1,8,0.56,0.5592948717948718,0.947243332862854,0.56,0.5592948717948718,0.9473999738693237,0.0,0.0,0.00015664100646972656,0.026974385604262352,0.0012145363725721836,0.9999253153800964
OpenBMI_MI,0,BRANCH_63,9,2,RANDOM,2,8,0.56,0.5592948717948718,0.947243332862854,0.56,0.5592948717948718,0.9476730823516846,0.0,0.0,0.0004297494888305664,0.023942183703184128,-0.0012905907351523638,0.9999446272850037
OpenBMI_MI,0,BRANCH_63,9,2,RANDOM,3,8,0.56,0.5592948717948718,0.947243332862854,0.56,0.5592948717948718,0.9461685419082642,0.0,0.0,-0.0010747909545898438,0.023631302639842033,0.00043342114076949656,0.9999392628669739
OpenBMI_MI,0,BRANCH_63,11,1,PROTECTED,-1,8,0.71,0.7013695808876532,0.649151623249054,0.6799999999999999,0.6767676767676768,0.6972163319587708,0.030000000000000027,0.024601904119976425,0.0480647087097168,0.5398121476173401,-0.0964662954211235,0.9754342436790466
OpenBMI_MI,0,BRANCH_63,11,1,RANDOM,0,8,0.71,0.7013695808876532,0.649151623249054,0.71,0.7013695808876532,0.6495356559753418,0.0,0.0,0.0003840327262878418,0.027357900515198708,-0.0021611761767417192,0.9999341368675232
OpenBMI_MI,0,BRANCH_63,11,1,RANDOM,1,8,0.71,0.7013695808876532,0.649151623249054,0.71,0.7013695808876532,0.6513435244560242,0.0,0.0,0.002191901206970215,0.029690366238355637,0.002539237728342414,0.999930202960968
OpenBMI_MI,0,BRANCH_63,11,1,RANDOM,2,8,0.71,0.7013695808876532,0.649151623249054,0.71,0.7013695808876532,0.649830162525177,0.0,0.0,0.0006785392761230469,0.026944143697619438,0.00013006925291847438,0.9999356865882874
OpenBMI_MI,0,BRANCH_63,11,1,RANDOM,3,8,0.71,0.7013695808876532,0.649151623249054,0.71,0.7013695808876532,0.648601770401001,0.0,0.0,-0.0005498528480529785,0.024832691997289658,-0.002587862079963088,0.9999495148658752
OpenBMI_MI,0,BRANCH_63,11,2,PROTECTED,-1,8,0.6799999999999999,0.6666666666666666,0.6692366600036621,0.65,0.6338529134846741,0.7795596122741699,0.029999999999999916,0.03281375318199253,0.11032295227050781,0.5758509635925293,-0.08635640144348145,0.9784998297691345
OpenBMI_MI,0,BRANCH_63,11,2,RANDOM,0,8,0.6799999999999999,0.6666666666666666,0.6692366600036621,0.6799999999999999,0.6666666666666666,0.6692498922348022,0.0,0.0,1.3232231140136719e-05,0.03147055208683014,0.0010314423125237226,0.9999273419380188
OpenBMI_MI,0,BRANCH_63,11,2,RANDOM,1,8,0.6799999999999999,0.6666666666666666,0.6692366600036621,0.6799999999999999,0.6666666666666666,0.6704708933830261,0.0,0.0,0.0012342333793640137,0.0345209464430809,0.00045572101953439415,0.9999130964279175
OpenBMI_MI,0,BRANCH_63,11,2,RANDOM,2,8,0.6799999999999999,0.6666666666666666,0.6692366600036621,0.6799999999999999,0.6666666666666666,0.670676052570343,0.0,0.0,0.0014393925666809082,0.030057456344366074,0.001499813748523593,0.999931275844574
OpenBMI_MI,0,BRANCH_63,11,2,RANDOM,3,8,0.6799999999999999,0.6666666666666666,0.6692366600036621,0.6799999999999999,0.6666666666666666,0.6676961779594421,0.0,0.0,-0.0015404820442199707,0.030529199168086052,-0.0013596087228506804,0.9999389052391052
OpenBMI_MI,0,BRANCH_63,14,1,PROTECTED,-1,8,0.6699999999999999,0.6624040920716112,0.6540834903717041,0.69,0.6828644501278772,0.6628839373588562,-0.020000000000000018,-0.020460358056266004,0.0088004469871521,0.5250375270843506,-0.04389982298016548,0.9751554727554321
OpenBMI_MI,0,BRANCH_63,14,1,RANDOM,0,8,0.6699999999999999,0.6624040920716112,0.6540834903717041,0.6699999999999999,0.6624040920716112,0.6547803282737732,0.0,0.0,0.0006968379020690918,0.03021274320781231,-0.0021134126000106335,0.9999171495437622
OpenBMI_MI,0,BRANCH_63,14,1,RANDOM,1,8,0.6699999999999999,0.6624040920716112,0.6540834903717041,0.6699999999999999,0.6624040920716112,0.6515258550643921,0.0,0.0,-0.0025576353073120117,0.03177642449736595,0.0003078633453696966,0.9999111294746399
OpenBMI_MI,0,BRANCH_63,14,1,RANDOM,2,8,0.6699999999999999,0.6624040920716112,0.6540834903717041,0.6699999999999999,0.6624040920716112,0.6531087756156921,0.0,0.0,-0.0009747147560119629,0.02889569289982319,0.0002497470413800329,0.9999286532402039
OpenBMI_MI,0,BRANCH_63,14,1,RANDOM,3,8,0.6699999999999999,0.6624040920716112,0.6540834903717041,0.6699999999999999,0.6624040920716112,0.6551728248596191,0.0,0.0,0.001089334487915039,0.027823157608509064,-0.0009808301692828536,0.9999291300773621
OpenBMI_MI,0,BRANCH_63,14,2,PROTECTED,-1,8,0.6699999999999999,0.6683750376846548,0.760894775390625,0.6799999999999999,0.677938808373591,0.7448474168777466,-0.010000000000000009,-0.009563770688936213,-0.016047358512878418,0.5232917666435242,-0.08710701018571854,0.9782625436782837
OpenBMI_MI,0,BRANCH_63,14,2,RANDOM,0,8,0.6699999999999999,0.6683750376846548,0.760894775390625,0.6699999999999999,0.6683750376846548,0.760731041431427,0.0,0.0,-0.00016373395919799805,0.029110867530107498,-0.000794854189734906,0.9999242424964905
OpenBMI_MI,0,BRANCH_63,14,2,RANDOM,1,8,0.6699999999999999,0.6683750376846548,0.760894775390625,0.6699999999999999,0.6683750376846548,0.7600985765457153,0.0,0.0,-0.000796198844909668,0.03127434849739075,0.0007622968987561762,0.9999203681945801
OpenBMI_MI,0,BRANCH_63,14,2,RANDOM,2,8,0.6699999999999999,0.6683750376846548,0.760894775390625,0.6699999999999999,0.6683750376846548,0.7618331909179688,0.0,0.0,0.00093841552734375,0.026639999821782112,-0.0007004952640272677,0.9999362826347351
OpenBMI_MI,0,BRANCH_63,14,2,RANDOM,3,8,0.6699999999999999,0.6683750376846548,0.760894775390625,0.6699999999999999,0.6683750376846548,0.7619754076004028,0.0,0.0,0.001080632209777832,0.028159983456134796,-0.0011244213674217463,0.9999365210533142
OpenBMI_MI,0,BRANCH_63,19,1,PROTECTED,-1,8,0.76,0.7552019583843329,0.5314570069313049,0.78,0.7777777777777778,0.494459331035614,-0.020000000000000018,-0.022575819393444885,-0.03699767589569092,0.49581390619277954,-0.0500858798623085,0.9748390913009644
OpenBMI_MI,0,BRANCH_63,19,1,RANDOM,0,8,0.76,0.7552019583843329,0.5314570069313049,0.76,0.7552019583843329,0.5318057537078857,0.0,0.0,0.00034874677658081055,0.030024146661162376,-0.0011739683104678988,0.9999167919158936
OpenBMI_MI,0,BRANCH_63,19,1,RANDOM,1,8,0.76,0.7552019583843329,0.5314570069313049,0.76,0.7552019583843329,0.5314933657646179,0.0,0.0,3.635883331298828e-05,0.029208028689026833,0.00010050416312878951,0.9999163150787354
OpenBMI_MI,0,BRANCH_63,19,1,RANDOM,2,8,0.76,0.7552019583843329,0.5314570069313049,0.76,0.7552019583843329,0.5312672257423401,0.0,0.0,-0.00018978118896484375,0.02746996469795704,-0.001049177604727447,0.9999204874038696
OpenBMI_MI,0,BRANCH_63,19,1,RANDOM,3,8,0.76,0.7552019583843329,0.5314570069313049,0.76,0.7552019583843329,0.5285512804985046,0.0,0.0,-0.002905726432800293,0.026426538825035095,-0.000938540673814714,0.9999346137046814
