task,fold,stage,split,coordinate,trials_or_centroids,biological_subjects,mean_R2,variance_weighted_R2,mean_Pearson,cosine,normalized_MSE,R2,Pearson,subject,pathway_rank,feature_dimension,Q_mu_sha256
OpenBMI_MI,0,BRANCH_127,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,-0.012130146458615113,0.016559163193121007,,,0.983440836806879,,,8,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
OpenBMI_MI,0,BRANCH_127,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,-0.04861151281844524,-0.0377869670756501,,,1.03778696707565,,,9,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
OpenBMI_MI,0,BRANCH_127,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.05405521076238248,0.06309507011311766,,,0.9369049298868823,,,11,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
OpenBMI_MI,0,BRANCH_127,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.04992083777610108,0.05508529264348505,,,0.944914707356515,,,14,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
OpenBMI_MI,0,BRANCH_127,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,-0.014854103708419136,-0.004453343960899359,,,1.0044533439608994,,,19,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
OpenBMI_MI,0,BRANCH_127,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.07498968145606966,0.08833861221430617,,,0.9116613877856938,,,26,8,4000,90e13e0b130eeae6a1be8bbe0fc44ed9e1ed9890a09bafb8dbaf388b11eb044f
OpenBMI_MI,0,H_CONCAT,DISCOVERY_SUBJECT_DISJOINT_TRIALS,ALL,1200,6,0.14806959591948876,0.15063796941312935,0.41436420077798675,0.4222766698609112,0.8493620305868707,,,,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_CONCAT,DISCOVERY_SUBJECT_DISJOINT_TRIALS,0,1200,6,,,,,,0.09645920763952942,0.36796453706735915,,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_CONCAT,DISCOVERY_SUBJECT_DISJOINT_TRIALS,1,1200,6,,,,,,0.26245969988526774,0.540528384615244,,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_CONCAT,DISCOVERY_SUBJECT_DISJOINT_TRIALS,2,1200,6,,,,,,0.13446419308647473,0.37900150161311336,,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_CONCAT,DISCOVERY_SUBJECT_DISJOINT_TRIALS,3,1200,6,,,,,,0.20690104015727917,0.4681798461769179,,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_CONCAT,DISCOVERY_SUBJECT_DISJOINT_TRIALS,4,1200,6,,,,,,0.10860420391554293,0.4192466942054589,,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_CONCAT,DISCOVERY_SUBJECT_DISJOINT_TRIALS,5,1200,6,,,,,,0.10120937848531564,0.3361767738042968,,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_CONCAT,DISCOVERY_SUBJECT_DISJOINT_TRIALS,6,1200,6,,,,,,0.13049322292758025,0.39221522028530237,,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_CONCAT,DISCOVERY_SUBJECT_DISJOINT_TRIALS,7,1200,6,,,,,,0.1439658212589202,0.4116006484562015,,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_CONCAT,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.10671962402303029,0.12271933935760371,,,0.8772806606423963,,,8,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_CONCAT,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.028467837301313845,0.03826725671384079,,,0.9617327432861592,,,9,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_CONCAT,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.11394953825351732,0.11852497414684604,,,0.881475025853154,,,11,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_CONCAT,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.10071027737240015,0.09973232918535868,,,0.9002676708146413,,,14,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_CONCAT,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.07106471250488659,0.07700475215492908,,,0.9229952478450709,,,19,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_CONCAT,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.17041659752465105,0.18050866698495827,,,0.8194913330150417,,,26,8,12000,76e54521131f648214777841e466c0e39623afe952c4175e74a7fa6971f5e6ac
OpenBMI_MI,0,H_SHARED1,DISCOVERY_SUBJECT_DISJOINT_TRIALS,ALL,1200,6,0.24967504648729574,0.24800634293027968,0.5218409551487152,0.5533761830023136,0.7519936570697203,,,,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED1,DISCOVERY_SUBJECT_DISJOINT_TRIALS,0,1200,6,,,,,,0.23522913230793197,0.5015744219275593,,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED1,DISCOVERY_SUBJECT_DISJOINT_TRIALS,1,1200,6,,,,,,0.3368759961899471,0.6109818038855938,,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED1,DISCOVERY_SUBJECT_DISJOINT_TRIALS,2,1200,6,,,,,,0.24337465268161862,0.49417632330026084,,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED1,DISCOVERY_SUBJECT_DISJOINT_TRIALS,3,1200,6,,,,,,0.34532016993848247,0.5888024517762965,,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED1,DISCOVERY_SUBJECT_DISJOINT_TRIALS,4,1200,6,,,,,,0.33482652386175504,0.58364190985331,,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED1,DISCOVERY_SUBJECT_DISJOINT_TRIALS,5,1200,6,,,,,,0.15889071490187878,0.4679900671296084,,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED1,DISCOVERY_SUBJECT_DISJOINT_TRIALS,6,1200,6,,,,,,0.1700765664085253,0.46410802702040443,,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED1,DISCOVERY_SUBJECT_DISJOINT_TRIALS,7,1200,6,,,,,,0.17280661560822652,0.46345263629668854,,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED1,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.25772091995912233,0.2600009124056085,,,0.7399990875943915,,,8,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED1,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.14036480798991774,0.14563099857130546,,,0.8543690014286945,,,9,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED1,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.2031664740084097,0.2005028671592325,,,0.7994971328407675,,,11,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED1,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.19471645906134516,0.18807117112384697,,,0.811928828876153,,,14,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED1,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.17225154505435986,0.17560325635026763,,,0.8243967436497324,,,19,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED1,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.26941844254337677,0.28191269168519084,,,0.7180873083148092,,,26,8,8000,cef75f3d49920a4541ff05fe408fc686de3a9f47b1ec6477e1636ff69cf3a244
OpenBMI_MI,0,H_SHARED2,DISCOVERY_SUBJECT_DISJOINT_TRIALS,ALL,1200,6,0.3441109970208717,0.33991058877344216,0.6146905625506712,0.6369011845932357,0.6600894112265578,,,,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,H_SHARED2,DISCOVERY_SUBJECT_DISJOINT_TRIALS,0,1200,6,,,,,,0.34387603564452984,0.6066211869792201,,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,H_SHARED2,DISCOVERY_SUBJECT_DISJOINT_TRIALS,1,1200,6,,,,,,0.41567926215018713,0.6810386017360924,,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,H_SHARED2,DISCOVERY_SUBJECT_DISJOINT_TRIALS,2,1200,6,,,,,,0.37162667836701724,0.6116635620318498,,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,H_SHARED2,DISCOVERY_SUBJECT_DISJOINT_TRIALS,3,1200,6,,,,,,0.445920289371169,0.6695406600374094,,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,H_SHARED2,DISCOVERY_SUBJECT_DISJOINT_TRIALS,4,1200,6,,,,,,0.4658145251991579,0.6836332087917633,,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,H_SHARED2,DISCOVERY_SUBJECT_DISJOINT_TRIALS,5,1200,6,,,,,,0.2354446716699342,0.5719146648931152,,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,H_SHARED2,DISCOVERY_SUBJECT_DISJOINT_TRIALS,6,1200,6,,,,,,0.21692086564225677,0.5105737725705701,,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,H_SHARED2,DISCOVERY_SUBJECT_DISJOINT_TRIALS,7,1200,6,,,,,,0.2576056481227218,0.5825388433653496,,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,H_SHARED2,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.36217671467211443,0.36245797374853783,,,0.6375420262514622,,,8,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,H_SHARED2,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.2538479816040265,0.257322895563188,,,0.742677104436812,,,9,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,H_SHARED2,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.28258551516870734,0.2740622830633209,,,0.7259377169366791,,,11,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,H_SHARED2,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.2912806652392433,0.2792486143625119,,,0.7207513856374881,,,14,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,H_SHARED2,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.27734546654486547,0.27843959033250965,,,0.7215604096674904,,,19,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,H_SHARED2,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.3660828476614705,0.38310367476544405,,,0.616896325234556,,,26,8,3968,6259c9cc158642855b785ce70536734cf6251eeaf3fef98f9989ec3169a53abf
OpenBMI_MI,0,EMBEDDING,DISCOVERY_SUBJECT_DISJOINT_TRIALS,ALL,1200,6,0.9999999999999987,0.9999999999999986,0.9999999999999993,0.9999999999999992,1.4100388163509164e-15,,,,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,0,EMBEDDING,DISCOVERY_SUBJECT_DISJOINT_TRIALS,0,1200,6,,,,,,0.9999999999999989,0.9999999999999994,,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,0,EMBEDDING,DISCOVERY_SUBJECT_DISJOINT_TRIALS,1,1200,6,,,,,,0.9999999999999986,0.9999999999999994,,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,0,EMBEDDING,DISCOVERY_SUBJECT_DISJOINT_TRIALS,2,1200,6,,,,,,0.9999999999999989,0.9999999999999997,,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,0,EMBEDDING,DISCOVERY_SUBJECT_DISJOINT_TRIALS,3,1200,6,,,,,,0.9999999999999989,0.9999999999999993,,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,0,EMBEDDING,DISCOVERY_SUBJECT_DISJOINT_TRIALS,4,1200,6,,,,,,0.9999999999999992,0.9999999999999994,,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,0,EMBEDDING,DISCOVERY_SUBJECT_DISJOINT_TRIALS,5,1200,6,,,,,,0.9999999999999982,0.9999999999999989,,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,0,EMBEDDING,DISCOVERY_SUBJECT_DISJOINT_TRIALS,6,1200,6,,,,,,0.9999999999999983,0.9999999999999991,,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,0,EMBEDDING,DISCOVERY_SUBJECT_DISJOINT_TRIALS,7,1200,6,,,,,,0.999999999999998,0.9999999999999991,,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,0,EMBEDDING,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.9999999999999981,0.9999999999999981,,,1.8514428806782912e-15,,,8,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,0,EMBEDDING,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.9999999999999987,0.9999999999999987,,,1.3418099018249595e-15,,,9,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,0,EMBEDDING,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.9999999999999989,0.9999999999999989,,,1.147330034169905e-15,,,11,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,0,EMBEDDING,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.9999999999999987,0.9999999999999986,,,1.438482862834684e-15,,,14,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,0,EMBEDDING,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.9999999999999986,0.9999999999999986,,,1.3993855709474948e-15,,,19,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,0,EMBEDDING,DISCOVERY_SUBJECT_DISJOINT_TRIALS,SUBJECT,200,1,0.9999999999999982,0.9999999999999983,,,1.6442256922916035e-15,,,26,8,64,7017fd7f463df0a9759ede3123982078fa4bbbe781581f4953b9bbc536dc8d15
OpenBMI_MI,1,BRANCH_15,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,ALL,104,26,0.19112697874556667,0.26876913219391385,0.4372439934209029,0.5376735107553903,0.7312308678060861,,,,8,4000,a1d5ec3af3ff4bd7013743d32941dddecaa3536133fb0ea263e4aac69787907a
OpenBMI_MI,1,BRANCH_15,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,0,104,26,,,,,,0.06409403515945256,0.26216625491474793,,8,4000,a1d5ec3af3ff4bd7013743d32941dddecaa3536133fb0ea263e4aac69787907a
OpenBMI_MI,1,BRANCH_15,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,1,104,26,,,,,,0.1168758809170578,0.3434819043330699,,8,4000,a1d5ec3af3ff4bd7013743d32941dddecaa3536133fb0ea263e4aac69787907a
OpenBMI_MI,1,BRANCH_15,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,2,104,26,,,,,,0.25234725110532874,0.5111435218707965,,8,4000,a1d5ec3af3ff4bd7013743d32941dddecaa3536133fb0ea263e4aac69787907a
OpenBMI_MI,1,BRANCH_15,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,3,104,26,,,,,,0.49704533052810873,0.7805701735144684,,8,4000,a1d5ec3af3ff4bd7013743d32941dddecaa3536133fb0ea263e4aac69787907a
OpenBMI_MI,1,BRANCH_15,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,4,104,26,,,,,,0.1865539024524031,0.4401918153284073,,8,4000,a1d5ec3af3ff4bd7013743d32941dddecaa3536133fb0ea263e4aac69787907a
OpenBMI_MI,1,BRANCH_15,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,5,104,26,,,,,,0.29058763732430004,0.555881163355072,,8,4000,a1d5ec3af3ff4bd7013743d32941dddecaa3536133fb0ea263e4aac69787907a
OpenBMI_MI,1,BRANCH_15,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,6,104,26,,,,,,0.19635483635962758,0.45540590318711954,,8,4000,a1d5ec3af3ff4bd7013743d32941dddecaa3536133fb0ea263e4aac69787907a
OpenBMI_MI,1,BRANCH_15,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,7,104,26,,,,,,-0.07484304388174512,0.14911121086354212,,8,4000,a1d5ec3af3ff4bd7013743d32941dddecaa3536133fb0ea263e4aac69787907a
OpenBMI_MI,1,BRANCH_63,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,ALL,104,26,0.27069436107706957,0.35518955694527965,0.5168988078770237,0.5877389706347822,0.6448104430547204,,,,8,4000,c9ea9372e920ed1eb786d9e9a9808186ec9af75d85be57cc031c7f9d9d2db34d
OpenBMI_MI,1,BRANCH_63,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,0,104,26,,,,,,0.3098031153206814,0.5890818267597165,,8,4000,c9ea9372e920ed1eb786d9e9a9808186ec9af75d85be57cc031c7f9d9d2db34d
OpenBMI_MI,1,BRANCH_63,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,1,104,26,,,,,,0.06783069454644475,0.2896723593337537,,8,4000,c9ea9372e920ed1eb786d9e9a9808186ec9af75d85be57cc031c7f9d9d2db34d
OpenBMI_MI,1,BRANCH_63,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,2,104,26,,,,,,0.284917891946017,0.5369324614747519,,8,4000,c9ea9372e920ed1eb786d9e9a9808186ec9af75d85be57cc031c7f9d9d2db34d
OpenBMI_MI,1,BRANCH_63,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,3,104,26,,,,,,0.6103119391883012,0.8071965478565442,,8,4000,c9ea9372e920ed1eb786d9e9a9808186ec9af75d85be57cc031c7f9d9d2db34d
OpenBMI_MI,1,BRANCH_63,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,4,104,26,,,,,,0.20816272531079782,0.459097999991467,,8,4000,c9ea9372e920ed1eb786d9e9a9808186ec9af75d85be57cc031c7f9d9d2db34d
OpenBMI_MI,1,BRANCH_63,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,5,104,26,,,,,,0.349678364701864,0.6124771649927296,,8,4000,c9ea9372e920ed1eb786d9e9a9808186ec9af75d85be57cc031c7f9d9d2db34d
OpenBMI_MI,1,BRANCH_63,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,6,104,26,,,,,,0.3343842866704837,0.5928592103611791,,8,4000,c9ea9372e920ed1eb786d9e9a9808186ec9af75d85be57cc031c7f9d9d2db34d
OpenBMI_MI,1,BRANCH_63,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,7,104,26,,,,,,0.0004658709319668164,0.24787289224604728,,8,4000,c9ea9372e920ed1eb786d9e9a9808186ec9af75d85be57cc031c7f9d9d2db34d
OpenBMI_MI,1,BRANCH_127,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,ALL,104,26,0.2007503376490944,0.2666315589761854,0.44174953824067487,0.4796114575307154,0.7333684410238146,,,,8,4000,be9106c68400915fdc72d32319c35dc37926a26cfc07f553150452299b522ba4
OpenBMI_MI,1,BRANCH_127,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,0,104,26,,,,,,0.14410691780042462,0.38389734356499855,,8,4000,be9106c68400915fdc72d32319c35dc37926a26cfc07f553150452299b522ba4
OpenBMI_MI,1,BRANCH_127,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,1,104,26,,,,,,0.18110638670585344,0.4320775435603795,,8,4000,be9106c68400915fdc72d32319c35dc37926a26cfc07f553150452299b522ba4
OpenBMI_MI,1,BRANCH_127,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,2,104,26,,,,,,0.35908644638543585,0.6065227291247159,,8,4000,be9106c68400915fdc72d32319c35dc37926a26cfc07f553150452299b522ba4
OpenBMI_MI,1,BRANCH_127,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,3,104,26,,,,,,0.46109689009250143,0.6939208884776588,,8,4000,be9106c68400915fdc72d32319c35dc37926a26cfc07f553150452299b522ba4
OpenBMI_MI,1,BRANCH_127,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,4,104,26,,,,,,0.12155533669988994,0.37948596835029325,,8,4000,be9106c68400915fdc72d32319c35dc37926a26cfc07f553150452299b522ba4
OpenBMI_MI,1,BRANCH_127,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,5,104,26,,,,,,0.18017158085718654,0.4291643518977857,,8,4000,be9106c68400915fdc72d32319c35dc37926a26cfc07f553150452299b522ba4
OpenBMI_MI,1,BRANCH_127,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,6,104,26,,,,,,0.06734114724072959,0.2808195215498888,,8,4000,be9106c68400915fdc72d32319c35dc37926a26cfc07f553150452299b522ba4
OpenBMI_MI,1,BRANCH_127,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,7,104,26,,,,,,0.09153799541073371,0.32810795939967863,,8,4000,be9106c68400915fdc72d32319c35dc37926a26cfc07f553150452299b522ba4
OpenBMI_MI,1,H_CONCAT,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,ALL,104,26,0.2887961891361236,0.3656876989391793,0.558380438931378,0.6485802087025774,0.6343123010608207,,,,8,12000,b544856ec43bd6e1f5407e0f20cadf26762f7c8a270a09083635cb040c7444aa
OpenBMI_MI,1,H_CONCAT,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,0,104,26,,,,,,0.262040729649482,0.599251351488116,,8,12000,b544856ec43bd6e1f5407e0f20cadf26762f7c8a270a09083635cb040c7444aa
OpenBMI_MI,1,H_CONCAT,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,1,104,26,,,,,,0.20327393124286997,0.4725279483662451,,8,12000,b544856ec43bd6e1f5407e0f20cadf26762f7c8a270a09083635cb040c7444aa
OpenBMI_MI,1,H_CONCAT,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,2,104,26,,,,,,0.3807143039907541,0.6444932636415776,,8,12000,b544856ec43bd6e1f5407e0f20cadf26762f7c8a270a09083635cb040c7444aa
OpenBMI_MI,1,H_CONCAT,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,3,104,26,,,,,,0.583785612489375,0.8169618284481639,,8,12000,b544856ec43bd6e1f5407e0f20cadf26762f7c8a270a09083635cb040c7444aa
OpenBMI_MI,1,H_CONCAT,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,4,104,26,,,,,,0.2269059277538703,0.48557866179757564,,8,12000,b544856ec43bd6e1f5407e0f20cadf26762f7c8a270a09083635cb040c7444aa
OpenBMI_MI,1,H_CONCAT,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,5,104,26,,,,,,0.3305331389892747,0.6193760205065242,,8,12000,b544856ec43bd6e1f5407e0f20cadf26762f7c8a270a09083635cb040c7444aa
OpenBMI_MI,1,H_CONCAT,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,6,104,26,,,,,,0.2697888613649334,0.5478452266226422,,8,12000,b544856ec43bd6e1f5407e0f20cadf26762f7c8a270a09083635cb040c7444aa
OpenBMI_MI,1,H_CONCAT,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,7,104,26,,,,,,0.05332700760842901,0.28100921058017886,,8,12000,b544856ec43bd6e1f5407e0f20cadf26762f7c8a270a09083635cb040c7444aa
OpenBMI_MI,1,H_SHARED1,INNER_TRAIN_SUBJECT_GROUPED_OOF_CENTROIDS,ALL,104,26,0.4159993691910858,0.5055347449123805,0.650863349866716,0.7472143138584293,0.4944652550876195,,,,8,8000,dbad358f76f62b480d6b8e9c5067e72f09aa4c511b790dbf6acb9513bb92d942
