Model,Task,fold,seed,draw,session,subject_id,BA
EEGNet,OpenBMI_SSVEP,0,0,66,S2,29,0.30000000000000004
EEGNet,OpenBMI_SSVEP,0,0,66,S2,36,0.51
EEGNet,OpenBMI_SSVEP,0,0,66,S2,37,0.6
EEGNet,OpenBMI_SSVEP,0,0,66,S2,39,0.38
EEGNet,OpenBMI_SSVEP,0,0,66,S2,42,0.29000000000000004
EEGNet,OpenBMI_SSVEP,0,0,66,S2,51,0.26
EEGNet,OpenBMI_SSVEP,0,0,66,S2,54,0.33
EEGNet,OpenBMI_SSVEP,0,0,67,S2,4,0.95
EEGNet,OpenBMI_SSVEP,0,0,67,S2,12,0.78
EEGNet,OpenBMI_SSVEP,0,0,67,S2,13,0.48000000000000004
EEGNet,OpenBMI_SSVEP,0,0,67,S2,17,0.63
EEGNet,OpenBMI_SSVEP,0,0,67,S2,18,0.9
EEGNet,OpenBMI_SSVEP,0,0,67,S2,24,0.5800000000000001
EEGNet,OpenBMI_SSVEP,0,0,67,S2,25,0.64
EEGNet,OpenBMI_SSVEP,0,0,67,S2,29,0.6
EEGNet,OpenBMI_SSVEP,0,0,67,S2,36,0.79
EEGNet,OpenBMI_SSVEP,0,0,67,S2,37,0.81
EEGNet,OpenBMI_SSVEP,0,0,67,S2,39,0.65
EEGNet,OpenBMI_SSVEP,0,0,67,S2,42,0.37
EEGNet,OpenBMI_SSVEP,0,0,67,S2,51,0.49
EEGNet,OpenBMI_SSVEP,0,0,67,S2,54,0.43000000000000005
EEGNet,OpenBMI_SSVEP,0,0,68,S2,4,0.82
EEGNet,OpenBMI_SSVEP,0,0,68,S2,12,0.64
EEGNet,OpenBMI_SSVEP,0,0,68,S2,13,0.42000000000000004
EEGNet,OpenBMI_SSVEP,0,0,68,S2,17,0.5
EEGNet,OpenBMI_SSVEP,0,0,68,S2,18,0.8200000000000001
EEGNet,OpenBMI_SSVEP,0,0,68,S2,24,0.34
EEGNet,OpenBMI_SSVEP,0,0,68,S2,25,0.5
EEGNet,OpenBMI_SSVEP,0,0,68,S2,29,0.54
EEGNet,OpenBMI_SSVEP,0,0,68,S2,36,0.75
EEGNet,OpenBMI_SSVEP,0,0,68,S2,37,0.66
EEGNet,OpenBMI_SSVEP,0,0,68,S2,39,0.5700000000000001
EEGNet,OpenBMI_SSVEP,0,0,68,S2,42,0.33
EEGNet,OpenBMI_SSVEP,0,0,68,S2,51,0.47
EEGNet,OpenBMI_SSVEP,0,0,68,S2,54,0.42
EEGNet,OpenBMI_SSVEP,0,0,69,S2,4,0.5700000000000001
EEGNet,OpenBMI_SSVEP,0,0,69,S2,12,0.51
EEGNet,OpenBMI_SSVEP,0,0,69,S2,13,0.35
EEGNet,OpenBMI_SSVEP,0,0,69,S2,17,0.43
EEGNet,OpenBMI_SSVEP,0,0,69,S2,18,0.6
EEGNet,OpenBMI_SSVEP,0,0,69,S2,24,0.52
EEGNet,OpenBMI_SSVEP,0,0,69,S2,25,0.51
EEGNet,OpenBMI_SSVEP,0,0,69,S2,29,0.45999999999999996
EEGNet,OpenBMI_SSVEP,0,0,69,S2,36,0.75
EEGNet,OpenBMI_SSVEP,0,0,69,S2,37,0.62
EEGNet,OpenBMI_SSVEP,0,0,69,S2,39,0.45
EEGNet,OpenBMI_SSVEP,0,0,69,S2,42,0.32
EEGNet,OpenBMI_SSVEP,0,0,69,S2,51,0.31
EEGNet,OpenBMI_SSVEP,0,0,69,S2,54,0.35000000000000003
EEGNet,OpenBMI_SSVEP,0,0,70,S2,4,0.75
EEGNet,OpenBMI_SSVEP,0,0,70,S2,12,0.5599999999999999
EEGNet,OpenBMI_SSVEP,0,0,70,S2,13,0.39
EEGNet,OpenBMI_SSVEP,0,0,70,S2,17,0.53
EEGNet,OpenBMI_SSVEP,0,0,70,S2,18,0.66
EEGNet,OpenBMI_SSVEP,0,0,70,S2,24,0.42000000000000004
EEGNet,OpenBMI_SSVEP,0,0,70,S2,25,0.5
EEGNet,OpenBMI_SSVEP,0,0,70,S2,29,0.52
EEGNet,OpenBMI_SSVEP,0,0,70,S2,36,0.69
EEGNet,OpenBMI_SSVEP,0,0,70,S2,37,0.68
EEGNet,OpenBMI_SSVEP,0,0,70,S2,39,0.5800000000000001
EEGNet,OpenBMI_SSVEP,0,0,70,S2,42,0.44
EEGNet,OpenBMI_SSVEP,0,0,70,S2,51,0.36
EEGNet,OpenBMI_SSVEP,0,0,70,S2,54,0.28
EEGNet,OpenBMI_SSVEP,0,0,71,S2,4,0.5700000000000001
EEGNet,OpenBMI_SSVEP,0,0,71,S2,12,0.45
EEGNet,OpenBMI_SSVEP,0,0,71,S2,13,0.35
EEGNet,OpenBMI_SSVEP,0,0,71,S2,17,0.43
EEGNet,OpenBMI_SSVEP,0,0,71,S2,18,0.5499999999999999
EEGNet,OpenBMI_SSVEP,0,0,71,S2,24,0.33999999999999997
EEGNet,OpenBMI_SSVEP,0,0,71,S2,25,0.42000000000000004
EEGNet,OpenBMI_SSVEP,0,0,71,S2,29,0.42000000000000004
EEGNet,OpenBMI_SSVEP,0,0,71,S2,36,0.43000000000000005
EEGNet,OpenBMI_SSVEP,0,0,71,S2,37,0.52
EEGNet,OpenBMI_SSVEP,0,0,71,S2,39,0.45999999999999996
EEGNet,OpenBMI_SSVEP,0,0,71,S2,42,0.33
EEGNet,OpenBMI_SSVEP,0,0,71,S2,51,0.35
EEGNet,OpenBMI_SSVEP,0,0,71,S2,54,0.41000000000000003
EEGNet,OpenBMI_SSVEP,0,0,72,S2,4,0.56
EEGNet,OpenBMI_SSVEP,0,0,72,S2,12,0.5000000000000001
EEGNet,OpenBMI_SSVEP,0,0,72,S2,13,0.26
EEGNet,OpenBMI_SSVEP,0,0,72,S2,17,0.53
EEGNet,OpenBMI_SSVEP,0,0,72,S2,18,0.68
EEGNet,OpenBMI_SSVEP,0,0,72,S2,24,0.22999999999999998
EEGNet,OpenBMI_SSVEP,0,0,72,S2,25,0.35000000000000003
EEGNet,OpenBMI_SSVEP,0,0,72,S2,29,0.38
EEGNet,OpenBMI_SSVEP,0,0,72,S2,36,0.49
EEGNet,OpenBMI_SSVEP,0,0,72,S2,37,0.51
EEGNet,OpenBMI_SSVEP,0,0,72,S2,39,0.35
EEGNet,OpenBMI_SSVEP,0,0,72,S2,42,0.26
EEGNet,OpenBMI_SSVEP,0,0,72,S2,51,0.31
EEGNet,OpenBMI_SSVEP,0,0,72,S2,54,0.29000000000000004
EEGNet,OpenBMI_SSVEP,0,0,73,S2,4,0.74
EEGNet,OpenBMI_SSVEP,0,0,73,S2,12,0.62
EEGNet,OpenBMI_SSVEP,0,0,73,S2,13,0.38
EEGNet,OpenBMI_SSVEP,0,0,73,S2,17,0.56
EEGNet,OpenBMI_SSVEP,0,0,73,S2,18,0.81
EEGNet,OpenBMI_SSVEP,0,0,73,S2,24,0.43
EEGNet,OpenBMI_SSVEP,0,0,73,S2,25,0.42
EEGNet,OpenBMI_SSVEP,0,0,73,S2,29,0.43000000000000005
EEGNet,OpenBMI_SSVEP,0,0,73,S2,36,0.6799999999999999
EEGNet,OpenBMI_SSVEP,0,0,73,S2,37,0.57
EEGNet,OpenBMI_SSVEP,0,0,73,S2,39,0.56
EEGNet,OpenBMI_SSVEP,0,0,73,S2,42,0.33
EEGNet,OpenBMI_SSVEP,0,0,73,S2,51,0.37
EEGNet,OpenBMI_SSVEP,0,0,73,S2,54,0.39999999999999997
EEGNet,OpenBMI_SSVEP,0,0,74,S2,4,0.8999999999999999
EEGNet,OpenBMI_SSVEP,0,0,74,S2,12,0.6900000000000001
EEGNet,OpenBMI_SSVEP,0,0,74,S2,13,0.27
EEGNet,OpenBMI_SSVEP,0,0,74,S2,17,0.6000000000000001
EEGNet,OpenBMI_SSVEP,0,0,74,S2,18,0.89
EEGNet,OpenBMI_SSVEP,0,0,74,S2,24,0.42
EEGNet,OpenBMI_SSVEP,0,0,74,S2,25,0.56
EEGNet,OpenBMI_SSVEP,0,0,74,S2,29,0.6
EEGNet,OpenBMI_SSVEP,0,0,74,S2,36,0.8200000000000001
EEGNet,OpenBMI_SSVEP,0,0,74,S2,37,0.8
EEGNet,OpenBMI_SSVEP,0,0,74,S2,39,0.67
EEGNet,OpenBMI_SSVEP,0,0,74,S2,42,0.39
EEGNet,OpenBMI_SSVEP,0,0,74,S2,51,0.33999999999999997
EEGNet,OpenBMI_SSVEP,0,0,74,S2,54,0.36
EEGNet,OpenBMI_SSVEP,0,0,75,S2,4,0.86
EEGNet,OpenBMI_SSVEP,0,0,75,S2,12,0.6599999999999999
EEGNet,OpenBMI_SSVEP,0,0,75,S2,13,0.41
EEGNet,OpenBMI_SSVEP,0,0,75,S2,17,0.56
EEGNet,OpenBMI_SSVEP,0,0,75,S2,18,0.86
EEGNet,OpenBMI_SSVEP,0,0,75,S2,24,0.35
EEGNet,OpenBMI_SSVEP,0,0,75,S2,25,0.41000000000000003
EEGNet,OpenBMI_SSVEP,0,0,75,S2,29,0.42000000000000004
EEGNet,OpenBMI_SSVEP,0,0,75,S2,36,0.81
EEGNet,OpenBMI_SSVEP,0,0,75,S2,37,0.77
EEGNet,OpenBMI_SSVEP,0,0,75,S2,39,0.5
EEGNet,OpenBMI_SSVEP,0,0,75,S2,42,0.38
EEGNet,OpenBMI_SSVEP,0,0,75,S2,51,0.43000000000000005
EEGNet,OpenBMI_SSVEP,0,0,75,S2,54,0.41000000000000003
EEGNet,OpenBMI_SSVEP,0,0,76,S2,4,0.79
EEGNet,OpenBMI_SSVEP,0,0,76,S2,12,0.54
EEGNet,OpenBMI_SSVEP,0,0,76,S2,13,0.39
EEGNet,OpenBMI_SSVEP,0,0,76,S2,17,0.5
EEGNet,OpenBMI_SSVEP,0,0,76,S2,18,0.84
EEGNet,OpenBMI_SSVEP,0,0,76,S2,24,0.42000000000000004
EEGNet,OpenBMI_SSVEP,0,0,76,S2,25,0.5700000000000001
EEGNet,OpenBMI_SSVEP,0,0,76,S2,29,0.45
EEGNet,OpenBMI_SSVEP,0,0,76,S2,36,0.79
EEGNet,OpenBMI_SSVEP,0,0,76,S2,37,0.71
EEGNet,OpenBMI_SSVEP,0,0,76,S2,39,0.49
EEGNet,OpenBMI_SSVEP,0,0,76,S2,42,0.37
EEGNet,OpenBMI_SSVEP,0,0,76,S2,51,0.43000000000000005
EEGNet,OpenBMI_SSVEP,0,0,76,S2,54,0.48
EEGNet,OpenBMI_SSVEP,0,0,77,S2,4,0.69
EEGNet,OpenBMI_SSVEP,0,0,77,S2,12,0.55
EEGNet,OpenBMI_SSVEP,0,0,77,S2,13,0.32
EEGNet,OpenBMI_SSVEP,0,0,77,S2,17,0.5700000000000001
EEGNet,OpenBMI_SSVEP,0,0,77,S2,18,0.75
EEGNet,OpenBMI_SSVEP,0,0,77,S2,24,0.42000000000000004
EEGNet,OpenBMI_SSVEP,0,0,77,S2,25,0.53
EEGNet,OpenBMI_SSVEP,0,0,77,S2,29,0.39
EEGNet,OpenBMI_SSVEP,0,0,77,S2,36,0.78
EEGNet,OpenBMI_SSVEP,0,0,77,S2,37,0.5800000000000001
EEGNet,OpenBMI_SSVEP,0,0,77,S2,39,0.5
EEGNet,OpenBMI_SSVEP,0,0,77,S2,42,0.32
EEGNet,OpenBMI_SSVEP,0,0,77,S2,51,0.28
EEGNet,OpenBMI_SSVEP,0,0,77,S2,54,0.43999999999999995
EEGNet,OpenBMI_SSVEP,0,0,78,S2,4,0.9
EEGNet,OpenBMI_SSVEP,0,0,78,S2,12,0.61
EEGNet,OpenBMI_SSVEP,0,0,78,S2,13,0.33
EEGNet,OpenBMI_SSVEP,0,0,78,S2,17,0.54
EEGNet,OpenBMI_SSVEP,0,0,78,S2,18,0.8200000000000001
EEGNet,OpenBMI_SSVEP,0,0,78,S2,24,0.43000000000000005
EEGNet,OpenBMI_SSVEP,0,0,78,S2,25,0.51
EEGNet,OpenBMI_SSVEP,0,0,78,S2,29,0.45999999999999996
EEGNet,OpenBMI_SSVEP,0,0,78,S2,36,0.61
EEGNet,OpenBMI_SSVEP,0,0,78,S2,37,0.65
EEGNet,OpenBMI_SSVEP,0,0,78,S2,39,0.63
EEGNet,OpenBMI_SSVEP,0,0,78,S2,42,0.31000000000000005
EEGNet,OpenBMI_SSVEP,0,0,78,S2,51,0.48000000000000004
EEGNet,OpenBMI_SSVEP,0,0,78,S2,54,0.41
EEGNet,OpenBMI_SSVEP,0,0,79,S2,4,0.9
EEGNet,OpenBMI_SSVEP,0,0,79,S2,12,0.69
EEGNet,OpenBMI_SSVEP,0,0,79,S2,13,0.43000000000000005
EEGNet,OpenBMI_SSVEP,0,0,79,S2,17,0.67
EEGNet,OpenBMI_SSVEP,0,0,79,S2,18,0.78
EEGNet,OpenBMI_SSVEP,0,0,79,S2,24,0.53
EEGNet,OpenBMI_SSVEP,0,0,79,S2,25,0.63
EEGNet,OpenBMI_SSVEP,0,0,79,S2,29,0.6100000000000001
EEGNet,OpenBMI_SSVEP,0,0,79,S2,36,0.78
EEGNet,OpenBMI_SSVEP,0,0,79,S2,37,0.72
EEGNet,OpenBMI_SSVEP,0,0,79,S2,39,0.61
EEGNet,OpenBMI_SSVEP,0,0,79,S2,42,0.4
EEGNet,OpenBMI_SSVEP,0,0,79,S2,51,0.34
EEGNet,OpenBMI_SSVEP,0,0,79,S2,54,0.51
EEGNet,OpenBMI_SSVEP,0,0,80,S2,4,0.88
EEGNet,OpenBMI_SSVEP,0,0,80,S2,12,0.5700000000000001
EEGNet,OpenBMI_SSVEP,0,0,80,S2,13,0.52
EEGNet,OpenBMI_SSVEP,0,0,80,S2,17,0.57
EEGNet,OpenBMI_SSVEP,0,0,80,S2,18,0.85
EEGNet,OpenBMI_SSVEP,0,0,80,S2,24,0.53
EEGNet,OpenBMI_SSVEP,0,0,80,S2,25,0.61
EEGNet,OpenBMI_SSVEP,0,0,80,S2,29,0.54
EEGNet,OpenBMI_SSVEP,0,0,80,S2,36,0.68
EEGNet,OpenBMI_SSVEP,0,0,80,S2,37,0.74
EEGNet,OpenBMI_SSVEP,0,0,80,S2,39,0.6300000000000001
EEGNet,OpenBMI_SSVEP,0,0,80,S2,42,0.39999999999999997
EEGNet,OpenBMI_SSVEP,0,0,80,S2,51,0.44
EEGNet,OpenBMI_SSVEP,0,0,80,S2,54,0.37
EEGNet,OpenBMI_SSVEP,0,0,81,S2,4,0.76
EEGNet,OpenBMI_SSVEP,0,0,81,S2,12,0.7
EEGNet,OpenBMI_SSVEP,0,0,81,S2,13,0.52
EEGNet,OpenBMI_SSVEP,0,0,81,S2,17,0.66
EEGNet,OpenBMI_SSVEP,0,0,81,S2,18,0.7999999999999999
EEGNet,OpenBMI_SSVEP,0,0,81,S2,24,0.55
EEGNet,OpenBMI_SSVEP,0,0,81,S2,25,0.65
EEGNet,OpenBMI_SSVEP,0,0,81,S2,29,0.54
EEGNet,OpenBMI_SSVEP,0,0,81,S2,36,0.73
EEGNet,OpenBMI_SSVEP,0,0,81,S2,37,0.74
EEGNet,OpenBMI_SSVEP,0,0,81,S2,39,0.6900000000000001
EEGNet,OpenBMI_SSVEP,0,0,81,S2,42,0.45000000000000007
EEGNet,OpenBMI_SSVEP,0,0,81,S2,51,0.52
EEGNet,OpenBMI_SSVEP,0,0,81,S2,54,0.42000000000000004
EEGNet,OpenBMI_SSVEP,0,0,82,S2,4,0.87
EEGNet,OpenBMI_SSVEP,0,0,82,S2,12,0.65
EEGNet,OpenBMI_SSVEP,0,0,82,S2,13,0.33
EEGNet,OpenBMI_SSVEP,0,0,82,S2,17,0.6
EEGNet,OpenBMI_SSVEP,0,0,82,S2,18,0.81
EEGNet,OpenBMI_SSVEP,0,0,82,S2,24,0.47
EEGNet,OpenBMI_SSVEP,0,0,82,S2,25,0.52
EEGNet,OpenBMI_SSVEP,0,0,82,S2,29,0.53
EEGNet,OpenBMI_SSVEP,0,0,82,S2,36,0.53
EEGNet,OpenBMI_SSVEP,0,0,82,S2,37,0.62
EEGNet,OpenBMI_SSVEP,0,0,82,S2,39,0.65
EEGNet,OpenBMI_SSVEP,0,0,82,S2,42,0.35
EEGNet,OpenBMI_SSVEP,0,0,82,S2,51,0.42000000000000004
EEGNet,OpenBMI_SSVEP,0,0,82,S2,54,0.3
EEGNet,OpenBMI_SSVEP,0,0,83,S2,4,0.8
EEGNet,OpenBMI_SSVEP,0,0,83,S2,12,0.66
EEGNet,OpenBMI_SSVEP,0,0,83,S2,13,0.42000000000000004
EEGNet,OpenBMI_SSVEP,0,0,83,S2,17,0.59
EEGNet,OpenBMI_SSVEP,0,0,83,S2,18,0.7
EEGNet,OpenBMI_SSVEP,0,0,83,S2,24,0.6000000000000001
EEGNet,OpenBMI_SSVEP,0,0,83,S2,25,0.58
EEGNet,OpenBMI_SSVEP,0,0,83,S2,29,0.51
EEGNet,OpenBMI_SSVEP,0,0,83,S2,36,0.63
EEGNet,OpenBMI_SSVEP,0,0,83,S2,37,0.72
EEGNet,OpenBMI_SSVEP,0,0,83,S2,39,0.65
EEGNet,OpenBMI_SSVEP,0,0,83,S2,42,0.4
EEGNet,OpenBMI_SSVEP,0,0,83,S2,51,0.47
EEGNet,OpenBMI_SSVEP,0,0,83,S2,54,0.44000000000000006
EEGNet,OpenBMI_SSVEP,0,0,84,S2,4,0.85
EEGNet,OpenBMI_SSVEP,0,0,84,S2,12,0.66
EEGNet,OpenBMI_SSVEP,0,0,84,S2,13,0.42
EEGNet,OpenBMI_SSVEP,0,0,84,S2,17,0.6
EEGNet,OpenBMI_SSVEP,0,0,84,S2,18,0.72
EEGNet,OpenBMI_SSVEP,0,0,84,S2,24,0.47
EEGNet,OpenBMI_SSVEP,0,0,84,S2,25,0.58
EEGNet,OpenBMI_SSVEP,0,0,84,S2,29,0.52
EEGNet,OpenBMI_SSVEP,0,0,84,S2,36,0.75
EEGNet,OpenBMI_SSVEP,0,0,84,S2,37,0.75
EEGNet,OpenBMI_SSVEP,0,0,84,S2,39,0.61
EEGNet,OpenBMI_SSVEP,0,0,84,S2,42,0.45
EEGNet,OpenBMI_SSVEP,0,0,84,S2,51,0.39
EEGNet,OpenBMI_SSVEP,0,0,84,S2,54,0.37
EEGNet,OpenBMI_SSVEP,0,0,85,S2,4,0.76
EEGNet,OpenBMI_SSVEP,0,0,85,S2,12,0.68
EEGNet,OpenBMI_SSVEP,0,0,85,S2,13,0.35
EEGNet,OpenBMI_SSVEP,0,0,85,S2,17,0.6499999999999999
EEGNet,OpenBMI_SSVEP,0,0,85,S2,18,0.98
EEGNet,OpenBMI_SSVEP,0,0,85,S2,24,0.37
EEGNet,OpenBMI_SSVEP,0,0,85,S2,25,0.51
EEGNet,OpenBMI_SSVEP,0,0,85,S2,29,0.45
EEGNet,OpenBMI_SSVEP,0,0,85,S2,36,0.83
EEGNet,OpenBMI_SSVEP,0,0,85,S2,37,0.64
EEGNet,OpenBMI_SSVEP,0,0,85,S2,39,0.51
EEGNet,OpenBMI_SSVEP,0,0,85,S2,42,0.29000000000000004
EEGNet,OpenBMI_SSVEP,0,0,85,S2,51,0.38
EEGNet,OpenBMI_SSVEP,0,0,85,S2,54,0.36
EEGNet,OpenBMI_SSVEP,0,0,86,S2,4,0.6900000000000001
EEGNet,OpenBMI_SSVEP,0,0,86,S2,12,0.6400000000000001
EEGNet,OpenBMI_SSVEP,0,0,86,S2,13,0.45000000000000007
EEGNet,OpenBMI_SSVEP,0,0,86,S2,17,0.51
EEGNet,OpenBMI_SSVEP,0,0,86,S2,18,0.67
EEGNet,OpenBMI_SSVEP,0,0,86,S2,24,0.48000000000000004
EEGNet,OpenBMI_SSVEP,0,0,86,S2,25,0.56
EEGNet,OpenBMI_SSVEP,0,0,86,S2,29,0.5
EEGNet,OpenBMI_SSVEP,0,0,86,S2,36,0.66
EEGNet,OpenBMI_SSVEP,0,0,86,S2,37,0.71
EEGNet,OpenBMI_SSVEP,0,0,86,S2,39,0.56
EEGNet,OpenBMI_SSVEP,0,0,86,S2,42,0.33
EEGNet,OpenBMI_SSVEP,0,0,86,S2,51,0.44
EEGNet,OpenBMI_SSVEP,0,0,86,S2,54,0.37
EEGNet,OpenBMI_SSVEP,0,0,87,S2,4,0.8
EEGNet,OpenBMI_SSVEP,0,0,87,S2,12,0.61
EEGNet,OpenBMI_SSVEP,0,0,87,S2,13,0.38
EEGNet,OpenBMI_SSVEP,0,0,87,S2,17,0.5900000000000001
EEGNet,OpenBMI_SSVEP,0,0,87,S2,18,0.74
EEGNet,OpenBMI_SSVEP,0,0,87,S2,24,0.48
EEGNet,OpenBMI_SSVEP,0,0,87,S2,25,0.41000000000000003
EEGNet,OpenBMI_SSVEP,0,0,87,S2,29,0.49
EEGNet,OpenBMI_SSVEP,0,0,87,S2,36,0.59
EEGNet,OpenBMI_SSVEP,0,0,87,S2,37,0.59
EEGNet,OpenBMI_SSVEP,0,0,87,S2,39,0.6
EEGNet,OpenBMI_SSVEP,0,0,87,S2,42,0.38
EEGNet,OpenBMI_SSVEP,0,0,87,S2,51,0.43
EEGNet,OpenBMI_SSVEP,0,0,87,S2,54,0.41000000000000003
EEGNet,OpenBMI_SSVEP,0,0,88,S2,4,0.78
EEGNet,OpenBMI_SSVEP,0,0,88,S2,12,0.49999999999999994
EEGNet,OpenBMI_SSVEP,0,0,88,S2,13,0.26
EEGNet,OpenBMI_SSVEP,0,0,88,S2,17,0.44
EEGNet,OpenBMI_SSVEP,0,0,88,S2,18,0.79
EEGNet,OpenBMI_SSVEP,0,0,88,S2,24,0.25
EEGNet,OpenBMI_SSVEP,0,0,88,S2,25,0.41000000000000003
EEGNet,OpenBMI_SSVEP,0,0,88,S2,29,0.33
EEGNet,OpenBMI_SSVEP,0,0,88,S2,36,0.5900000000000001
EEGNet,OpenBMI_SSVEP,0,0,88,S2,37,0.56
EEGNet,OpenBMI_SSVEP,0,0,88,S2,39,0.43
EEGNet,OpenBMI_SSVEP,0,0,88,S2,42,0.28
EEGNet,OpenBMI_SSVEP,0,0,88,S2,51,0.48000000000000004
EEGNet,OpenBMI_SSVEP,0,0,88,S2,54,0.39999999999999997
EEGNet,OpenBMI_SSVEP,0,0,89,S2,4,0.87
EEGNet,OpenBMI_SSVEP,0,0,89,S2,12,0.66
EEGNet,OpenBMI_SSVEP,0,0,89,S2,13,0.37
EEGNet,OpenBMI_SSVEP,0,0,89,S2,17,0.69
EEGNet,OpenBMI_SSVEP,0,0,89,S2,18,0.93
EEGNet,OpenBMI_SSVEP,0,0,89,S2,24,0.51
EEGNet,OpenBMI_SSVEP,0,0,89,S2,25,0.48000000000000004
EEGNet,OpenBMI_SSVEP,0,0,89,S2,29,0.54
EEGNet,OpenBMI_SSVEP,0,0,89,S2,36,0.97
EEGNet,OpenBMI_SSVEP,0,0,89,S2,37,0.64
EEGNet,OpenBMI_SSVEP,0,0,89,S2,39,0.71
EEGNet,OpenBMI_SSVEP,0,0,89,S2,42,0.4
EEGNet,OpenBMI_SSVEP,0,0,89,S2,51,0.45000000000000007
EEGNet,OpenBMI_SSVEP,0,0,89,S2,54,0.45000000000000007
EEGNet,OpenBMI_SSVEP,0,0,90,S2,4,0.85
EEGNet,OpenBMI_SSVEP,0,0,90,S2,12,0.6399999999999999
EEGNet,OpenBMI_SSVEP,0,0,90,S2,13,0.53
EEGNet,OpenBMI_SSVEP,0,0,90,S2,17,0.6499999999999999
EEGNet,OpenBMI_SSVEP,0,0,90,S2,18,0.85
EEGNet,OpenBMI_SSVEP,0,0,90,S2,24,0.47
EEGNet,OpenBMI_SSVEP,0,0,90,S2,25,0.5900000000000001
EEGNet,OpenBMI_SSVEP,0,0,90,S2,29,0.5700000000000001
EEGNet,OpenBMI_SSVEP,0,0,90,S2,36,0.76
EEGNet,OpenBMI_SSVEP,0,0,90,S2,37,0.7
EEGNet,OpenBMI_SSVEP,0,0,90,S2,39,0.64
EEGNet,OpenBMI_SSVEP,0,0,90,S2,42,0.4
EEGNet,OpenBMI_SSVEP,0,0,90,S2,51,0.44000000000000006
EEGNet,OpenBMI_SSVEP,0,0,90,S2,54,0.38
EEGNet,OpenBMI_SSVEP,0,0,91,S2,4,0.96
EEGNet,OpenBMI_SSVEP,0,0,91,S2,12,0.74
EEGNet,OpenBMI_SSVEP,0,0,91,S2,13,0.45
EEGNet,OpenBMI_SSVEP,0,0,91,S2,17,0.6000000000000001
EEGNet,OpenBMI_SSVEP,0,0,91,S2,18,0.91
EEGNet,OpenBMI_SSVEP,0,0,91,S2,24,0.5700000000000001
EEGNet,OpenBMI_SSVEP,0,0,91,S2,25,0.72
EEGNet,OpenBMI_SSVEP,0,0,91,S2,29,0.64
EEGNet,OpenBMI_SSVEP,0,0,91,S2,36,0.78
EEGNet,OpenBMI_SSVEP,0,0,91,S2,37,0.88
EEGNet,OpenBMI_SSVEP,0,0,91,S2,39,0.76
EEGNet,OpenBMI_SSVEP,0,0,91,S2,42,0.4700000000000001
EEGNet,OpenBMI_SSVEP,0,0,91,S2,51,0.39
EEGNet,OpenBMI_SSVEP,0,0,91,S2,54,0.39
EEGNet,OpenBMI_SSVEP,0,0,92,S2,4,0.89
EEGNet,OpenBMI_SSVEP,0,0,92,S2,12,0.6699999999999999
EEGNet,OpenBMI_SSVEP,0,0,92,S2,13,0.31000000000000005
EEGNet,OpenBMI_SSVEP,0,0,92,S2,17,0.62
EEGNet,OpenBMI_SSVEP,0,0,92,S2,18,0.95
EEGNet,OpenBMI_SSVEP,0,0,92,S2,24,0.44
EEGNet,OpenBMI_SSVEP,0,0,92,S2,25,0.49
EEGNet,OpenBMI_SSVEP,0,0,92,S2,29,0.47000000000000003
EEGNet,OpenBMI_SSVEP,0,0,92,S2,36,0.69
EEGNet,OpenBMI_SSVEP,0,0,92,S2,37,0.6100000000000001
EEGNet,OpenBMI_SSVEP,0,0,92,S2,39,0.65
EEGNet,OpenBMI_SSVEP,0,0,92,S2,42,0.36
EEGNet,OpenBMI_SSVEP,0,0,92,S2,51,0.41000000000000003
EEGNet,OpenBMI_SSVEP,0,0,92,S2,54,0.36
EEGNet,OpenBMI_SSVEP,0,0,93,S2,4,0.6900000000000001
EEGNet,OpenBMI_SSVEP,0,0,93,S2,12,0.41999999999999993
EEGNet,OpenBMI_SSVEP,0,0,93,S2,13,0.28
EEGNet,OpenBMI_SSVEP,0,0,93,S2,17,0.5
EEGNet,OpenBMI_SSVEP,0,0,93,S2,18,0.8
EEGNet,OpenBMI_SSVEP,0,0,93,S2,24,0.29000000000000004
EEGNet,OpenBMI_SSVEP,0,0,93,S2,25,0.41000000000000003
EEGNet,OpenBMI_SSVEP,0,0,93,S2,29,0.32999999999999996
EEGNet,OpenBMI_SSVEP,0,0,93,S2,36,0.8699999999999999
EEGNet,OpenBMI_SSVEP,0,0,93,S2,37,0.52
EEGNet,OpenBMI_SSVEP,0,0,93,S2,39,0.25
EEGNet,OpenBMI_SSVEP,0,0,93,S2,42,0.33000000000000007
EEGNet,OpenBMI_SSVEP,0,0,93,S2,51,0.26
EEGNet,OpenBMI_SSVEP,0,0,93,S2,54,0.39
EEGNet,OpenBMI_SSVEP,0,0,94,S2,4,0.69
EEGNet,OpenBMI_SSVEP,0,0,94,S2,12,0.45999999999999996
EEGNet,OpenBMI_SSVEP,0,0,94,S2,13,0.32
EEGNet,OpenBMI_SSVEP,0,0,94,S2,17,0.44000000000000006
EEGNet,OpenBMI_SSVEP,0,0,94,S2,18,0.53
EEGNet,OpenBMI_SSVEP,0,0,94,S2,24,0.38
EEGNet,OpenBMI_SSVEP,0,0,94,S2,25,0.52
EEGNet,OpenBMI_SSVEP,0,0,94,S2,29,0.42
EEGNet,OpenBMI_SSVEP,0,0,94,S2,36,0.41000000000000003
EEGNet,OpenBMI_SSVEP,0,0,94,S2,37,0.5800000000000001
