Model,Task,fold,seed,checkpoint_record_path,checkpoint_present,checkpoint_path,checkpoint_sha256,split_sha256,representation_layer,protected_assignment_path,protected_assignment_sha256,protected_rank,frozen_embedding_path,spectral_transform_path,random_coordinate_path,sessions,probe_configuration,status,reason
TeCh,OpenBMI_SSVEP,2,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\tech\fold2_seed1\record.json,True,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\tech\fold2_seed1\selected.pt,a1878b34286321a2f7af864a101db9135869e8a3afbc2c19016eea116a07f65b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
TeCh,OpenBMI_SSVEP,2,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\tech\fold2_seed2\record.json,True,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\tech\fold2_seed2\selected.pt,7be89f42d02be030912a420078f97cda8f704c9d48b5730c9d8d5e47c1edb4ac,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
TeCh,OpenBMI_SSVEP,3,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\tech\fold3_seed0\record.json,True,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\tech\fold3_seed0\selected.pt,18f395e37712d4a78cdb6e575542110c6176c19f552b1d13400c45d2ba288620,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\tech\openbmi_ssvep\fold3_seed0.json,7c3f2db3e9d54369bc45b8f49b0ce4c855dfa2d8efb52e28e5df271b7d7e7989,8,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_FROZEN_EMBEDDING_SPECTRAL_TRANSFORM_AND_RANDOM_COORDINATE_FILES
TeCh,OpenBMI_SSVEP,3,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\tech\fold3_seed1\record.json,True,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\tech\fold3_seed1\selected.pt,3233e8b14f856d331935d49f501538872730b7758698f1e9400a7281c0d01799,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
TeCh,OpenBMI_SSVEP,3,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\tech\fold3_seed2\record.json,True,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\tech\fold3_seed2\selected.pt,d68ff097fe2644aa2725590a02c705b940a96d1dde5e3a99f147404c39413b9e,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
TeCh,OpenBMI_SSVEP,4,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\tech\fold4_seed0\record.json,True,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\tech\fold4_seed0\selected.pt,2260cbb5eb4f26163d7dfecaaf67cfe9e092f1bcbf716f411ae45654d15b2633,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\tech\openbmi_ssvep\fold4_seed0.json,def63169033a36676ffe304ae5bb2742ab3c88b3852b2036cd6829bec0a32ce1,8,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_FROZEN_EMBEDDING_SPECTRAL_TRANSFORM_AND_RANDOM_COORDINATE_FILES
TeCh,OpenBMI_SSVEP,4,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\tech\fold4_seed1\record.json,True,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\tech\fold4_seed1\selected.pt,d31b22732001b677f4414f49d976d3e3c330d17268061c043398e71bbbe8248a,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
TeCh,OpenBMI_SSVEP,4,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\tech\fold4_seed2\record.json,True,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\tech\fold4_seed2\selected.pt,90676a8bfba2a2622b6bfb78f136062369fad72f3d78247049ed83595d751428,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
TeCh,WBCIC_MI,0,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold0_seed0\record.json,True,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold0_seed0\selected.pt,919d1d1b6090e22458d7e3d82bf6762c223531839ff0067c1d0fce9b4c5c32b8,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\tech\wbcic_mi\fold0_seed0.json,5736331198c418efb960db5d046bb6f301ff8ead3f4bd95c7dcb37a271f305c1,4,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_FROZEN_EMBEDDING_SPECTRAL_TRANSFORM_AND_RANDOM_COORDINATE_FILES
TeCh,WBCIC_MI,0,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold0_seed1\record.json,True,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold0_seed1\selected.pt,628405f7a7692300cd5fcb641fca03120b1a7263629b8882fd8be7ffe4b20c3c,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
TeCh,WBCIC_MI,0,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold0_seed2\record.json,True,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold0_seed2\selected.pt,565e73c32569fd042c1dce18f29d13293f56d3d5fc11e9211cebc3995689f05d,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
TeCh,WBCIC_MI,1,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold1_seed0\record.json,True,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold1_seed0\selected.pt,0d46ec7f42a3538dac05eb83eb82c47ee6018d438a9402f54f8051eb87eb607c,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\tech\wbcic_mi\fold1_seed0.json,b6fc7d031bf1f6be61d2b4ead1fd0ad75b026add2312dce68bff7c6b56471d29,4,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_FROZEN_EMBEDDING_SPECTRAL_TRANSFORM_AND_RANDOM_COORDINATE_FILES
TeCh,WBCIC_MI,1,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold1_seed1\record.json,True,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold1_seed1\selected.pt,e0bd6ca5cb224a1dedeca5fb0c136e0e100d938ed2dc05b9df5fd36630ec274f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
TeCh,WBCIC_MI,1,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold1_seed2\record.json,True,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold1_seed2\selected.pt,76a5ecf93736fa5bb6a085bfeede7491e8fed615094159751c50983d82356f65,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
TeCh,WBCIC_MI,2,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold2_seed0\record.json,True,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold2_seed0\selected.pt,c56e7393502b397d9902b6ac610b44ca1b25bbbf19e0b13b9a3e0f3c3473604d,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\tech\wbcic_mi\fold2_seed0.json,03272b1be3eab5c03842b25970dcdc9862368ca5ddeecf32909d29b5172de247,8,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_FROZEN_EMBEDDING_SPECTRAL_TRANSFORM_AND_RANDOM_COORDINATE_FILES
TeCh,WBCIC_MI,2,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold2_seed1\record.json,True,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold2_seed1\selected.pt,9f200c9d4b718d451b33e317197b00b5d00f6dc91efdcd3850b64cb345557c95,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
TeCh,WBCIC_MI,2,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold2_seed2\record.json,True,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold2_seed2\selected.pt,21fdb0fb1162f9020802ab412084eded278705218189ec8a6f58db599dbba142,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
TeCh,WBCIC_MI,3,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold3_seed0\record.json,True,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold3_seed0\selected.pt,514fd66f24ba518ac96bfe68abd9e1af942163f05dd702293678711fd53aeda1,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\tech\wbcic_mi\fold3_seed0.json,9eece5ea80e14ffc4578163cd39bdf6a4fe46eec0bda571b02372d261c2f0eef,4,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_FROZEN_EMBEDDING_SPECTRAL_TRANSFORM_AND_RANDOM_COORDINATE_FILES
TeCh,WBCIC_MI,3,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold3_seed1\record.json,True,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold3_seed1\selected.pt,c41b838bb19cad60c901a7372e34ca670ab0fc850b882921ac0e24325101884d,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
TeCh,WBCIC_MI,3,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold3_seed2\record.json,True,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold3_seed2\selected.pt,88b97c345111c3a40b4dbbf985174d1561b77aee5440d45f4d0c471df31a2544,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
TeCh,WBCIC_MI,4,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold4_seed0\record.json,True,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold4_seed0\selected.pt,5988908274132c826bad715d4f87eae5da8d8f5e47afe4b821566e56ab336b8b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\tech\wbcic_mi\fold4_seed0.json,0edbfcdb726063f223d2afcf0373bd59dcdaa109e383e2c4449195d297385f37,4,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_FROZEN_EMBEDDING_SPECTRAL_TRANSFORM_AND_RANDOM_COORDINATE_FILES
TeCh,WBCIC_MI,4,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold4_seed1\record.json,True,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold4_seed1\selected.pt,0da8914e6ffc2ec55aa4582ab2f3165667c2de2c2a0269f2f282b1e1ae222cf9,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
TeCh,WBCIC_MI,4,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold4_seed2\record.json,True,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\tech\fold4_seed2\selected.pt,2510f464b76e2aa86003f18830dbeef4a980dcc8354061cbba4725b6bb8dbc86,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
ModernTCN,OpenBMI_MI,0,0,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold0_seed0\record.json,True,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold0_seed0\selected.pt,362fb3defc50ad85063bc528bdb9af49e52aead8ee328a179d3bee06d33a390f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\moderntcn\openbmi_mi\fold0_seed0.json,4a4028ef609ae0b6689cfeef3991afbabc3edb817fb933f3a4cb8f90902c0b20,0,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,EMPTY_PROTECTED,PROTECTED_RANK_ZERO_EXCLUDED_BY_PROTOCOL
ModernTCN,OpenBMI_MI,0,1,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold0_seed1\record.json,True,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold0_seed1\selected.pt,3a0028c99d7266160f539ae2c6ff797446fe09693baac96590be471cc7ff3e9e,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
ModernTCN,OpenBMI_MI,0,2,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold0_seed2\record.json,True,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold0_seed2\selected.pt,32c0695397589d616871981458bdf9d94a20c35248b08db053b385b6119b34e0,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
ModernTCN,OpenBMI_MI,1,0,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold1_seed0\record.json,True,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold1_seed0\selected.pt,11734e6c117ff06e95238f1b0f87b0424bfbd5c7690d76f626eb7e586ab13726,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\moderntcn\openbmi_mi\fold1_seed0.json,7e7be6554f1c09112ea9bf034f0fa16c1b8a875dd008b61ca1374ed711824481,0,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,EMPTY_PROTECTED,PROTECTED_RANK_ZERO_EXCLUDED_BY_PROTOCOL
ModernTCN,OpenBMI_MI,1,1,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold1_seed1\record.json,True,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold1_seed1\selected.pt,ba638ee0233d3991122ab8d56658209ff96a4aa760bf0a1eaf47b72271063635,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
ModernTCN,OpenBMI_MI,1,2,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold1_seed2\record.json,True,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold1_seed2\selected.pt,342fe5d378d7dfc3138958bcecbaa0e914901e6ab45d5ed107c5879c749f3be1,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
ModernTCN,OpenBMI_MI,2,0,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold2_seed0\record.json,True,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold2_seed0\selected.pt,111f07fceda79a12fa691d834da8fb9082291703d4648a951d94e79385268a56,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\moderntcn\openbmi_mi\fold2_seed0.json,de46a239b439ea99960d4a116e5c73e0fa2c8070eead660048073c5be2703e33,1,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_FROZEN_EMBEDDING_SPECTRAL_TRANSFORM_AND_RANDOM_COORDINATE_FILES
ModernTCN,OpenBMI_MI,2,1,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold2_seed1\record.json,True,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold2_seed1\selected.pt,6565ee1352ea6e587f10f7882ac146190de84241155c65999bc803a5013a685e,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
ModernTCN,OpenBMI_MI,2,2,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold2_seed2\record.json,True,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold2_seed2\selected.pt,74de62d9ac5c06640deccf0361e3a38d894639bc33674b1fe00fa60447ff6755,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
ModernTCN,OpenBMI_MI,3,0,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold3_seed0\record.json,True,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold3_seed0\selected.pt,61ed8b89e8a4bf9e171a85edd2dec39ed1306367717d295bbfd3528dd8a6fd14,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\moderntcn\openbmi_mi\fold3_seed0.json,1de8110bcf818143cfd0512dd2d5d9f1725f864b84473626c8037ee5399569bc,0,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,EMPTY_PROTECTED,PROTECTED_RANK_ZERO_EXCLUDED_BY_PROTOCOL
ModernTCN,OpenBMI_MI,3,1,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold3_seed1\record.json,True,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold3_seed1\selected.pt,51490ff4e8f63962e30690f3d3fc9eece767127ac7d9838810084c72053b1b0c,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
ModernTCN,OpenBMI_MI,3,2,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold3_seed2\record.json,True,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold3_seed2\selected.pt,8f4311e95f4c2d12566db97810d8247340688d1e0fe66b35eca6b12dc3e5de81,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
ModernTCN,OpenBMI_MI,4,0,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold4_seed0\record.json,True,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold4_seed0\selected.pt,f4382fc03edf899e8783b76accae1cd1265030297eed0c77355c98324e252c44,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\moderntcn\openbmi_mi\fold4_seed0.json,8ee06c79e250e6c4fce013c9e5329d524234a52004e65c99d7d752501dbb74d5,0,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,EMPTY_PROTECTED,PROTECTED_RANK_ZERO_EXCLUDED_BY_PROTOCOL
ModernTCN,OpenBMI_MI,4,1,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold4_seed1\record.json,True,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold4_seed1\selected.pt,8baa0a70acfdc7ea436c6c89ea484c81ba9db6d4ed2cd7e55d8d051bfc9c5b32,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
ModernTCN,OpenBMI_MI,4,2,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold4_seed2\record.json,True,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\openbmi_mi\fold4_seed2\selected.pt,43a4d21bf69975e0a5354cc4ae74122fb20552df9a2635dbd7a6d5bc353c3140,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
