row_type,seed,model,subjects,S2_BA,S2_Macro_F1,WS_BA
model,0,EEGNet,18,0.9273651983139695,0.9262846497362899,0.8983905284213949
model,0,SIRE-EEG,18,0.9313998939321332,0.9302895306992052,0.8908559549790698
model,1,EEGNet,18,0.9278638909336768,0.9265698381725236,0.8933712817612286
model,1,SIRE-EEG,18,0.9297633282818073,0.9286922068739804,0.8943668947101641
model,2,EEGNet,18,0.9318282405455428,0.9303444975141097,0.9008326725409724
model,2,SIRE-EEG,18,0.9299800115260148,0.9285788564161527,0.892630012539308
