fold,subject,method,draw,protected_coordinate_drift,protected_coordinate_drift_q95,complement_adaptation,total_adaptation
0.0,sub-1,Frozen,0,0.0,0.0,0.0,0.0
0.0,sub-1,Generic,0,0.23045759903790278,0.5632627340124697,0.15625592834902025,0.18606882038994443
0.0,sub-1,IdentityGuard,0,0.033142831888259866,0.08145601326532359,0.24451051793169826,0.244942984186884
0.0,sub-1,PCAGuard,0,0.2342998671622548,0.49479783170632985,0.44542833714201285,0.45738419729882973
0.0,sub-1,PERSISTGuard,0,5.323375700059094e-08,9.265565422555357e-08,0.34249021182219636,0.3424902118221973
0.0,sub-1,PersistenceGuard,0,0.2701917786621774,0.6549427209628764,0.12201496527827158,0.16931188061980973
0.0,sub-1,RandomGuard,mean,0.29117948419152145,0.7104974699199736,0.12586013282232775,0.1791283146058351
0.0,sub-16,Frozen,0,0.0,0.0,0.0,0.0
0.0,sub-16,Generic,0,0.23045759903790278,0.5632627340124697,0.15625592834902025,0.18606882038994443
0.0,sub-16,IdentityGuard,0,0.033142831888259866,0.08145601326532359,0.24451051793169826,0.244942984186884
0.0,sub-16,PCAGuard,0,0.2342998671622548,0.49479783170632985,0.44542833714201285,0.45738419729882973
0.0,sub-16,PERSISTGuard,0,5.323375700059094e-08,9.265565422555357e-08,0.34249021182219636,0.3424902118221973
0.0,sub-16,PersistenceGuard,0,0.2701917786621774,0.6549427209628764,0.12201496527827158,0.16931188061980973
0.0,sub-16,RandomGuard,mean,0.29117948419152145,0.7104974699199736,0.12586013282232775,0.1791283146058351
0.0,sub-19,Frozen,0,0.0,0.0,0.0,0.0
0.0,sub-19,Generic,0,0.23045759903790278,0.5632627340124697,0.15625592834902025,0.18606882038994443
0.0,sub-19,IdentityGuard,0,0.033142831888259866,0.08145601326532359,0.24451051793169826,0.244942984186884
0.0,sub-19,PCAGuard,0,0.2342998671622548,0.49479783170632985,0.44542833714201285,0.45738419729882973
0.0,sub-19,PERSISTGuard,0,5.323375700059094e-08,9.265565422555357e-08,0.34249021182219636,0.3424902118221973
0.0,sub-19,PersistenceGuard,0,0.2701917786621774,0.6549427209628764,0.12201496527827158,0.16931188061980973
0.0,sub-19,RandomGuard,mean,0.29117948419152145,0.7104974699199736,0.12586013282232775,0.1791283146058351
0.0,sub-21,Frozen,0,0.0,0.0,0.0,0.0
0.0,sub-21,Generic,0,0.23045759903790278,0.5632627340124697,0.15625592834902025,0.18606882038994443
0.0,sub-21,IdentityGuard,0,0.033142831888259866,0.08145601326532359,0.24451051793169826,0.244942984186884
0.0,sub-21,PCAGuard,0,0.2342998671622548,0.49479783170632985,0.44542833714201285,0.45738419729882973
0.0,sub-21,PERSISTGuard,0,5.323375700059094e-08,9.265565422555357e-08,0.34249021182219636,0.3424902118221973
0.0,sub-21,PersistenceGuard,0,0.2701917786621774,0.6549427209628764,0.12201496527827158,0.16931188061980973
0.0,sub-21,RandomGuard,mean,0.29117948419152145,0.7104974699199736,0.12586013282232775,0.1791283146058351
0.0,sub-28,Frozen,0,0.0,0.0,0.0,0.0
0.0,sub-28,Generic,0,0.23045759903790278,0.5632627340124697,0.15625592834902025,0.18606882038994443
0.0,sub-28,IdentityGuard,0,0.033142831888259866,0.08145601326532359,0.24451051793169826,0.244942984186884
0.0,sub-28,PCAGuard,0,0.2342998671622548,0.49479783170632985,0.44542833714201285,0.45738419729882973
0.0,sub-28,PERSISTGuard,0,5.323375700059094e-08,9.265565422555357e-08,0.34249021182219636,0.3424902118221973
0.0,sub-28,PersistenceGuard,0,0.2701917786621774,0.6549427209628764,0.12201496527827158,0.16931188061980973
0.0,sub-28,RandomGuard,mean,0.29117948419152145,0.7104974699199736,0.12586013282232775,0.1791283146058351
0.0,sub-3,Frozen,0,0.0,0.0,0.0,0.0
0.0,sub-3,Generic,0,0.23045759903790278,0.5632627340124697,0.15625592834902025,0.18606882038994443
0.0,sub-3,IdentityGuard,0,0.033142831888259866,0.08145601326532359,0.24451051793169826,0.244942984186884
0.0,sub-3,PCAGuard,0,0.2342998671622548,0.49479783170632985,0.44542833714201285,0.45738419729882973
0.0,sub-3,PERSISTGuard,0,5.323375700059094e-08,9.265565422555357e-08,0.34249021182219636,0.3424902118221973
0.0,sub-3,PersistenceGuard,0,0.2701917786621774,0.6549427209628764,0.12201496527827158,0.16931188061980973
0.0,sub-3,RandomGuard,mean,0.29117948419152145,0.7104974699199736,0.12586013282232775,0.1791283146058351
0.0,sub-33,Frozen,0,0.0,0.0,0.0,0.0
0.0,sub-33,Generic,0,0.23045759903790278,0.5632627340124697,0.15625592834902025,0.18606882038994443
