task,model,subject_id,intact_probe_BA,protected_erased_BA,random_erased_BA,protected_harm_pp,random_harm_pp,PEEH_pp,repeated_runs,protected_rank_mean,protected_rank_min,protected_rank_max
OpenBMI_ERP,B1_SAME_SCALE_63,12,0.954,0.7389696969696969,0.8998812121212121,21.5030303030303,5.4118787878787895,16.091151515151513,5,4.8,4,5
OpenBMI_ERP,B1_SAME_SCALE_63,13,0.892848484848485,0.7514545454545455,0.8402975757575758,14.13939393939394,5.255090909090905,8.884303030303036,5,4.8,4,5
OpenBMI_ERP,B1_SAME_SCALE_63,17,0.767030303030303,0.6227878787878788,0.6994993939393939,14.424242424242426,6.7530909090909175,7.671151515151509,5,4.8,4,5
OpenBMI_ERP,B1_SAME_SCALE_63,18,0.8297575757575757,0.6343030303030303,0.7573987878787878,19.545454545454547,7.235878787878798,12.309575757575749,5,4.8,4,5
OpenBMI_ERP,B1_SAME_SCALE_63,24,0.7184242424242424,0.6041212121212121,0.6676139393939393,11.430303030303032,5.0810303030303094,6.349272727272721,5,4.8,4,5
OpenBMI_ERP,B1_SAME_SCALE_63,25,0.6686666666666666,0.5852727272727274,0.6267884848484849,8.339393939393938,4.187818181818182,4.151575757575756,5,4.8,4,5
OpenBMI_ERP,B1_SAME_SCALE_63,29,0.7520606060606061,0.6409090909090909,0.7027587878787879,11.115151515151515,4.930181818181816,6.1849696969696994,5,4.8,4,5
OpenBMI_ERP,B1_SAME_SCALE_63,36,0.950969696969697,0.7903636363636364,0.8992272727272728,16.060606060606055,5.17424242424243,10.886363636363628,5,4.8,4,5
OpenBMI_ERP,B1_SAME_SCALE_63,37,0.9107878787878787,0.7148484848484848,0.8523963636363636,19.593939393939397,5.839151515151513,13.754787878787884,5,4.8,4,5
OpenBMI_ERP,B1_SAME_SCALE_63,39,0.6479393939393939,0.550969696969697,0.6121266666666666,9.696969696969697,3.581272727272733,6.115696969696964,5,4.8,4,5
OpenBMI_ERP,B1_SAME_SCALE_63,4,0.8101818181818181,0.6178787878787879,0.743339393939394,19.230303030303027,6.68424242424243,12.546060606060598,5,4.8,4,5
OpenBMI_ERP,B1_SAME_SCALE_63,42,0.814121212121212,0.6186666666666667,0.7522921212121212,19.54545454545455,6.182909090909104,13.362545454545446,5,4.8,4,5
OpenBMI_ERP,B1_SAME_SCALE_63,51,0.7029696969696969,0.5410909090909091,0.6516806060606062,16.187878787878795,5.128909090909084,11.058969696969708,5,4.8,4,5
OpenBMI_ERP,B1_SAME_SCALE_63,54,0.6752727272727272,0.5668484848484849,0.6344272727272727,10.842424242424242,4.084545454545456,6.757878787878786,5,4.8,4,5
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,12,0.956909090909091,0.7539999999999999,0.8766151515151515,20.2909090909091,8.029393939393945,12.261515151515152,5,5.8,4,9
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,13,0.8924242424242423,0.7432121212121212,0.8154836363636363,14.921212121212122,7.694060606060615,7.227151515151507,5,5.8,4,9
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,17,0.7652727272727272,0.6236363636363637,0.6908381818181818,14.163636363636362,7.443454545454545,6.7201818181818185,5,5.8,4,9
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,18,0.8255151515151514,0.6652121212121213,0.7340060606060608,16.030303030303028,9.15090909090908,6.879393939393947,5,5.8,4,9
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,24,0.7376363636363636,0.6056363636363636,0.6750660606060606,13.2,6.257030303030304,6.942969696969695,5,5.8,4,9
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,25,0.6593333333333333,0.5503636363636364,0.6027054545454545,10.896969696969698,5.662787878787883,5.234181818181815,5,5.8,4,9
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,29,0.7514545454545455,0.6008484848484847,0.671299393939394,15.060606060606062,8.01551515151515,7.045090909090915,5,5.8,4,9
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,36,0.9398181818181819,0.774,0.8693024242424243,16.581818181818182,7.05157575757575,9.53024242424243,5,5.8,4,9
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,37,0.9034545454545455,0.684060606060606,0.8118472727272728,21.93939393939394,9.160727272727266,12.778666666666677,5,5.8,4,9
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,39,0.668060606060606,0.5638787878787879,0.6222660606060606,10.41818181818182,4.579454545454547,5.838727272727273,5,5.8,4,9
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0.8141818181818182,0.6255757575757576,0.7113145454545455,18.860606060606063,10.286727272727273,8.573878787878789,5,5.8,4,9
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,42,0.7826666666666666,0.6098787878787879,0.6962242424242425,17.278787878787877,8.644242424242417,8.634545454545462,5,5.8,4,9
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,51,0.6941818181818181,0.5353333333333333,0.6266460606060605,15.884848484848485,6.75357575757576,9.131272727272725,5,5.8,4,9
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,54,0.6459393939393939,0.5467878787878788,0.6047272727272728,9.915151515151514,4.121212121212117,5.793939393939398,5,5.8,4,9
OpenBMI_MI,B1_SAME_SCALE_63,12,0.748,0.604,0.70218,14.399999999999997,4.581999999999991,9.818000000000007,5,5.2,2,8
OpenBMI_MI,B1_SAME_SCALE_63,13,0.6559999999999999,0.542,0.61846,11.399999999999997,3.7539999999999956,7.646000000000003,5,5.2,2,8
OpenBMI_MI,B1_SAME_SCALE_63,17,0.568,0.514,0.55678,5.4,1.1219999999999963,4.278000000000004,5,5.2,2,8
OpenBMI_MI,B1_SAME_SCALE_63,18,0.624,0.5680000000000001,0.6119800000000001,5.599999999999993,1.2019999999999942,4.398000000000001,5,5.2,2,8
OpenBMI_MI,B1_SAME_SCALE_63,24,0.5720000000000001,0.512,0.5578000000000001,6.0,1.419999999999999,4.580000000000001,5,5.2,2,8
OpenBMI_MI,B1_SAME_SCALE_63,25,0.966,0.8,0.9398399999999999,16.599999999999994,2.616000000000007,13.983999999999986,5,5.2,2,8
OpenBMI_MI,B1_SAME_SCALE_63,29,0.8220000000000001,0.658,0.7588999999999999,16.4,6.310000000000009,10.089999999999993,5,5.2,2,8
OpenBMI_MI,B1_SAME_SCALE_63,36,0.914,0.778,0.86036,13.599999999999994,5.3640000000000025,8.235999999999994,5,5.2,2,8
OpenBMI_MI,B1_SAME_SCALE_63,37,0.616,0.6180000000000001,0.62082,-0.20000000000000212,-0.4820000000000024,0.28200000000000003,5,5.2,2,8
