task,model,evaluation_scope,n_biological_subjects,intact_probe_BA,protected_erased_BA,random_erased_BA,protected_harm_pp,random_harm_pp,PEEH_pp,PEEH_CI95_L_pp,PEEH_CI95_U_pp,median_PEEH_pp,protected_rank_mean,protected_rank_median,protected_rank_min,protected_rank_max,protected_assignment_nonempty_runs,protected_assignment_total_runs,protected_assignment_coverage,bootstrap_draws
OpenBMI_ERP,B1_SAME_SCALE_63,source-session persistence -> internal-heldout consequence,14,0.7925021645021644,0.6413203463203464,0.7385519913419915,15.118181818181819,5.395017316017318,9.723164502164497,7.90212803030303,11.54232251082251,9.885333333333332,4.8,5.0,4,5,5,15,1.0,20000
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,source-session persistence -> internal-heldout consequence,14,0.7883463203463202,0.6344588744588744,0.7148815584415585,15.388744588744588,7.3464761904761895,8.0422683982684,6.9597545454545475,9.27194458874459,7.1361212121212105,5.8,5.0,4,9,5,15,1.0,20000
OpenBMI_MI,B1_SAME_SCALE_63,source-session persistence -> internal-heldout consequence,14,0.7187142857142855,0.61,0.6844457142857144,10.871428571428568,3.426857142857142,7.444571428571426,5.733985714285714,9.12973928571428,7.940999999999998,5.2,4.0,2,8,5,15,1.0,20000
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,source-session persistence -> internal-heldout consequence,14,0.7414285714285714,0.5895714285714286,0.6933557142857144,15.185714285714285,4.8072857142857135,10.378428571428566,8.277421428571426,12.769432142857143,9.515999999999995,7.2,8.0,4,8,5,15,1.0,20000
OpenBMI_SSVEP,B1_SAME_SCALE_63,source-session persistence -> internal-heldout consequence,14,0.9067142857142857,0.7634285714285715,0.8435257142857143,14.328571428571424,6.318857142857139,8.009714285714287,5.431696428571431,10.592021428571428,8.301000000000005,5.6,4.0,4,8,5,15,1.0,20000
OpenBMI_SSVEP,OFFICIAL_FINAL_LITEBN_REFERENCE,source-session persistence -> internal-heldout consequence,14,0.9115714285714285,0.7724285714285715,0.8507071428571429,13.914285714285715,6.08642857142857,7.827857142857142,6.055567857142861,9.70957857142857,8.165999999999997,5.6,4.0,4,8,5,15,1.0,20000
WBCIC_MI,B1_SAME_SCALE_63,source-session persistence -> future-session consequence,10,0.8020999999999999,0.5765,0.774747,22.559999999999995,2.7352999999999983,19.8247,13.594087499999997,25.552207499999998,19.763499999999993,2.4,2.0,1,4,5,15,1.0,20000
WBCIC_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,source-session persistence -> future-session consequence,10,0.8046,0.5838,0.7705430000000001,22.08,3.4056999999999986,18.6743,12.904045000000004,23.9142125,19.837000000000003,3.8,4.0,3,4,5,15,1.0,20000
