PEEH_pp,active_rank,bn_state_updates,checkpoint_sha256,fold,intact_probe_BA,model,no_training,normalizer_sha256,persistence_to_consequence,protected_coordinates,protected_erased_BA,protected_harm_pp,protected_rank,random_erased_BA,random_harm_pp,seed,task
9.080714285714281,20,False,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,0,0.7257142857142858,OFFICIAL_FINAL_LITEBN_REFERENCE,True,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,source-session persistence -> internal-heldout consequence,"[3, 4, 5, 6, 7, 8, 9, 10]",0.5871428571428572,13.857142857142852,8,0.6779499999999998,4.77642857142857,0,OpenBMI_MI
12.951428571428567,20,False,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,1,0.7700000000000001,OFFICIAL_FINAL_LITEBN_REFERENCE,True,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,source-session persistence -> internal-heldout consequence,"[4, 5, 6, 7, 8, 9, 10, 11]",0.5778571428571428,19.214285714285715,8,0.7073714285714284,6.262857142857148,0,OpenBMI_MI
12.585714285714285,20,False,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,2,0.7535714285714284,OFFICIAL_FINAL_LITEBN_REFERENCE,True,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,source-session persistence -> internal-heldout consequence,"[4, 5, 6, 7, 8, 9, 10, 11]",0.5692857142857143,18.428571428571423,8,0.6951428571428571,5.84285714285714,0,OpenBMI_MI
10.823571428571428,20,False,2eb9b20d2f2ce7ba385fc296872935bf2ca5a1b5cc30e9f699d502dc25f1b256,3,0.7307142857142858,OFFICIAL_FINAL_LITEBN_REFERENCE,True,040fc77f68d09d091af77dda00d1a472e30e1a7c1292f2f9bd136630069a6569,source-session persistence -> internal-heldout consequence,"[3, 4, 5, 6, 7, 8, 9, 10]",0.5685714285714285,16.214285714285715,8,0.6768071428571429,5.390714285714283,0,OpenBMI_MI
6.450714285714281,20,False,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,4,0.727142857142857,OFFICIAL_FINAL_LITEBN_REFERENCE,True,c04fbdc0d215369e977dffa0c159801dd8fbf42e82538b262c3b254498e56b1f,source-session persistence -> internal-heldout consequence,"[7, 8, 9, 10]",0.6449999999999999,8.21428571428571,4,0.7095071428571428,1.7635714285714283,0,OpenBMI_MI
5.929285714285712,20,False,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4,0,0.7171428571428572,B1_SAME_SCALE_63,True,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,source-session persistence -> internal-heldout consequence,"[5, 6]",0.6457142857142858,7.14285714285714,2,0.7050071428571429,1.2135714285714272,0,OpenBMI_MI
11.639285714285714,20,False,be40c243d1bedfdf843e0f9b1fac18c6406aeca17b8af72354ded89f5c5567f4,1,0.7400000000000001,B1_SAME_SCALE_63,True,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,source-session persistence -> internal-heldout consequence,"[3, 4, 5, 6, 7, 8, 9, 10]",0.5664285714285714,17.357142857142858,8,0.6828214285714286,5.717857142857144,0,OpenBMI_MI
5.878571428571428,20,False,f61d7c6094fd254c7a7b75627fefa2004ecf8f8166d243403ed3e6920430ea0b,2,0.71,B1_SAME_SCALE_63,True,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,source-session persistence -> internal-heldout consequence,"[3, 4, 5, 6, 7, 8, 9, 10]",0.6057142857142858,10.428571428571427,8,0.6645000000000001,4.549999999999997,0,OpenBMI_MI
8.245714285714284,20,False,ee49dd726605960c4f7cc74cf9550d318a6dd0801b255ad416fae6ac4b7dbd42,3,0.6857142857142857,B1_SAME_SCALE_63,True,040fc77f68d09d091af77dda00d1a472e30e1a7c1292f2f9bd136630069a6569,source-session persistence -> internal-heldout consequence,"[2, 3, 4, 5]",0.5757142857142857,10.999999999999998,4,0.6581714285714285,2.7542857142857144,0,OpenBMI_MI
5.5299999999999985,20,False,dc596015a689eacc0ff8cb78e801f8fd3e675df71dcb7eb1921fd15322f903ae,4,0.7407142857142858,B1_SAME_SCALE_63,True,c04fbdc0d215369e977dffa0c159801dd8fbf42e82538b262c3b254498e56b1f,source-session persistence -> internal-heldout consequence,"[3, 4, 5, 6]",0.6564285714285715,8.428571428571425,4,0.7117285714285716,2.8985714285714286,0,OpenBMI_MI
16.70082251082251,20,False,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b,0,0.7770562770562769,OFFICIAL_FINAL_LITEBN_REFERENCE,True,157ab9a161f64861f1eb4db5fa530988c5f3ff7689c0fc2ba62374476ed4a9ee,source-session persistence -> internal-heldout consequence,"[2, 4, 5, 6, 7]",0.5513203463203463,22.573593073593077,5,0.7183285714285714,5.872770562770564,0,OpenBMI_ERP
9.221060606060613,20,False,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a,1,0.7854329004329005,OFFICIAL_FINAL_LITEBN_REFERENCE,True,24f7a1e037c0eca04ff78d27016e206247a8a946f1272e017bbc121f2e0d4045,source-session persistence -> internal-heldout consequence,"[2, 7, 8, 9, 10]",0.631991341991342,15.344155844155845,5,0.724201948051948,6.123095238095233,0,OpenBMI_ERP
