source_fold,subjects,mean_FutureDeltaBA,generic_BA,noadapt_BA,negative_transfer_rate,high_risk_q4_delta,low_risk_q1_delta,high_minus_low
0,9,0.0077777777777777845,0.8322222222222222,0.8244444444444444,0.1111111111111111,0.015000000000000013,0.01666666666666668,-0.001666666666666667
1,9,-0.005555555555555536,0.8933333333333334,0.8988888888888888,0.2222222222222222,-0.004999999999999949,-0.016666666666666646,0.011666666666666697
2,6,0.00833333333333334,0.8783333333333333,0.87,0.16666666666666666,0.015000000000000013,0.0050000000000000044,0.010000000000000009
3,9,-0.0011111111111111122,0.9122222222222222,0.9133333333333334,0.2222222222222222,-0.0050000000000000044,0.0,-0.0050000000000000044
4,7,0.012857142857142853,0.9128571428571429,0.9,0.0,0.0,0.025000000000000022,-0.025000000000000022
