subject_id,source_fold,step,checkpoint,predicted_utility_damage,utility_delta_actual_small_step,predicted_utility_delta,cos_task_G
32,0,1,t1,0.0,0.009408764937109237,0.009811597255118841,-0.7563306887022202
32,0,2,t2,0.0,0.008037544100932326,0.008408697325247695,-0.733630855156621
32,0,3,t3,0.0,0.0067967895558256886,0.007134404065703013,-0.7071456147982781
32,0,4,t4,0.0,0.0056896693498546536,0.005992920670404769,-0.6765314700351949
33,0,0,t0,0.0,0.0010540736338501,0.0010691520381487833,-0.7732204263364819
33,0,1,t1,0.0,0.001001800147068202,0.0010158805758406968,-0.7666048419682095
33,0,2,t2,0.0,0.0009530910676760207,0.000966260374898589,-0.7599989361283359
33,0,3,t3,0.0,0.0009076350335519012,0.000919970757739763,-0.7534046135336553
33,0,4,t4,0.0,0.0008651539950119136,0.0008767255312009351,-0.7468237207397797
34,0,0,t0,0.0,0.012559512225982727,0.013540976926432458,-0.9102070677503508
34,0,1,t1,0.0,0.00942915915910636,0.010113825493350489,-0.8865679682719132
34,0,2,t2,0.0,0.00726419211049284,0.007743300800478143,-0.8600693503505057
34,0,3,t3,0.0,0.005759082957212891,0.006097604811928099,-0.8319379841770704
34,0,4,t4,0.0,0.004700510257916901,0.004943223743777803,-0.8035182084306098
35,0,0,t0,0.0,0.0003797629658137125,0.0003836683575062941,-0.8294124575716376
35,0,1,t1,0.0,0.0003657673710178999,0.0003694413895094819,-0.8254940307613147
35,0,2,t2,0.0,0.0003526155764448438,0.00035607692538366757,-0.8216227697862352
35,0,3,t3,0.0,0.0003402391562711618,0.0003435046591970278,-0.8177988522749358
35,0,4,t4,0.0,0.000328576539929841,0.000331661364906726,-0.8140223727584321
38,0,0,t0,0.0,0.0026125160553808757,0.0026870006079886145,-0.8869883490136107
38,0,1,t1,0.0,0.0023475825366886527,0.002412466748578391,-0.8769712460288859
38,0,2,t2,0.0,0.0021172208073312326,0.002173905308779309,-0.8665769800504468
38,0,3,t3,0.0,0.0019163616695047625,0.001966025098816071,-0.8558480389705696
38,0,4,t4,0.0,0.0017407389904486315,0.0017843758577087644,-0.8448303549668236
40,0,0,t0,0.0,0.0024530204653654963,0.0025473890866342095,-0.6939037780984275
40,0,1,t1,0.0,0.002134248607405187,0.0022153771376301336,-0.6716679793005148
40,0,2,t2,0.0,0.001861651870400327,0.0019314974802640697,-0.6489997567355758
40,0,3,t3,0.0,0.0016282618839883467,0.0016884812782720058,-0.6260393144189423
40,0,4,t4,0.0,0.0014281928357391949,0.0014801897252012556,-0.6029344551728207
41,0,0,t0,0.0,0.0016238518064238816,0.0016864770737850159,-0.8666867008764306
41,0,1,t1,0.0,0.0014201865041169603,0.0014645174568684548,-0.8515633157572651
41,0,2,t2,0.0,0.0012747787678265565,0.0013071239298795521,-0.8385830391546505
41,0,3,t3,0.0,0.0011674975584771707,0.0011918980707863048,-0.8276005859147819
41,0,4,t4,0.0,0.0010854679459878502,0.001104525944943554,-0.8183104698256092
43,0,0,t0,0.0,0.000665406845519495,0.0006732189346508104,-0.823809135865669
43,0,1,t1,0.0,0.000635680951357312,0.0006429173388346959,-0.8192398869996004
43,0,2,t2,0.0,0.0006081248010048473,0.0006148415698219288,-0.8147681895545814
43,0,3,t3,0.0,0.0005825285045545497,0.0005887750473555159,-0.8103936405801767
43,0,4,t4,0.0,0.0005587070013982204,0.0005645269562279238,-0.8061156052607288
44,0,0,t0,0.0,0.0019120179736301923,0.001944419735316895,-0.807454946483741
44,0,1,t1,0.0,0.0017967580746313938,0.0018266193773104754,-0.8001809624341911
44,0,2,t2,0.0,0.0016906049563569225,0.001718188650837256,-0.7928716959301182
44,0,3,t3,0.0,0.0015926220322586004,0.0016181562204824222,-0.7855271284316372
44,0,4,t4,0.0,0.0015019952534882641,0.0015256788834408987,-0.7781475534202777
45,0,0,t0,0.0,0.0032199387266105273,0.00328585814022518,-0.9278280428162833
45,0,1,t1,0.0,0.0029776334935061877,0.003036184868126162,-0.9230826765131483
45,0,2,t2,0.0,0.002762184239542137,0.002814449144237007,-0.9182762290996024
45,0,3,t3,0.0,0.002569698083086297,0.0026165627155973446,-0.913413560328705
45,0,4,t4,0.0,0.002396975229287751,0.0024391718927525563,-0.9084994366822647
46,0,0,t0,0.0,0.001347957054879223,0.0013874335569379747,-0.6419897546147905
46,0,1,t1,0.0,0.0012104956270581613,0.0012440939342449964,-0.6233798283147619
46,0,2,t2,0.0,0.0010940169599464866,0.0011227569264195016,-0.6056632969969186
46,0,3,t3,0.0,0.0009948302515976337,0.0010195522258243039,-0.5888802939398583
46,0,4,t4,0.0,0.0009099011103813059,0.0009312962374562983,-0.573037738720158
47,0,0,t0,0.0,0.0013634427650518893,0.001390128878966671,-0.8415125052079812
47,0,1,t1,0.0,0.0012685666779053834,0.0012927671426160683,-0.8336635860586439
47,0,2,t2,0.0,0.0011826593798311552,0.0012046753599555544,-0.8257424289041938
47,0,3,t3,0.0,0.0011046366727199275,0.001124724550261833,-0.8177537684206114
47,0,4,t4,0.0,0.00103357426994527,0.0010519534372332438,-0.8097023627703844
48,0,0,t0,0.0,0.0012531236050772332,0.0012714555561281135,-0.665560994553256
48,0,1,t1,0.0,0.0011853713920020326,0.0012018671944129685,-0.6605379128292518
48,0,2,t2,0.0,0.0011239964163092253,0.0011388807251415823,-0.6558442222603623
48,0,3,t3,0.0,0.0010682142919855586,0.001081682723101646,-0.6514587337899205
48,0,4,t4,0.0,0.0010173443491425238,0.0010295671595731803,-0.6473581829525118
49,0,0,t0,0.0,0.004662373371851214,0.004780528886148297,-0.8750709163808714
49,0,1,t1,0.0,0.004241336943822893,0.004348484193108585,-0.8661992873330671
49,0,2,t2,0.0,0.0038604745357671555,0.00395770921887934,-0.8568020124421696
49,0,3,t3,0.0,0.0035157427509676653,0.0036040400164037995,-0.8468645540007963
49,0,4,t4,0.0,0.003203542905656276,0.0032837730545021713,-0.836374954539864
5,0,0,t0,0.0,0.0009173961800908598,0.0009282488883130915,-0.8449055952342615
5,0,1,t1,0.0,0.0008768765652819727,0.0008869560843435145,-0.8413523939224836
5,0,2,t2,0.0,0.0008392405437470524,0.0008486222777605514,-0.8378788757355466
5,0,3,t3,0.0,0.0008042085104584401,0.0008129586801113583,-0.8344824746092414
5,0,4,t4,0.0,0.0007715346257170935,0.0007797115909909581,-0.8311606466918914
50,0,0,t0,0.0,0.054210466164710036,0.05572117783582753,-0.92631237893476
50,0,1,t1,0.0,0.04847291279704957,0.05003232123519165,-0.9199401005307887
50,0,2,t2,0.0,0.04264270568543971,0.04421399293332537,-0.9117156740072662
50,0,3,t3,0.0,0.03686927962547415,0.03841106637632678,-0.9011243645696966
50,0,4,t4,0.0,0.03131049404656472,0.03278114600455372,-0.8875265094512922
52,0,0,t0,0.0,0.0019895752686134305,0.0020282408067851406,-0.8126648239496405
52,0,1,t1,0.0,0.0018484409014087322,0.0018838223000601038,-0.804236897492623
52,0,2,t2,0.0,0.0017194600021044892,0.0017518859859862097,-0.7956833951839545
52,0,3,t3,0.0,0.0016014103357035736,0.0016311709283002521,-0.7870126195765347
52,0,4,t4,0.0,0.001493213187711756,0.001520565091255154,-0.7782333872244801
53,0,0,t0,0.0,0.000842942366588384,0.0008556112946910308,-0.6553480482249819
53,0,1,t1,0.0,0.000797275432280975,0.0008090788294342183,-0.6473568983438631
53,0,2,t2,0.0,0.0007547592782440882,0.0007657651020424278,-0.6394112378566126
53,0,3,t3,0.0,0.000715141977960021,0.0007254117146286368,-0.63151554571622
53,0,4,t4,0.0,0.0006781958282536249,0.0006877852695711874,-0.6236745070375139
6,0,0,t0,0.0,0.0005622239329485385,0.0005685431936843477,-0.7271558132543607
6,0,1,t1,0.0,0.0005381571690386,0.0005440224378310268,-0.7225001073942409
6,0,2,t2,0.0,0.0005157893326843688,0.0005212439951206739,-0.7180307150358224
6,0,3,t3,0.0,0.0004949598263375432,0.0005000422600429322,-0.7137411194530716
6,0,4,t4,0.0,0.0004755264451596214,0.00048027069266656303,-0.7096247597618783
7,0,0,t0,0.0,0.003854115072070008,0.003999591009377287,-0.8296131273069339
7,0,1,t1,0.0,0.00337148969290324,0.0034936812259778816,-0.8136891147682307
7,0,2,t2,0.0,0.002968456210132031,0.0030715971652149933,-0.7973803651816919
7,0,3,t3,0.0,0.0026303220779910763,0.002717821014873693,-0.7808282411684615
7,0,4,t4,0.0,0.002345282281188188,0.002419890326134554,-0.7641720206623742
8,0,0,t0,0.0,0.0042305925173729,0.004596436923129593,-0.7647012917159575
8,0,1,t1,0.0,0.003110184137377514,0.0033822215279856052,-0.7140402371506589
8,0,2,t2,0.0,0.002294110048334963,0.0024960763550908862,-0.6570142843408816
8,0,3,t3,0.0,0.001702312961774255,0.0018522099462187304,-0.5953394897363328
8,0,4,t4,0.0,0.0012747457579917465,0.00138610000357109,-0.5315899061054121
9,0,0,t0,0.0,0.0018439391331421529,0.0018778151193944333,-0.8853318302563442
9,0,1,t1,0.0,0.0017212605864622976,0.0017517165049750168,-0.8795887661997905
9,0,2,t2,0.0,0.0016109228141617526,0.0016384078025105378,-0.8738525549185211
9,0,3,t3,0.0,0.0015113154241582494,0.0015362073148836152,-0.8681294357728987
9,0,4,t4,0.0,0.0014210815255257664,0.00144369998467107,-0.8624250503997006
1,1,0,t0,0.0,0.0009898508861465038,0.0010124057731140917,-0.5850325574386749
1,1,1,t1,0.0,0.0009108194521394997,0.0009309546808721546,-0.5732353308278944
1,1,2,t2,0.0,0.0008401075634125732,0.000858130667269081,-0.5618471750042265
1,1,3,t3,0.0,0.0007766623047121279,0.0007928348007984116,-0.5508648034354412
1,1,4,t4,0.0,0.0007195877350273938,0.000734133075225262,-0.5402840581394807
10,1,0,t0,0.0,0.0140396335054227,0.01520276171363072,-0.9267303572647597
10,1,1,t1,0.0,0.010263106748157669,0.011096225857686104,-0.9041090340030828
10,1,2,t2,0.0,0.007579981763585764,0.00817743776737272,-0.876128380455939
10,1,3,t3,0.0,0.005672756376394805,0.0061024760587126995,-0.8426938981610324
10,1,4,t4,0.0,0.004314357377070643,0.004624826435028883,-0.8043123808219749
11,1,0,t0,0.0,0.012006251035778848,0.012521203178233714,-0.8841992083516447
11,1,1,t1,0.0,0.010204796333158572,0.010654781553568355,-0.869716504483568
11,1,2,t2,0.0,0.008643134505885774,0.009034481517406372,-0.8531022003662975
11,1,3,t3,0.0,0.0072967413500075184,0.0076354294553645985,-0.834121331024344
11,1,4,t4,0.0,0.006142431494739364,0.006434128629476713,-0.812563317854604
14,1,0,t0,0.0,0.0013919180138078913,0.0014262677375858786,-0.645007569848352
14,1,1,t1,0.0,0.001271427805957015,0.001303072443638041,-0.6305528826164538
14,1,2,t2,0.0,0.001160937976472154,0.0011900757050973358,-0.6156807580119442
14,1,3,t3,0.0,0.0010596934369921374,0.0010865080204291082,-0.600412186838934
14,1,4,t4,0.0,0.0009669940857336412,0.000991656224086455,-0.5847731747733351
15,1,0,t0,0.0,0.0003302372522030611,0.0003330842109115548,-0.7567870009788271
15,1,1,t1,0.0,0.00031940451563515493,0.00032210170581494413,-0.7527117269840436
15,1,2,t2,0.0,0.0003091394810736392,0.00031169724908410143,-0.7487138720925465
15,1,3,t3,0.0,0.0002994028157567094,0.00030183062155730275,-0.7447928368964236
15,1,4,t4,0.0,0.0002901585474731627,0.00029246505512060887,-0.7409479384891177
16,1,0,t0,0.0,0.0019504753552891385,0.001995441108462017,-0.713154557145077
16,1,1,t1,0.0,0.0017965379535481718,0.0018364396401864816,-0.7031059050165616
16,1,2,t2,0.0,0.001660046055275921,0.0016955502826998953,-0.6933746963928046
16,1,3,t3,0.0,0.0015386667878533045,0.0015703432888412442,-0.6839805106767683
16,1,4,t4,0.0,0.0014304105184310134,0.001458747173927086,-0.6749377712463405
19,1,0,t0,0.0,0.025380495883323695,0.02584076712384826,-0.9136745383197256
19,1,1,t1,0.0,0.023585109148643646,0.02406954415901154,-0.9088189345946583
19,1,2,t2,0.0,0.02171183491468709,0.0222148890954217,-0.9028975704030362
19,1,3,t3,0.0,0.019785149975315885,0.02029981278167521,-0.8956840499454213
19,1,4,t4,0.0,0.01783472369621264,0.01835273584753955,-0.886905065509759
2,1,0,t0,0.0,0.0035559486024913656,0.003718559104904132,-0.8905068265401934
2,1,1,t1,0.0,0.0029982553312601357,0.00313180813072698,-0.8742682499102397
2,1,2,t2,0.0,0.002543258797738923,0.0026528147004180698,-0.8565720554020609
2,1,3,t3,0.0,0.002172503411024873,0.002262367397820064,-0.8376218292477615
2,1,4,t4,0.0,0.001870422032381025,0.0019442097892265792,-0.8176906104488505
20,1,0,t0,0.0,0.001551025155889063,0.0015752921021325195,-0.7436988416306718
20,1,1,t1,0.0,0.0014619571780291052,0.001484870413795803,-0.736162332363305
20,1,2,t2,0.0,0.0013780978663697763,0.0013997102400469912,-0.7284480201899383
20,1,3,t3,0.0,0.0012992215319857503,0.001319587503802438,-0.7205675181131183
20,1,4,t4,0.0,0.0012250989777609078,0.0012442740322049853,-0.7125332092767714
21,1,0,t0,0.0,0.002127697333807854,0.0021909090724293377,-0.8543688467024735
21,1,1,t1,0.0,0.001912534222462528,0.0019674016048056415,-0.8438155381572119
21,1,2,t2,0.0,0.0017260090398667771,0.001773899515732565,-0.8330750165093699
21,1,3,t3,0.0,0.0015634396722214727,0.0016054533448684365,-0.8221690940937915
21,1,4,t4,0.0,0.001421052107706322,0.0014580822673805447,-0.8111202288560858
22,1,0,t0,0.0,0.004027043137803665,0.004206775441366872,-0.7563936873519641
22,1,1,t1,0.0,0.0033981514358777942,0.003546900835170938,-0.7303216573386911
22,1,2,t2,0.0,0.0028798927859156054,0.0030033448604124624,-0.7033996864948726
22,1,3,t3,0.0,0.0024517360349314843,0.0025545052229066587,-0.6758688710212899
22,1,4,t4,0.0,0.0020970400581689086,0.0021828714849581906,-0.6479734336121165
23,1,0,t0,0.0,0.0008258794973496353,0.0008497522221140724,-0.5652030543378472
23,1,1,t1,0.0,0.0007469475159081473,0.0007682300717283006,-0.5482582274231615
23,1,2,t2,0.0,0.0006768981874316626,0.0006959175620901507,-0.5314930789266517
23,1,3,t3,0.0,0.0006145878722118026,0.0006316245651748739,-0.51493417028397
23,1,4,t4,0.0,0.0005590372283486578,0.0005743325120272953,-0.49860540143446647
26,1,0,t0,0.0,0.0056641090132003025,0.005832958950439744,-0.8436507087716668
26,1,1,t1,0.0,0.00507125437063044,0.005228182226246173,-0.8316364133567542
26,1,2,t2,0.0,0.0045244917319552935,0.004669431245094404,-0.8182186540672359
26,1,3,t3,0.0,0.00402337784641893,0.004156485055537225,-0.8033015712340152
26,1,4,t4,0.0,0.0035667383800203623,0.003688349171641521,-0.7867947033162902
27,1,0,t0,0.0,0.002529988372086789,0.0025930676473889347,-0.9083306339940447
27,1,1,t1,0.0,0.0023044268914879373,0.0023591267695479566,-0.9013730966806838
27,1,2,t2,0.0,0.0021086034562006473,0.0021563454845654312,-0.8943532106673636
27,1,3,t3,0.0,0.0019375238673154938,0.0019794435637016535,-0.8872875061047306
27,1,4,t4,0.0,0.001787187631730608,0.001824200054912861,-0.8801908325547493
28,1,0,t0,0.0,0.0012208939375962374,0.0012426392759949684,-0.9153461874769528
28,1,1,t1,0.0,0.0011419700346701062,0.0011616967905625916,-0.9108690398809723
28,1,2,t2,0.0,0.0010704060203063082,0.0010883538345077468,-0.9063292110770677
28,1,3,t3,0.0,0.0010053293622066112,0.0010217042504941734,-0.9017312267093432
28,1,4,t4,0.0,0.0009459896056325523,0.0009609693138396174,-0.8970793575519909
3,1,0,t0,0.0,0.0026262885905611044,0.002688923307920445,-0.9078611167597487
3,1,1,t1,0.0,0.002401725525099846,0.0024568517859268027,-0.9011872722264561
3,1,2,t2,0.0,0.0022043525340228742,0.0022530230906287626,-0.8943714574419372
3,1,3,t3,0.0,0.002030335320758997,0.002073442208118057,-0.8874396496443282
3,1,4,t4,0.0,0.0018764269333913508,0.0019147272704389236,-0.88041720654381
30,1,0,t0,0.0,0.0016829530288990369,0.0017328023880937302,-0.6920157795997738
30,1,1,t1,0.0,0.0015067542003909251,0.0015501476387471541,-0.67434050510611
30,1,2,t2,0.0,0.001353755866772277,0.0013916300999362013,-0.656874146424243
30,1,3,t3,0.0,0.0012205706175855702,0.0012537144887855795,-0.6396945397249221
30,1,4,t4,0.0,0.001104346076857693,0.00113342569908697,-0.6228718152118958
31,1,0,t0,0.0,0.0016810766226712792,0.0017064875074589505,-0.8756949855497964
31,1,1,t1,0.0,0.0015879320786120754,0.00161138435597596,-0.8704723317228555
31,1,2,t2,0.0,0.0015020331415128152,0.0015237172275281525,-0.8652063057134841
31,1,3,t3,0.0,0.001422675005982671,0.001442759263411736,-0.8599014155604804
31,1,4,t4,0.0,0.0013492341123469698,0.0013678678165184352,-0.8545620631854959
32,1,0,t0,0.0,0.012107107180589216,0.0126003702658473,-0.8025342427045943
32,1,1,t1,0.0,0.010389676292439753,0.01084364365380776,-0.7828213383806346
32,1,2,t2,0.0,0.008833576233008344,0.009246723559686849,-0.7598151354703311
32,1,3,t3,0.0,0.007440919294001924,0.007812604070655552,-0.7331049440372369
32,1,4,t4,0.0,0.0062102022325389306,0.006540818378295482,-0.7023291657908914
33,1,0,t0,0.0,0.0009323435993928569,0.000945142004162011,-0.7449697456001915
33,1,1,t1,0.0,0.0008882170029858444,0.0009002228028251744,-0.738489058070643
33,1,2,t2,0.0,0.0008469079827699011,0.0008581843797402506,-0.7320241690732687
33,1,3,t3,0.0,0.0008081903458742046,0.0008187943816240844,-0.7255771378397682
33,1,4,t4,0.0,0.0007718599414753557,0.0007818431995887118,-0.7191499792907726
34,1,0,t0,0.0,0.013728048239896207,0.014939000248047285,-0.9151576009956663
34,1,1,t1,0.0,0.009952573638116802,0.010762783658040849,-0.8893964547776958
34,1,2,t2,0.0,0.007453777953595531,0.00799817121052951,-0.8599791845345838
34,1,3,t3,0.0,0.005789535921779221,0.006159970505330221,-0.8286206590945102
34,1,4,t4,0.0,0.004665060988902292,0.004921965734150771,-0.7972366793538689
35,1,0,t0,0.0,0.0003954690101302047,0.00039965535745274043,-0.839958814624873
35,1,1,t1,0.0,0.0003804649589560019,0.00038439507177151586,-0.8359297549697747
35,1,2,t2,0.0,0.00036639592647204344,0.0003700913664757976,-0.8319418332116361
35,1,3,t3,0.0,0.0003531830602234304,0.0003566631295848096,-0.8279953896092636
35,1,4,t4,0.0,0.0003407557383640139,0.00034403776077180384,-0.8240906714021342
38,1,0,t0,0.0,0.0025792904148318474,0.0026479062450149404,-0.886205245301151
38,1,1,t1,0.0,0.0023328356636565517,0.002393161727131874,-0.8768347893365802
38,1,2,t2,0.0,0.0021164175466332757,0.002169618454244557,-0.8671282835098026
38,1,3,t3,0.0,0.0019258110548393548,0.0019728677145951965,-0.8571116840876001
38,1,4,t4,0.0,0.001757454966466121,0.0017991967088148608,-0.846813099337546
40,1,0,t0,0.0,0.0024960853231387747,0.0025755815287832923,-0.7186142006444324
40,1,1,t1,0.0,0.0022198502666851416,0.002289038108913352,-0.7014688775290743
40,1,2,t2,0.0,0.001980093994617238,0.0020404261087590366,-0.6842300246561227
40,1,3,t3,0.0,0.001771608239756639,0.0018243164014304478,-0.6669784597246261
40,1,4,t4,0.0,0.0015899806270692207,0.0016361118728666644,-0.6497948484004107
41,1,0,t0,0.0,0.0016966208833595342,0.0017643584964371407,-0.8672898054091919
41,1,1,t1,0.0,0.0014731893174678712,0.0015218496748532484,-0.8515434926726319
41,1,2,t2,0.0,0.00131152789801936,0.0013473752356743507,-0.8376586738998547
41,1,3,t3,0.0,0.0011913489083351658,0.0012184992392291353,-0.8256366594885243
41,1,4,t4,0.0,0.0010993275459848517,0.0011205007411884424,-0.8152933607192121
43,1,0,t0,0.0,0.0006523696665434037,0.0006602006509117695,-0.8131886442028786
43,1,1,t1,0.0,0.0006223900634574064,0.0006296280088147086,-0.8083847576546356
43,1,2,t2,0.0,0.0005946521531848131,0.000601356005986261,-0.8036974206363208
43,1,3,t3,0.0,0.0005689348400816363,0.0005751563767753335,-0.7991258612967114
