model,seed,fold,subject,session,selected_epoch,checkpoint_sha256,BA,Macro_F1,trials
EEGNet,0,0,sub-046,ses-01,14,8dd738e1d7efc58864d01144a57bed4be533f71e3eea6a5678b1c04c74979a8c,0.9,0.8999374609130707,160
EEGNet,0,0,sub-046,ses-02,14,8dd738e1d7efc58864d01144a57bed4be533f71e3eea6a5678b1c04c74979a8c,0.9285714285714286,0.9285309132161089,42
EEGNet,0,0,sub-056,ses-01,14,8dd738e1d7efc58864d01144a57bed4be533f71e3eea6a5678b1c04c74979a8c,0.9125000000000001,0.9122807017543859,160
EEGNet,0,0,sub-056,ses-02,14,8dd738e1d7efc58864d01144a57bed4be533f71e3eea6a5678b1c04c74979a8c,0.8486842105263157,0.8372093023255814,43
EEGNet,0,0,sub-063,ses-01,14,8dd738e1d7efc58864d01144a57bed4be533f71e3eea6a5678b1c04c74979a8c,0.98125,0.9812492675495137,160
EEGNet,0,0,sub-063,ses-02,14,8dd738e1d7efc58864d01144a57bed4be533f71e3eea6a5678b1c04c74979a8c,0.9649763353617309,0.9650974025974026,172
EEGNet,0,0,sub-077,ses-01,14,8dd738e1d7efc58864d01144a57bed4be533f71e3eea6a5678b1c04c74979a8c,0.7375,0.73547472838923,160
EEGNet,0,0,sub-077,ses-02,14,8dd738e1d7efc58864d01144a57bed4be533f71e3eea6a5678b1c04c74979a8c,0.8893939393939394,0.8887767969735183,63
EEGNet,0,0,sub-078,ses-01,14,8dd738e1d7efc58864d01144a57bed4be533f71e3eea6a5678b1c04c74979a8c,0.76875,0.7666995073891626,160
EEGNet,0,0,sub-078,ses-02,14,8dd738e1d7efc58864d01144a57bed4be533f71e3eea6a5678b1c04c74979a8c,0.9457671957671958,0.9454545454545454,55
EEGNet,0,0,sub-079,ses-01,14,8dd738e1d7efc58864d01144a57bed4be533f71e3eea6a5678b1c04c74979a8c,0.93125,0.9312473143482167,160
EEGNet,0,0,sub-079,ses-02,14,8dd738e1d7efc58864d01144a57bed4be533f71e3eea6a5678b1c04c74979a8c,0.872093023255814,0.8720757268424612,86
EEGNet,0,0,sub-084,ses-01,14,8dd738e1d7efc58864d01144a57bed4be533f71e3eea6a5678b1c04c74979a8c,0.98125,0.9812492675495137,160
EEGNet,0,0,sub-084,ses-02,14,8dd738e1d7efc58864d01144a57bed4be533f71e3eea6a5678b1c04c74979a8c,0.8900654601463227,0.8913106655042139,102
EEGNet,0,0,sub-091,ses-01,14,8dd738e1d7efc58864d01144a57bed4be533f71e3eea6a5678b1c04c74979a8c,0.81875,0.815572955999841,160
EEGNet,0,0,sub-091,ses-02,14,8dd738e1d7efc58864d01144a57bed4be533f71e3eea6a5678b1c04c74979a8c,0.9518002322880371,0.9518002322880371,83
SIRE-EEG,0,0,sub-003,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.925,0.9249882794186592,160
SIRE-EEG,0,0,sub-003,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.9257237778832463,0.9238320520402129,184
SIRE-EEG,0,0,sub-015,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.88125,0.8801970443349754,160
SIRE-EEG,0,0,sub-015,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.899318859088974,0.8987772461456671,168
SIRE-EEG,0,0,sub-017,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.9375,0.9372549019607843,160
SIRE-EEG,0,0,sub-017,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.927536231884058,0.9273989898989898,138
SIRE-EEG,0,0,sub-018,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,1.0,1.0,160
SIRE-EEG,0,0,sub-018,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.9543123543123544,0.9541958041958043,131
SIRE-EEG,0,0,sub-022,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.91875,0.9184921039225675,160
SIRE-EEG,0,0,sub-022,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.9090909090909091,0.9090909090909091,66
SIRE-EEG,0,0,sub-024,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.9875,0.9875,160
SIRE-EEG,0,0,sub-024,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.8774630541871922,0.8771929824561403,57
SIRE-EEG,0,0,sub-025,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.99375,0.9937497558498378,160
SIRE-EEG,0,0,sub-025,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.9251336898395721,0.9222591362126246,78
SIRE-EEG,0,0,sub-027,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.975,0.975,160
SIRE-EEG,0,0,sub-027,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.8928571428571428,0.8928419560595322,84
SIRE-EEG,0,0,sub-032,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.95,0.9499687304565353,160
SIRE-EEG,0,0,sub-032,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,1.0,1.0,54
SIRE-EEG,0,0,sub-037,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.9125000000000001,0.9124863259884357,160
SIRE-EEG,0,0,sub-037,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.8918128654970761,0.8887276245766812,46
SIRE-EEG,0,0,sub-046,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.8625,0.8624785122675418,160
SIRE-EEG,0,0,sub-046,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.9047619047619048,0.9038901601830663,42
SIRE-EEG,0,0,sub-056,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.89375,0.8932454177950468,160
SIRE-EEG,0,0,sub-056,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.875,0.8603896103896104,43
SIRE-EEG,0,0,sub-063,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.9875,0.9875,160
SIRE-EEG,0,0,sub-063,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.9474645030425963,0.9476301634020096,172
SIRE-EEG,0,0,sub-077,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.8,0.7992156862745098,160
SIRE-EEG,0,0,sub-077,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.9515151515151515,0.9521882114849481,63
SIRE-EEG,0,0,sub-078,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.79375,0.7913950456323338,160
SIRE-EEG,0,0,sub-078,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,1.0,1.0,55
SIRE-EEG,0,0,sub-079,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.91875,0.9187214255011528,160
SIRE-EEG,0,0,sub-079,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.9186046511627908,0.9185054826045755,86
SIRE-EEG,0,0,sub-084,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.975,0.975,160
SIRE-EEG,0,0,sub-084,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.8923758182518291,0.892063492063492,102
SIRE-EEG,0,0,sub-091,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.74375,0.7434995112414466,160
SIRE-EEG,0,0,sub-091,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.9274099883855982,0.9276162790697675,83
EEGNet,0,1,sub-003,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9624999999999999,0.9624941397093296,160
EEGNet,0,1,sub-003,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9017560512577124,0.9017560512577124,184
EEGNet,0,1,sub-015,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.86875,0.868126692570352,160
EEGNet,0,1,sub-015,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9240102171136654,0.9226163058498389,168
EEGNet,0,1,sub-017,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.95,0.949874686716792,160
EEGNet,0,1,sub-017,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9492753623188406,0.9491445117136088,138
EEGNet,0,1,sub-018,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,1.0,1.0,160
EEGNet,0,1,sub-018,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9620046620046621,0.9618231625575566,131
EEGNet,0,1,sub-022,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.86875,0.8687448728465956,160
EEGNet,0,1,sub-022,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.893939393939394,0.893719806763285,66
EEGNet,0,1,sub-024,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.98125,0.9812492675495137,160
EEGNet,0,1,sub-024,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.8786945812807883,0.8765852149706155,57
EEGNet,0,1,sub-025,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9750000000000001,0.974996093139553,160
EEGNet,0,1,sub-025,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9398395721925134,0.9353769676884838,78
EEGNet,0,1,sub-027,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9625,0.9624765478424016,160
EEGNet,0,1,sub-027,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9523809523809523,0.9523539421440725,84
EEGNet,0,1,sub-032,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.93125,0.9311827956989247,160
EEGNet,0,1,sub-032,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9615384615384616,0.9627586206896552,54
EEGNet,0,1,sub-037,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9437500000000001,0.9437302176546443,160
EEGNet,0,1,sub-037,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.8469785575048733,0.8442186744073537,46
EEGNet,0,1,sub-046,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.89375,0.8934127512833575,160
EEGNet,0,1,sub-046,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9285714285714286,0.9285309132161089,42
EEGNet,0,1,sub-056,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9125,0.912156862745098,160
EEGNet,0,1,sub-056,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.8903508771929824,0.8834688346883468,43
EEGNet,0,1,sub-063,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9875,0.9875,160
EEGNet,0,1,sub-063,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9649763353617309,0.9650974025974026,172
EEGNet,0,1,sub-077,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.76875,0.768668672580204,160
EEGNet,0,1,sub-077,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9515151515151515,0.9521882114849481,63
EEGNet,0,1,sub-078,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.71875,0.716256157635468,160
EEGNet,0,1,sub-078,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9457671957671958,0.9454545454545454,55
EEGNet,0,1,sub-079,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.90625,0.9062463377475682,160
EEGNet,0,1,sub-079,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9069767441860466,0.9069264069264069,86
EEGNet,0,1,sub-084,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.96875,0.9687487792491895,160
EEGNet,0,1,sub-084,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9316519060454371,0.9313131313131313,102
EEGNet,0,1,sub-091,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.81875,0.8181746933657275,160
EEGNet,0,1,sub-091,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9398954703832753,0.9397590361445783,83
SIRE-EEG,0,1,sub-003,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.90625,0.9060702125161442,160
SIRE-EEG,0,1,sub-003,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9286900806834362,0.9289933802356992,184
SIRE-EEG,0,1,sub-015,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.85625,0.8555673299580047,160
SIRE-EEG,0,1,sub-015,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.8869731800766283,0.886804496613355,168
SIRE-EEG,0,1,sub-017,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.95625,0.9561660991742007,160
SIRE-EEG,0,1,sub-017,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9492753623188406,0.9492513790386131,138
SIRE-EEG,0,1,sub-018,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.99375,0.9937497558498378,160
SIRE-EEG,0,1,sub-018,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9164335664335664,0.9158540145985401,131
SIRE-EEG,0,1,sub-022,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.8812500000000001,0.8804608548621761,160
SIRE-EEG,0,1,sub-022,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.8939393939393939,0.8939150401836969,66
SIRE-EEG,0,1,sub-024,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9875,0.9875,160
SIRE-EEG,0,1,sub-024,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.8947044334975369,0.8947044334975369,57
SIRE-EEG,0,1,sub-025,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9875,0.9874980465697765,160
SIRE-EEG,0,1,sub-025,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9251336898395721,0.9222591362126246,78
SIRE-EEG,0,1,sub-027,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.95625,0.9562482909488652,160
SIRE-EEG,0,1,sub-027,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9166666666666667,0.9166548547129695,84
SIRE-EEG,0,1,sub-032,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.95,0.9499687304565353,160
SIRE-EEG,0,1,sub-032,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9615384615384616,0.9627586206896552,54
SIRE-EEG,0,1,sub-037,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.93125,0.9311827956989247,160
SIRE-EEG,0,1,sub-037,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.854775828460039,0.8460066953610712,46
SIRE-EEG,0,1,sub-046,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.86875,0.8687448728465956,160
SIRE-EEG,0,1,sub-046,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9285714285714286,0.9282051282051282,42
SIRE-EEG,0,1,sub-056,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.90625,0.9059524276029625,160
SIRE-EEG,0,1,sub-056,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.8958333333333333,0.8837209302325582,43
SIRE-EEG,0,1,sub-063,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9875,0.9874980465697765,160
SIRE-EEG,0,1,sub-063,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9534820824881676,0.9534820824881676,172
SIRE-EEG,0,1,sub-077,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.7625,0.7623514696685428,160
SIRE-EEG,0,1,sub-077,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9833333333333334,0.9840627371616494,63
SIRE-EEG,0,1,sub-078,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.68125,0.663241302463786,160
SIRE-EEG,0,1,sub-078,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9457671957671958,0.9454545454545454,55
SIRE-EEG,0,1,sub-079,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9125000000000001,0.9124863259884357,160
SIRE-EEG,0,1,sub-079,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.8372093023255813,0.8371212121212122,86
SIRE-EEG,0,1,sub-084,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9875,0.9875,160
SIRE-EEG,0,1,sub-084,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9403157489410858,0.9409722222222222,102
SIRE-EEG,0,1,sub-091,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.79375,0.7927705168962675,160
SIRE-EEG,0,1,sub-091,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9398954703832753,0.9397590361445783,83
EEGNet,0,2,sub-003,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.925,0.9249530956848031,160
EEGNet,0,2,sub-003,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.9017560512577124,0.9017560512577124,184
EEGNet,0,2,sub-015,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.8875,0.8868636077938403,160
EEGNet,0,2,sub-015,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.9125159642401022,0.9106858054226474,168
EEGNet,0,2,sub-017,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.95,0.949874686716792,160
EEGNet,0,2,sub-017,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.9492753623188406,0.9492086860507913,138
EEGNet,0,2,sub-018,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,1.0,1.0,160
EEGNet,0,2,sub-018,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.9847319347319348,0.9847319347319348,131
EEGNet,0,2,sub-022,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.8687499999999999,0.8687038411941699,160
EEGNet,0,2,sub-022,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.893939393939394,0.893719806763285,66
EEGNet,0,2,sub-024,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.9750000000000001,0.974996093139553,160
EEGNet,0,2,sub-024,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.8786945812807883,0.8765852149706155,57
EEGNet,0,2,sub-025,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.9750000000000001,0.974996093139553,160
EEGNet,0,2,sub-025,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.9625668449197862,0.9610194902548725,78
EEGNet,0,2,sub-027,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.96875,0.9687390098081357,160
EEGNet,0,2,sub-027,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.9761904761904762,0.9761769710720363,84
EEGNet,0,2,sub-032,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.975,0.975,160
EEGNet,0,2,sub-032,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.9615384615384616,0.9627586206896552,54
EEGNet,0,2,sub-037,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.94375,0.943747802648541,160
EEGNet,0,2,sub-037,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.8996101364522417,0.8900047824007652,46
EEGNet,0,2,sub-046,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.8875,0.887341574088562,160
EEGNet,0,2,sub-046,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.9285714285714286,0.9285309132161089,42
