model,seed,fold,subject,session,selected_epoch,checkpoint_sha256,BA,Macro_F1,trials
SIRE-EEG,0,0,sub-059,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.945054945054945,0.94442538593482,162
SIRE-EEG,0,0,sub-061,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.95,0.949874686716792,160
SIRE-EEG,0,0,sub-061,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.8867521367521367,0.8867521367521367,53
SIRE-EEG,0,0,sub-073,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,1.0,1.0,160
SIRE-EEG,0,0,sub-073,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.9482758620689655,0.9516005121638924,63
SIRE-EEG,0,0,sub-076,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.9125,0.9123767798466593,160
SIRE-EEG,0,0,sub-076,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.8878143133462283,0.8890243902439025,91
SIRE-EEG,0,0,sub-081,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.96875,0.9687194525904204,160
SIRE-EEG,0,0,sub-081,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.7933673469387755,0.7944231042822592,85
SIRE-EEG,0,0,sub-083,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,1.0,1.0,160
SIRE-EEG,0,0,sub-083,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.9305555555555556,0.9293237250554324,85
SIRE-EEG,0,0,sub-090,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.94375,0.9435714565617774,160
SIRE-EEG,0,0,sub-090,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.932526661197703,0.9292640604266613,99
SIRE-EEG,0,0,sub-092,ses-01,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.9312499999999999,0.9311181558451724,160
SIRE-EEG,0,0,sub-092,ses-02,14,cc217856587eeba6b2648e17a04c657398b9452aec658dddbbcd5dd02558fa6a,0.8784053156146179,0.8717105263157895,78
EEGNet,0,1,sub-004,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.95,0.9499921862791061,160
EEGNet,0,1,sub-004,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9138144841269842,0.9131920710868079,127
EEGNet,0,1,sub-012,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.80625,0.8060606060606061,160
EEGNet,0,1,sub-012,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9559036144578312,0.9556090708408589,158
EEGNet,0,1,sub-028,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.94375,0.943747802648541,160
EEGNet,0,1,sub-028,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9489864864864865,0.9480431848852902,77
EEGNet,0,1,sub-029,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.96875,0.9687390098081357,160
EEGNet,0,1,sub-029,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9347587719298246,0.9298913043478261,86
EEGNet,0,1,sub-033,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.96875,0.9687487792491895,160
EEGNet,0,1,sub-033,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9893617021276595,0.9875814023928517,82
EEGNet,0,1,sub-039,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.99375,0.9937497558498378,160
EEGNet,0,1,sub-039,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9641025641025641,0.9641025641025641,56
EEGNet,0,1,sub-047,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.95,0.9499921862791061,160
EEGNet,0,1,sub-047,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9629870129870131,0.9616318601262749,79
EEGNet,0,1,sub-055,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.91875,0.9177706170187373,159
EEGNet,0,1,sub-055,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9256787850897377,0.9244979919678715,94
EEGNet,0,1,sub-057,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.98125,0.9812434058848813,160
EEGNet,0,1,sub-057,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9180995475113123,0.9172745264348318,133
EEGNet,0,1,sub-065,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.73125,0.7281814230966773,160
EEGNet,0,1,sub-065,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.8718557190317988,0.8695035460992908,92
EEGNet,0,1,sub-068,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.95,0.949874686716792,160
EEGNet,0,1,sub-068,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9444444444444444,0.9511077158135981,64
EEGNet,0,1,sub-075,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,1.0,1.0,160
EEGNet,0,1,sub-075,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,1.0,1.0,40
EEGNet,0,1,sub-089,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.83125,0.8276893622113198,160
EEGNet,0,1,sub-089,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.8460526315789474,0.8460526315789474,78
EEGNet,0,1,sub-094,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9875,0.9874980465697765,160
EEGNet,0,1,sub-094,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.94192242114237,0.9415279556124627,137
EEGNet,0,1,sub-095,ses-01,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.7,0.699812382739212,160
EEGNet,0,1,sub-095,ses-02,33,617ca02c4e95fde42d8c7c45634c875280841678cb005ee20ff775c584bccda3,0.9469594594594595,0.9478319783197832,77
SIRE-EEG,0,1,sub-004,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9625,0.9625,160
SIRE-EEG,0,1,sub-004,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9216269841269842,0.9211376055638351,127
SIRE-EEG,0,1,sub-012,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.8625,0.8624785122675418,160
SIRE-EEG,0,1,sub-012,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9352610441767069,0.9363416599516519,158
SIRE-EEG,0,1,sub-028,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.925,0.9249530956848031,160
SIRE-EEG,0,1,sub-028,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9219594594594596,0.9219594594594596,77
SIRE-EEG,0,1,sub-029,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.96875,0.9687390098081357,160
SIRE-EEG,0,1,sub-029,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.924342105263158,0.9183285849952516,86
SIRE-EEG,0,1,sub-033,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.95,0.9499295884838053,160
SIRE-EEG,0,1,sub-033,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,1.0,1.0,82
SIRE-EEG,0,1,sub-039,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.98125,0.9812492675495137,160
SIRE-EEG,0,1,sub-039,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9641025641025641,0.9641025641025641,56
SIRE-EEG,0,1,sub-047,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9625,0.9625,160
SIRE-EEG,0,1,sub-047,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9373376623376624,0.9360531002104582,79
SIRE-EEG,0,1,sub-055,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.84375,0.8391013964784456,159
SIRE-EEG,0,1,sub-055,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9162448228255868,0.913919413919414,94
SIRE-EEG,0,1,sub-057,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.96875,0.9687194525904204,160
SIRE-EEG,0,1,sub-057,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9481900452488687,0.9473565168221657,133
SIRE-EEG,0,1,sub-065,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.73125,0.7309872922776148,160
SIRE-EEG,0,1,sub-065,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.8398196487897485,0.836937256292095,92
SIRE-EEG,0,1,sub-068,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.95,0.9499687304565353,160
SIRE-EEG,0,1,sub-068,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9309309309309309,0.9352226720647774,64
SIRE-EEG,0,1,sub-075,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.99375,0.9937497558498378,160
SIRE-EEG,0,1,sub-075,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,1.0,1.0,40
SIRE-EEG,0,1,sub-089,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.875,0.8733976895078335,160
SIRE-EEG,0,1,sub-089,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.8868421052631579,0.8841392969136821,78
SIRE-EEG,0,1,sub-094,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.99375,0.9937497558498378,160
SIRE-EEG,0,1,sub-094,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9125106564364877,0.9124040920716112,137
SIRE-EEG,0,1,sub-095,ses-01,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.75,0.75,160
SIRE-EEG,0,1,sub-095,ses-02,43,cf54f55d6499e1e4d8b5366db6c601e853dbddcc060fb82d2823eb0dbc22f9cf,0.9064189189189189,0.9080988917306052,77
EEGNet,0,2,sub-001,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.93125,0.9309235056320891,160
EEGNet,0,2,sub-001,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.9248606465997771,0.9252232142857143,134
EEGNet,0,2,sub-002,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.95625,0.9562072336265884,160
EEGNet,0,2,sub-002,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.95,0.95,80
EEGNet,0,2,sub-005,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.94375,0.943747802648541,160
EEGNet,0,2,sub-005,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.9089743589743591,0.9108821051267095,125
EEGNet,0,2,sub-008,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.78125,0.7738196211478654,160
EEGNet,0,2,sub-008,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.9270833333333334,0.927012056044314,96
EEGNet,0,2,sub-013,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.9553030303030303,0.9550505050505051,178
EEGNet,0,2,sub-013,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.9347681014347682,0.9352656197794854,155
EEGNet,0,2,sub-016,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.8703703703703703,0.8697699345404433,162
EEGNet,0,2,sub-016,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.8353610675039247,0.83001683001683,101
EEGNet,0,2,sub-023,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.98125,0.9812434058848813,160
EEGNet,0,2,sub-023,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.9444444444444444,0.9577677224736048,28
EEGNet,0,2,sub-026,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.875,0.8749218261413383,160
EEGNet,0,2,sub-026,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,1.0,1.0,34
EEGNet,0,2,sub-030,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,1.0,1.0,160
EEGNet,0,2,sub-030,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.9166666666666667,0.9157054125998225,95
EEGNet,0,2,sub-034,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.9625,0.9625,160
EEGNet,0,2,sub-034,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.8371848739495797,0.8371848739495797,62
EEGNet,0,2,sub-040,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.7749999999999999,0.7706641184902054,160
EEGNet,0,2,sub-040,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.8645295996069762,0.8658032685784767,128
EEGNet,0,2,sub-049,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.7125,0.7079365079365079,160
EEGNet,0,2,sub-049,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.917948717948718,0.91937564499484,125
EEGNet,0,2,sub-058,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.95,0.9499295884838053,160
EEGNet,0,2,sub-058,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.9112851319459343,0.904953642384106,138
EEGNet,0,2,sub-067,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.8506884681583476,0.8497606966785418,167
EEGNet,0,2,sub-067,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.9191331923890064,0.9193697868396664,87
EEGNet,0,2,sub-086,ses-01,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.9125,0.9125,160
EEGNet,0,2,sub-086,ses-02,37,23b6f3f9b98c43940e5eab4c1996f0b3b70ddda2558fb153d53328c615bb9434,0.9818181818181818,0.9775828460038987,92
SIRE-EEG,0,2,sub-001,ses-01,23,beb20a18a48f30c34b90ce4719fdb20afff695038dbacde9bb48e481940e1535,0.9125,0.912156862745098,160
SIRE-EEG,0,2,sub-001,ses-02,23,beb20a18a48f30c34b90ce4719fdb20afff695038dbacde9bb48e481940e1535,0.9108138238573021,0.910427807486631,134
SIRE-EEG,0,2,sub-002,ses-01,23,beb20a18a48f30c34b90ce4719fdb20afff695038dbacde9bb48e481940e1535,0.9375,0.9374119856047567,160
SIRE-EEG,0,2,sub-002,ses-02,23,beb20a18a48f30c34b90ce4719fdb20afff695038dbacde9bb48e481940e1535,0.9375,0.9374902328488826,80
SIRE-EEG,0,2,sub-005,ses-01,23,beb20a18a48f30c34b90ce4719fdb20afff695038dbacde9bb48e481940e1535,0.95625,0.9562482909488652,160
SIRE-EEG,0,2,sub-005,ses-02,23,beb20a18a48f30c34b90ce4719fdb20afff695038dbacde9bb48e481940e1535,0.8512820512820513,0.8525943396226415,125
SIRE-EEG,0,2,sub-008,ses-01,23,beb20a18a48f30c34b90ce4719fdb20afff695038dbacde9bb48e481940e1535,0.8187500000000001,0.8166804946465963,160
SIRE-EEG,0,2,sub-008,ses-02,23,beb20a18a48f30c34b90ce4719fdb20afff695038dbacde9bb48e481940e1535,0.9270833333333333,0.927075420510038,96
SIRE-EEG,0,2,sub-013,ses-01,23,beb20a18a48f30c34b90ce4719fdb20afff695038dbacde9bb48e481940e1535,0.9608585858585859,0.9606729160748666,178
SIRE-EEG,0,2,sub-013,ses-02,23,beb20a18a48f30c34b90ce4719fdb20afff695038dbacde9bb48e481940e1535,0.9347681014347682,0.9352656197794854,155
SIRE-EEG,0,2,sub-016,ses-01,23,beb20a18a48f30c34b90ce4719fdb20afff695038dbacde9bb48e481940e1535,0.808641975308642,0.8086346835346568,162
SIRE-EEG,0,2,sub-016,ses-02,23,beb20a18a48f30c34b90ce4719fdb20afff695038dbacde9bb48e481940e1535,0.8516483516483516,0.8514268902618417,101
SIRE-EEG,0,2,sub-023,ses-01,23,beb20a18a48f30c34b90ce4719fdb20afff695038dbacde9bb48e481940e1535,0.9625,0.9624471913628541,160
SIRE-EEG,0,2,sub-023,ses-02,23,beb20a18a48f30c34b90ce4719fdb20afff695038dbacde9bb48e481940e1535,0.9444444444444444,0.9577677224736048,28
SIRE-EEG,0,2,sub-026,ses-01,23,beb20a18a48f30c34b90ce4719fdb20afff695038dbacde9bb48e481940e1535,0.8687499999999999,0.8687038411941699,160
SIRE-EEG,0,2,sub-026,ses-02,23,beb20a18a48f30c34b90ce4719fdb20afff695038dbacde9bb48e481940e1535,1.0,1.0,34
SIRE-EEG,0,2,sub-030,ses-01,23,beb20a18a48f30c34b90ce4719fdb20afff695038dbacde9bb48e481940e1535,1.0,1.0,160
