fold,seed,subject_id,basis,basis_column,certificate_direction,margin_mean_S1,margin_rms_S1,class0_margin_mean_S1,class1_margin_mean_S1,ba_harm_S1,ce_harm_S1,margin_mean_S2,margin_rms_S2,class0_margin_mean_S2,class1_margin_mean_S2,ba_harm_S2,ce_harm_S2
0,1,41,PUD,0,3,-0.2203167378902435,1.2636100053787231,-0.6595956683158875,0.2189621776342392,0.13,0.1442427579630665,-0.4238269925117492,1.313447117805481,-0.8796743154525757,0.0320203937590122,0.06,0.1782759153845113
0,1,41,PUD,1,6,0.0470927841961383,1.4031553268432615,-0.4647062718868255,0.5588918924331665,0.1200000000000001,0.1165881946980962,0.0634702891111373,1.718597412109375,-0.51680588722229,0.6437464952468872,0.0799999999999999,0.0989009422010833
0,1,41,PUD,2,7,-0.1191624328494072,0.3057067394256592,-0.1449016779661178,-0.0934232026338577,0.03,0.0179489344057657,-0.1059415936470031,0.3668917417526245,-0.1342995762825012,-0.0775835812091827,0.0,0.0220760657385193
0,1,41,PUD,3,17,-0.0451231561601161,0.4540404379367828,-0.093862809240818,0.0036164887715131,0.06,0.0199613836498959,0.1094838455319404,0.4871111810207367,0.0302520561963319,0.1887156516313552,-0.03,0.0149136022586693
0,1,46,PUD,0,3,0.347548633813858,1.6147301197052002,0.0781639590859413,0.6169332265853882,0.0699999999999999,0.1096007624963383,0.255715936422348,1.6763333082199097,-0.3956942856311798,0.9071260690689088,0.0999999999999998,0.0777863716129716
0,1,46,PUD,1,6,-0.2229068428277969,1.4605525732040403,-0.2240382581949234,-0.2217754423618316,0.01,0.0036117043538317,-0.119204856455326,1.4588191509246826,-0.3883567750453949,0.1499470770359039,0.0,-0.0106170618066262
0,1,46,PUD,2,7,-0.0838655680418014,0.4613475799560547,-0.0660871863365173,-0.1016439497470855,0.03,-0.0099193438900923,-0.0945705696940422,0.4399842917919159,-0.0849343091249466,-0.1042068302631378,-0.02,-0.0106058916837286
0,1,46,PUD,3,17,0.0575752072036266,0.6019394397735596,0.0559236370027065,0.059226781129837,0.0399999999999999,-0.0114084718447182,0.0563769005239009,0.5313241481781006,-0.0039231521077454,0.1166769489645958,0.0299999999999999,0.0144073836643487
0,1,47,PUD,0,3,0.1860802769660949,2.020968198776245,-1.4763978719711304,1.8485581874847408,0.1399999999999999,0.2388690635030343,-0.1143513172864914,1.6984256505966189,-1.0294259786605835,0.8007233142852783,0.2299999999999999,0.2432566605383219
0,1,47,PUD,1,6,-0.4153321981430053,1.6034259796142578,-1.2127267122268677,0.3820622265338897,0.02,0.0483164847812592,-0.1410956233739853,1.8630971908569336,-0.947520673274994,0.6653294563293457,0.1299999999999999,0.2309991951013542
0,1,47,PUD,2,7,-0.0114061953499913,0.389950543642044,-0.2188267856836319,0.1960143893957138,0.0,0.0125832112011827,0.0546337068080902,0.3770198822021484,0.0040220259688794,0.1052453964948654,0.0,0.0129569962266654
0,1,47,PUD,3,17,0.02960198931396,0.4442465603351593,-0.0530533790588378,0.1122573539614677,0.02,0.002789061600726,-0.0268588755279779,0.4946101605892181,-0.0585968978703022,0.004879149608314,0.04,0.0167957885620292
0,1,49,PUD,0,3,0.0473647490143775,1.5764271020889282,-0.1995180249214172,0.2942475378513336,0.02,0.0679212271499793,0.1711297780275344,1.415358543395996,-0.3568088412284851,0.6990683674812317,0.0399999999999999,0.0898577561676978
0,1,49,PUD,1,6,-0.4448969662189483,1.929465413093567,-1.2148826122283936,0.3250885903835296,0.06,0.208119308962844,-0.3407820761203766,1.7566274404525757,-1.3804032802581787,0.698839008808136,0.1799999999999999,0.2547910341279152
0,1,49,PUD,2,7,0.0457935184240341,0.4549888670444488,-0.0009364581201225,0.0925235003232956,0.02,0.0257035050933253,0.0028839337173849,0.4033458828926086,0.0241086296737194,-0.0183407608419656,0.01,-0.0021897709686847
0,1,49,PUD,3,17,0.1747172027826309,0.5423868894577026,0.1162424981594085,0.2331919521093368,0.01,0.0156098626711602,-0.0553779229521751,0.4713653922080993,-0.1277051568031311,0.0169492959976196,0.0299999999999999,0.0304924064570674
0,2,15,PUD,0,2,-0.0213540680706501,0.4905216097831726,-0.2109658569097519,0.1682577282190323,-0.01,0.0028373178708011,-0.1255334615707397,0.5270590782165527,-0.1459060311317443,-0.1051608473062515,0.0,0.0206014854208177
0,2,15,PUD,1,3,0.0050847176462411,0.2924501895904541,-0.0135260950773954,0.0236955266445875,-0.03,-0.0055693732383559,-0.0290185455232858,0.3699804544448852,-0.0059948028065264,-0.0520422905683517,0.02,-0.0015724244229362
0,2,15,PUD,2,4,-0.056127518415451,0.62674880027771,-0.4226081371307373,0.31035315990448,0.01,0.0422920008972589,-0.1395864337682724,0.6223753094673157,-0.2429596781730651,-0.0362132303416729,-0.02,-0.0006302066350805
0,2,15,PUD,3,5,0.8310855627059937,2.557503461837769,-1.2632731199264526,2.9254441261291504,0.0299999999999999,0.159434237480805,0.0142240198329091,1.5078002214431765,-0.6128875017166138,0.6413355469703674,0.0899999999999999,0.1533735067311462
0,2,15,PUD,4,7,-0.0890016108751297,0.4235275983810425,-0.252619594335556,0.0746163800358772,-0.01,0.0061646140327857,0.0308210011571645,0.4986878037452698,-0.1540610045194625,0.215703010559082,0.02,0.037329470652956
0,2,15,PUD,5,9,-0.0584374852478504,0.39662566781044,-0.1427252739667892,0.0258503016084432,-0.03,0.0009640992748385,-0.1376610696315765,0.5723192095756531,-0.2876954972743988,0.0123733235523104,0.0499999999999999,0.0404321083077496
0,2,15,PUD,6,14,0.061572540551424,0.325611412525177,-0.0188164953142404,0.1419615894556045,0.0,0.0129295594163089,0.1950840055942535,0.5432432293891907,-0.0244325138628482,0.4146004915237427,0.0299999999999999,0.0544167492871412
0,2,19,PUD,0,2,-0.3969294726848602,0.7256955504417419,-0.3115379810333252,-0.4823209047317505,-0.07,-0.1522870801864601,-0.004673215560615,0.6814677119255066,0.0392252653837204,-0.0485716834664344,-0.0399999999999999,-0.0499970944456632
0,2,19,PUD,1,3,0.0631118565797805,0.3708815276622772,0.0081753944978117,0.1180483251810073,0.0599999999999999,0.0348365609084316,0.0168251395225524,0.4022774398326874,-0.0595194585621356,0.0931697264313697,0.06,0.0372778041764981
0,2,19,PUD,2,4,0.0625472962856292,0.5288404822349548,0.080612689256668,0.0444818958640098,0.03,-0.0011633011893501,-0.0873863399028778,0.5807083249092102,-0.1155576407909393,-0.0592150390148162,1.1102230246251563e-16,-0.0148927799315443
0,2,19,PUD,3,5,-0.7300251722335815,1.3811593055725098,-1.2326768636703491,-0.2273735105991363,0.0,0.0278481485237906,-0.1110459417104721,1.3764199018478394,-0.4604937732219696,0.2384017705917358,0.0799999999999999,0.0451564001222088
0,2,19,PUD,4,7,0.0506000071763992,0.3345120251178741,-0.0021850650664418,0.1033850759267807,0.0299999999999999,0.0408156763186077,-0.0140365995466709,0.4383242726325989,-0.1027081310749054,0.0746349245309829,0.03,0.0562850749590311
0,2,19,PUD,5,9,-0.2190072983503341,0.677601158618927,-0.3469395339488983,-0.0910751074552536,0.0899999999999999,-0.0074184671175796,-0.0977097675204277,0.5735205411911011,-0.0800592228770256,-0.115360289812088,-0.0199999999999999,0.0277054955252747
0,2,19,PUD,6,14,-0.0663434341549873,0.3741722404956817,-0.1237502843141555,-0.0089365672320127,0.0299999999999999,0.0082175526676031,-0.0703438445925712,0.3398748636245727,-0.1143083870410919,-0.0263792984187603,0.01,0.0155759832888824
0,2,32,PUD,0,2,-0.2229287028312683,0.7704506516456604,-0.3303493857383728,-0.1155079826712608,0.05,0.0799928093278249,0.0161174535751342,0.7737687230110168,-0.1382849216461181,0.1705198287963867,0.0399999999999999,0.1328656062667611
0,2,32,PUD,1,3,0.1829482018947601,0.4681765735149383,0.1517825722694397,0.2141138613224029,0.0499999999999999,0.0056327240236081,-0.0119944671168923,0.4706982672214508,-0.0503601916134357,0.0263712592422962,0.0399999999999999,0.008022020813048
0,2,32,PUD,2,4,0.2070008814334869,0.97869873046875,0.2463948428630828,0.167606920003891,0.03,-0.0238413783965004,-0.1441928595304489,0.8241701722145081,-0.1641283631324768,-0.1242573633790016,-0.01,-0.01569688078695
0,2,32,PUD,3,5,0.1853981167078018,1.6419575214385986,0.005612620152533,0.3651835918426513,0.1099999999999999,0.1866479693730165,0.0425787456333637,1.9200880527496336,-0.4043108820915222,0.4894683361053467,0.1299999999999999,0.0696442528521812
0,2,32,PUD,4,7,0.4261764287948608,0.7549883127212524,0.4823874235153198,0.3699654042720794,0.02,-0.0852999755482826,0.0606018863618373,0.721077024936676,0.0453638657927513,0.0758399218320846,0.0199999999999999,0.0662822610958339
0,2,32,PUD,5,9,-0.1062049865722656,0.6364261507987976,-0.2167884409427642,0.004378467798233,0.06,0.0468327651731741,-0.1661436110734939,0.6329131126403809,-0.1801774650812149,-0.1521097421646118,0.0299999999999999,-0.0176759613960337
0,2,32,PUD,6,14,-0.0098915603011846,0.5428296327590942,0.0286027248948812,-0.0483858548104763,0.05,-0.0093236671894981,-0.010262893512845,0.5254790186882019,-0.0017719578463584,-0.0187538359314203,-0.03,0.0079128925420156
0,2,33,PUD,0,2,0.2174213975667953,0.552838146686554,0.1741403341293335,0.2607024908065796,-0.02,-0.0322749144698365,-0.076899766921997,0.7029637694358826,-0.0955298542976379,-0.0582696571946144,0.04,-0.0062992439972495
0,2,33,PUD,1,3,-0.0830487236380577,0.3768475949764251,-0.1666908115148544,0.0005933528882451,0.01,0.0440049941638829,-0.2225037962198257,0.5309955477714539,-0.324053943157196,-0.1209536343812942,0.01,0.0242855236586574
0,2,33,PUD,2,4,0.3447934091091156,0.7164121270179749,0.1942487359046936,0.4953381717205047,0.0199999999999999,-0.0050926867929187,-0.0070883804000914,0.7902426719665527,-0.2325998097658157,0.2184230238199234,0.05,0.0789047100646324
0,2,33,PUD,3,5,0.4914679229259491,2.024942398071289,-0.744935154914856,1.727871060371399,0.1099999999999999,0.2016493515194982,-0.5149570107460022,1.679489254951477,-1.070522427558899,0.04060835018754,0.04,0.096388855165504
0,2,33,PUD,4,7,-0.1535890847444534,0.428608626127243,-0.1860412210226059,-0.1211369037628173,0.0199999999999999,0.0248727169164611,0.091411218047142,0.4872546792030334,-0.0006314134807325,0.1834538429975509,0.01,0.0221544386596559
0,2,33,PUD,5,9,0.0109776286408305,0.6405482292175293,-0.1782299578189849,0.2001851797103881,0.0299999999999999,0.0432572422512304,0.1827563792467117,0.7411852478981018,-0.1315049976110458,0.4970177710056305,0.07,0.1053177840962769
0,2,33,PUD,6,14,-0.0818506255745887,0.3956583440303802,-0.1176048666238784,-0.0460963882505893,0.0,0.0217109656722709,-0.1128936260938644,0.4586236178874969,-0.1499005258083343,-0.0758867114782333,0.03,0.0136674252425225
0,2,41,PUD,0,2,-0.3637387156486511,0.6699726581573486,-0.4657545387744903,-0.2617228925228119,-0.04,0.0043365027741805,-0.2405969798564911,0.7260096073150635,-0.2427122890949249,-0.238481655716896,0.0,-0.0416613916332313
0,2,41,PUD,1,3,-0.0858210027217865,0.3322271704673767,-0.1303395479917526,-0.0413024462759494,-0.01,0.020485342139993,-0.0983485728502273,0.4083024263381958,-0.0944929495453834,-0.1022042110562324,0.0,0.0025684846543408
0,2,41,PUD,2,4,-0.0523045249283313,0.6051883697509766,-0.2267123162746429,0.122103251516819,0.02,0.0642050991426881,-0.0014117461396381,0.7948625087738037,-0.1463365852832794,0.1435131132602691,0.02,0.0978180398532276
0,2,41,PUD,3,5,0.7480995655059814,1.4867684841156006,0.2194617688655853,1.2767373323440552,0.0699999999999999,0.2297385319329907,0.4208047091960907,1.6534984111785889,-0.3025231063365936,1.1441324949264526,0.09,0.2043236346002201
0,2,41,PUD,4,7,-0.0914502069354057,0.4082002937793731,-0.1447790712118148,-0.0381213352084159,-0.01,-0.0021648303033441,-0.2195492684841156,0.550923764705658,-0.3343545496463775,-0.1047440022230148,0.02,0.0211078826193802
0,2,41,PUD,5,9,-0.0864475443959236,0.652986466884613,-0.2355322241783142,0.0626371502876281,-0.02,0.0273564207944401,0.2013071477413177,0.7311546206474304,0.1500797569751739,0.2525344789028168,-0.01,0.0041263873784322
0,2,41,PUD,6,14,-0.0463380329310894,0.3710251450538635,-0.0059693101793527,-0.08670674264431,-0.02,-0.0200461515585904,-0.0620761029422283,0.5380499958992004,-0.0942773073911666,-0.0298748929053545,0.02,0.0141581156814586
