method,fold,seed,subject_id,NLL,Brier,ECE,confidence,entropy,margin_mean,margin_std,overconfident_error_fraction
B0_VANILLA_EEGNET,0,0,15,0.3382708217875844,0.1947468580750995,0.0591503340005874,0.8274080157279968,0.4022764861583709,0.1423588693141937,2.244337797164917,0.03
B0_VANILLA_EEGNET,0,0,19,0.5215823214380378,0.3392021772003324,0.0850422996282577,0.8190107941627502,0.3960115313529968,-0.6266191005706787,2.2894089221954346,0.11
B0_VANILLA_EEGNET,0,0,32,0.6192751279313575,0.4085656052376445,0.116179239153862,0.8161792755126953,0.4090036153793335,0.0601987838745117,2.3316774368286133,0.12
B0_VANILLA_EEGNET,0,0,33,0.3597859675081551,0.2283187115602784,0.0447753620147705,0.8282028436660767,0.3550160527229309,-1.1264445781707764,2.612360954284668,0.05
B0_VANILLA_EEGNET,0,0,41,0.5761313383715606,0.3728388893329906,0.0981446415185928,0.8022345900535583,0.4154890477657318,-1.042033076286316,2.1044487953186035,0.1
B0_VANILLA_EEGNET,0,0,46,0.8388830189266983,0.5207302306450279,0.2258936411142349,0.8598445653915405,0.3260723948478699,1.5725115537643433,2.3416051864624023,0.19
B0_VANILLA_EEGNET,0,0,47,0.2332144269348978,0.1329264166654795,0.0914068430662155,0.8430111408233643,0.3596761226654053,0.0395930409431457,2.5594642162323,0.0
B0_VANILLA_EEGNET,0,0,49,0.3429209077771574,0.2107777064540037,0.0443388956785202,0.8581854104995728,0.3356135189533233,-0.8940082788467407,2.586463928222656,0.06
A2_SOURCE_ONLY,0,0,15,0.3270124936579761,0.183490270466246,0.0687343251705169,0.8345391154289246,0.3835103511810303,0.0337115079164505,2.479027032852173,0.03
A2_SOURCE_ONLY,0,0,19,0.5987905367848818,0.389617844157154,0.0907332575321197,0.813209056854248,0.4088504314422607,-0.367816150188446,2.2741613388061523,0.13
A2_SOURCE_ONLY,0,0,32,0.6582379228748829,0.4472942228528071,0.1585206645727157,0.8174054026603699,0.4092470407485962,0.5707141160964966,2.250836133956909,0.14
A2_SOURCE_ONLY,0,0,33,0.4480720408259142,0.2918229458957039,0.0929637199640273,0.8681150674819946,0.3191334009170532,-1.4937448501586914,2.59633469581604,0.08
A2_SOURCE_ONLY,0,0,41,0.5305120587091533,0.3420562134276714,0.1086735016107559,0.8226885795593262,0.3918973207473755,0.3799362182617187,2.3862788677215576,0.1
A2_SOURCE_ONLY,0,0,46,0.6113526674759171,0.4231037406554467,0.1547436028718948,0.8247437477111816,0.3767708241939544,0.9064110517501832,2.5034101009368896,0.14
A2_SOURCE_ONLY,0,0,47,0.1874738201420272,0.0995212593999172,0.0805736494064331,0.8794264793395996,0.3035225570201874,-0.2545194327831268,2.948603630065918,0.01
A2_SOURCE_ONLY,0,0,49,0.2877020630333837,0.1787366554971279,0.0685645717382431,0.8387344479560852,0.3612583875656128,-0.3109742701053619,2.6917500495910645,0.02
PUD_SOURCE_ONLY,0,0,15,0.4763420384414894,0.2925370394539225,0.0587603914737701,0.8040907979011536,0.4150263667106628,0.733894407749176,2.226630449295044,0.04
PUD_SOURCE_ONLY,0,0,19,0.6317559704043306,0.4229000778187171,0.1227338016033172,0.7664780616760254,0.4780345261096954,-0.0742489770054817,1.7870652675628662,0.09
PUD_SOURCE_ONLY,0,0,32,0.8160397511206172,0.5152253190777689,0.1778805702924728,0.8078805804252625,0.4106081426143646,0.1420812159776687,2.3682878017425537,0.17
PUD_SOURCE_ONLY,0,0,33,0.442636046851926,0.2928917641534307,0.0610638695955276,0.8003126382827759,0.4311317205429077,-0.4188365042209625,2.085331678390503,0.05
PUD_SOURCE_ONLY,0,0,41,0.5584122405882104,0.3745359940532025,0.0990107035636901,0.8216468095779419,0.398396760225296,-0.1579388231039047,2.3834707736968994,0.13
PUD_SOURCE_ONLY,0,0,46,0.7550708417979007,0.5100456942072029,0.2129412686824798,0.8229413032531738,0.3885217905044555,0.4997209906578064,2.4813249111175537,0.17
PUD_SOURCE_ONLY,0,0,47,0.2647643540968782,0.1500958662544822,0.1270953446626663,0.8129047155380249,0.4011848568916321,0.2502003908157348,2.340754270553589,0.01
PUD_SOURCE_ONLY,0,0,49,0.3949023167612124,0.2600019628689774,0.0557533681392669,0.8316090106964111,0.3818204998970032,0.3316636979579925,2.471837043762207,0.05
B0_VANILLA_EEGNET,0,1,15,0.3398521331794373,0.1861135573979037,0.1045295107364654,0.8154705166816711,0.4185797572135925,0.3039155304431915,2.261798858642578,0.03
B0_VANILLA_EEGNET,0,1,19,0.7079155204609094,0.4651805770231149,0.1650209462642669,0.8085985779762268,0.4146283864974975,-1.1629090309143066,1.9715473651885984,0.13
B0_VANILLA_EEGNET,0,1,32,0.6721634934913907,0.4597197861776342,0.1456702035665512,0.7856701016426086,0.4549557864665985,0.2089328318834304,1.9382809400558472,0.1
B0_VANILLA_EEGNET,0,1,33,0.5000447983224352,0.3416937440490262,0.094062430858612,0.8240624070167542,0.3696226775646209,-1.2516697645187378,2.3025288581848145,0.08
B0_VANILLA_EEGNET,0,1,41,0.4867066883846105,0.3165088465612381,0.0812418526411056,0.8001220226287842,0.4264934062957763,-0.1673843413591385,2.1864938735961914,0.06
B0_VANILLA_EEGNET,0,1,46,0.7577228637068825,0.5071529940572238,0.1975759249925613,0.7975760102272034,0.4257112145423889,0.2498771697282791,2.2571403980255127,0.14
B0_VANILLA_EEGNET,0,1,47,0.2856110433865429,0.1683827906779809,0.109201974272728,0.822020411491394,0.4017554223537445,-0.1738746762275695,2.355590581893921,0.01
B0_VANILLA_EEGNET,0,1,49,0.2982683186085854,0.1836869239982103,0.029320216178894,0.8495826125144958,0.3573014438152313,-0.4326218664646148,2.573784828186035,0.03
A2_SOURCE_ONLY,0,1,15,0.4139814476617694,0.2431225206375682,0.0871840465068817,0.8249775767326355,0.3987695574760437,0.3340342044830322,2.398975133895874,0.07
A2_SOURCE_ONLY,0,1,19,0.600609033947815,0.3822572767367771,0.1294102710485458,0.8145166039466858,0.403511643409729,-0.0641820281744003,2.312347650527954,0.1
A2_SOURCE_ONLY,0,1,32,0.7424857217570174,0.4620502400311339,0.1440465146303177,0.8029735684394836,0.4117279350757599,0.4275672435760498,2.4274449348449707,0.15
A2_SOURCE_ONLY,0,1,33,0.3305004773134497,0.2036620926619908,0.0428048968315124,0.8392050862312317,0.3567300140857696,-0.2224155068397522,2.604750633239746,0.03
A2_SOURCE_ONLY,0,1,41,0.4398342962688343,0.2937005848608896,0.1059064507484436,0.8198844194412231,0.3996848165988922,-0.2869589328765869,2.3913207054138184,0.08
A2_SOURCE_ONLY,0,1,46,0.786486853016379,0.5012163703473063,0.2039689004421234,0.8439688086509705,0.3522043526172638,0.8610792756080627,2.621922492980957,0.18
A2_SOURCE_ONLY,0,1,47,0.2508634855117512,0.1420310433630043,0.1043687087297439,0.835631251335144,0.3709854483604431,0.1700965464115142,2.489614486694336,0.01
A2_SOURCE_ONLY,0,1,49,0.3292414770869322,0.1942635389182638,0.0673139733076095,0.8512881994247437,0.350328266620636,-0.3200649917125702,2.680686712265014,0.05
PUD_SOURCE_ONLY,0,1,15,0.5386640347961371,0.3399569348306244,0.0561082804203033,0.7825091481208801,0.4515012502670288,0.7769039869308472,1.9697363376617432,0.05
PUD_SOURCE_ONLY,0,1,19,0.6704293279640361,0.4562891553018983,0.1515074574947357,0.7812225818634033,0.4635941684246063,-0.1822200268507003,1.8658374547958372,0.14
PUD_SOURCE_ONLY,0,1,32,1.0032407490358302,0.6067674666605649,0.2764829486608505,0.8264829516410828,0.3672652542591095,0.8350920677185059,2.6977219581604004,0.21
PUD_SOURCE_ONLY,0,1,33,0.4273461314024713,0.2840271463417543,0.0667053866386413,0.8178665041923523,0.4047670662403106,-0.4585385620594024,2.2224197387695312,0.05
PUD_SOURCE_ONLY,0,1,41,0.4988375509069962,0.3423366474468451,0.1060741275548935,0.8160741925239563,0.3941139280796051,-0.1255651414394378,2.5184690952301025,0.09
PUD_SOURCE_ONLY,0,1,46,0.7317485647419671,0.5032664200006967,0.2141978275775909,0.8241978287696838,0.3888462781906128,0.4998953938484192,2.38665771484375,0.16
PUD_SOURCE_ONLY,0,1,47,0.2530530436275084,0.1432144037244648,0.0807282763719558,0.8392717242240906,0.3740524053573608,-0.3321527540683746,2.3975892066955566,0.01
PUD_SOURCE_ONLY,0,1,49,0.3514056088890142,0.2159536959198793,0.0442973911762237,0.853691577911377,0.3347026705741882,-0.0378322452306747,2.9025678634643555,0.04
B0_VANILLA_EEGNET,0,2,15,0.315143600943835,0.1778885046577548,0.056318666934967,0.840995192527771,0.3784990012645721,-0.1564036160707473,2.397898435592652,0.04
B0_VANILLA_EEGNET,0,2,19,0.5610715728627569,0.3531650737453632,0.10905990421772,0.8628913760185242,0.3172922432422638,-1.120308756828308,2.703249216079712,0.13
B0_VANILLA_EEGNET,0,2,32,0.726250475734391,0.4374576984767478,0.1736136108636856,0.8781754374504089,0.3013052642345428,0.0127300191670656,2.9117791652679443,0.19
B0_VANILLA_EEGNET,0,2,33,0.2988344751851389,0.1912963953836433,0.0503264886140823,0.8710809350013733,0.2919094562530517,-1.1537483930587769,3.002946138381958,0.04
B0_VANILLA_EEGNET,0,2,41,0.5498837003220877,0.3514565032910943,0.1021357196569442,0.8229045867919922,0.3874271810054779,-0.8353563547134399,2.319252014160156,0.09
B0_VANILLA_EEGNET,0,2,46,0.7750709064295265,0.5078052475486706,0.2214411038160324,0.8608239889144897,0.3317026793956756,0.8579840660095215,2.6111538410186768,0.19
B0_VANILLA_EEGNET,0,2,47,0.177851706244835,0.0966894379192688,0.0574122440814972,0.8925879001617432,0.2774803638458252,-0.0768518298864364,2.986488103866577,0.01
B0_VANILLA_EEGNET,0,2,49,0.3187054078838325,0.1949116248988856,0.0455945777893066,0.8660169839859009,0.3192320168018341,-0.9447548389434814,2.7909092903137207,0.06
A2_SOURCE_ONLY,0,2,15,0.3887623958570738,0.2230451740025852,0.0825321960449218,0.7982409000396729,0.4324291944503784,0.0648896917700767,2.255399465560913,0.03
