fold,future_BA_erasure_harm,future_CE_erasure_harm,future_D_finite
0,0.029632352941176446,0.05030104645677864,0.6031518526802564
1,0.024868421052631567,0.05237652122486904,0.726796562850971
2,0.03242647058823528,0.06206844168819051,0.7159692816202853
3,0.016381578947368403,0.04648642459681799,0.7007576515081467
4,0.03836538461538457,0.07257379966017333,0.8184447998012813
