fold,seed,batch,cos_task_vs_protected,cos_task_vs_residual,cos_task_vs_persistence,task_grad_norm,protected_grad_norm,residual_grad_norm,persistence_grad_norm,state_unchanged_before,state_unchanged_after,diagnostic_only
0,0,0,0.6217485666275024,-0.0609855726361274,-0.1318195909261703,4.518941402435303,2.5903944969177246,2.1319820880889893,1.0332159996032717,c495971e6edcdc45844d01ee8376e07a152ab1a5c634fcbf140e5c56320756e7,True,True
0,0,1,0.4342408776283264,-0.1156768500804901,-0.0449719093739986,3.678310394287109,3.7972047328948975,0.9647509455680848,0.9938881397247314,c495971e6edcdc45844d01ee8376e07a152ab1a5c634fcbf140e5c56320756e7,True,True
0,0,2,0.051641296595335,0.2663410604000091,0.0139662958681583,4.061343193054199,2.992399215698242,1.1298980712890625,1.4502992630004885,c495971e6edcdc45844d01ee8376e07a152ab1a5c634fcbf140e5c56320756e7,True,True
0,1,0,0.4780915081501007,0.1465775817632675,-0.0302253291010856,7.262959003448486,4.097014427185059,1.4571688175201416,1.214753031730652,4c30742243f882d5abb1dd5d153bb35bc1f9e948ca59bf9811a776f114e32247,True,True
0,1,1,0.4558648765087127,-0.141448512673378,-0.281038761138916,4.687708854675293,1.934452772140503,1.31607186794281,2.9151060581207275,4c30742243f882d5abb1dd5d153bb35bc1f9e948ca59bf9811a776f114e32247,True,True
0,1,2,0.2998785376548767,-0.4124274849891662,-0.0327678434550762,5.019423961639404,2.5558433532714844,1.3538190126419067,0.9592816829681396,4c30742243f882d5abb1dd5d153bb35bc1f9e948ca59bf9811a776f114e32247,True,True
0,2,0,0.5647809505462646,0.1482428312301635,0.0984439402818679,4.200148105621338,2.0413713455200195,1.2754695415496826,2.7099204063415527,fe927a2e54850fa042d34c40b56e15589242d6196264e232879039baf4c16f8b,True,True
0,2,1,0.7532975673675537,0.523960292339325,0.4858241975307464,7.122314929962158,2.6265830993652344,1.2243958711624146,1.2797729969024658,fe927a2e54850fa042d34c40b56e15589242d6196264e232879039baf4c16f8b,True,True
0,2,2,0.0460290648043155,0.1473971605300903,-0.2727288603782654,4.306215763092041,2.679286241531372,1.129719614982605,1.8384310007095337,fe927a2e54850fa042d34c40b56e15589242d6196264e232879039baf4c16f8b,True,True
1,0,0,0.2300582230091095,0.2269263863563537,0.2440220564603805,5.753983020782471,2.759296178817749,1.4714221954345703,1.9522309303283687,c09a9fc532c35937c88a149b6b0d087f4aadb7bb96c8d94e332ad649ebdfc62f,True,True
