predictor,outcome,n,pearson,spearman,pearson_ci95_l,pearson_ci95_u,spearman_ci95_l,spearman_ci95_u,label
protected_branch_erasure_harm_BA,PUD_minus_Vanilla,40,0.10855100731931613,0.1034822674773772,-0.27228811743581915,0.45480685011543076,-0.25479490335998706,0.4438131112630931,DIRECTIONAL BUT UNCERTAIN
protected_D_finite,PUD_minus_Vanilla,40,0.1402245425735531,0.15401221780203633,-0.09980128519927624,0.35482605924980926,-0.16425223661105146,0.4487076408291031,DIRECTIONAL BUT UNCERTAIN
functional_teacher_correlation,PUD_minus_Vanilla,40,0.21762416389224135,0.061942756702829976,-0.2053821965547303,0.5280912760750521,-0.2891131243320101,0.39546909529297003,DIRECTIONAL BUT UNCERTAIN
R_P,PUD_minus_Vanilla,40,-0.028854794470720913,-0.023463165417738626,-0.3335879296560389,0.30476111166569453,-0.33587681525684815,0.29768454679414763,DIRECTIONAL BUT UNCERTAIN
adaptive_branch_erasure_harm_BA,PUD_minus_Vanilla,40,0.15852345962006603,0.16450765695022096,-0.11744339184307105,0.4280844767504906,-0.1479962963702051,0.45410350206148037,DIRECTIONAL BUT UNCERTAIN
protected_branch_erasure_harm_BA,adaptation_gain,40,-0.16532062300953215,-0.1498475168014511,-0.4739264841726653,0.1295044401957913,-0.45924573757918946,0.18562557027724286,DIRECTIONAL BUT UNCERTAIN
