method,NLL,Brier,ECE,margin_std
A2_SOURCE_ONLY,0.4928958166852397,0.31419532371269127,0.10073636343578493,2.6151959846417108
B0_VANILLA_EEGNET,0.4768263228298786,0.304702293095111,0.09864003429810202,2.6289998958508174
PUD_SOURCE_ONLY,0.5374763970002575,0.3424282313325928,0.1085162380635738,2.63541372915109
