model,openbmi_BA,openbmi_delta_pp,openbmi_macroF1,openbmi_subject_median_delta_pp,wbcic_BA,wbcic_delta_pp,wbcic_macroF1,wbcic_subject_median_delta_pp,min_gain_pp,mean_gain_pp,parameter_count,terminal_gate
Compact,0.8228571428571428,2.4285714285714297,0.8200622588049519,0.0,0.7600000000000001,-3.2727272727272707,0.7517093774977357,-1.9999999999999907,-3.2727272727272707,-0.4220779220779205,182094,MIXED
LiteBN,0.83,3.1428571428571432,0.8262785109151206,1.4999999999999958,0.7581818181818182,-3.4545454545454537,0.7451035248053887,-1.0000000000000009,-3.4545454545454537,-0.15584415584415523,47978,MIXED
LiteGN,0.8157142857142857,1.7142857142857164,0.8114325305240213,-0.5000000000000004,0.7677272727272727,-2.499999999999999,0.7667562935259369,-3.0000000000000027,-2.499999999999999,-0.39285714285714135,47978,MIXED
MSResidual,0.8007142857142858,0.21428571428571608,0.7967068434849816,1.5000000000000013,0.7804545454545454,-1.2272727272727284,0.7798430087243999,-1.0000000000000009,-1.2272727272727284,-0.5064935064935061,16922,MIXED
MSResidualRMS,0.7871428571428574,-1.1428571428571408,0.7807843064370348,-0.4999999999999949,0.7813636363636363,-1.1363636363636365,0.7807286461730388,-1.0000000000000009,-1.1428571428571408,-1.1396103896103886,16922,NEGATIVE
