model,task,fold,seed,status,checkpoint_sha256,basis_sha256,protected_assignment_sha256,split_sha256,B_rank,activation_shape,layer_name,overlap_excess,pathway_dimension,random_overlap,session1_session2_subspace_overlap,singular_values,causal_status
EEGNet,OpenBMI_MI,2,0,COMPLETE,e05e706370a70479056262c6acd3d50303eaeedcebb34c25c1975683b5a1b31b,e0aff4bd34fd8374611f34105d88b1a4c8cd02ac0be7b27e7743ccfe4339b697,e6940be75bbe2be6c50f28c1a0669cce25e567d46d20ccb2e8a52e7eb9348ed9,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,4,"[8, 62, 1000]",temporal_bn,0.0014548098109662538,4,0.04063199633732438,0.042086806148290634,"[0.003869075560942292, 0.0022049660328775644, 0.0019997137133032084, 0.001678318833000958]",
EEGNet,OpenBMI_MI,2,0,COMPLETE,e05e706370a70479056262c6acd3d50303eaeedcebb34c25c1975683b5a1b31b,e0aff4bd34fd8374611f34105d88b1a4c8cd02ac0be7b27e7743ccfe4339b697,e6940be75bbe2be6c50f28c1a0669cce25e567d46d20ccb2e8a52e7eb9348ed9,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,4,"[16, 1, 250]",spatial_elu_pool1,0.04668902266770601,4,0.1073450405523181,0.1540340632200241,"[0.04399930685758591, 0.025639675557613373, 0.02397904545068741, 0.01980474777519703]",
EEGNet,OpenBMI_MI,2,0,COMPLETE,e05e706370a70479056262c6acd3d50303eaeedcebb34c25c1975683b5a1b31b,e0aff4bd34fd8374611f34105d88b1a4c8cd02ac0be7b27e7743ccfe4339b697,e6940be75bbe2be6c50f28c1a0669cce25e567d46d20ccb2e8a52e7eb9348ed9,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,4,"[16, 1, 31]",depth_point_elu_pool2,0.06261453874409198,4,0.20872612945735455,0.27134066820144653,"[0.10954650491476059, 0.07165415585041046, 0.06663627922534943, 0.052225567400455475]",
EEGNet,OpenBMI_MI,2,0,COMPLETE,e05e706370a70479056262c6acd3d50303eaeedcebb34c25c1975683b5a1b31b,e0aff4bd34fd8374611f34105d88b1a4c8cd02ac0be7b27e7743ccfe4339b697,e6940be75bbe2be6c50f28c1a0669cce25e567d46d20ccb2e8a52e7eb9348ed9,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,4,[64],embedding_64d,0.09692240715026856,4,0.6077402138710022,0.7046626210212708,"[0.19203461706638336, 0.18459416925907135, 0.16329002380371094, 0.14116191864013672]",
EEGNet,OpenBMI_MI,2,0,COMPLETE,e05e706370a70479056262c6acd3d50303eaeedcebb34c25c1975683b5a1b31b,e0aff4bd34fd8374611f34105d88b1a4c8cd02ac0be7b27e7743ccfe4339b697,e6940be75bbe2be6c50f28c1a0669cce25e567d46d20ccb2e8a52e7eb9348ed9,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,4,[64],classifier_input,0.09692240715026856,4,0.6077402138710022,0.7046626210212708,"[0.19203461706638336, 0.18459416925907135, 0.16329002380371094, 0.14116191864013672]",NOT_APPLICABLE_FINAL_AFFINE_HEAD
EEGNet,OpenBMI_MI,3,0,COMPLETE,bb6d51d2dadc12c03a159b73194845094b24093d251dd44713055016f30b09c8,7b12b4ec68c01cc1ea3577ee4955d925ee19f29a94857743ee9af6011c924683,4ac0159a0f48ef872649e2890646f2a4f2601f1d2c05d741522cfba15d87a42c,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,8,"[8, 62, 1000]",temporal_bn,0.013386826813220981,8,0.07648785054683685,0.08987467736005783,"[0.004151943605393171, 0.0027230645064264536, 0.002195768291130662, 0.002001105574890971, 0.0018853722140192986, 0.001764780725352466, 0.0016056728782132268, 0.0014177939156070352]",
EEGNet,OpenBMI_MI,3,0,COMPLETE,bb6d51d2dadc12c03a159b73194845094b24093d251dd44713055016f30b09c8,7b12b4ec68c01cc1ea3577ee4955d925ee19f29a94857743ee9af6011c924683,4ac0159a0f48ef872649e2890646f2a4f2601f1d2c05d741522cfba15d87a42c,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,8,"[16, 1, 250]",spatial_elu_pool1,0.03316406995058059,8,0.11173331648111344,0.14489738643169403,"[0.04343673959374428, 0.030681807547807693, 0.027458976954221725, 0.024364730343222618, 0.02393532730638981, 0.022173631936311722, 0.02069086953997612, 0.01775987818837166]",
EEGNet,OpenBMI_MI,3,0,COMPLETE,bb6d51d2dadc12c03a159b73194845094b24093d251dd44713055016f30b09c8,7b12b4ec68c01cc1ea3577ee4955d925ee19f29a94857743ee9af6011c924683,4ac0159a0f48ef872649e2890646f2a4f2601f1d2c05d741522cfba15d87a42c,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,8,"[16, 1, 31]",depth_point_elu_pool2,0.06563591971993446,8,0.21620303377509117,0.28183895349502563,"[0.10631827265024185, 0.08116505295038223, 0.07571135461330414, 0.06731659173965454, 0.06526194512844086, 0.060691021382808685, 0.05632295832037926, 0.046580102294683456]",
EEGNet,OpenBMI_MI,3,0,COMPLETE,bb6d51d2dadc12c03a159b73194845094b24093d251dd44713055016f30b09c8,7b12b4ec68c01cc1ea3577ee4955d925ee19f29a94857743ee9af6011c924683,4ac0159a0f48ef872649e2890646f2a4f2601f1d2c05d741522cfba15d87a42c,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,8,[64],embedding_64d,0.12540922343730931,8,0.6497435194253921,0.7751527428627014,"[0.229404017329216, 0.20210161805152893, 0.18892021477222443, 0.17472392320632935, 0.17213983833789825, 0.16590479016304016, 0.14527960121631622, 0.12379536777734756]",
EEGNet,OpenBMI_MI,3,0,COMPLETE,bb6d51d2dadc12c03a159b73194845094b24093d251dd44713055016f30b09c8,7b12b4ec68c01cc1ea3577ee4955d925ee19f29a94857743ee9af6011c924683,4ac0159a0f48ef872649e2890646f2a4f2601f1d2c05d741522cfba15d87a42c,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,8,[64],classifier_input,0.12540922343730931,8,0.6497435194253921,0.7751527428627014,"[0.229404017329216, 0.20210161805152893, 0.18892021477222443, 0.17472392320632935, 0.17213983833789825, 0.16590479016304016, 0.14527960121631622, 0.12379536777734756]",NOT_APPLICABLE_FINAL_AFFINE_HEAD
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,d93a98ab5397644b26c763b9dac3e0a94b10bf5b8a7cee60d6dd04f12d133758,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,5,"[8, 62, 1000]",temporal_bn,0.028839066419750453,5,0.0503289701603353,0.07916803658008575,"[0.0046256789937615395, 0.0024777762591838837, 0.00243755173869431, 0.002339018043130636, 0.0018196494784206152]",
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,d93a98ab5397644b26c763b9dac3e0a94b10bf5b8a7cee60d6dd04f12d133758,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,5,"[16, 1, 250]",spatial_elu_pool1,0.07627575024962426,5,0.10474160388112068,0.18101735413074493,"[0.04513197019696236, 0.030895497649908066, 0.028065593913197517, 0.027201078832149506, 0.02208743616938591]",
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,d93a98ab5397644b26c763b9dac3e0a94b10bf5b8a7cee60d6dd04f12d133758,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,5,"[16, 1, 31]",depth_point_elu_pool2,0.10792899191379546,5,0.20633348762989046,0.3142624795436859,"[0.10767611116170883, 0.08489487320184708, 0.07907026261091232, 0.07506658136844635, 0.0571107417345047]",
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,d93a98ab5397644b26c763b9dac3e0a94b10bf5b8a7cee60d6dd04f12d133758,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,5,[64],embedding_64d,0.21749769359827043,5,0.6042882332205772,0.8217859268188477,"[0.23126082122325897, 0.20364856719970703, 0.1852690577507019, 0.1772378832101822, 0.1500702202320099]",
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,d93a98ab5397644b26c763b9dac3e0a94b10bf5b8a7cee60d6dd04f12d133758,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,5,[64],classifier_input,0.21749769359827043,5,0.6042882332205772,0.8217859268188477,"[0.23126082122325897, 0.20364856719970703, 0.1852690577507019, 0.1772378832101822, 0.1500702202320099]",NOT_APPLICABLE_FINAL_AFFINE_HEAD
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,5c7eae649945a3a2ce0999ac8984c519b0077299acded6abf3574051c570d0dc,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,4,"[8, 62, 1000]",temporal_bn,0.06594552002847195,4,0.14539313413202762,0.21133865416049957,"[0.00693880021572113, 0.006313791964203119, 0.002943323692306876, 0.002368705812841654]",
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,5c7eae649945a3a2ce0999ac8984c519b0077299acded6abf3574051c570d0dc,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,4,"[16, 1, 250]",spatial_elu_pool1,0.03665584057569504,4,0.3122132149338722,0.34886905550956726,"[0.05034944787621498, 0.04764227196574211, 0.02789553999900818, 0.023478206247091293]",
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,5c7eae649945a3a2ce0999ac8984c519b0077299acded6abf3574051c570d0dc,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,4,"[16, 1, 31]",depth_point_elu_pool2,0.03474185675382613,4,0.5648803928494454,0.5996222496032715,"[0.15016886591911316, 0.12917910516262054, 0.07391980290412903, 0.05598648265004158]",
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,5c7eae649945a3a2ce0999ac8984c519b0077299acded6abf3574051c570d0dc,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,4,[64],embedding_64d,0.0018741488456726074,4,0.7277141809463501,0.7295883297920227,"[0.2023184597492218, 0.18980403244495392, 0.15777915716171265, 0.11919563263654709]",
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,5c7eae649945a3a2ce0999ac8984c519b0077299acded6abf3574051c570d0dc,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,4,[64],classifier_input,0.0018741488456726074,4,0.7277141809463501,0.7295883297920227,"[0.2023184597492218, 0.18980403244495392, 0.15777915716171265, 0.11919563263654709]",NOT_APPLICABLE_FINAL_AFFINE_HEAD
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,ad6719ed8ca15d5177b27fd490ee213e481a2dd07ddff815083a827ae0ee7fce,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,8,"[8, 62, 1000]",temporal_bn,0.018797201439738287,8,0.13829683013260363,0.15709403157234192,"[0.007383890450000763, 0.0072401948273181915, 0.0069234673865139484, 0.0029685688205063343, 0.002706202445551753, 0.002356819109991193, 0.0022654703352600336, 0.0019823499023914337]",
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,ad6719ed8ca15d5177b27fd490ee213e481a2dd07ddff815083a827ae0ee7fce,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,8,"[16, 1, 250]",spatial_elu_pool1,-0.013224079459905613,8,0.3180447660386562,0.3048206865787506,"[0.05735121667385101, 0.05160970240831375, 0.049389250576496124, 0.030910935252904892, 0.027755513787269592, 0.024785272777080536, 0.02438165433704853, 0.020901236683130264]",
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,ad6719ed8ca15d5177b27fd490ee213e481a2dd07ddff815083a827ae0ee7fce,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,8,"[16, 1, 31]",depth_point_elu_pool2,-0.06172741860151287,8,0.5005431315302848,0.438815712928772,"[0.1443522572517395, 0.1362604796886444, 0.11871302872896194, 0.08394499123096466, 0.07745341211557388, 0.06610138714313507, 0.062178220599889755, 0.05537176877260208]",
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,ad6719ed8ca15d5177b27fd490ee213e481a2dd07ddff815083a827ae0ee7fce,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,8,[64],embedding_64d,-0.0942264968156814,8,0.7385476404428482,0.6443211436271667,"[0.25052669644355774, 0.22462932765483856, 0.2171580046415329, 0.2008335292339325, 0.19134029746055603, 0.1650978922843933, 0.15726494789123535, 0.13650092482566833]",
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,ad6719ed8ca15d5177b27fd490ee213e481a2dd07ddff815083a827ae0ee7fce,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,8,[64],classifier_input,-0.0942264968156814,8,0.7385476404428482,0.6443211436271667,"[0.25052669644355774, 0.22462932765483856, 0.2171580046415329, 0.2008335292339325, 0.19134029746055603, 0.1650978922843933, 0.15726494789123535, 0.13650092482566833]",NOT_APPLICABLE_FINAL_AFFINE_HEAD
EEGNet,OpenBMI_SSVEP,2,0,COMPLETE,6aa5e6e296ab32f1f69f03090f052d8a71c09dedc03bbc11d287cf9873a62040,73287146b09aaf3561fe6fd0eb8419bf58673131e6e49d840a76be9e4f1df464,d7d3205c99dc37fa3e413db542ce7dfcc3e37cfbed5a08a779396543d8bda120,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,4,"[8, 62, 1000]",temporal_bn,0.02209678590297698,4,0.16140804886817933,0.1835048347711563,"[0.005424785893410444, 0.004183314740657806, 0.003004385158419609, 0.0023271720856428146]",
EEGNet,OpenBMI_SSVEP,2,0,COMPLETE,6aa5e6e296ab32f1f69f03090f052d8a71c09dedc03bbc11d287cf9873a62040,73287146b09aaf3561fe6fd0eb8419bf58673131e6e49d840a76be9e4f1df464,d7d3205c99dc37fa3e413db542ce7dfcc3e37cfbed5a08a779396543d8bda120,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,4,"[16, 1, 250]",spatial_elu_pool1,-0.04544371679425241,4,0.3315346272289753,0.2860909104347229,"[0.04446974769234657, 0.03422611206769943, 0.02834324911236763, 0.024159377440810204]",
EEGNet,OpenBMI_SSVEP,2,0,COMPLETE,6aa5e6e296ab32f1f69f03090f052d8a71c09dedc03bbc11d287cf9873a62040,73287146b09aaf3561fe6fd0eb8419bf58673131e6e49d840a76be9e4f1df464,d7d3205c99dc37fa3e413db542ce7dfcc3e37cfbed5a08a779396543d8bda120,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,4,"[16, 1, 31]",depth_point_elu_pool2,-0.09085460960865022,4,0.5559121614694595,0.4650575518608093,"[0.12495787441730499, 0.09260254353284836, 0.07040061056613922, 0.05502159148454666]",
EEGNet,OpenBMI_SSVEP,2,0,COMPLETE,6aa5e6e296ab32f1f69f03090f052d8a71c09dedc03bbc11d287cf9873a62040,73287146b09aaf3561fe6fd0eb8419bf58673131e6e49d840a76be9e4f1df464,d7d3205c99dc37fa3e413db542ce7dfcc3e37cfbed5a08a779396543d8bda120,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,4,[64],embedding_64d,-0.08164677321910863,4,0.7045578688383103,0.6229110956192017,"[0.209790900349617, 0.18535116314888, 0.14867882430553436, 0.13288119435310364]",
EEGNet,OpenBMI_SSVEP,2,0,COMPLETE,6aa5e6e296ab32f1f69f03090f052d8a71c09dedc03bbc11d287cf9873a62040,73287146b09aaf3561fe6fd0eb8419bf58673131e6e49d840a76be9e4f1df464,d7d3205c99dc37fa3e413db542ce7dfcc3e37cfbed5a08a779396543d8bda120,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,4,[64],classifier_input,-0.08164677321910863,4,0.7045578688383103,0.6229110956192017,"[0.209790900349617, 0.18535116314888, 0.14867882430553436, 0.13288119435310364]",NOT_APPLICABLE_FINAL_AFFINE_HEAD
EEGNet,OpenBMI_SSVEP,3,0,COMPLETE,f286e0fb5018864344844f980e946f9724b00dae7a5a53c55c88465841ba6c12,d4df19f15b5b96ace4bb4271ad4b10d2ecdc4445700bb104c99b5c329c95e3c9,13155ac64f563af94f1599e7935e5f09cd9afd4a72ca93b0adc805ad1cc3ccae,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,8,"[8, 62, 1000]",temporal_bn,0.016883668750524522,8,0.14824609711766243,0.16512976586818695,"[0.008058533072471619, 0.007470732554793358, 0.006073090713471174, 0.002925642067566514, 0.002783405827358365, 0.002387122018262744, 0.0022493633441627026, 0.001980711007490754]",
EEGNet,OpenBMI_SSVEP,3,0,COMPLETE,f286e0fb5018864344844f980e946f9724b00dae7a5a53c55c88465841ba6c12,d4df19f15b5b96ace4bb4271ad4b10d2ecdc4445700bb104c99b5c329c95e3c9,13155ac64f563af94f1599e7935e5f09cd9afd4a72ca93b0adc805ad1cc3ccae,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,8,"[16, 1, 250]",spatial_elu_pool1,-0.030766389667987837,8,0.3270864108204842,0.29632002115249634,"[0.058075930923223495, 0.05173620581626892, 0.043898504227399826, 0.030703341588377953, 0.028616243973374367, 0.02525033801794052, 0.023003246635198593, 0.019966641440987587]",
EEGNet,OpenBMI_SSVEP,3,0,COMPLETE,f286e0fb5018864344844f980e946f9724b00dae7a5a53c55c88465841ba6c12,d4df19f15b5b96ace4bb4271ad4b10d2ecdc4445700bb104c99b5c329c95e3c9,13155ac64f563af94f1599e7935e5f09cd9afd4a72ca93b0adc805ad1cc3ccae,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,8,"[16, 1, 31]",depth_point_elu_pool2,-0.053224453926086435,8,0.5070706701278687,0.4538462162017822,"[0.1460980921983719, 0.14276765286922455, 0.10874070227146149, 0.08662635833024979, 0.07976111024618149, 0.06566455215215683, 0.05883899703621864, 0.051006995141506195]",
EEGNet,OpenBMI_SSVEP,3,0,COMPLETE,f286e0fb5018864344844f980e946f9724b00dae7a5a53c55c88465841ba6c12,d4df19f15b5b96ace4bb4271ad4b10d2ecdc4445700bb104c99b5c329c95e3c9,13155ac64f563af94f1599e7935e5f09cd9afd4a72ca93b0adc805ad1cc3ccae,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,8,[64],embedding_64d,-0.1064209014177322,8,0.7407085567712783,0.6342876553535461,"[0.24835039675235748, 0.23045046627521515, 0.21199876070022583, 0.20194275677204132, 0.19574637711048126, 0.15692004561424255, 0.1378069669008255, 0.11313975602388382]",
