model,task,fold,seed,status,checkpoint_sha256,basis_sha256,protected_assignment_sha256,split_sha256,m_N,m_P,m_residual,mean_abs_zN,mean_abs_zP,mean_abs_z_residual,n_trials,reconstruction_max_abs_error,subject_id
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,d93a98ab5397644b26c763b9dac3e0a94b10bf5b8a7cee60d6dd04f12d133758,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.39629995822906494,0.21383854746818542,-0.0025177565403282642,0.6247392892837524,0.7928345203399658,0.04763755947351456,64,7.152557373046875e-07,44
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,d93a98ab5397644b26c763b9dac3e0a94b10bf5b8a7cee60d6dd04f12d133758,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,-0.05694305896759033,1.1658686399459839,-0.0186704583466053,0.6324517130851746,0.991715133190155,0.053382255136966705,64,9.5367431640625e-07,46
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,d93a98ab5397644b26c763b9dac3e0a94b10bf5b8a7cee60d6dd04f12d133758,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.34386587142944336,1.026397466659546,0.01747315004467964,0.6583759784698486,0.8254510164260864,0.04611191153526306,64,7.152557373046875e-07,53
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,5c7eae649945a3a2ce0999ac8984c519b0077299acded6abf3574051c570d0dc,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,4.197076797485352,3.188466787338257,-0.006943678483366966,1.878523588180542,1.9508062601089478,0.018766529858112335,100,1.9073486328125e-06,3
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,5c7eae649945a3a2ce0999ac8984c519b0077299acded6abf3574051c570d0dc,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,4.204880237579346,1.7961540222167969,-0.00093667401233688,2.164660930633545,2.133751630783081,0.02752084471285343,100,2.562999725341797e-06,5
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,5c7eae649945a3a2ce0999ac8984c519b0077299acded6abf3574051c570d0dc,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,3.322384834289551,3.002948045730591,-0.017594272270798683,2.1865453720092773,2.247915029525757,0.026041951030492783,100,2.1457672119140625e-06,6
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,5c7eae649945a3a2ce0999ac8984c519b0077299acded6abf3574051c570d0dc,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.11947760730981827,2.0826025009155273,0.0034342813305556774,2.467841863632202,2.0910146236419678,0.03934331238269806,100,1.9073486328125e-06,15
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,5c7eae649945a3a2ce0999ac8984c519b0077299acded6abf3574051c570d0dc,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,1.4572888612747192,0.861855685710907,-0.00011743843788281083,2.015946626663208,2.3285205364227295,0.0402994342148304,100,3.814697265625e-06,32
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,5c7eae649945a3a2ce0999ac8984c519b0077299acded6abf3574051c570d0dc,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,3.406870126724243,2.756232500076294,-0.0026069313753396273,2.1201491355895996,1.997997760772705,0.030018024146556854,100,1.6689300537109375e-06,33
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,5c7eae649945a3a2ce0999ac8984c519b0077299acded6abf3574051c570d0dc,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,3.862064838409424,2.633951425552368,-0.00143676926381886,2.1052675247192383,1.8968720436096191,0.024264000356197357,100,1.9073486328125e-06,38
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,5c7eae649945a3a2ce0999ac8984c519b0077299acded6abf3574051c570d0dc,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,3.287243604660034,3.1234371662139893,-0.008014162071049213,2.0936965942382812,2.1838254928588867,0.02607824094593525,100,1.9073486328125e-06,47
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,ad6719ed8ca15d5177b27fd490ee213e481a2dd07ddff815083a827ae0ee7fce,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.8134275078773499,4.172266006469727,-0.01891488768160343,1.1100770235061646,2.1495413780212402,0.03273699805140495,100,1.9073486328125e-06,2
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,ad6719ed8ca15d5177b27fd490ee213e481a2dd07ddff815083a827ae0ee7fce,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.9340873956680298,2.015268087387085,0.0023051730822771788,1.3442049026489258,1.975731611251831,0.04405468329787254,100,1.9073486328125e-06,14
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,ad6719ed8ca15d5177b27fd490ee213e481a2dd07ddff815083a827ae0ee7fce,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.8220020532608032,3.874566078186035,-0.018785007297992706,1.1063255071640015,2.261012315750122,0.040942657738924026,100,1.9073486328125e-06,26
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,ad6719ed8ca15d5177b27fd490ee213e481a2dd07ddff815083a827ae0ee7fce,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,1.4653156995773315,3.6889731884002686,-0.007747111842036247,1.114790916442871,2.0387625694274902,0.035129934549331665,100,2.384185791015625e-06,28
