model,task,fold,seed,status,checkpoint_sha256,basis_sha256,protected_assignment_sha256,split_sha256,P_OPPOSE_COMPLEMENT_OPPOSE,P_OPPOSE_COMPLEMENT_SUPPORT,P_SUPPORT_COMPLEMENT_OPPOSE,P_SUPPORT_COMPLEMENT_SUPPORT,P_dominant_correct_rate,complement_dominant_correct_rate,complement_rescue_rate,correct_trials,error_trials,protected_correct_complement_override_rate,subject_id
EEGConformer,OpenBMI_MI,4,0,COMPLETE,8ee4853ad1850a57ef7ba3c6091f132fe2ab4c169efa140810e39cd20076f77b,0f8964a6d58441a9c14f33713f363bb9db20006d22481a3cb07d9ecd43b8d910,1b3f965dedfe4442b0e1d7810d28fc4e6349f88739fd774ad1ba1681985df07f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.09375,0.125,0.328125,0.453125,0.671875,0.09375,0.046875,49,15,0.0625,20
EEGConformer,OpenBMI_MI,4,0,COMPLETE,8ee4853ad1850a57ef7ba3c6091f132fe2ab4c169efa140810e39cd20076f77b,0f8964a6d58441a9c14f33713f363bb9db20006d22481a3cb07d9ecd43b8d910,1b3f965dedfe4442b0e1d7810d28fc4e6349f88739fd774ad1ba1681985df07f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.03125,0.03125,0.234375,0.703125,0.890625,0.046875,0.015625,61,3,0.0,21
EEGConformer,OpenBMI_MI,4,0,COMPLETE,8ee4853ad1850a57ef7ba3c6091f132fe2ab4c169efa140810e39cd20076f77b,0f8964a6d58441a9c14f33713f363bb9db20006d22481a3cb07d9ecd43b8d910,1b3f965dedfe4442b0e1d7810d28fc4e6349f88739fd774ad1ba1681985df07f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.140625,0.171875,0.359375,0.328125,0.59375,0.109375,0.046875,45,19,0.03125,41
EEGConformer,OpenBMI_MI,4,0,COMPLETE,8ee4853ad1850a57ef7ba3c6091f132fe2ab4c169efa140810e39cd20076f77b,0f8964a6d58441a9c14f33713f363bb9db20006d22481a3cb07d9ecd43b8d910,1b3f965dedfe4442b0e1d7810d28fc4e6349f88739fd774ad1ba1681985df07f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.203125,0.140625,0.09375,0.5625,0.578125,0.046875,0.0,40,24,0.03125,44
EEGConformer,OpenBMI_MI,4,0,COMPLETE,8ee4853ad1850a57ef7ba3c6091f132fe2ab4c169efa140810e39cd20076f77b,0f8964a6d58441a9c14f33713f363bb9db20006d22481a3cb07d9ecd43b8d910,1b3f965dedfe4442b0e1d7810d28fc4e6349f88739fd774ad1ba1681985df07f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.234375,0.0625,0.1875,0.515625,0.578125,0.109375,0.03125,45,19,0.03125,46
EEGConformer,OpenBMI_MI,4,0,COMPLETE,8ee4853ad1850a57ef7ba3c6091f132fe2ab4c169efa140810e39cd20076f77b,0f8964a6d58441a9c14f33713f363bb9db20006d22481a3cb07d9ecd43b8d910,1b3f965dedfe4442b0e1d7810d28fc4e6349f88739fd774ad1ba1681985df07f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.140625,0.171875,0.28125,0.40625,0.53125,0.078125,0.046875,40,24,0.109375,53
EEGConformer,OpenBMI_SSVEP,0,0,COMPLETE,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,650e6c449ac8304d5d31661652a67853fa3a03cfef87b9d5c94b9b5352aa01d6,3951691b75431b5038b511d76cedadab2e4d51d083c274f1d05dd793cbf93b68,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.01,0.19,0.14,0.66,0.31,0.66,0.18,97,3,0.01,3
EEGConformer,OpenBMI_SSVEP,0,0,COMPLETE,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,650e6c449ac8304d5d31661652a67853fa3a03cfef87b9d5c94b9b5352aa01d6,3951691b75431b5038b511d76cedadab2e4d51d083c274f1d05dd793cbf93b68,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.01,0.16,0.2,0.63,0.19,0.67,0.15,88,12,0.1,5
EEGConformer,OpenBMI_SSVEP,0,0,COMPLETE,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,650e6c449ac8304d5d31661652a67853fa3a03cfef87b9d5c94b9b5352aa01d6,3951691b75431b5038b511d76cedadab2e4d51d083c274f1d05dd793cbf93b68,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.04,0.2,0.33,0.43,0.27,0.48,0.19,75,25,0.2,6
EEGConformer,OpenBMI_SSVEP,0,0,COMPLETE,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,650e6c449ac8304d5d31661652a67853fa3a03cfef87b9d5c94b9b5352aa01d6,3951691b75431b5038b511d76cedadab2e4d51d083c274f1d05dd793cbf93b68,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.08,0.4,0.15,0.37,0.28,0.5,0.31,81,19,0.02,15
EEGConformer,OpenBMI_SSVEP,0,0,COMPLETE,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,650e6c449ac8304d5d31661652a67853fa3a03cfef87b9d5c94b9b5352aa01d6,3951691b75431b5038b511d76cedadab2e4d51d083c274f1d05dd793cbf93b68,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.24,0.3,0.25,0.21,0.24,0.23,0.17,49,51,0.14,32
EEGConformer,OpenBMI_SSVEP,0,0,COMPLETE,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,650e6c449ac8304d5d31661652a67853fa3a03cfef87b9d5c94b9b5352aa01d6,3951691b75431b5038b511d76cedadab2e4d51d083c274f1d05dd793cbf93b68,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.02,0.2,0.14,0.64,0.3,0.59,0.17,89,11,0.06,33
EEGConformer,OpenBMI_SSVEP,0,0,COMPLETE,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,650e6c449ac8304d5d31661652a67853fa3a03cfef87b9d5c94b9b5352aa01d6,3951691b75431b5038b511d76cedadab2e4d51d083c274f1d05dd793cbf93b68,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.01,0.2,0.25,0.54,0.14,0.66,0.18,83,17,0.14,38
EEGConformer,OpenBMI_SSVEP,0,0,COMPLETE,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,650e6c449ac8304d5d31661652a67853fa3a03cfef87b9d5c94b9b5352aa01d6,3951691b75431b5038b511d76cedadab2e4d51d083c274f1d05dd793cbf93b68,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.05,0.2,0.11,0.64,0.23,0.65,0.2,91,9,0.04,47
EEGConformer,OpenBMI_SSVEP,1,0,COMPLETE,32f75fd16bbe0eff08e3188a355638875f14106e7890072708a0f26b07796e2f,35a0bc31934e50b19b1cf630e5c05b97d523f86ab6f4bd277f4c873515fcbd6c,45b404367edefc61877303399d207b9311409c274c5865cf16e71bd99e40805c,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.09,0.23,0.2,0.48,0.38,0.36,0.14,77,23,0.05,2
EEGConformer,OpenBMI_SSVEP,1,0,COMPLETE,32f75fd16bbe0eff08e3188a355638875f14106e7890072708a0f26b07796e2f,35a0bc31934e50b19b1cf630e5c05b97d523f86ab6f4bd277f4c873515fcbd6c,45b404367edefc61877303399d207b9311409c274c5865cf16e71bd99e40805c,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.16,0.15,0.34,0.35,0.44,0.15,0.05,61,39,0.13,14
EEGConformer,OpenBMI_SSVEP,1,0,COMPLETE,32f75fd16bbe0eff08e3188a355638875f14106e7890072708a0f26b07796e2f,35a0bc31934e50b19b1cf630e5c05b97d523f86ab6f4bd277f4c873515fcbd6c,45b404367edefc61877303399d207b9311409c274c5865cf16e71bd99e40805c,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.03,0.26,0.22,0.49,0.51,0.39,0.24,91,9,0.04,26
EEGConformer,OpenBMI_SSVEP,1,0,COMPLETE,32f75fd16bbe0eff08e3188a355638875f14106e7890072708a0f26b07796e2f,35a0bc31934e50b19b1cf630e5c05b97d523f86ab6f4bd277f4c873515fcbd6c,45b404367edefc61877303399d207b9311409c274c5865cf16e71bd99e40805c,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.02,0.17,0.26,0.55,0.55,0.34,0.12,90,10,0.03,28
EEGConformer,OpenBMI_SSVEP,1,0,COMPLETE,32f75fd16bbe0eff08e3188a355638875f14106e7890072708a0f26b07796e2f,35a0bc31934e50b19b1cf630e5c05b97d523f86ab6f4bd277f4c873515fcbd6c,45b404367edefc61877303399d207b9311409c274c5865cf16e71bd99e40805c,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.1,0.2,0.13,0.57,0.31,0.48,0.18,82,18,0.07,31
EEGConformer,OpenBMI_SSVEP,1,0,COMPLETE,32f75fd16bbe0eff08e3188a355638875f14106e7890072708a0f26b07796e2f,35a0bc31934e50b19b1cf630e5c05b97d523f86ab6f4bd277f4c873515fcbd6c,45b404367edefc61877303399d207b9311409c274c5865cf16e71bd99e40805c,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.29,0.37,0.12,0.22,0.31,0.03,0.01,34,66,0.01,35
EEGConformer,OpenBMI_SSVEP,1,0,COMPLETE,32f75fd16bbe0eff08e3188a355638875f14106e7890072708a0f26b07796e2f,35a0bc31934e50b19b1cf630e5c05b97d523f86ab6f4bd277f4c873515fcbd6c,45b404367edefc61877303399d207b9311409c274c5865cf16e71bd99e40805c,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.07,0.18,0.3,0.45,0.46,0.35,0.14,82,18,0.07,40
EEGConformer,OpenBMI_SSVEP,1,0,COMPLETE,32f75fd16bbe0eff08e3188a355638875f14106e7890072708a0f26b07796e2f,35a0bc31934e50b19b1cf630e5c05b97d523f86ab6f4bd277f4c873515fcbd6c,45b404367edefc61877303399d207b9311409c274c5865cf16e71bd99e40805c,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.02,0.31,0.06,0.61,0.27,0.69,0.31,97,3,0.01,43
EEGConformer,OpenBMI_SSVEP,2,0,COMPLETE,b3f95a55bf72ebb6e60bab30891cd9766e80a824713c2b64e697652c3a114955,99604a1d36cc4b2b248492b55396d3f1dd984fd57b04b280de8ce2c55cd193af,ab44d7e870b03c5212e68a78fe24308b5139f7cc0c24345d2de5a3952aa11212,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.03,0.15,0.22,0.6,0.56,0.29,0.07,87,13,0.01,1
EEGConformer,OpenBMI_SSVEP,2,0,COMPLETE,b3f95a55bf72ebb6e60bab30891cd9766e80a824713c2b64e697652c3a114955,99604a1d36cc4b2b248492b55396d3f1dd984fd57b04b280de8ce2c55cd193af,ab44d7e870b03c5212e68a78fe24308b5139f7cc0c24345d2de5a3952aa11212,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.03,0.24,0.28,0.45,0.58,0.34,0.2,92,8,0.01,8
EEGConformer,OpenBMI_SSVEP,2,0,COMPLETE,b3f95a55bf72ebb6e60bab30891cd9766e80a824713c2b64e697652c3a114955,99604a1d36cc4b2b248492b55396d3f1dd984fd57b04b280de8ce2c55cd193af,ab44d7e870b03c5212e68a78fe24308b5139f7cc0c24345d2de5a3952aa11212,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.04,0.05,0.1,0.81,0.64,0.3,0.04,95,5,0.0,11
EEGConformer,OpenBMI_SSVEP,2,0,COMPLETE,b3f95a55bf72ebb6e60bab30891cd9766e80a824713c2b64e697652c3a114955,99604a1d36cc4b2b248492b55396d3f1dd984fd57b04b280de8ce2c55cd193af,ab44d7e870b03c5212e68a78fe24308b5139f7cc0c24345d2de5a3952aa11212,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.37,0.26,0.11,0.26,0.22,0.17,0.07,40,60,0.04,23
EEGConformer,OpenBMI_SSVEP,2,0,COMPLETE,b3f95a55bf72ebb6e60bab30891cd9766e80a824713c2b64e697652c3a114955,99604a1d36cc4b2b248492b55396d3f1dd984fd57b04b280de8ce2c55cd193af,ab44d7e870b03c5212e68a78fe24308b5139f7cc0c24345d2de5a3952aa11212,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.05,0.04,0.32,0.59,0.71,0.21,0.03,92,8,0.02,30
EEGConformer,OpenBMI_SSVEP,2,0,COMPLETE,b3f95a55bf72ebb6e60bab30891cd9766e80a824713c2b64e697652c3a114955,99604a1d36cc4b2b248492b55396d3f1dd984fd57b04b280de8ce2c55cd193af,ab44d7e870b03c5212e68a78fe24308b5139f7cc0c24345d2de5a3952aa11212,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.0,0.04,0.11,0.85,0.75,0.24,0.04,99,1,0.01,48
EEGConformer,OpenBMI_SSVEP,2,0,COMPLETE,b3f95a55bf72ebb6e60bab30891cd9766e80a824713c2b64e697652c3a114955,99604a1d36cc4b2b248492b55396d3f1dd984fd57b04b280de8ce2c55cd193af,ab44d7e870b03c5212e68a78fe24308b5139f7cc0c24345d2de5a3952aa11212,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.05,0.16,0.37,0.42,0.52,0.29,0.06,81,19,0.04,50
EEGConformer,OpenBMI_SSVEP,2,0,COMPLETE,b3f95a55bf72ebb6e60bab30891cd9766e80a824713c2b64e697652c3a114955,99604a1d36cc4b2b248492b55396d3f1dd984fd57b04b280de8ce2c55cd193af,ab44d7e870b03c5212e68a78fe24308b5139f7cc0c24345d2de5a3952aa11212,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.09,0.19,0.35,0.37,0.5,0.25,0.1,77,23,0.06,52
EEGConformer,OpenBMI_SSVEP,3,0,COMPLETE,8f2fc67d712feb757b872fc8c6175b50ad1671bb1d3e5d185d099740466418ff,1efc60bdab3e7b22bb9e4b462e35f23d85b4502ef3676055777afc5dc309ab28,bb7d4c64c799fdb38614b04ec8aba62d94a2e401fa8ea3dbce5e1e23894b2651,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.01,0.11,0.33,0.55,0.48,0.4,0.09,89,11,0.08,10
EEGConformer,OpenBMI_SSVEP,3,0,COMPLETE,8f2fc67d712feb757b872fc8c6175b50ad1671bb1d3e5d185d099740466418ff,1efc60bdab3e7b22bb9e4b462e35f23d85b4502ef3676055777afc5dc309ab28,bb7d4c64c799fdb38614b04ec8aba62d94a2e401fa8ea3dbce5e1e23894b2651,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.0,0.07,0.08,0.85,0.34,0.66,0.07,100,0,0.0,16
EEGConformer,OpenBMI_SSVEP,3,0,COMPLETE,8f2fc67d712feb757b872fc8c6175b50ad1671bb1d3e5d185d099740466418ff,1efc60bdab3e7b22bb9e4b462e35f23d85b4502ef3676055777afc5dc309ab28,bb7d4c64c799fdb38614b04ec8aba62d94a2e401fa8ea3dbce5e1e23894b2651,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.06,0.21,0.36,0.37,0.55,0.14,0.1,74,26,0.07,19
EEGConformer,OpenBMI_SSVEP,3,0,COMPLETE,8f2fc67d712feb757b872fc8c6175b50ad1671bb1d3e5d185d099740466418ff,1efc60bdab3e7b22bb9e4b462e35f23d85b4502ef3676055777afc5dc309ab28,bb7d4c64c799fdb38614b04ec8aba62d94a2e401fa8ea3dbce5e1e23894b2651,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.09,0.21,0.4,0.3,0.38,0.14,0.08,55,45,0.23,22
EEGConformer,OpenBMI_SSVEP,3,0,COMPLETE,8f2fc67d712feb757b872fc8c6175b50ad1671bb1d3e5d185d099740466418ff,1efc60bdab3e7b22bb9e4b462e35f23d85b4502ef3676055777afc5dc309ab28,bb7d4c64c799fdb38614b04ec8aba62d94a2e401fa8ea3dbce5e1e23894b2651,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.0,0.07,0.1,0.83,0.43,0.55,0.05,98,2,0.0,27
EEGConformer,OpenBMI_SSVEP,3,0,COMPLETE,8f2fc67d712feb757b872fc8c6175b50ad1671bb1d3e5d185d099740466418ff,1efc60bdab3e7b22bb9e4b462e35f23d85b4502ef3676055777afc5dc309ab28,bb7d4c64c799fdb38614b04ec8aba62d94a2e401fa8ea3dbce5e1e23894b2651,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.07,0.33,0.39,0.21,0.36,0.24,0.18,65,35,0.12,34
EEGConformer,OpenBMI_SSVEP,3,0,COMPLETE,8f2fc67d712feb757b872fc8c6175b50ad1671bb1d3e5d185d099740466418ff,1efc60bdab3e7b22bb9e4b462e35f23d85b4502ef3676055777afc5dc309ab28,bb7d4c64c799fdb38614b04ec8aba62d94a2e401fa8ea3dbce5e1e23894b2651,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.01,0.1,0.18,0.71,0.73,0.25,0.1,99,1,0.01,45
EEGConformer,OpenBMI_SSVEP,3,0,COMPLETE,8f2fc67d712feb757b872fc8c6175b50ad1671bb1d3e5d185d099740466418ff,1efc60bdab3e7b22bb9e4b462e35f23d85b4502ef3676055777afc5dc309ab28,bb7d4c64c799fdb38614b04ec8aba62d94a2e401fa8ea3dbce5e1e23894b2651,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.05,0.28,0.16,0.51,0.37,0.43,0.18,83,17,0.02,49
EEGConformer,OpenBMI_SSVEP,4,0,COMPLETE,0983ae1b20b62337dddd631620ae2e5ef4fda69cb170ffb8fa5a6b5e559d8cff,fa3f34a657c72f65f3d5570524b9f795725364dcfd33f8922ad18ec712fc7b2f,eec62521ecc39de4c17f57e729b6babe554a621ff353e8aa87a3bee08821dd8d,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.01,0.29,0.09,0.61,0.26,0.7,0.27,96,4,0.01,7
EEGConformer,OpenBMI_SSVEP,4,0,COMPLETE,0983ae1b20b62337dddd631620ae2e5ef4fda69cb170ffb8fa5a6b5e559d8cff,fa3f34a657c72f65f3d5570524b9f795725364dcfd33f8922ad18ec712fc7b2f,eec62521ecc39de4c17f57e729b6babe554a621ff353e8aa87a3bee08821dd8d,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.02,0.26,0.21,0.51,0.33,0.48,0.2,84,16,0.07,9
EEGConformer,OpenBMI_SSVEP,4,0,COMPLETE,0983ae1b20b62337dddd631620ae2e5ef4fda69cb170ffb8fa5a6b5e559d8cff,fa3f34a657c72f65f3d5570524b9f795725364dcfd33f8922ad18ec712fc7b2f,eec62521ecc39de4c17f57e729b6babe554a621ff353e8aa87a3bee08821dd8d,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.03,0.32,0.15,0.5,0.29,0.54,0.26,84,16,0.07,20
EEGConformer,OpenBMI_SSVEP,4,0,COMPLETE,0983ae1b20b62337dddd631620ae2e5ef4fda69cb170ffb8fa5a6b5e559d8cff,fa3f34a657c72f65f3d5570524b9f795725364dcfd33f8922ad18ec712fc7b2f,eec62521ecc39de4c17f57e729b6babe554a621ff353e8aa87a3bee08821dd8d,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.1,0.15,0.22,0.53,0.24,0.52,0.15,77,23,0.13,21
EEGConformer,OpenBMI_SSVEP,4,0,COMPLETE,0983ae1b20b62337dddd631620ae2e5ef4fda69cb170ffb8fa5a6b5e559d8cff,fa3f34a657c72f65f3d5570524b9f795725364dcfd33f8922ad18ec712fc7b2f,eec62521ecc39de4c17f57e729b6babe554a621ff353e8aa87a3bee08821dd8d,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.04,0.22,0.1,0.64,0.28,0.6,0.19,88,12,0.05,41
EEGConformer,OpenBMI_SSVEP,4,0,COMPLETE,0983ae1b20b62337dddd631620ae2e5ef4fda69cb170ffb8fa5a6b5e559d8cff,fa3f34a657c72f65f3d5570524b9f795725364dcfd33f8922ad18ec712fc7b2f,eec62521ecc39de4c17f57e729b6babe554a621ff353e8aa87a3bee08821dd8d,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.01,0.16,0.07,0.76,0.36,0.59,0.14,96,4,0.01,44
EEGConformer,OpenBMI_SSVEP,4,0,COMPLETE,0983ae1b20b62337dddd631620ae2e5ef4fda69cb170ffb8fa5a6b5e559d8cff,fa3f34a657c72f65f3d5570524b9f795725364dcfd33f8922ad18ec712fc7b2f,eec62521ecc39de4c17f57e729b6babe554a621ff353e8aa87a3bee08821dd8d,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.09,0.23,0.25,0.43,0.3,0.42,0.2,74,26,0.14,46
EEGConformer,OpenBMI_SSVEP,4,0,COMPLETE,0983ae1b20b62337dddd631620ae2e5ef4fda69cb170ffb8fa5a6b5e559d8cff,fa3f34a657c72f65f3d5570524b9f795725364dcfd33f8922ad18ec712fc7b2f,eec62521ecc39de4c17f57e729b6babe554a621ff353e8aa87a3bee08821dd8d,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.04,0.19,0.11,0.66,0.3,0.58,0.16,88,12,0.05,53
FBCNet,OpenBMI_MI,0,0,COMPLETE,5d63a62ad4a4221b3375918d1946c4c500180c9488a034dc1f10641ff677c01c,ddc2e07ebabab4f49752d9da11ed3de092ebbee82690e823afeb0c23ee769073,a660fdd13093bc12bd5adc55d041b3e6f96eef2f894bbc4acb9d6a2d56405c29,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.015625,0.484375,0.046875,0.453125,0.21875,0.609375,0.34375,53,11,0.015625,3
FBCNet,OpenBMI_MI,0,0,COMPLETE,5d63a62ad4a4221b3375918d1946c4c500180c9488a034dc1f10641ff677c01c,ddc2e07ebabab4f49752d9da11ed3de092ebbee82690e823afeb0c23ee769073,a660fdd13093bc12bd5adc55d041b3e6f96eef2f894bbc4acb9d6a2d56405c29,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.203125,0.265625,0.203125,0.328125,0.078125,0.515625,0.234375,39,25,0.15625,5
FBCNet,OpenBMI_MI,0,0,COMPLETE,5d63a62ad4a4221b3375918d1946c4c500180c9488a034dc1f10641ff677c01c,ddc2e07ebabab4f49752d9da11ed3de092ebbee82690e823afeb0c23ee769073,a660fdd13093bc12bd5adc55d041b3e6f96eef2f894bbc4acb9d6a2d56405c29,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.125,0.359375,0.0625,0.453125,0.125,0.65625,0.328125,52,12,0.046875,6
FBCNet,OpenBMI_MI,0,0,COMPLETE,5d63a62ad4a4221b3375918d1946c4c500180c9488a034dc1f10641ff677c01c,ddc2e07ebabab4f49752d9da11ed3de092ebbee82690e823afeb0c23ee769073,a660fdd13093bc12bd5adc55d041b3e6f96eef2f894bbc4acb9d6a2d56405c29,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.21875,0.234375,0.15625,0.390625,0.15625,0.421875,0.140625,39,25,0.09375,15
FBCNet,OpenBMI_MI,0,0,COMPLETE,5d63a62ad4a4221b3375918d1946c4c500180c9488a034dc1f10641ff677c01c,ddc2e07ebabab4f49752d9da11ed3de092ebbee82690e823afeb0c23ee769073,a660fdd13093bc12bd5adc55d041b3e6f96eef2f894bbc4acb9d6a2d56405c29,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.046875,0.234375,0.09375,0.625,0.0625,0.8125,0.21875,57,7,0.046875,32
FBCNet,OpenBMI_MI,0,0,COMPLETE,5d63a62ad4a4221b3375918d1946c4c500180c9488a034dc1f10641ff677c01c,ddc2e07ebabab4f49752d9da11ed3de092ebbee82690e823afeb0c23ee769073,a660fdd13093bc12bd5adc55d041b3e6f96eef2f894bbc4acb9d6a2d56405c29,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.015625,0.359375,0.046875,0.578125,0.03125,0.90625,0.34375,60,4,0.03125,33
FBCNet,OpenBMI_MI,0,0,COMPLETE,5d63a62ad4a4221b3375918d1946c4c500180c9488a034dc1f10641ff677c01c,ddc2e07ebabab4f49752d9da11ed3de092ebbee82690e823afeb0c23ee769073,a660fdd13093bc12bd5adc55d041b3e6f96eef2f894bbc4acb9d6a2d56405c29,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.328125,0.15625,0.15625,0.359375,0.1875,0.359375,0.078125,35,29,0.046875,38
FBCNet,OpenBMI_MI,0,0,COMPLETE,5d63a62ad4a4221b3375918d1946c4c500180c9488a034dc1f10641ff677c01c,ddc2e07ebabab4f49752d9da11ed3de092ebbee82690e823afeb0c23ee769073,a660fdd13093bc12bd5adc55d041b3e6f96eef2f894bbc4acb9d6a2d56405c29,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.140625,0.34375,0.234375,0.28125,0.0625,0.578125,0.34375,42,22,0.203125,47
FBCNet,OpenBMI_MI,1,0,COMPLETE,00ad7b9183d522cb29294a8662d7d1071b4a840f7ca6a2893a763e55e2f7cfbd,2fc86b4fbc87ea07ee6263a2af1fc89ea5612c39e51bc6e469318103d9441751,5358b31646866019795fe36490c079bb30fcb076d54bc631cacd9c150f4cbc40,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.03125,0.390625,0.390625,0.1875,0.15625,0.390625,0.359375,41,23,0.296875,2
FBCNet,OpenBMI_MI,1,0,COMPLETE,00ad7b9183d522cb29294a8662d7d1071b4a840f7ca6a2893a763e55e2f7cfbd,2fc86b4fbc87ea07ee6263a2af1fc89ea5612c39e51bc6e469318103d9441751,5358b31646866019795fe36490c079bb30fcb076d54bc631cacd9c150f4cbc40,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.1875,0.25,0.265625,0.296875,0.359375,0.1875,0.109375,38,26,0.09375,14
