model,task,status,mean_abs_zP,mean_mP,max_reconstruction_error,max_recoverability_excess,max_pathway_overlap_excess,max_causal_qP_excess
EEGNet,OpenBMI_MI,COMPLETE,0.8620023503899574,0.9500333458185196,9.5367431640625e-07,6.469473134025387,0.24838264882564542,0.8473470173822716
EEGNet,OpenBMI_SSVEP,COMPLETE,2.1187685310840605,3.2369740918278693,3.814697265625e-06,0.4981355606524407,0.06594552002847195,1.5655330453948895
EEGConformer,OpenBMI_MI,COMPLETE,1.137196069955826,1.3516437366604805,1.430511474609375e-06,1.105921943538828,0.1652617460489273,0.8099395310319961
EEGConformer,OpenBMI_SSVEP,COMPLETE,2.4926521688699723,3.1419450704008343,3.814697265625e-06,0.43781923901400777,0.08272208869457243,2.701228539113265
FBCNet,OpenBMI_MI,COMPLETE,0.3005215674638748,0.22182000218890607,1.430511474609375e-06,50.057981207380614,0.16268459618091585,3.617089113071561
FBCNet,OpenBMI_SSVEP,COMPLETE,1.5089341789484023,1.3434508458711207,6.198883056640625e-06,11.736419277671263,0.18437918020412325,3.8945072055282064
