model,task,fold,seed,status,checkpoint_sha256,basis_sha256,protected_assignment_sha256,split_sha256,delta_qP,delta_qnonP,donor_label_transfer,donor_margin_transfer,flip_rate,layer_name,logit_rms,random_delta_qP,random_delta_qnonP,random_donor_label_transfer,random_donor_margin_transfer,random_flip_rate,random_logit_rms,random_true_margin_loss,subject_id,true_margin_loss
EEGNet,OpenBMI_MI,0,0,COMPLETE,845b6bcecd6cced7774da1328bd3fd6cd29316376e45d39d878df99ec35391cb,491bcaa14d86e3cc0d475cf1de6cf91577895a07ef9d216fd52a048452c9619d,802526bbe20e98cc8e2d47720b1b2775a2687b4934504db4347b9c162f07f124,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0945798978209496,0.3665889874100685,0.75,2.4099722988903522,0.5,spatial_elu_pool1,2.306873258203268,0.5253219726518727,0.3860651551466435,0.49875,1.2437398537434639,0.39625,1.40707423010841,2.531215652227402,6,4.613746486604214
EEGNet,OpenBMI_MI,0,0,COMPLETE,845b6bcecd6cced7774da1328bd3fd6cd29316376e45d39d878df99ec35391cb,491bcaa14d86e3cc0d475cf1de6cf91577895a07ef9d216fd52a048452c9619d,802526bbe20e98cc8e2d47720b1b2775a2687b4934504db4347b9c162f07f124,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.6460103876888752,0.24314651126042008,0.625,0.6044241935014725,0.5,spatial_elu_pool1,1.1605224274098873,0.38336539424024524,0.36926009368151425,0.52125,0.4316148192062974,0.39625,0.9769200315792114,0.7769503911584615,15,0.9722196608781815
EEGNet,OpenBMI_MI,0,0,COMPLETE,845b6bcecd6cced7774da1328bd3fd6cd29316376e45d39d878df99ec35391cb,491bcaa14d86e3cc0d475cf1de6cf91577895a07ef9d216fd52a048452c9619d,802526bbe20e98cc8e2d47720b1b2775a2687b4934504db4347b9c162f07f124,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.5638165194541216,0.14927936671301723,0.375,0.25516441836953163,0.0,spatial_elu_pool1,0.921734131872654,0.2745862503198441,0.21231342158047484,0.32875,0.10974361931905151,0.11375,0.6316339760832489,0.37119445990771055,32,0.836524598300457
EEGNet,OpenBMI_MI,0,0,COMPLETE,845b6bcecd6cced7774da1328bd3fd6cd29316376e45d39d878df99ec35391cb,491bcaa14d86e3cc0d475cf1de6cf91577895a07ef9d216fd52a048452c9619d,802526bbe20e98cc8e2d47720b1b2775a2687b4934504db4347b9c162f07f124,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.6598760671913624,0.1555752819404006,0.5,0.8324611224234104,0.125,spatial_elu_pool1,0.9232183322310448,0.3277413149806671,0.2621186679555103,0.46625,0.4253722993470728,0.12125,0.6441462499462068,0.7564539058506489,33,1.7080407738685608
EEGNet,OpenBMI_MI,0,0,COMPLETE,845b6bcecd6cced7774da1328bd3fd6cd29316376e45d39d878df99ec35391cb,491bcaa14d86e3cc0d475cf1de6cf91577895a07ef9d216fd52a048452c9619d,802526bbe20e98cc8e2d47720b1b2775a2687b4934504db4347b9c162f07f124,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.7656385973095894,0.20051671471446753,0.625,0.45432308316230774,0.5,spatial_elu_pool1,1.0702352225780487,0.3745119998487644,0.3182375945150852,0.62375,0.5307545907702297,0.33125,0.9325929608987644,1.15007152762264,38,1.0474648922681808
EEGNet,OpenBMI_MI,0,0,COMPLETE,845b6bcecd6cced7774da1328bd3fd6cd29316376e45d39d878df99ec35391cb,491bcaa14d86e3cc0d475cf1de6cf91577895a07ef9d216fd52a048452c9619d,802526bbe20e98cc8e2d47720b1b2775a2687b4934504db4347b9c162f07f124,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.720328725874424,0.16823362279683352,0.25,0.5413690451532602,0.375,spatial_elu_pool1,0.7981114815920591,0.36343517708359285,0.27187979521695527,0.40125,0.5483903473801911,0.30875,0.8241957506490871,1.1228492968343198,47,1.183663435280323
EEGNet,OpenBMI_MI,0,0,COMPLETE,845b6bcecd6cced7774da1328bd3fd6cd29316376e45d39d878df99ec35391cb,491bcaa14d86e3cc0d475cf1de6cf91577895a07ef9d216fd52a048452c9619d,802526bbe20e98cc8e2d47720b1b2775a2687b4934504db4347b9c162f07f124,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.9529863223433495,0.3020086418837309,0.75,1.6531853377819061,0.625,depth_point_elu_pool2,1.6873344853520393,0.4536816376866773,0.461587318344973,0.35,0.8429177315253764,0.245,1.0890923905512317,1.7085184337571264,3,3.3746690154075623
EEGNet,OpenBMI_MI,0,0,COMPLETE,845b6bcecd6cced7774da1328bd3fd6cd29316376e45d39d878df99ec35391cb,491bcaa14d86e3cc0d475cf1de6cf91577895a07ef9d216fd52a048452c9619d,802526bbe20e98cc8e2d47720b1b2775a2687b4934504db4347b9c162f07f124,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.8508853055536747,0.21404756978154182,0.75,1.7723838835954666,0.5,depth_point_elu_pool2,1.9352387301623821,0.47501782138831916,0.44323462937492875,0.48875,0.883854577858001,0.30125,1.0664655405608938,1.5927981673926115,5,3.107361778616905
EEGNet,OpenBMI_MI,0,0,COMPLETE,845b6bcecd6cced7774da1328bd3fd6cd29316376e45d39d878df99ec35391cb,491bcaa14d86e3cc0d475cf1de6cf91577895a07ef9d216fd52a048452c9619d,802526bbe20e98cc8e2d47720b1b2775a2687b4934504db4347b9c162f07f124,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0391041822731495,0.30966169387102127,0.75,2.260017618536949,0.625,depth_point_elu_pool2,2.241755522787571,0.5355777568137273,0.5148909306991846,0.59,1.4507785352505744,0.51,1.457093243272975,2.7747741720452903,6,4.483510971069336
EEGNet,OpenBMI_MI,0,0,COMPLETE,845b6bcecd6cced7774da1328bd3fd6cd29316376e45d39d878df99ec35391cb,491bcaa14d86e3cc0d475cf1de6cf91577895a07ef9d216fd52a048452c9619d,802526bbe20e98cc8e2d47720b1b2775a2687b4934504db4347b9c162f07f124,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.8521568775177002,0.22620846889913082,0.375,0.8336007297039032,0.375,depth_point_elu_pool2,1.443852098658681,0.4488707121880725,0.48452195557765665,0.5075,0.8005028977990151,0.5075,1.2157301491126418,1.4373298239707948,15,1.3750760927796364
EEGNet,OpenBMI_MI,0,0,COMPLETE,845b6bcecd6cced7774da1328bd3fd6cd29316376e45d39d878df99ec35391cb,491bcaa14d86e3cc0d475cf1de6cf91577895a07ef9d216fd52a048452c9619d,802526bbe20e98cc8e2d47720b1b2775a2687b4934504db4347b9c162f07f124,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.747640036046505,0.19964974327012897,0.375,0.88641706854105,0.375,depth_point_elu_pool2,1.1321576498448849,0.34067647689022124,0.3358772542513907,0.4225,0.49821922625415027,0.295,0.7217336926143616,1.0866901075839996,32,1.8056373298168182
EEGNet,OpenBMI_MI,0,0,COMPLETE,845b6bcecd6cced7774da1328bd3fd6cd29316376e45d39d878df99ec35391cb,491bcaa14d86e3cc0d475cf1de6cf91577895a07ef9d216fd52a048452c9619d,802526bbe20e98cc8e2d47720b1b2775a2687b4934504db4347b9c162f07f124,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0685686618089676,0.2723261844366789,0.625,1.6002842113375664,0.625,depth_point_elu_pool2,1.6633381694555283,0.5032077646255493,0.4569954781560227,0.37,0.58362932424061,0.355,1.0521305044461042,1.1995461510494352,33,3.0082147121429443
EEGNet,OpenBMI_MI,0,0,COMPLETE,845b6bcecd6cced7774da1328bd3fd6cd29316376e45d39d878df99ec35391cb,491bcaa14d86e3cc0d475cf1de6cf91577895a07ef9d216fd52a048452c9619d,802526bbe20e98cc8e2d47720b1b2775a2687b4934504db4347b9c162f07f124,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.9465185031294823,0.21451598033308983,0.625,1.254919171333313,0.375,depth_point_elu_pool2,1.3045576885342598,0.4317844494711608,0.44205375539138914,0.45125,0.7099882613681257,0.29125,0.9852001542458311,1.377552892398089,38,2.521852523088455
EEGNet,OpenBMI_MI,0,0,COMPLETE,845b6bcecd6cced7774da1328bd3fd6cd29316376e45d39d878df99ec35391cb,491bcaa14d86e3cc0d475cf1de6cf91577895a07ef9d216fd52a048452c9619d,802526bbe20e98cc8e2d47720b1b2775a2687b4934504db4347b9c162f07f124,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.7639458253979683,0.19894274463877082,0.625,0.8188809156417847,0.5,depth_point_elu_pool2,1.366634376347065,0.39760266731493177,0.3715689537418075,0.46125,0.42997433570213617,0.33625,0.8422664595302194,0.9126103991270065,47,2.0427400916814804
EEGNet,OpenBMI_MI,0,0,COMPLETE,845b6bcecd6cced7774da1328bd3fd6cd29316376e45d39d878df99ec35391cb,491bcaa14d86e3cc0d475cf1de6cf91577895a07ef9d216fd52a048452c9619d,802526bbe20e98cc8e2d47720b1b2775a2687b4934504db4347b9c162f07f124,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.238725207746029,0.2397647425532341,0.0,0.3004838638007641,0.125,embedding_64d,0.5067227147519588,0.4499469071137719,0.461341786114499,0.2175,0.02674706490710378,0.0975,0.2388800934562505,0.24412143990397453,3,0.7461706586182117
EEGNet,OpenBMI_MI,0,0,COMPLETE,845b6bcecd6cced7774da1328bd3fd6cd29316376e45d39d878df99ec35391cb,491bcaa14d86e3cc0d475cf1de6cf91577895a07ef9d216fd52a048452c9619d,802526bbe20e98cc8e2d47720b1b2775a2687b4934504db4347b9c162f07f124,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.1648928299546242,0.23291537258774042,0.375,0.639254167675972,0.125,embedding_64d,0.6269768849015236,0.44090872096596284,0.5063948364369572,0.18875,0.15965720474720002,0.09125,0.28927035455824807,0.1906701798737049,5,1.2539537250995636
EEGNet,OpenBMI_MI,0,0,COMPLETE,845b6bcecd6cced7774da1328bd3fd6cd29316376e45d39d878df99ec35391cb,491bcaa14d86e3cc0d475cf1de6cf91577895a07ef9d216fd52a048452c9619d,802526bbe20e98cc8e2d47720b1b2775a2687b4934504db4347b9c162f07f124,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.2668541371822357,0.26061151176691055,0.5,0.531818725168705,0.25,embedding_64d,0.5979754962027073,0.4804132709931582,0.5350825671944768,0.35625,0.22249394485726953,0.10625,0.3254001700365916,0.5669422814995051,6,1.179736688733101
EEGNet,OpenBMI_MI,0,0,COMPLETE,845b6bcecd6cced7774da1328bd3fd6cd29316376e45d39d878df99ec35391cb,491bcaa14d86e3cc0d475cf1de6cf91577895a07ef9d216fd52a048452c9619d,802526bbe20e98cc8e2d47720b1b2775a2687b4934504db4347b9c162f07f124,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.9416208900511265,0.12397936172783375,0.5,-0.0425371453166008,0.375,embedding_64d,0.16591467754915357,0.3591425442742184,0.4694081396050751,0.45125,0.08508202530443669,0.22375,0.20424596175551415,0.20900757925584912,15,0.04677997902035713
EEGNet,OpenBMI_MI,0,0,COMPLETE,845b6bcecd6cced7774da1328bd3fd6cd29316376e45d39d878df99ec35391cb,491bcaa14d86e3cc0d475cf1de6cf91577895a07ef9d216fd52a048452c9619d,802526bbe20e98cc8e2d47720b1b2775a2687b4934504db4347b9c162f07f124,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.6791917867958546,0.14397946186363697,0.25,0.0699017085134983,0.0,embedding_64d,0.3584327958524227,0.28871459400514143,0.466690613720566,0.26875,-0.06499438702128828,0.02125,0.1961910039326176,-0.046788616832345725,32,0.20066193491220474
EEGNet,OpenBMI_MI,0,0,COMPLETE,845b6bcecd6cced7774da1328bd3fd6cd29316376e45d39d878df99ec35391cb,491bcaa14d86e3cc0d475cf1de6cf91577895a07ef9d216fd52a048452c9619d,802526bbe20e98cc8e2d47720b1b2775a2687b4934504db4347b9c162f07f124,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.3319650292396545,0.20396542735397816,0.25,0.10859689489006996,0.125,embedding_64d,0.3676633480936289,0.4947175602288917,0.5294384916452691,0.16875,0.0775572631880641,0.04375,0.249550910028629,0.1726721392199397,33,0.36228232085704803
EEGNet,OpenBMI_MI,0,0,COMPLETE,845b6bcecd6cced7774da1328bd3fd6cd29316376e45d39d878df99ec35391cb,491bcaa14d86e3cc0d475cf1de6cf91577895a07ef9d216fd52a048452c9619d,802526bbe20e98cc8e2d47720b1b2775a2687b4934504db4347b9c162f07f124,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0129773393273354,0.19007230084389448,0.375,0.22227222844958305,0.125,embedding_64d,0.4786411728709936,0.39445370601024476,0.4875697355344892,0.44625,0.05631681447848678,0.05375,0.22211733508855105,-0.002156163416802883,38,0.1894560605287552
EEGNet,OpenBMI_MI,0,0,COMPLETE,845b6bcecd6cced7774da1328bd3fd6cd29316376e45d39d878df99ec35391cb,491bcaa14d86e3cc0d475cf1de6cf91577895a07ef9d216fd52a048452c9619d,802526bbe20e98cc8e2d47720b1b2775a2687b4934504db4347b9c162f07f124,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.9163624718785286,0.16250055376440287,0.25,0.34215017408132553,0.25,embedding_64d,0.4104509335011244,0.3635117040574551,0.46321668962016704,0.18,0.15556729335337877,0.18,0.23374966588336973,0.31651777394115926,47,0.6113944165408611
EEGNet,OpenBMI_MI,1,0,COMPLETE,31ece43171bf5373a32bc0aa46adc23920f1296ad9d59cc83d3f421c9f536afd,4e9a5f99d3d44c50c7afa426812ea07b2eb0df165745405f3c18d2b9a7af261e,6b64f0bbe8ea79323219019d342d5d03389d6ec53188557c5e50586c4928b0b2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.1167769581079483,0.3035221928730607,0.5,0.6083817631006241,0.25,temporal_bn,1.2966544553637505,0.5913039998780004,0.3675923696579412,0.4425,0.18038593879900872,0.2075,1.0598729491885752,0.4417154750227928,2,1.1807945370674133
EEGNet,OpenBMI_MI,1,0,COMPLETE,31ece43171bf5373a32bc0aa46adc23920f1296ad9d59cc83d3f421c9f536afd,4e9a5f99d3d44c50c7afa426812ea07b2eb0df165745405f3c18d2b9a7af261e,6b64f0bbe8ea79323219019d342d5d03389d6ec53188557c5e50586c4928b0b2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.1593030244112015,0.5011082030832767,0.375,-0.42000675946474075,0.375,temporal_bn,1.9845632314682007,0.6713847174146212,0.4595426123216748,0.35,-0.15692121211439372,0.295,1.4206696624774486,-0.3267542283795774,14,-0.8168750107288361
EEGNet,OpenBMI_MI,1,0,COMPLETE,31ece43171bf5373a32bc0aa46adc23920f1296ad9d59cc83d3f421c9f536afd,4e9a5f99d3d44c50c7afa426812ea07b2eb0df165745405f3c18d2b9a7af261e,6b64f0bbe8ea79323219019d342d5d03389d6ec53188557c5e50586c4928b0b2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.2261057123541832,0.48163287341594696,0.75,0.7677639424800873,0.75,temporal_bn,2.7170701399445534,0.6593728935241233,0.3906342335813679,0.36375,0.14705328546464444,0.31875,1.518630876587704,0.3982162615656853,26,1.7223947197198868
EEGNet,OpenBMI_MI,1,0,COMPLETE,31ece43171bf5373a32bc0aa46adc23920f1296ad9d59cc83d3f421c9f536afd,4e9a5f99d3d44c50c7afa426812ea07b2eb0df165745405f3c18d2b9a7af261e,6b64f0bbe8ea79323219019d342d5d03389d6ec53188557c5e50586c4928b0b2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.3578650765120983,0.46301192976534367,0.625,1.685441866517067,0.5,temporal_bn,2.075370118021965,0.7254371981089934,0.44256674575153737,0.39,0.6539315137267113,0.2825,1.2853900392446667,1.3957177165150643,28,3.418026953935623
EEGNet,OpenBMI_MI,1,0,COMPLETE,31ece43171bf5373a32bc0aa46adc23920f1296ad9d59cc83d3f421c9f536afd,4e9a5f99d3d44c50c7afa426812ea07b2eb0df165745405f3c18d2b9a7af261e,6b64f0bbe8ea79323219019d342d5d03389d6ec53188557c5e50586c4928b0b2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.8986872658133507,0.36495940014719963,0.625,0.6712721586227417,0.375,temporal_bn,1.6098537594079971,0.5548938590870239,0.41772319209296255,0.635,0.6543410817161203,0.2625,1.2871137276105582,1.2490228700637818,31,1.405957967042923
EEGNet,OpenBMI_MI,1,0,COMPLETE,31ece43171bf5373a32bc0aa46adc23920f1296ad9d59cc83d3f421c9f536afd,4e9a5f99d3d44c50c7afa426812ea07b2eb0df165745405f3c18d2b9a7af261e,6b64f0bbe8ea79323219019d342d5d03389d6ec53188557c5e50586c4928b0b2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.1281816735863686,0.38983880169689655,0.5,2.098589152097702,0.5,temporal_bn,2.2106101289391518,0.4297578483610414,0.25628451465978286,0.13875,0.8220586175471545,0.13875,0.9395578081905842,1.6876828861236572,35,4.196148991584778
EEGNet,OpenBMI_MI,1,0,COMPLETE,31ece43171bf5373a32bc0aa46adc23920f1296ad9d59cc83d3f421c9f536afd,4e9a5f99d3d44c50c7afa426812ea07b2eb0df165745405f3c18d2b9a7af261e,6b64f0bbe8ea79323219019d342d5d03389d6ec53188557c5e50586c4928b0b2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.4548499286174774,0.4444878362119198,0.375,1.0596379488706589,0.5,temporal_bn,1.95912566781044,0.6773911033477634,0.42707321324385705,0.28625,0.44276878982782364,0.29625,1.2861688095051795,0.7231271029263735,40,2.204647570848465
EEGNet,OpenBMI_MI,1,0,COMPLETE,31ece43171bf5373a32bc0aa46adc23920f1296ad9d59cc83d3f421c9f536afd,4e9a5f99d3d44c50c7afa426812ea07b2eb0df165745405f3c18d2b9a7af261e,6b64f0bbe8ea79323219019d342d5d03389d6ec53188557c5e50586c4928b0b2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.9299084730446339,0.27519016060978174,0.375,0.5107125490903854,0.375,temporal_bn,1.2759691998362541,0.5500010106200353,0.3667377912858501,0.30625,0.26360295625403524,0.31875,1.1472765495069326,0.45434811964631083,43,0.8817722201347351
EEGNet,OpenBMI_MI,1,0,COMPLETE,31ece43171bf5373a32bc0aa46adc23920f1296ad9d59cc83d3f421c9f536afd,4e9a5f99d3d44c50c7afa426812ea07b2eb0df165745405f3c18d2b9a7af261e,6b64f0bbe8ea79323219019d342d5d03389d6ec53188557c5e50586c4928b0b2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.96899488940835,0.23653167858719826,0.375,0.9696049466729164,0.25,spatial_elu_pool1,1.4494467973709106,0.43772300917771645,0.2806589478789829,0.3175,0.41960080241784453,0.19,0.9023323582764715,0.7785593139007687,2,1.80734883248806
EEGNet,OpenBMI_MI,1,0,COMPLETE,31ece43171bf5373a32bc0aa46adc23920f1296ad9d59cc83d3f421c9f536afd,4e9a5f99d3d44c50c7afa426812ea07b2eb0df165745405f3c18d2b9a7af261e,6b64f0bbe8ea79323219019d342d5d03389d6ec53188557c5e50586c4928b0b2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.012846365571022,0.2189070386812091,0.625,1.046278491616249,0.5,spatial_elu_pool1,1.3273059166967869,0.4250903291313443,0.27440422577783463,0.6375,0.6461696909647435,0.3675,0.9314967493899167,1.2379155638068915,14,1.9636094719171524
EEGNet,OpenBMI_MI,1,0,COMPLETE,31ece43171bf5373a32bc0aa46adc23920f1296ad9d59cc83d3f421c9f536afd,4e9a5f99d3d44c50c7afa426812ea07b2eb0df165745405f3c18d2b9a7af261e,6b64f0bbe8ea79323219019d342d5d03389d6ec53188557c5e50586c4928b0b2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.8841621354222298,0.27828146051615477,0.375,1.6423080563545227,0.375,spatial_elu_pool1,1.6842265650629997,0.3996189727517776,0.29220853393897417,0.29,0.6648699834942817,0.29,0.9056279357708991,1.385152303725481,26,3.164392203092575
EEGNet,OpenBMI_MI,1,0,COMPLETE,31ece43171bf5373a32bc0aa46adc23920f1296ad9d59cc83d3f421c9f536afd,4e9a5f99d3d44c50c7afa426812ea07b2eb0df165745405f3c18d2b9a7af261e,6b64f0bbe8ea79323219019d342d5d03389d6ec53188557c5e50586c4928b0b2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.8671701699495316,0.18515099212527275,0.375,0.9368363171815872,0.5,spatial_elu_pool1,1.2200984545052052,0.3995427473692689,0.2823026877595112,0.22625,0.46364843744784595,0.18125,0.8054643543157727,0.992902065552771,28,1.7980778366327286
