epoch,validation_macro_BA,validation_BA_mi,validation_BA_erp,validation_BA_ssvep,train_task_loss,train_subject_loss,train_total_loss,train_grad_norm,lambda_inv_effective,lambda_inv_effective_mi,lambda_inv_effective_erp,lambda_inv_effective_ssvep,spectrum_positive_rho_count,spectrum_pca_overlap,spectrum_alignment_mean,elapsed_seconds
0,0.7808193041526375,0.758888888888889,0.6257912457912458,0.9577777777777777,0.39642433711776026,3.5108370869248002,3.9072614201792963,1.000763205466447,0.0,0.0,0.0,0.0,20,0.6767685275836544,1.0,9.307315111160278
1,0.7787542087542088,0.7533333333333333,0.6268181818181818,0.956111111111111,0.38918178169815626,3.4093168355800487,3.798498617278205,1.0085769494374592,0.0,0.0,0.0,0.0,20,0.6767685275836544,1.0,17.080323696136475
2,0.7747194163860831,0.7483333333333333,0.6263804713804714,0.9494444444444444,0.3894631846083535,3.3012396847760237,3.6907028401339494,1.0638436321859006,0.025,0.015,0.025,0.034999999999999996,20,0.6767685275836544,1.0,24.919649839401245
3,0.7780751964085297,0.7505555555555555,0.6325589225589225,0.951111111111111,0.39257729881339604,3.2356984659477517,3.628275756482725,1.0690611898899078,0.05,0.03,0.05,0.06999999999999999,20,0.6767685275836544,1.0,32.667338132858276
4,0.7799326599326598,0.7561111111111112,0.6336868686868686,0.95,0.38663623123257246,3.3002944743191756,3.686930700584694,1.080303782666171,0.07500000000000001,0.045000000000000005,0.07500000000000001,0.10500000000000001,19,0.6894518927336752,0.5116906441891831,42.54049372673035
5,0.7735521885521885,0.7383333333333333,0.6295454545454545,0.9527777777777778,0.3890968566691434,3.318659751503556,3.707756594375328,1.165897669615569,0.1,0.06,0.1,0.13999999999999999,19,0.6894518927336752,0.5116906441891831,50.37620759010315
6,0.7794107744107744,0.7544444444444445,0.6298989898989898,0.9538888888888889,0.38733488928388665,3.350469222775212,3.737804094950358,1.207658455327705,0.1,0.06,0.1,0.13999999999999999,19,0.6894518927336752,0.5116906441891831,58.36079668998718
7,0.7803984287317621,0.7577777777777778,0.6306397306397307,0.9527777777777778,0.3891313666546786,3.3635211564876415,3.7526525214866355,1.2198081833344918,0.1,0.06,0.1,0.13999999999999999,19,0.6894518927336752,0.5116906441891831,66.35382676124573
8,0.7611054994388328,0.7472222222222222,0.5872053872053873,0.9488888888888889,0.39192621244324577,3.4919228818681507,3.8838490865848683,1.0658712861714539,0.1,0.06,0.1,0.13999999999999999,19,0.7835323560102053,0.47289947497011164,76.15618658065796
9,0.7764702581369248,0.7516666666666667,0.6232996632996632,0.9544444444444444,0.3858935926799421,3.387643226870784,3.7735368145836725,1.0866653599120952,0.1,0.06,0.1,0.13999999999999999,19,0.7835323560102053,0.47289947497011164,84.06471633911133
10,0.7836700336700337,0.7633333333333334,0.6282323232323233,0.9594444444444444,0.3828200962808397,3.319746326517176,3.702566420590436,1.0911453035142686,0.1,0.06,0.1,0.13999999999999999,19,0.7835323560102053,0.47289947497011164,91.87183547019958
11,0.7802413019079686,0.76,0.6290572390572391,0.9516666666666667,0.3869737833738327,3.3250833529013173,3.7120571401384144,1.117919875515832,0.1,0.06,0.1,0.13999999999999999,19,0.7835323560102053,0.47289947497011164,99.6478500366211
