original_BA,lighttail_BA,delta_BA_pp,original_macro_F1,lighttail_macro_F1,delta_macro_F1_pp,original_accuracy,lighttail_accuracy,delta_accuracy_pp,original_fold_SD,lighttail_fold_SD,positive_folds,negative_folds,tied_folds
0.7915,0.77625,-1.5249999999999997,0.7876279401445144,0.7710541032491859,-1.6573836895328395,0.7915,0.77625,-1.5249999999999995,0.03757825168897561,0.03970988541912453,0,4,1
