original_BA,lighttail_BA,delta_BA_pp,original_macro_F1,lighttail_macro_F1,delta_macro_F1_pp,original_accuracy,lighttail_accuracy,delta_accuracy_pp,CI_low_pp,CI_high_pp,positive_subjects,negative_subjects,tied_subjects
0.7448571428571429,0.7381428571428571,-0.671428571428571,0.7371565373269793,0.7303269628843329,-0.6829574442646688,0.7448571428571429,0.7381428571428571,-0.671428571428572,-1.528571428571428,0.17142857142857057,6,7,1
