seed,task,dataset,fold,subject_id,method,BA,macro_F1,accuracy,trials,checkpoint_sha256,normalizer_sha256,baseline_reused
2,OpenBMI_ERP,OpenBMI,0,15,LiteBN_BASELINE,0.7793939393939393,0.7576433467522576,0.8545454545454545,1980,04288c565ee6e57f5b8b89e8edf5ecb54d6385316c6f86247527b422fbf76464,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
2,OpenBMI_ERP,OpenBMI,0,15,LiteBN_X,0.73,0.7242363297072681,0.842929292929293,1980,f860c73d0bbe9e0b1a0b787d3a6c8b347733cb6336bd6c6a059f48303b637556,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,False
2,OpenBMI_ERP,OpenBMI,0,3,LiteBN_BASELINE,0.9412121212121212,0.8714173045987443,0.9161616161616162,1980,04288c565ee6e57f5b8b89e8edf5ecb54d6385316c6f86247527b422fbf76464,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
2,OpenBMI_ERP,OpenBMI,0,3,LiteBN_X,0.9578787878787879,0.9013358991239175,0.9378787878787879,1980,f860c73d0bbe9e0b1a0b787d3a6c8b347733cb6336bd6c6a059f48303b637556,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,False
2,OpenBMI_ERP,OpenBMI,0,32,LiteBN_BASELINE,0.9172727272727272,0.8351724722434104,0.8883838383838384,1980,04288c565ee6e57f5b8b89e8edf5ecb54d6385316c6f86247527b422fbf76464,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
2,OpenBMI_ERP,OpenBMI,0,32,LiteBN_X,0.946060606060606,0.9054677278582903,0.9424242424242424,1980,f860c73d0bbe9e0b1a0b787d3a6c8b347733cb6336bd6c6a059f48303b637556,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,False
2,OpenBMI_ERP,OpenBMI,0,33,LiteBN_BASELINE,0.7509090909090909,0.7661466020099796,0.8777777777777778,1980,04288c565ee6e57f5b8b89e8edf5ecb54d6385316c6f86247527b422fbf76464,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
2,OpenBMI_ERP,OpenBMI,0,33,LiteBN_X,0.7109090909090909,0.7338578605200945,0.8676767676767677,1980,f860c73d0bbe9e0b1a0b787d3a6c8b347733cb6336bd6c6a059f48303b637556,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,False
2,OpenBMI_ERP,OpenBMI,0,38,LiteBN_BASELINE,0.706969696969697,0.6922304832872939,0.8166666666666667,1980,04288c565ee6e57f5b8b89e8edf5ecb54d6385316c6f86247527b422fbf76464,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,True
2,OpenBMI_ERP,OpenBMI,0,38,LiteBN_X,0.7639393939393939,0.7477010821511366,0.851010101010101,1980,f860c73d0bbe9e0b1a0b787d3a6c8b347733cb6336bd6c6a059f48303b637556,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,False
