task,dataset,fold,subject_id,method,BA,macro_F1,accuracy,trials,checkpoint_sha256,normalizer_sha256,seed,baseline_reused
OpenBMI_ERP,OpenBMI,0,6,LiteBN_X,0.8845454545454545,0.8063216975690708,0.8681818181818182,1980,d7cb37b6d157154a0cf019578f46678ec502e33a318db647a5d13cdd6c236cee,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,0,False
OpenBMI_ERP,OpenBMI,1,14,LiteBN_BASELINE,0.7593939393939394,0.724335625841986,0.8252525252525252,1980,d3fe53de2dd98ce38952d6944d559e093ad46ac345a4dc763f4aeecdd137fc22,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,0,True
OpenBMI_ERP,OpenBMI,1,14,LiteBN_X,0.7454545454545454,0.7126269956458635,0.8181818181818182,1980,11753c8d96656f728acfed0316ef5bf3567e9908006c285bc570352eece82657,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,0,False
OpenBMI_ERP,OpenBMI,1,2,LiteBN_BASELINE,0.9766666666666668,0.9447705618082642,0.9671717171717172,1980,d3fe53de2dd98ce38952d6944d559e093ad46ac345a4dc763f4aeecdd137fc22,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,0,True
OpenBMI_ERP,OpenBMI,1,2,LiteBN_X,0.9754545454545456,0.9416241409942354,0.9651515151515152,1980,11753c8d96656f728acfed0316ef5bf3567e9908006c285bc570352eece82657,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,0,False
OpenBMI_ERP,OpenBMI,1,26,LiteBN_BASELINE,0.9412121212121212,0.8992510981613617,0.9383838383838384,1980,d3fe53de2dd98ce38952d6944d559e093ad46ac345a4dc763f4aeecdd137fc22,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,0,True
OpenBMI_ERP,OpenBMI,1,26,LiteBN_X,0.9445454545454546,0.8811767861933292,0.9237373737373736,1980,11753c8d96656f728acfed0316ef5bf3567e9908006c285bc570352eece82657,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,0,False
OpenBMI_ERP,OpenBMI,1,28,LiteBN_BASELINE,0.9187878787878788,0.8680609279617217,0.9171717171717172,1980,d3fe53de2dd98ce38952d6944d559e093ad46ac345a4dc763f4aeecdd137fc22,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,0,True
OpenBMI_ERP,OpenBMI,1,28,LiteBN_X,0.9257575757575758,0.8617553512307939,0.9106060606060606,1980,11753c8d96656f728acfed0316ef5bf3567e9908006c285bc570352eece82657,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,0,False
OpenBMI_ERP,OpenBMI,1,31,LiteBN_BASELINE,0.9272727272727272,0.8722786647314948,0.9191919191919192,1980,d3fe53de2dd98ce38952d6944d559e093ad46ac345a4dc763f4aeecdd137fc22,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,0,True
OpenBMI_ERP,OpenBMI,1,31,LiteBN_X,0.916060606060606,0.8480974799354007,0.9005050505050505,1980,11753c8d96656f728acfed0316ef5bf3567e9908006c285bc570352eece82657,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,0,False
OpenBMI_ERP,OpenBMI,1,35,LiteBN_BASELINE,0.87,0.8230706807521133,0.8883838383838384,1980,d3fe53de2dd98ce38952d6944d559e093ad46ac345a4dc763f4aeecdd137fc22,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,0,True
OpenBMI_ERP,OpenBMI,1,35,LiteBN_X,0.8721212121212121,0.8411239739784551,0.904040404040404,1980,11753c8d96656f728acfed0316ef5bf3567e9908006c285bc570352eece82657,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,0,False
OpenBMI_ERP,OpenBMI,1,40,LiteBN_BASELINE,0.7966666666666666,0.7543442937847247,0.842929292929293,1980,d3fe53de2dd98ce38952d6944d559e093ad46ac345a4dc763f4aeecdd137fc22,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,0,True
OpenBMI_ERP,OpenBMI,1,40,LiteBN_X,0.826060606060606,0.780202052469752,0.8595959595959596,1980,11753c8d96656f728acfed0316ef5bf3567e9908006c285bc570352eece82657,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,0,False
OpenBMI_ERP,OpenBMI,1,43,LiteBN_BASELINE,0.936060606060606,0.8698073648256244,0.9156565656565656,1980,d3fe53de2dd98ce38952d6944d559e093ad46ac345a4dc763f4aeecdd137fc22,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,0,True
OpenBMI_ERP,OpenBMI,1,43,LiteBN_X,0.9330303030303032,0.8495781361794479,0.8984848484848484,1980,11753c8d96656f728acfed0316ef5bf3567e9908006c285bc570352eece82657,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,0,False
OpenBMI_ERP,OpenBMI,2,1,LiteBN_BASELINE,0.7560606060606061,0.7329853687677996,0.8378787878787879,1980,3fe001253eab8f62281fa809e5f2bbae23c980eab7f1b1ed09acbba70c193222,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,0,True
OpenBMI_ERP,OpenBMI,2,1,LiteBN_X,0.7645454545454546,0.7436103182518121,0.8459595959595959,1980,b5478f2be6b9572a90c931551d9546bd3df49c7022f31e4881d5a68fa79786ac,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,0,False
OpenBMI_ERP,OpenBMI,2,11,LiteBN_BASELINE,0.9687878787878788,0.93641125687754,0.9621212121212122,1980,3fe001253eab8f62281fa809e5f2bbae23c980eab7f1b1ed09acbba70c193222,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,0,True
OpenBMI_ERP,OpenBMI,2,11,LiteBN_X,0.9684848484848484,0.9478232455346712,0.9696969696969696,1980,b5478f2be6b9572a90c931551d9546bd3df49c7022f31e4881d5a68fa79786ac,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,0,False
OpenBMI_ERP,OpenBMI,2,23,LiteBN_BASELINE,0.5533333333333333,0.5590526203724424,0.7929292929292929,1980,3fe001253eab8f62281fa809e5f2bbae23c980eab7f1b1ed09acbba70c193222,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,0,True
OpenBMI_ERP,OpenBMI,2,23,LiteBN_X,0.5442424242424242,0.5483191583002864,0.8,1980,b5478f2be6b9572a90c931551d9546bd3df49c7022f31e4881d5a68fa79786ac,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,0,False
OpenBMI_ERP,OpenBMI,2,30,LiteBN_BASELINE,0.9393939393939394,0.9030020051657937,0.9414141414141414,1980,3fe001253eab8f62281fa809e5f2bbae23c980eab7f1b1ed09acbba70c193222,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,0,True
OpenBMI_ERP,OpenBMI,2,30,LiteBN_X,0.9172727272727272,0.8695756236767007,0.9186868686868688,1980,b5478f2be6b9572a90c931551d9546bd3df49c7022f31e4881d5a68fa79786ac,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,0,False
OpenBMI_ERP,OpenBMI,2,48,LiteBN_BASELINE,0.8078787878787879,0.7853396526644312,0.8717171717171717,1980,3fe001253eab8f62281fa809e5f2bbae23c980eab7f1b1ed09acbba70c193222,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,0,True
OpenBMI_ERP,OpenBMI,2,48,LiteBN_X,0.7887878787878788,0.7822514508714655,0.8762626262626263,1980,b5478f2be6b9572a90c931551d9546bd3df49c7022f31e4881d5a68fa79786ac,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,0,False
OpenBMI_ERP,OpenBMI,2,50,LiteBN_BASELINE,0.5118181818181818,0.5117733521630112,0.7277777777777777,1980,3fe001253eab8f62281fa809e5f2bbae23c980eab7f1b1ed09acbba70c193222,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,0,True
OpenBMI_ERP,OpenBMI,2,50,LiteBN_X,0.5257575757575758,0.5267500585417363,0.751010101010101,1980,b5478f2be6b9572a90c931551d9546bd3df49c7022f31e4881d5a68fa79786ac,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,0,False
OpenBMI_ERP,OpenBMI,2,52,LiteBN_BASELINE,0.8178787878787879,0.819814992320218,0.9005050505050505,1980,3fe001253eab8f62281fa809e5f2bbae23c980eab7f1b1ed09acbba70c193222,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,0,True
OpenBMI_ERP,OpenBMI,2,52,LiteBN_X,0.81,0.8044444444444445,0.8893939393939394,1980,b5478f2be6b9572a90c931551d9546bd3df49c7022f31e4881d5a68fa79786ac,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,0,False
OpenBMI_ERP,OpenBMI,2,8,LiteBN_BASELINE,0.7648484848484849,0.7585365853658537,0.8626262626262626,1980,3fe001253eab8f62281fa809e5f2bbae23c980eab7f1b1ed09acbba70c193222,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,0,True
OpenBMI_ERP,OpenBMI,2,8,LiteBN_X,0.7381818181818182,0.7347497393117831,0.8505050505050505,1980,b5478f2be6b9572a90c931551d9546bd3df49c7022f31e4881d5a68fa79786ac,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,0,False
OpenBMI_ERP,OpenBMI,3,10,LiteBN_BASELINE,0.7981818181818181,0.7699506499759268,0.8595959595959596,1980,039a9f8973a650797b3bfb4673ebe9b6c28618b10d2a5c67722707fe5e412e51,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,0,True
OpenBMI_ERP,OpenBMI,3,10,LiteBN_X,0.7815151515151515,0.7544814053252893,0.85,1980,c5dc7306a498b2cb8903e2e166a7d4b1c979f32f90b256bcfaa0b24376b0db41,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,0,False
OpenBMI_ERP,OpenBMI,3,16,LiteBN_BASELINE,0.8378787878787879,0.8143208700824169,0.8893939393939394,1980,039a9f8973a650797b3bfb4673ebe9b6c28618b10d2a5c67722707fe5e412e51,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,0,True
OpenBMI_ERP,OpenBMI,3,16,LiteBN_X,0.8154545454545454,0.7989606824198451,0.8823232323232323,1980,c5dc7306a498b2cb8903e2e166a7d4b1c979f32f90b256bcfaa0b24376b0db41,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,0,False
OpenBMI_ERP,OpenBMI,3,19,LiteBN_BASELINE,0.9566666666666668,0.9037905195973428,0.93989898989899,1980,039a9f8973a650797b3bfb4673ebe9b6c28618b10d2a5c67722707fe5e412e51,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,0,True
OpenBMI_ERP,OpenBMI,3,19,LiteBN_X,0.966060606060606,0.9265697486244472,0.9555555555555556,1980,c5dc7306a498b2cb8903e2e166a7d4b1c979f32f90b256bcfaa0b24376b0db41,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,0,False
OpenBMI_ERP,OpenBMI,3,22,LiteBN_BASELINE,0.8918181818181818,0.7889731962179611,0.847979797979798,1980,039a9f8973a650797b3bfb4673ebe9b6c28618b10d2a5c67722707fe5e412e51,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,0,True
OpenBMI_ERP,OpenBMI,3,22,LiteBN_X,0.9348484848484848,0.9029153120503116,0.941919191919192,1980,c5dc7306a498b2cb8903e2e166a7d4b1c979f32f90b256bcfaa0b24376b0db41,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,0,False
OpenBMI_ERP,OpenBMI,3,27,LiteBN_BASELINE,0.9609090909090908,0.9139084447989148,0.946969696969697,1980,039a9f8973a650797b3bfb4673ebe9b6c28618b10d2a5c67722707fe5e412e51,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,0,True
OpenBMI_ERP,OpenBMI,3,27,LiteBN_X,0.9718181818181818,0.9382400332257854,0.9631313131313132,1980,c5dc7306a498b2cb8903e2e166a7d4b1c979f32f90b256bcfaa0b24376b0db41,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,0,False
OpenBMI_ERP,OpenBMI,3,34,LiteBN_BASELINE,0.8587878787878788,0.7597259301553988,0.8252525252525252,1980,039a9f8973a650797b3bfb4673ebe9b6c28618b10d2a5c67722707fe5e412e51,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,0,True
OpenBMI_ERP,OpenBMI,3,34,LiteBN_X,0.8903030303030304,0.7975721418430666,0.8575757575757575,1980,c5dc7306a498b2cb8903e2e166a7d4b1c979f32f90b256bcfaa0b24376b0db41,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,0,False
OpenBMI_ERP,OpenBMI,3,45,LiteBN_BASELINE,0.8309090909090909,0.7896319654301522,0.8676767676767677,1980,039a9f8973a650797b3bfb4673ebe9b6c28618b10d2a5c67722707fe5e412e51,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,0,True
OpenBMI_ERP,OpenBMI,3,45,LiteBN_X,0.8345454545454545,0.8204551217038539,0.895959595959596,1980,c5dc7306a498b2cb8903e2e166a7d4b1c979f32f90b256bcfaa0b24376b0db41,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,0,False
OpenBMI_ERP,OpenBMI,3,49,LiteBN_BASELINE,0.8693939393939394,0.7801412411498223,0.8449494949494949,1980,039a9f8973a650797b3bfb4673ebe9b6c28618b10d2a5c67722707fe5e412e51,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,0,True
OpenBMI_ERP,OpenBMI,3,49,LiteBN_X,0.8957575757575758,0.8038278627377844,0.8626262626262626,1980,c5dc7306a498b2cb8903e2e166a7d4b1c979f32f90b256bcfaa0b24376b0db41,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,0,False
OpenBMI_ERP,OpenBMI,4,20,LiteBN_BASELINE,0.8845454545454545,0.8185645933014354,0.8803030303030303,1980,c3fb4b011f1ba42b8e0ded81ece46b36d9b6c05fbb97dd532871c1f0a79d2aaa,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,0,True
OpenBMI_ERP,OpenBMI,4,20,LiteBN_X,0.8854545454545455,0.8355587808417997,0.895959595959596,1980,8018a3b66123c5367420465a92937afa834a2589de74754e436ef996ea237840,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,0,False
OpenBMI_ERP,OpenBMI,4,21,LiteBN_BASELINE,0.8636363636363636,0.7883021102497847,0.8555555555555555,1980,c3fb4b011f1ba42b8e0ded81ece46b36d9b6c05fbb97dd532871c1f0a79d2aaa,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,0,True
OpenBMI_ERP,OpenBMI,4,21,LiteBN_X,0.8381818181818181,0.7711947359834683,0.8454545454545455,1980,8018a3b66123c5367420465a92937afa834a2589de74754e436ef996ea237840,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,0,False
OpenBMI_ERP,OpenBMI,4,41,LiteBN_BASELINE,0.8906060606060606,0.8419770091659493,0.9005050505050505,1980,c3fb4b011f1ba42b8e0ded81ece46b36d9b6c05fbb97dd532871c1f0a79d2aaa,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,0,True
OpenBMI_ERP,OpenBMI,4,41,LiteBN_X,0.8736363636363637,0.8176780448940248,0.8823232323232323,1980,8018a3b66123c5367420465a92937afa834a2589de74754e436ef996ea237840,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,0,False
OpenBMI_ERP,OpenBMI,4,44,LiteBN_BASELINE,0.8993939393939394,0.7932432947299054,0.8505050505050505,1980,c3fb4b011f1ba42b8e0ded81ece46b36d9b6c05fbb97dd532871c1f0a79d2aaa,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,0,True
OpenBMI_ERP,OpenBMI,4,44,LiteBN_X,0.9081818181818182,0.8194150429861321,0.8752525252525253,1980,8018a3b66123c5367420465a92937afa834a2589de74754e436ef996ea237840,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,0,False
OpenBMI_ERP,OpenBMI,4,46,LiteBN_BASELINE,0.7048484848484848,0.6499009820959463,0.7525252525252525,1980,c3fb4b011f1ba42b8e0ded81ece46b36d9b6c05fbb97dd532871c1f0a79d2aaa,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,0,True
OpenBMI_ERP,OpenBMI,4,46,LiteBN_X,0.7124242424242424,0.674058420041282,0.7853535353535354,1980,8018a3b66123c5367420465a92937afa834a2589de74754e436ef996ea237840,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,0,False
OpenBMI_ERP,OpenBMI,4,53,LiteBN_BASELINE,0.6563636363636364,0.6507379337854009,0.798989898989899,1980,c3fb4b011f1ba42b8e0ded81ece46b36d9b6c05fbb97dd532871c1f0a79d2aaa,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,0,True
OpenBMI_ERP,OpenBMI,4,53,LiteBN_X,0.7260606060606061,0.7266094602331827,0.8484848484848485,1980,8018a3b66123c5367420465a92937afa834a2589de74754e436ef996ea237840,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,0,False
OpenBMI_ERP,OpenBMI,4,7,LiteBN_BASELINE,0.8815151515151516,0.8085114371654687,0.8712121212121212,1980,c3fb4b011f1ba42b8e0ded81ece46b36d9b6c05fbb97dd532871c1f0a79d2aaa,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,0,True
OpenBMI_ERP,OpenBMI,4,7,LiteBN_X,0.8627272727272728,0.8062387034475929,0.8742424242424243,1980,8018a3b66123c5367420465a92937afa834a2589de74754e436ef996ea237840,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,0,False
OpenBMI_ERP,OpenBMI,4,9,LiteBN_BASELINE,0.8333333333333334,0.8005640612409348,0.8777777777777778,1980,c3fb4b011f1ba42b8e0ded81ece46b36d9b6c05fbb97dd532871c1f0a79d2aaa,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,0,True
OpenBMI_ERP,OpenBMI,4,9,LiteBN_X,0.7657575757575757,0.7603607681305287,0.8641414141414141,1980,8018a3b66123c5367420465a92937afa834a2589de74754e436ef996ea237840,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,0,False
