seed,fold,n_subjects,LiteBN_BA,XS_BA,delta_pp,LiteBN_macro_F1,XS_macro_F1,positive_subjects,harmed_subjects
2,0,8,0.8175378787878788,0.8239393939393939,0.6401515151515158,0.7693001437195484,0.7952674409867125,5,3
2,1,8,0.8847348484848485,0.8960984848484848,1.136363636363638,0.8455500379589623,0.8481316735429784,5,3
2,2,8,0.7617045454545455,0.7732575757575757,1.155303030303033,0.7349001640364234,0.7568967319951888,6,2
2,3,8,0.8826136363636363,0.8903787878787879,0.7765151515151489,0.8288848847242258,0.8538160160528404,7,1
2,4,8,0.8280303030303031,0.8162121212121212,-1.1818181818181825,0.7847811362370049,0.785162345758817,3,5
